date,facility_name,upgrade
2011-01-01,Pcante - Memorial 100 kV line,baseline reliability upgrade
2011-01-01,Hot Spings - Irick 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Southside Wastewater Treatment Plant - Hot Springs 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Autaugaville Substation - Brincken'S Corner 100 kV Line 1,baseline reliability upgrade
2011-01-01,Loveland W Tap Substation - Autaugaville 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Underground Tap - Streeter Sta 100 kV,baseline reliability upgrade
2011-01-01,Underground Tap - Kohlman Lake 100 kV Line 1,baseline reliability upgrade
2011-01-01,Gertie - Mandarin 100 kV,baseline reliability upgrade
2011-01-01,Hamilton Peaking - Greynolds 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,J B Sims - Hamilton Peaking 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Mandarin - J B Sims 100 kV Cir. 2,baseline reliability upgrade
2011-01-01,Pinedale-Rio Linda - Lexington Hickory St 100 kV,baseline reliability upgrade
2011-01-01,Pinedale-Rio Linda - Duke Springboro 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Pinedale-Rio Linda - Duke Springboro 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Duke Springboro Substation - Otter Vly 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Duke Springboro Substation - Otter Vly 100 kV,baseline reliability upgrade
2011-01-01,Hanford 400 Areafast Flux Test Facility - Reenergy Stratton Llc 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Hanford 400 Areafast Flux Test Facility - Reenergy Stratton Llc Substation 100 kV,baseline reliability upgrade
2011-01-01,Kohlman Lake - Reenergy Strattonllc 100 kV Line 1,baseline reliability upgrade
2011-01-01,Iola - Warner Substation 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Warner - Orosi 100 kV #1,baseline reliability upgrade
2011-01-01,Middletown Coke Company Llc - Iola 100 kV,baseline reliability upgrade
2011-01-01,Midletown Coke Company Llc - Orosi 100 kV,baseline reliability upgrade
2011-01-01,Iola - Wausau Paper Middletown 100 kV,baseline reliability upgrade
2011-01-01,U.S. Gypsum - Streeter Sta 100 kV,baseline reliability upgrade
2011-01-01,U.S. Gypsum - Cannon 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mohawk - Aes 100 kV #1,baseline reliability upgrade
2011-01-01,Mohawk - Aes 100 kV #2,baseline reliability upgrade
2011-01-01,Mohawk - Aes 100 kV Cir. 3,baseline reliability upgrade
2011-01-01,Yellow Springs - Enon 100 kV Line 1,baseline reliability upgrade
2011-01-01,Enon 100/1 kV Autotransformer #1,baseline reliability upgrade
2011-01-01,Washington County Cogeneration Facility 100-1 kV Autotransformer Unit 1,baseline reliability upgrade
2011-01-01,Crossroads - Wolfe Substation 100 kV Line 2,baseline reliability upgrade
2011-01-01,Wolfe - Crossroads 100 kV,baseline reliability upgrade
2011-01-01,Longview1 Substation - Kirtland Tap Substation 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Octol Substation - Wilmer 100 kV #1,baseline reliability upgrade
2011-01-01,Richard M Fynn - Westbank 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Richard M Flynn - Cullman Industrial 100 kV L,baseline reliability upgrade
2011-01-01,Cullman Industrial - Richard M Flynn 100 kV,baseline reliability upgrade
2011-01-01,Wilmer - Richard M Flynn 100 kV,baseline reliability upgrade
2011-01-01,Richard M Flynn - Millercoors Trenton Brewery 230 kV,baseline reliability upgrade
2011-01-01,Foster Substation - Syosset 100 kV,baseline reliability upgrade
2011-01-01,Foster - Cullman Industrial 100 kV Line 1,baseline reliability upgrade
2011-01-01,Ringold Substation - Syosset 100 kV,baseline reliability upgrade
2011-01-01,Kirtland Tap Substation - Hopson 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,New Stayton - Caribbean University 100 kV,baseline reliability upgrade
2011-01-01,Frost Bridge - Caribbean University 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Frost Bridge - Acec Cambria 230 kV Ckt 1,baseline reliability upgrade
2011-01-01,East Dublin Substation - Dresden 100 kV #1,baseline reliability upgrade
2011-01-01,Hansel - Thousand Springs Substation 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Hbread - John C. Eisiger 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,John C. Eisinger 100 kV/1 kV Transformer Bank Bank 1,baseline reliability upgrade
2011-01-01,Oppd Blondo St - Winthrop 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Oppd Blondo St - Winthrop 100 kV #2,baseline reliability upgrade
2011-01-01,Pca - Pittsfield Generating Lp 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Vicco - Mosher Substation 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Malta - Waynoka Gas Processing Plant 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Waynoka Gas Processing Plant Substation - Malta 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,W Millersport - Millersport 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mwd Etiwanda - West Memphis 100 kV #1,baseline reliability upgrade
2011-01-01,Brisbois - West Memphis Substation 100 kV,baseline reliability upgrade
2011-01-01,Millerspot - Kirk 100 kV Line 1,baseline reliability upgrade
2011-01-01,Goose Lake - Jug St 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Du Pont - Katella 100 kV #1,baseline reliability upgrade
2011-01-01,Speen St - Daly City Tap 100 kV #1,baseline reliability upgrade
2011-01-01,Katella - Angus Vly 100 kV Line 1,baseline reliability upgrade
2011-01-01,Windmill - E Broad St 100 kV Line 1,baseline reliability upgrade
2011-01-01,W Yates Switch - W Pt Ga 100 kV Line 1,baseline reliability upgrade
2011-01-01,W Yates Switch - West Pt Ga 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Hollywood Park - Lucent 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Lucent - Hollywood Park 100 kV Line 2,baseline reliability upgrade
2011-01-01,Maritime - Hollywood Park 100 kV Line 1,baseline reliability upgrade
2011-01-01,Wansley - Acec Brooks 100 kV,baseline reliability upgrade
2011-01-01,Wansley - Acec Brooks 100 kV #2,baseline reliability upgrade
2011-01-01,East Broad St - Lucent 100 kV #1,baseline reliability upgrade
2011-01-01,E Broad St - Lucent 100 kV Line 2,baseline reliability upgrade
2011-01-01,Acec Brooks - Little Rest Rd 100 kV,baseline reliability upgrade
2011-01-01,Channel - Bellvue 100 kV,baseline reliability upgrade
2011-01-01,Barrett 100-1 kV XFMR,baseline reliability upgrade
2011-01-01,Airway - Cedar Bayou 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Summerfield Substation - Cedar Bayou 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Chocksett Rd Energy Storage Project - Greene 100 kV #1,baseline reliability upgrade
2011-01-01,Keatchie Co Op - Hempstead 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Greene - Knollwood 100 kV #1,baseline reliability upgrade
2011-01-01,Greene - Knollwod 100 kV,baseline reliability upgrade
2011-01-01,Hat Rock - Broad St 100 kV Line 1,baseline reliability upgrade
2011-01-01,Acec Cambria - Sugar Crk Substation 230 kV Line 1,baseline reliability upgrade
2011-01-01,Sugar Creek - Knollwood 230 kV Line 1,baseline reliability upgrade
2011-01-01,Stevens Road - Washington Energy Facility 230 kV line,baseline reliability upgrade
2011-01-01,Stevens Rd - Conesville Station 230 kV Ckt 1,baseline reliability upgrade
2011-01-01,Loveland W Tap Substation - Home Depot 100 kV L,baseline reliability upgrade
2011-01-01,Loveland W Tap Substation - Home Depot 100 kV,baseline reliability upgrade
2011-01-01,Loveland W Tap - Lawrence Tap 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Homelake - Memorial 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Irick Substation - Homelake 100 kV,baseline reliability upgrade
2011-01-01,Otter Vly - Home Depot 100 kV #1,baseline reliability upgrade
2011-01-01,Otter Vly - Home Depot 100 kV L,baseline reliability upgrade
2011-01-01,Lawrence Tap - Narcoossee 100 kV Line,baseline reliability upgrade
2011-01-01,Newark Energy Ctr - Southside Wastewater Treatment Plant 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Chilhowee - Osawatomie 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Wagner Lake 230-138 kV Autotransformer,baseline reliability upgrade
2011-01-01,Roeding - North Madison 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,San Rafael - Todd 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Mercedes Benz U.S. International - Todd 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mercedes Benz U.S. International - Todd 100 kV L,baseline reliability upgrade
2011-01-01,Mercedes Benz U.S. International - 10Th Avenue 100 kV,baseline reliability upgrade
2011-01-01,Mercedes Benz U.S. International - 10Th Avenue 100 kV #2,baseline reliability upgrade
2011-01-01,Setab - Lerdo 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,7Th Avenue 138 kV/100 kV Transformer Bank Bank 1,baseline reliability upgrade
2011-01-01,Hiawatha Ese - Wausau Substation 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Wausau - Greenly 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Puerta De Tierra - Springfield - Nichols St 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mill Run Substation - Puerta De Tierra 100 kV #1,baseline reliability upgrade
2011-01-01,Elkview Coal Substation - Mill Run 100 kV,baseline reliability upgrade
2011-01-01,Pikes Creek Substation - West Milton 100 kV L,baseline reliability upgrade
2011-01-01,West Milton - W Riverside 100 kV Line 1,baseline reliability upgrade
2011-01-01,Fitchburg - Miami 100 kV Line 1,baseline reliability upgrade
2011-01-01,Air Products 2 - Louisiana Avenue 100 kV Line 1,baseline reliability upgrade
2011-01-01,Louisiana Avenue Substation - Air Products 2 100 kV Line 2,baseline reliability upgrade
2011-01-01,Hempstead - S Rapid City 100 kV Ckt 2,baseline reliability upgrade
2011-01-01,Knollwood 230-1 kV Autotransformer #1,baseline reliability upgrade
2011-01-01,Knollwood 100-1 kV Auto,baseline reliability upgrade
2011-01-01,Hat Rock - S Rapid City Substation 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,S Rapid City - Hat Rock 100 kV Cir. 2,baseline reliability upgrade
2011-01-01,Hanford 400 Areafast Flux Test Faility - O. H. Hutchings Sta 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Louisiana Avenue - Trojan Nuclear Plant 100 kV line,baseline reliability upgrade
2011-01-01,Louisiana Avnue - Trojan Nuclear Plant Substation 100 kV #2,baseline reliability upgrade
2011-01-01,Trojan Nuclear Plant - Auglaie Hydro 100 kV Line 1,baseline reliability upgrade
2011-01-01,Trojan Nuclear Plant - Auglaize Hydro Substation 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Oxanna - Myrtle-Date 100 kV Line 1,baseline reliability upgrade
2011-01-01,Bryant - Calapooya 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Bryant - Gary Works 100 kV #1,baseline reliability upgrade
2011-01-01,Goldsboro - Odin 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Todhunter - General Motors 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,General Motors - Todhuter 100 kV L,baseline reliability upgrade
2011-01-01,Todhunter - Orosi 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Orosi - Todhunter 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Lerdo Substation 345 kV/230 kV Transformer Unit 1,baseline reliability upgrade
2011-01-01,Killen 500 kV/230 kV TX Unit 1,baseline reliability upgrade
2011-01-01,Killen 230-1 kV Auto Unit 1,baseline reliability upgrade
2011-01-01,Killen 100/1kV XFMR T1,baseline reliability upgrade
2011-01-01,Moffat - Killen 230 kV Line 1,baseline reliability upgrade
2011-01-01,Gavin Power Llc - Olympus 230 kV Circuit 1,baseline reliability upgrade
2011-01-01,Conesville Station - Dresden 500 kV,baseline reliability upgrade
2011-01-01,Dicks Creek - Orosi 100 kV,baseline reliability upgrade
2011-01-01,Auglaize Hydro 230 kV/1 kV Autotransformer #1,baseline reliability upgrade
2011-01-01,Auglaize Hydro Substation 100 kV/1 kV Autotransformer #1,baseline reliability upgrade
2011-01-01,Cedarridge Wind Alte - Arroyo 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Whirlpool Corporation - Ottawa Wind Farm - Twin County Ranch 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Beaverley - Geisel Monument 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Southwest Lima - Beaverley 100 kV Line 1,baseline reliability upgrade
2011-01-01,Southwest Lima Substation - Lenkurt 100 kV,baseline reliability upgrade
2011-01-01,Canal Rd - Newport Tie 230 kV,baseline reliability upgrade
2011-01-01,Madisonburg - Wilkins Corner 100 kV Line 1,baseline reliability upgrade
2011-01-01,Rogers Lake - Andover 100 kV Line 1,baseline reliability upgrade
2011-01-01,Andover - Space Substation 100 kV L,baseline reliability upgrade
2011-01-01,Ft Bragg - Minidoka 100 kV,baseline reliability upgrade
2011-01-01,Metaline Falls - Bannock Creek 100 kV,baseline reliability upgrade
2011-01-01,Sunrise - Rexburg 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Sunrise - Halldale Substation 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Tontitown Substation - Maxwelton 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Maxwelton - Brackens Creek Station 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mouton - Treat 230 kV Circuit 1,baseline reliability upgrade
2011-01-01,Mouton - Ledges 230 kV line,baseline reliability upgrade
2011-01-01,Milford - Space 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Burlingtongt Substation - Milford 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Brackens Crk Station Substation - Bowater 100 kV Line,baseline reliability upgrade
2011-01-01,Mohawk - South Canton 100 kV,baseline reliability upgrade
2011-01-01,Mohawk - South Canton 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Marys River - Knox 230 kV Circuit 1,baseline reliability upgrade
2011-01-01,Salineville - Riverplace 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Salineville - Lagoon Crk 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Beechwood - Riverplace 100 kV Line 1,baseline reliability upgrade
2011-01-01,Atascocita Substation - Maple St 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,Atascocita - North Cambridge 230 kV Ckt 1,baseline reliability upgrade
2011-01-01,Hoefsroa2 - Cauthorn 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Leetonia 230/138 kV XFMR #1,baseline reliability upgrade
2011-01-01,Leetonia - Maple Street 230 kV #1,baseline reliability upgrade
2011-01-01,Leetonia - J M Huber 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,Carbona - Sierra Linda 1704 100 kV #1,baseline reliability upgrade
2011-01-01,Zane - Cathedral City 100 kV,baseline reliability upgrade
2011-01-01,Cauthorn - Cathedral City 100 kV Line 1,baseline reliability upgrade
2011-01-01,Lagoon Crk - Eighteenth St 100 kV Line 1,baseline reliability upgrade
2011-01-01,Nortech - Knight 100 kV Line 1,baseline reliability upgrade
2011-01-01,Hylebos 500 kV/230 kV TX,baseline reliability upgrade
2011-01-01,Hylebos - Jarvis 230 kV Line 1,baseline reliability upgrade
2011-01-01,Kelly - Hylebos 230 kV Circuit 1,baseline reliability upgrade
2011-01-01,Nelson - Norway 100 kV #1,baseline reliability upgrade
2011-01-01,Progressive - Wethersfield 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,University Circle - Baldwin Substation 100 kV,baseline reliability upgrade
2011-01-01,Nottingham Substation - Wetherfield 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Dal Grauer - Weyerhauser Snoqualmie Mill 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Tupman - Weyerhauser Snoqualmie Mill 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Walnut-Engle Substation - Tupman 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,St Johns - Jarvis 100 kV Line 1,baseline reliability upgrade
2011-01-01,Jarvis - Hauser-Cl 100 kV,baseline reliability upgrade
2011-01-01,Baldwin - Cleveland Thermal 100 kV,baseline reliability upgrade
2011-01-01,Tenneco - Stockton Hydro 100 kV,baseline reliability upgrade
2011-01-01,Guayanes 2902 Substation - Lester Substation 100 kV #1,baseline reliability upgrade
2011-01-01,Imperial - Crystal Riv East 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Imperial - Crystal Riv East Substation 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Poust - Imperial 100 kV,baseline reliability upgrade
2011-01-01,Imperial - Chamberlin 230 kV Ckt 1,baseline reliability upgrade
2011-01-01,Crystal River E - Southampton Solar Llc 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Hillop Tap - Joso 100 kV Line 1,baseline reliability upgrade
2011-01-01,Hillop Tap Substation - Joso Substation 100 kV,baseline reliability upgrade
2011-01-01,Hilltop Tap - Beach Grove 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Beach Grove Substation - Hilltop Tap 100 kV Line 2,baseline reliability upgrade
2011-01-01,Geauga - Guayanes 202 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Norway - Burlington Gt 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Chamberlin - Treat 230 kV,baseline reliability upgrade
2011-01-01,Pieline - Joso 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Sno-King - Pipeline 100 kV Line 1,baseline reliability upgrade
2011-01-01,Mcneil - Slocum Rd 230 kV Ckt 1,baseline reliability upgrade
2011-01-01,Imperial Dam - Lakeside 2 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Minnehaha - Imperial Dam 100 kV Line 1,baseline reliability upgrade
2011-01-01,Mantua - Cawelo C 100 kV,baseline reliability upgrade
2011-01-01,Yorba Linda - Woburn 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Woburn - Gilcrest 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Yorba Linda - Leroy Ctr 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Ledges Substation - Stoner 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,11Th Avenue N - West Melrose 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,11Th Avenue N - West Melrose 100 kV,baseline reliability upgrade
2011-01-01,Gavins Pt - Carters 100 kV line,baseline reliability upgrade
2011-01-01,Don Julio-Lorac Vista - Onncock Diesel Generation Facility 100 kV Line 1,baseline reliability upgrade
2011-01-01,Don Julio-Lorac Vista - S.L.A.C 100 kV Line 1,baseline reliability upgrade
2011-01-01,Gallatin Tn - Don Julio-Lorac Vista 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Don Julio-Lorac Vista - Venture 100 kV line,baseline reliability upgrade
2011-01-01,Beach Grove Substation - Dollarhide 100 kV,baseline reliability upgrade
2011-01-01,S.L.A.C - Baumhart 100 kV,baseline reliability upgrade
2011-01-01,Rock Rapids - Firstenergy Edgewater 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,High Winds - Baumhart 100 kV Line 1,baseline reliability upgrade
2011-01-01,Firstenergy Edgewater - Unionille 100 kV,baseline reliability upgrade
2011-01-01,Ryan - Heritage 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Rosecrans - Frey 100 kV,baseline reliability upgrade
2011-01-01,Rosecrans Substation - Troy Energy Llc 100 kV Line 1,baseline reliability upgrade
2011-01-01,Glacier 230 kV/100 kV XFMR T1,baseline reliability upgrade
2011-01-01,Glacier Substation 230-100 kV Transformer Bank 2,baseline reliability upgrade
2011-01-01,Glacier 230/100 kV Transformer Bank,baseline reliability upgrade
2011-01-01,Firstenergy Bay Shore - Glacier 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,Glacier - Frey 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Deer Park - Corbell 100 kV #1,baseline reliability upgrade
2011-01-01,Burrard Thermal 500 kV/230 kV Transformer Bank T1,baseline reliability upgrade
2011-01-01,Burrard Thermal Substation - Landsman Crk 230 kV #1,baseline reliability upgrade
2011-01-01,Big Crk 4 Substation - Ft Hall 100 kV Line 1,baseline reliability upgrade
2011-01-01,Broken Bow - Fort Hall 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Homosasa - Carr 100 kV #1,baseline reliability upgrade
2011-01-01,Dower - Japanese Mesa 100 kV,baseline reliability upgrade
2011-01-01,Japanese Mesa Substation - Dower 100 kV Line,baseline reliability upgrade
2011-01-01,Bayport Sw Sta - Rouse 230 kV,baseline reliability upgrade
2011-01-01,Rouse - Thunderbird 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Carrollton-Upfield - Koch Oil 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Firstenergy Bay Shore - Bayport Sw Sta 230 kV Circuit 1,baseline reliability upgrade
2011-01-01,Brken Bow - Corbell 100 kV Line 1,baseline reliability upgrade
2011-01-01,Broken Bow - Homosassa 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Gould - Landsman Crk 230 kV,baseline reliability upgrade
2011-01-01,Dower - Gould 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Gould - Dower 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Kosciusko - Mosier Substation 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Mosier - Mineral Ridge 100 kV Line 1,baseline reliability upgrade
2011-01-01,Boardman Substation - Bradley Rd Ds 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,J M Huber 500-230 kV Autotransformer Unit 1,baseline reliability upgrade
2011-01-01,Boardman - J M Huber 100 kV line,baseline reliability upgrade
2011-01-01,Rmc Lonestar - Wheeler Mt 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Timberline - Castalia 100 kV,baseline reliability upgrade
2011-01-01,Timberine - Apra Hts 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Timberline - Apra Hts 100 kV,baseline reliability upgrade
2011-01-01,Portage Lakes - North Cambridge 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,Portage Lakes 100/1kV XFMR #1,baseline reliability upgrade
2011-01-01,Nordonia - Chamberlin 100 kV Line 1,baseline reliability upgrade
2011-01-01,Old Forge - Ravenna 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,Ravenna 500/1 kV Transformer Bank Unit 1,baseline reliability upgrade
2011-01-01,Ravenna 230-1 kV Auto #1,baseline reliability upgrade
2011-01-01,Saxon Creek - Dairy 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Simpson Lumber - Rmc Lonestar 100 kV Line 1,baseline reliability upgrade
2011-01-01,North Branch - S Canton 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,S Canton - North Branch 100 kV,baseline reliability upgrade
2011-01-01,N Branch - Timken 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Pine Substation - Copley 100 kV Line 1,baseline reliability upgrade
2011-01-01,Pine - Copley 100 kV Circuit 2,baseline reliability upgrade
2011-01-01,Sourek - Sackett 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,David Swinford Substation - Sackett 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,David Swinford - Tallmadge 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,E Akron 100/1kV TX,baseline reliability upgrade
2011-01-01,Keowa - East Akron 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Moore Substation - Coventry 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Thornton - Water 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Edgerton - Water 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Water - Edgerton 100 kV,baseline reliability upgrade
2011-01-01,Hills - Nordonia 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Pacolet Tie - Milroy 100 kV,baseline reliability upgrade
2011-01-01,Pacolet Tie - Animas 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Bowater - Milroy 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Girard - Old Baptist Rd 100 kV Line 1,baseline reliability upgrade
2011-01-01,Old Baptist Rd - Girard 100 kV Line 2,baseline reliability upgrade
2011-01-01,Columbia Mo - Washington St 100 kV Line 1,baseline reliability upgrade
2011-01-01,Walker - Old Baptist Rd 100 kV,baseline reliability upgrade
2011-01-01,Fulford - Meander 100 kV #1,baseline reliability upgrade
2011-01-01,N. Lee - Muskogee 100 kV,baseline reliability upgrade
2011-01-01,Muskogee - Darlington Road Substation 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Mineral Ridge - Meander 100 kV Line 1,baseline reliability upgrade
2011-01-01,El Sol - Sister Lakes 100 kV L,baseline reliability upgrade
2011-01-01,Imperial Valley - Aep Colby 100 kV Line 1,baseline reliability upgrade
2011-01-01,Imperial Vly - Medway Hydro 100 kV,baseline reliability upgrade
2011-01-01,Sister Lakes - Berrien Springs 100 kV,baseline reliability upgrade
2011-01-01,University - Flood Street 230 kV Ckt 1,baseline reliability upgrade
2011-01-01,Coto Laurel - Parkview Battery 230 kV,baseline reliability upgrade
2011-01-01,Three Rivers - Hydro Plant 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Constantine Hydro - Mears Jct 100 kV #1,baseline reliability upgrade
2011-01-01,Parkview Battery - Oceanside 230 kV Cir. 1,baseline reliability upgrade
2011-01-01,Ridgeline - Hydro Plant 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Lewisville Switch - Copus 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Lewisville Switch Substation - Cedar Hill Switching 100 kV line,baseline reliability upgrade
2011-01-01,Lewisville Switch - Doyle Energy Facility 100 kV Line 1,baseline reliability upgrade
2011-01-01,St Ignace - Duarte 100 kV line,baseline reliability upgrade
2011-01-01,St Gnace - Duarte 100 kV #2,baseline reliability upgrade
2011-01-01,St Ignace - Samaria 100 kV Line 1,baseline reliability upgrade
2011-01-01,Samaria - St Ignace 100 kV,baseline reliability upgrade
2011-01-01,Sa Manuel - Cedar Hill Switching 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Copus - Herndon 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,County Line 19 - Midway M.P 100 kV #1,baseline reliability upgrade
2011-01-01,S Woodrow - County Line 19 100 kV Ckt 1,baseline reliability upgrade
2011-01-01,Weiler - Laclede 100 kV Line,baseline reliability upgrade
2011-01-01,Monroe - Laclede 100 kV #1,baseline reliability upgrade
2011-01-01,Midway M.P - Bonita Springs Substation 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Bonita Springs - Monroe Mi 100 kV,baseline reliability upgrade
2011-01-01,Bonita Springs - Toll Rd 100 kV Line 1,baseline reliability upgrade
2011-01-01,Monroe Mi - Monroe 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Doyle Energy Facility - Toll Rd 100 kV,baseline reliability upgrade
2011-01-01,Samaria - Landsman Crk 100 kV Line 1,baseline reliability upgrade
2011-01-01,Landsman Crk - Samaria 100 kV Ckt 2,baseline reliability upgrade
2011-01-01,Landsman Crk - J R Whiting 230 kV Circuit 1,baseline reliability upgrade
2011-01-01,Webster Ic - Mears Jct 100 kV #1,baseline reliability upgrade
2011-01-01,Idle Hour - Sturgis 100 kV #1,baseline reliability upgrade
2011-01-01,Lagrange - Sturgis 100 kV Line 1,baseline reliability upgrade
2011-01-01,Stubey Rd - Idle Hour 100 kV Cir. 1,baseline reliability upgrade
2011-01-01,Vaca-Dixon - Fermi 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Vaca-Dixon - Fermi 100 kV Line 2,baseline reliability upgrade
