plant_id,sub_id,fuel,mw,online_year,retire_year,queue_project_id
2831,9657,hydro,2.906,1995,,
2832,9658,ng,222.721,1967,,
2833,9658,ng,222.721,1974,,
2834,9658,ng,222.721,1992,,
2835,9659,coal,4.676,1977,2014.0,
2836,9659,coal,4.676,2004,2024.0,
2837,9659,coal,4.676,1985,,
2838,9659,coal,4.676,1996,2018.0,
2840,9660,coal,4.126,1978,2015.0,
2841,9660,coal,4.126,2001,,
2843,9661,hydro,0.232,1987,,
2844,9661,hydro,0.232,2007,,
2846,9663,hydro,1.743,1965,,
2847,9663,hydro,1.743,1972,,
2848,9663,hydro,1.743,1963,,
2849,9663,hydro,1.743,1963,,
2850,9663,hydro,1.743,1968,,
2852,9664,hydro,0.697,2005,,
2853,9664,hydro,0.697,1987,,
2854,9665,hydro,6.276,2010,,
2856,9665,hydro,6.276,1996,,
2857,9665,hydro,6.276,1985,,
2858,9666,dfo,20.786,1987,,
2859,9666,dfo,20.786,1988,2021.0,
2860,9666,dfo,20.786,2005,2019.0,
2861,9666,dfo,20.786,1976,2018.0,
2863,9667,hydro,23.245,1985,,
2864,9668,hydro,2.906,1992,,
2866,9669,coal,291.581,1974,2017.0,
2867,9669,coal,291.581,2004,,
2868,9670,ng,68.132,1963,,
2869,9670,ng,68.132,1972,,
2870,9670,ng,68.132,1986,,
2871,9670,ng,68.132,1991,,
2872,9670,ng,68.132,1964,,
2877,9672,coal,15.301,1979,2016.0,
2880,9673,hydro,1.569,1980,,
2881,9673,hydro,1.569,1995,,
2882,9674,ng,439.931,1976,,
2883,9674,ng,439.931,1967,,
2884,9674,ng,439.931,1960,,
2885,9674,ng,439.931,1964,,
2886,9675,dfo,1.305,1997,2021.0,
2887,9676,hydro,57.493,1965,,
2888,9676,hydro,57.493,1977,,
2889,9676,hydro,57.493,1986,,
2891,9676,hydro,57.493,1968,,
2893,10258,hydro,3.371,1961,,
2894,10259,ng,223.522,1964,,
2895,10260,coal,39.473,1995,,
2896,10260,coal,39.473,1965,,
2897,10261,dfo,4.017,1966,2023.0,
2899,10262,dfo,1.807,1978,,
2900,10262,dfo,1.807,1971,,
2901,10263,dfo,2.008,2002,2015.0,
2902,10263,dfo,2.008,2009,,
2903,10263,dfo,2.008,1970,,
2904,10263,dfo,2.008,1968,,
2905,10263,dfo,2.008,1973,,
2906,10263,dfo,2.008,1984,,
2907,10264,ng,149.807,1994,,
2908,10264,ng,149.807,1972,,
2909,10264,ng,149.807,2006,,
2910,10264,ng,149.807,2009,,
2911,10264,ng,149.807,2006,,
2912,10264,ng,149.807,2004,,
2919,10267,ng,133.456,1969,,
2920,10267,ng,133.456,1976,,
2921,10267,ng,133.456,1985,,
2922,10267,ng,133.456,2003,,
2923,10268,hydro,1.162,1967,,
2924,10269,dfo,16.92,1984,,
2925,10269,dfo,16.92,1990,,
2926,10269,dfo,16.92,1996,2013.0,
2927,10269,dfo,16.92,1971,,
2928,10270,ng,244.236,1973,,
2929,10270,ng,244.236,1994,,
2930,10270,ng,244.236,1987,,
2931,10271,dfo,12.05,1996,,
2932,10272,dfo,1.225,1997,2021.0,
2933,10272,dfo,1.225,1989,2011.0,
2934,10272,dfo,1.225,1977,,
2935,10272,dfo,1.225,1974,2020.0,
2938,10273,hydro,1.453,1977,,
2941,10275,dfo,2.209,1976,2019.0,
2942,10275,dfo,2.209,1999,,
2943,10275,dfo,2.209,2007,,
2944,10275,dfo,2.209,1990,2016.0,
2945,10275,dfo,2.209,1993,,
2946,10275,dfo,2.209,1984,,
2947,10276,dfo,1.807,1991,,
2948,10276,dfo,1.807,1998,,
2949,10276,dfo,1.807,1979,2022.0,
2950,10276,dfo,1.807,1996,,
2951,10276,dfo,1.807,2000,,
2952,10276,dfo,1.807,2002,2020.0,
2953,10277,dfo,163.675,1996,,
2954,10277,dfo,163.675,1990,,
2955,10277,dfo,163.675,1960,,
2956,10277,dfo,163.675,1985,,
2957,10277,dfo,163.675,1987,2017.0,
2958,10277,dfo,163.675,1980,2016.0,
2959,10278,dfo,20.786,1981,,
2960,10278,dfo,20.786,1981,,
2961,10278,dfo,20.786,2004,,
2962,10278,dfo,20.786,1981,,
2963,10279,nuclear,908.326,1961,,
2964,10279,nuclear,908.326,1981,,
2965,10280,dfo,1.807,1961,,
2966,10280,dfo,1.807,1984,,
2967,10281,ng,213.362,1976,,
2968,10281,ng,213.362,1964,,
2969,10281,ng,213.362,1966,,
2970,10281,ng,213.362,1973,,
2971,10281,ng,213.362,1989,,
2972,10282,ng,131.483,1981,,
2973,10282,ng,131.483,2007,,
2974,10282,ng,131.483,1968,,
2975,10283,dfo,67.358,1993,2018.0,
2976,10283,dfo,67.358,1987,2018.0,
2977,10283,dfo,67.358,1988,,
2978,10283,dfo,67.358,2000,2013.0,
2979,10283,dfo,67.358,1971,,
2980,10283,dfo,67.358,2006,,
2981,10284,dfo,4.017,1992,2012.0,
2982,10285,ng,109.848,1976,,
2983,10285,ng,109.848,1987,,
2984,10285,ng,109.848,1968,,
2985,10285,ng,109.848,1962,,
2986,10286,ng,154.911,1996,,
2987,10286,ng,154.911,1974,,
2988,10286,ng,154.911,2003,,
2992,10289,ng,210.911,1969,,
2993,10289,ng,210.911,1962,,
2995,10291,ng,210.816,1982,,
2996,10291,ng,210.816,1961,,
2997,10291,ng,210.816,1981,,
2998,10291,ng,210.816,1987,,
2999,10292,ng,204.516,1969,,
3000,10292,ng,204.516,1988,,
3001,10292,ng,204.516,2007,,
3012,10295,nuclear,785.757,1977,,
3013,10295,nuclear,785.757,1974,,
3016,10297,ng,55.462,1983,,
3017,10298,dfo,27.112,1971,2014.0,
3018,10299,coal,128.942,1966,2017.0,
3020,10300,coal,111.66,1961,,
3021,10300,coal,111.66,1989,,
3022,10300,coal,111.66,1991,2016.0,
3023,10300,coal,111.66,1971,,
3024,10301,dfo,885.654,2008,2014.0,
3025,10302,ng,110.087,1996,,
3026,10302,ng,110.087,1983,,
3027,10302,ng,110.087,1979,,
3028,10302,ng,110.087,1965,,
3029,10303,dfo,1.807,1980,2020.0,
3030,10304,coal,39.473,1988,2019.0,
3031,10304,coal,39.473,2006,2011.0,
3032,10305,dfo,20.133,1993,2011.0,
3033,10305,dfo,20.133,1969,2015.0,
3034,10306,dfo,3.856,1972,,
3035,10306,dfo,3.856,1962,,
3036,10306,dfo,3.856,1968,,
3037,10306,dfo,3.856,1998,2024.0,
3038,10306,dfo,3.856,1999,2017.0,
3043,10308,ng,120.726,1960,,
3044,10308,ng,120.726,1965,,
3045,10308,ng,120.726,1999,,
3046,10309,coal,39.473,1987,2020.0,
3047,10309,coal,39.473,1991,2011.0,
3049,10309,coal,39.473,1979,,
3062,11114,solar,4.815,1962,,
3063,11114,solar,4.815,1980,,
3064,11114,solar,4.815,1966,,
3109,11129,solar,74.083,1962,,
3110,11130,ng,59.534,2010,,
3111,11130,ng,59.534,2007,,
3112,11130,ng,59.534,1967,,
3116,11132,solar,18.521,2010,,
3145,11146,coal,774.16,1993,,
3146,11146,coal,774.16,1975,,
3147,11146,coal,774.16,1985,,
3162,11151,solar,18.521,1965,,
3165,11153,coal,69.481,1962,2017.0,
3166,11153,coal,69.481,1967,,
3167,11154,coal,890.669,2008,2014.0,
3177,11158,solar,18.521,1993,,
3178,11159,solar,18.521,1965,,
3179,11159,solar,18.521,2000,,
3253,11181,coal,69.966,1986,,
3269,11185,solar,17.78,1991,,
3278,11189,solar,18.521,1996,,
3279,11190,solar,14.817,2005,,
3280,11190,solar,18.521,1968,,
3281,11190,solar,18.521,1979,,
3300,11197,hydro,26.911,1963,,
3302,11197,hydro,0.574,1963,,
3304,11197,hydro,26.911,1984,,
3307,11198,coal,220.67,1965,2014.0,
3317,11200,solar,45.931,1997,,
3319,11201,solar,18.521,1970,,
3329,11206,solar,18.521,2007,,
3339,11209,hydro,47.794,1963,,
3342,11209,hydro,47.794,1989,,
3361,11217,solar,11.112,2005,,
3362,11217,solar,9.26,1968,,
3379,11224,solar,18.521,1980,,
4928,16876,hydro,34.727,2007,,
4931,16877,ng,251.37,2004,,
4932,16877,ng,251.37,1973,,
4933,16877,ng,251.37,1994,,
4934,16877,ng,251.37,1977,,
4991,16895,coal,26.004,2006,2017.0,
4992,16895,coal,26.004,1967,2012.0,
4993,16895,coal,26.004,1980,2025.0,
4994,16895,coal,26.004,1995,2015.0,
4995,16895,coal,26.004,1971,,
4996,16896,hydro,29.218,1979,,
4997,16896,hydro,29.218,1964,,
5055,17834,ng,233.686,1982,,
5056,17834,ng,233.686,1994,,
5057,17834,ng,233.686,1977,,
5058,17834,ng,233.686,1971,,
5059,17834,ng,233.686,1983,,
5060,17834,ng,233.686,1960,,
5061,17835,ng,206.477,2004,,
5062,17835,ng,206.477,1982,,
5063,17835,ng,206.477,1967,,
5064,17835,ng,206.477,1979,,
5065,17835,ng,206.477,1985,,
5066,17835,ng,206.477,1978,,
5082,17841,coal,355.554,2005,,
5083,17841,coal,355.554,1971,2015.0,
5084,17841,coal,355.554,2001,2012.0,
5085,17841,coal,355.554,1983,2019.0,
5092,17843,ng,270.089,2005,,
5093,17843,ng,270.089,2010,,
5094,17843,ng,270.089,1964,,
5095,17843,ng,270.089,1990,,
5096,17843,ng,270.089,2004,,
5109,17847,coal,223.145,1993,,
5110,17847,coal,223.145,1990,,
5111,17847,coal,223.145,1961,2018.0,
5135,17857,coal,152.082,1978,,
5136,17857,coal,152.082,2004,2016.0,
5140,17860,coal,484.894,1962,,
5141,17860,coal,484.894,1960,,
5159,17865,hydro,88.499,1976,,
5167,17868,hydro,56.892,1969,,
5168,17868,hydro,56.892,1966,,
5169,17868,hydro,56.892,1983,,
5170,17868,hydro,56.892,1998,,
5171,17868,hydro,56.892,1965,,
5172,17868,hydro,56.892,2010,,
5180,18681,hydro,5.447,2002,,
5181,18681,hydro,5.447,1983,,
5183,18682,dfo,18.5,1971,,
5190,18684,hydro,1.059,1979,,
5191,18684,hydro,1.059,1972,,
5193,18684,hydro,0.719,1979,,
5195,18684,hydro,0.719,1997,,
5196,18684,hydro,0.567,1981,,
5199,18685,hydro,45.389,2001,,
5200,18686,coal,882.312,1993,,
5201,18686,coal,882.312,1990,2014.0,
5203,18687,coal,137.645,1976,2011.0,
5204,18687,coal,137.645,1984,2013.0,
5205,18687,coal,137.645,2007,2018.0,
5206,18687,coal,137.645,1982,2020.0,
5207,18688,coal,728.844,2006,2012.0,
5209,18690,hydro,9.267,2009,,
5210,18690,hydro,9.267,1971,,
5211,18690,hydro,9.267,1973,,
5212,18691,wind,171.543,2010,,
5213,18691,wind,171.543,2009,,
5214,18692,coal,617.374,2007,,
5215,18692,coal,617.374,2006,,
5216,18693,coal,617.374,1998,2011.0,
5217,18693,coal,617.374,1993,,
5219,18694,coal,198.209,1998,2016.0,
5220,18694,coal,198.209,1967,2023.0,
5221,18695,hydro,28.935,1991,,
5222,18695,hydro,28.935,2007,,
5223,18695,hydro,28.935,1999,,
5224,18695,hydro,28.935,1993,,
5225,18695,hydro,1.173,1991,,
5226,18695,hydro,1.173,1980,,
5229,18695,hydro,1.173,1967,,
5230,18695,hydro,1.173,1997,,
5232,18697,coal,500.154,1973,,
5233,18697,coal,500.154,1972,2021.0,
5234,18697,coal,500.154,2000,,
5235,18698,coal,736.787,1994,2021.0,
5236,18698,coal,736.787,1985,2020.0,
5237,18699,coal,519.894,1975,2015.0,
5238,18699,coal,519.894,1974,,
5239,18700,coal,86.378,1979,2025.0,
5241,18701,hydro,5.447,1987,,
5243,18702,wind,126.837,1972,,
5244,18703,hydro,23.829,1970,,
5245,18703,hydro,23.829,1969,,
5247,18705,ng,96.148,1968,,
5248,18705,ng,96.148,2008,,
5249,18705,ng,96.148,1987,,
5250,18705,ng,96.148,1965,,
5251,18705,ng,96.148,1968,,
5252,18705,ng,96.148,1989,,
5253,18706,ng,191.184,1991,,
5254,18706,ng,191.184,1967,,
5255,18707,coal,1173.371,2007,2011.0,
5256,18708,coal,214.366,1983,,
5257,18708,coal,214.366,1976,,
5258,18708,coal,214.366,1985,2019.0,
5259,18709,ng,63.358,1970,,
5261,18709,ng,63.358,1973,,
5262,18709,ng,63.358,1968,,
5263,18709,ng,63.358,1961,,
5264,18709,ng,63.358,1976,,
5265,19530,dfo,24.971,2002,,
5267,19531,hydro,24.383,1975,,
5268,19532,dfo,5.325,2002,2016.0,
5269,19532,dfo,5.325,1977,2017.0,
5270,19532,dfo,5.325,1987,2015.0,
5271,19532,dfo,5.325,1996,2017.0,
5272,19532,dfo,5.325,2010,,
5273,19533,coal,398.896,2001,2013.0,
5274,19533,coal,398.896,1994,,
5275,19533,coal,398.896,1973,,
5276,19533,coal,398.896,1965,,
5277,19533,coal,398.896,1997,2015.0,
5278,19533,coal,398.896,1985,2024.0,
5279,19534,ng,20.189,1962,,
5280,19535,ng,84.485,1965,,
5281,19535,ng,84.485,1998,,
5282,19535,ng,84.485,1984,,
5283,19535,ng,84.485,1965,,
5284,19535,ng,84.485,1986,,
5285,19535,ng,84.485,1994,,
5286,19536,dfo,1.131,1960,,
5287,19537,ng,246.725,1961,,
5288,19537,ng,246.725,1963,,
5289,19537,ng,246.725,2000,,
5290,19538,hydro,24.074,1982,,
5291,19538,hydro,24.074,1970,,
5292,19538,hydro,24.074,1982,,
5294,19540,coal,643.855,2002,,
5295,19541,coal,594.733,1999,2021.0,
5296,19541,coal,594.733,1997,,
5300,19543,coal,1267.048,2000,2021.0,
5301,19543,coal,1267.048,1976,2013.0,
5302,19544,ng,238.546,1984,,
5303,19544,ng,238.546,1985,,
5304,19544,ng,238.546,1972,,
5305,19544,ng,238.546,1971,,
5306,19545,solar,5.319,1988,,
5308,19547,dfo,2.262,1967,2013.0,
5309,19548,ng,222.291,1979,,
5310,19548,ng,222.291,1967,,
5311,19548,ng,222.291,1965,,
5312,19548,ng,222.291,1980,,
5313,19548,ng,222.291,1976,,
5314,19548,ng,222.291,2003,,
5315,19549,ng,16.876,1995,,
5316,19550,dfo,2.349,1967,2013.0,
5317,19550,dfo,2.349,1962,2012.0,
5318,19550,dfo,2.349,1991,,
5319,19550,dfo,2.349,1978,2021.0,
5320,19551,ng,33.753,1997,,
5321,19552,dfo,15.792,1981,2012.0,
5322,19552,dfo,15.792,1963,,
5329,19554,ng,234.094,1964,,
5330,19554,ng,234.094,1990,,
5331,19554,ng,234.094,2006,,
5332,19555,hydro,1.132,1974,,
5333,19555,hydro,1.132,1976,,
5335,19556,dfo,0.522,1995,2020.0,
5336,19556,dfo,0.522,2004,,
5338,19557,coal,561.819,1967,,
5339,19557,coal,561.819,1975,2012.0,
5340,19558,hydro,2.675,1994,,
5341,19558,hydro,2.675,1987,,
5342,19559,coal,12.183,1985,2025.0,
5343,19560,dfo,0.957,1987,,
5344,19560,dfo,12.181,1961,,
5345,19561,dfo,18.532,1981,2019.0,
5346,19561,dfo,18.532,1967,2018.0,
5347,19562,ng,101.392,1980,,
5348,19562,ng,101.392,1999,,
5349,19562,ng,101.392,1998,,
5352,19565,coal,103.508,2006,,
5353,19566,ng,97.323,1983,,
5354,19566,ng,97.323,1975,,
5355,19566,ng,97.323,1984,,
5356,19566,ng,97.323,1983,,
5357,19567,dfo,3.132,1969,2012.0,
5360,19569,ng,21.66,1989,,
5361,19569,ng,21.66,1978,,
5362,19569,ng,21.66,1972,,
5363,19569,ng,21.66,1999,,
5364,19569,ng,21.66,1961,,
5365,19569,ng,21.66,1996,,
5366,19570,dfo,2.349,1994,2011.0,
5367,19570,dfo,2.349,1993,,
5368,19570,dfo,2.349,2006,,
5369,19570,dfo,2.349,2006,2025.0,
5370,19570,dfo,2.349,1968,,
5371,19571,ng,202.412,1983,,
5372,19571,ng,202.412,1962,,
5373,19571,ng,202.412,1966,,
5374,19571,ng,202.412,1988,,
5375,19571,ng,202.412,1999,,
5376,19572,coal,211.792,1976,,
5377,19572,coal,211.792,1962,2013.0,
5378,19572,coal,211.792,1993,2017.0,
5379,19572,coal,211.792,1982,,
5380,19572,coal,211.792,1974,2011.0,
5381,19573,dfo,2.349,1962,,
5382,19573,dfo,2.349,1980,2018.0,
5383,19573,dfo,2.349,1992,,
5384,19573,dfo,2.349,1961,2021.0,
5385,19573,dfo,2.349,1973,,
5386,19574,ng,11.389,1996,,
5387,19575,ng,117.896,1964,,
5388,19575,ng,117.896,1975,,
5389,19575,ng,117.896,1966,,
5390,19575,ng,117.896,1964,,
5391,19575,ng,117.896,1970,,
5392,19575,ng,117.896,1982,,
5393,19576,ng,61.086,1965,,
5394,19576,ng,61.086,1980,,
5395,19576,ng,61.086,2008,,
5396,19576,ng,61.086,1990,,
5399,19578,coal,67.251,1986,2016.0,
5400,19578,coal,67.251,1973,,
5401,19578,coal,67.251,1962,,
5402,19578,coal,67.251,1985,2018.0,
5403,19578,coal,67.251,1991,,
5404,19579,coal,610.912,1977,,
5406,19579,coal,610.912,1978,2016.0,
5407,19580,ng,28.628,1977,,
5408,19580,ng,28.628,2000,,
5409,19580,ng,28.628,1995,,
5410,19580,ng,28.628,1975,,
5412,19582,solar,2.393,1992,,
5413,19582,solar,1.463,1980,,
5415,19584,wind,14.867,1999,,
5416,19585,dfo,1.131,1995,2021.0,
5417,19585,dfo,1.131,1965,2015.0,
5418,19585,dfo,1.131,2008,2013.0,
5422,19586,ng,97.323,1989,,
5423,19586,ng,97.323,1997,,
5424,19586,ng,97.323,1963,,
5425,19586,ng,97.323,1971,,
5426,19586,ng,97.323,1987,,
5427,19586,ng,97.323,1965,,
5428,19587,coal,13.401,2009,2012.0,
5429,19587,coal,13.401,1988,,
5438,19590,dfo,2.349,2003,,
5439,19590,dfo,2.349,1980,2020.0,
5440,19590,dfo,2.349,1968,2025.0,
5441,19590,dfo,2.349,1981,,
5442,19591,ng,33.131,1999,,
5443,19592,ng,60.309,1978,,
5444,19592,ng,60.309,2010,,
5448,19594,coal,298.127,1977,,
5449,19594,coal,298.127,2005,,
5450,19594,coal,298.127,2005,,
5451,19594,coal,298.127,1989,,
5453,20260,dfo,25.232,1960,,
5454,20261,ng,25.625,1965,,
5455,20261,ng,25.625,1973,,
5458,20263,dfo,16.531,2005,,
5459,20264,ng,88.005,1999,,
5460,20264,ng,88.005,1960,,
5461,20264,ng,88.005,1984,,
5462,20264,ng,88.005,1997,,
5463,20264,ng,88.005,1961,,
5464,20265,wind,19.677,2005,,
5466,20266,coal,373.292,1986,2011.0,
5467,20267,ng,25.625,1996,,
5468,20267,ng,25.625,2008,,
5473,20269,ng,205.001,1973,,
5474,20269,ng,205.001,1997,,
5475,20269,ng,205.001,1960,,
5477,20270,solar,4.654,1982,,
5481,20272,dfo,0.522,1990,,
5482,20272,dfo,0.522,1980,2015.0,
5483,20272,dfo,0.522,1969,,
5484,20272,dfo,0.522,1972,2023.0,
5485,20272,dfo,0.522,1967,,
5486,20272,dfo,0.522,1978,,
5487,20273,dfo,4.698,1984,,
5491,20275,dfo,13.921,1980,2016.0,
5492,20275,dfo,1.74,1981,2015.0,
5494,20276,dfo,2.027,1967,,
5495,20276,dfo,2.027,2007,2012.0,
5496,20276,dfo,2.027,1967,,
5497,20276,dfo,2.027,1987,,
5498,20277,dfo,27.842,2010,2023.0,
5499,20277,dfo,1.74,1998,,
5500,20278,ng,12.704,2008,,
5501,20278,ng,12.704,1985,,
5502,20278,ng,12.704,1974,,
5503,20279,dfo,1.74,1994,2015.0,
5504,20279,dfo,1.74,1968,,
5511,20280,ng,178.081,1969,,
5512,20280,ng,178.081,1998,,
5513,20280,ng,178.081,2004,,
5514,20280,ng,178.081,1994,,
5521,20283,dfo,3.828,1989,,
5522,20283,dfo,3.828,1993,2012.0,
5523,20284,ng,6.833,1981,,
5524,20284,ng,6.833,1964,,
5525,20285,ng,16.566,1967,,
5526,20286,ng,25.625,2002,,
5527,20286,ng,25.625,1971,,
5529,20288,ng,4.504,1973,,
5530,20288,ng,4.504,1982,,
5531,20288,ng,4.504,1970,,
5532,20288,ng,4.504,1985,,
5534,20288,ng,4.504,1970,,
5535,20289,ng,2.071,1974,,
5536,20289,ng,2.071,1987,,
5537,20289,ng,2.071,1974,,
5538,20289,ng,2.071,2007,,
5539,20289,ng,2.071,1987,,
5540,20290,coal,13.041,1987,,
5542,20290,coal,13.041,2007,,
5543,20290,coal,13.041,1978,2019.0,
5547,20292,dfo,2.61,2005,,
5549,20292,dfo,1.566,1972,2021.0,
5550,20293,dfo,1.566,1969,2023.0,
5551,20293,dfo,1.566,1995,,
5552,20293,dfo,1.566,1977,,
5553,20294,dfo,56.815,1968,,
5554,20294,dfo,56.815,1989,,
5555,20295,dfo,13.051,1995,,
5556,20296,nuclear,1123.764,1960,,
5557,20297,dfo,1.566,2000,2017.0,
5558,20297,dfo,1.566,1992,2025.0,
5559,20297,dfo,2.175,1983,,
5560,20297,dfo,1.566,1972,,
5561,20297,dfo,1.566,2008,2018.0,
5562,20297,dfo,1.566,1990,,
5563,20297,dfo,1.566,1972,,
5564,20298,dfo,1.566,1969,2013.0,
5565,20298,dfo,1.566,1968,2023.0,
5566,20298,dfo,1.566,1991,,
5567,20298,dfo,1.566,1996,2011.0,
5568,20298,dfo,1.566,1980,,
5569,20298,dfo,1.566,1979,,
5571,20299,ng,255.215,1997,,
5572,20299,ng,255.215,1998,,
5573,20300,dfo,130.944,1978,,
5574,20301,dfo,1.566,2002,,
5575,20301,dfo,1.566,1989,2013.0,
5576,20301,dfo,1.566,1988,2013.0,
5577,20302,coal,249.511,1997,2016.0,
5579,20303,coal,16.472,1996,,
5580,20303,coal,16.472,1961,2019.0,
5581,20303,coal,16.472,2005,2014.0,
5583,20303,coal,16.472,1963,,
5585,20304,wind,6.559,1963,,
5586,20304,wind,6.559,1963,,
5587,20305,dfo,5.22,1992,2020.0,
5588,20306,dfo,4.698,1991,,
5589,20307,dfo,1.74,2010,,
5590,20307,dfo,1.74,1969,,
5591,20307,dfo,1.74,1997,2014.0,
5592,20308,solar,2.792,1978,,
5593,20308,solar,10.638,1988,,
5594,20309,ng,90.076,2006,,
5595,20309,ng,90.076,1961,,
5596,20309,ng,90.076,1989,,
5597,20309,ng,90.076,2008,,
5598,20309,ng,90.076,1997,,
5599,20310,dfo,23.492,1985,2018.0,
5600,20311,ng,1.905,1981,,
5601,20311,ng,1.905,1983,,
5602,20311,ng,1.905,1975,,
5603,20311,ng,1.905,2008,,
5604,20311,ng,1.905,1967,,
5605,20312,solar,13.297,1960,,
5606,20312,solar,2.659,1973,,
5607,20312,solar,1.33,2006,,
5608,20313,wind,7.871,1997,,
5610,20313,wind,7.871,2005,,
5611,20313,wind,10.932,1979,,
5612,20313,wind,4.373,1964,,
5613,20313,wind,7.871,1996,,
5614,20314,ng,33.131,1962,,
5615,20315,wind,432.892,2008,,
5616,20316,dfo,7.831,1976,,
5919,21655,coal,702.529,1965,2013.0,
5921,21655,coal,702.529,1962,2019.0,
5946,21664,ng,195.502,1987,,
5947,21664,ng,195.502,2002,,
5948,21664,ng,195.502,1964,,
5949,21664,ng,195.502,2007,,
5950,21664,ng,195.502,1996,,
5951,21664,ng,195.502,1973,,
5972,21675,hydro,0.3,2005,,
5973,21675,hydro,0.3,2007,,
5974,21675,hydro,0.3,2001,,
5975,21675,hydro,0.3,1981,,
5976,21675,hydro,0.399,1977,,
5977,21675,hydro,0.399,1993,,
5979,21675,hydro,0.399,2001,,
5991,21678,hydro,0.325,2004,,
5994,21678,hydro,0.325,1982,,
5995,21678,hydro,0.325,1990,,
5997,21678,hydro,0.732,2004,,
5998,21678,hydro,0.732,1994,,
5999,21678,hydro,0.732,1997,,
6000,21678,hydro,0.732,1962,,
6009,21681,dfo,2.252,1965,2022.0,
6010,21681,dfo,2.252,1979,2011.0,
6011,21681,dfo,2.252,1963,,
6012,21681,dfo,2.252,1971,,
6013,21681,dfo,2.252,1999,2012.0,
6014,21682,nuclear,1014.298,1968,,
6039,21691,ng,5.985,1962,,
6054,21696,nuclear,676.587,1977,,
6061,21698,ng,4.987,1990,,
6062,21698,ng,4.987,1974,,
6072,21704,hydro,0.549,1993,,
6073,21704,hydro,0.549,1968,,
6074,21704,hydro,0.549,2005,,
6075,21704,hydro,0.549,1967,,
6077,21704,hydro,0.15,1994,,
6087,21708,dfo,13.344,1996,2015.0,
6088,21708,dfo,13.344,2000,2013.0,
6089,21708,dfo,13.344,1996,2014.0,
6090,21708,dfo,13.344,1995,2013.0,
6095,21710,hydro,1.198,2001,,
6096,21710,hydro,1.198,1975,,
6097,21710,hydro,1.198,1985,,
6099,21710,hydro,1.198,2000,,
6100,21710,hydro,1.198,2000,,
6106,21716,nuclear,952.331,1996,,
6107,21716,nuclear,952.331,1982,,
6117,21719,ng,72.914,2008,,
6129,21726,coal,98.649,2006,2016.0,
6130,21726,coal,98.649,2000,2012.0,
6131,21726,coal,98.649,1979,,
6161,21738,ng,5.885,1982,,
6162,21738,ng,5.885,1968,,
6227,22708,ng,72.021,1997,,
6228,22708,ng,72.021,1987,,
6229,22708,ng,72.021,1982,,
6230,22708,ng,72.021,1973,,
6265,22721,wind,305.086,1998,,
6280,22725,hydro,1.133,2009,,
6281,22725,hydro,1.133,1988,,
6282,22725,hydro,1.133,1984,,
6319,22739,ng,54.931,2006,,
6320,22739,ng,54.931,1969,,
6321,22739,ng,54.931,1966,,
6328,22742,dfo,9.629,1984,,
6329,22742,dfo,9.629,1998,2023.0,
6330,22742,dfo,9.629,1965,,
6331,22742,dfo,9.629,2001,2018.0,
6332,22742,dfo,9.629,1985,2016.0,
6349,22749,wind,305.086,1996,,
6350,22749,wind,1.525,1971,,
6353,22751,hydro,0.8,1999,,
6355,22751,hydro,0.8,1988,,
6357,22751,hydro,0.8,1984,,
6358,22751,hydro,0.8,2008,,
6394,22765,ng,68.64,1998,,
6395,22765,ng,68.64,1999,,
6396,22765,ng,68.64,1973,,
6397,22766,coal,3.578,2009,2014.0,
6398,22766,coal,3.578,2008,,
6430,23437,ng,2.624,1968,,
6431,23438,ng,4.131,1984,,
6432,23438,ng,4.131,1968,,
6434,23439,ng,0.502,2004,,
6437,23440,ng,5.583,1967,,
6438,23441,ng,1.228,1994,,
6439,23441,ng,1.228,1980,,
6442,23442,ng,176.417,1996,,
6443,23442,ng,176.417,2005,,
6450,23446,ng,150.736,1987,,
6451,23446,ng,150.736,1974,,
6452,23446,ng,150.736,2010,,
6453,23446,ng,150.736,1973,,
6454,23447,dfo,2.015,1981,2012.0,
6455,23447,dfo,2.015,1976,2024.0,
6456,23447,dfo,2.015,1994,2012.0,
6457,23448,ng,0.804,1993,,
6459,23448,ng,0.804,1969,,
6463,23450,ng,0.893,1973,,
6466,23451,ng,1.675,1967,,
6467,23452,ng,151.551,1984,,
6468,23452,ng,151.551,1999,,
6469,23452,ng,151.551,1988,,
6470,23452,ng,151.551,2008,,
6471,23452,ng,151.551,2000,,
6472,23452,ng,151.551,1981,,
6473,23453,wind,270.791,2010,,
6474,23454,nuclear,913.524,1990,,
6475,23454,nuclear,913.524,1984,,
6476,23455,ng,63.644,1981,,
6477,23455,ng,63.644,1964,,
6478,23455,ng,63.644,1986,,
6479,23455,ng,63.644,2010,,
6480,23455,ng,63.644,1963,,
6481,23455,ng,63.644,1964,,
6482,23456,ng,1.228,1984,,
6483,23456,ng,1.228,1976,,
6484,23456,ng,1.228,1968,,
6489,23458,wind,113.394,1963,,
6491,23460,ng,222.084,1968,,
6492,23460,ng,222.084,2004,,
6493,23460,ng,222.084,1993,,
6501,23463,dfo,2.247,1979,,
6502,23463,dfo,2.247,1976,,
6503,23463,dfo,2.247,1987,2023.0,
6504,23463,dfo,2.247,1960,2017.0,
6505,23463,dfo,2.247,1977,,
6506,23463,dfo,2.247,1987,2019.0,
6507,23464,ng,2.791,1983,,
6508,23464,ng,2.791,1985,,
6509,23465,ng,1.228,1961,,
