facility_name,start,end,reason
Bunsenville - E Springfield 100 kV Cir. 1,2014-07-02 16:00:00,2014-07-15 16:00:00,planned
Azalea - Bellevue 138 kV Ckt 1,2014-06-26 16:00:00,2014-07-15 16:00:00,planned
Menaul Tap - San Mateo 138 kV Ckt 2,2014-06-24 16:00:00,2014-06-30 16:00:00,planned
S Boston - Ucon 100 kV Cir. 1,2014-06-27 16:00:00,2014-07-16 16:00:00,planned
Gore Pass - Sta 204 100 kV Circuit 1,2014-06-26 16:00:00,2014-07-12 16:00:00,planned
Mcclellan-Bell - Belfort 138 kV,2014-06-29 16:00:00,2014-07-07 16:00:00,planned
Sand Crk - Alderwood Anor 100 kV Circuit 1,2014-06-23 16:00:00,2014-07-05 16:00:00,planned
Annadale Substation - Markland 138 kV Circuit 1,2014-07-02 16:00:00,2014-07-14 16:00:00,planned
Landis Station - Carpeter 138 kV,2014-07-01 16:00:00,2014-07-17 16:00:00,planned
Maiden Community Center - Wolf Pt Substation 138 kV Ckt 1,2014-06-28 16:00:00,2014-07-16 16:00:00,planned
Arikaree - Brownfield City 500 kV line,2014-06-24 16:00:00,2014-07-07 16:00:00,planned
Baileysville - Mullensville 138 kV Cir. 1,2014-07-02 16:00:00,2014-07-10 16:00:00,planned
Church Road - Royse Substation 100 kV Circuit 2,2014-06-27 16:00:00,2014-07-03 16:00:00,planned
Simpson Stuart Substation - Habana 100 kV Circuit 1,2014-06-26 16:00:00,2014-07-15 16:00:00,planned
Ripley - San Justo 138 kV Ckt 1,2014-06-30 16:00:00,2014-07-07 16:00:00,planned
Bond-Elk Grove Florin - Hope Rk 345 kV Ckt 1,2014-06-27 16:00:00,2014-07-12 16:00:00,planned
Simpson Stuart Tap - Fishkill Plains 345 kV #1,2014-08-18 18:00:00,2014-08-25 18:00:00,planned
Rollins - Lapp 100 kV Ckt 1,2014-08-20 18:00:00,2014-09-08 18:00:00,planned
Skunk Crk - Trail 100 kV Circuit 1,2014-08-22 18:00:00,2014-09-04 18:00:00,planned
Eastern Iowa Solar - Dexter 138 kV Line 1,2014-08-23 18:00:00,2014-09-06 18:00:00,planned
Hanson - Surrey Ridge 138 kV Ckt 1,2014-08-26 18:00:00,2014-08-28 18:00:00,planned
Mcreynolds - Surf 100 kV #2,2014-08-25 18:00:00,2014-09-12 18:00:00,planned
Venus - Prior 100 kV Circuit 3,2014-08-24 18:00:00,2014-09-13 18:00:00,planned
Tom Watkins - Turkey Crk 138 kV Circuit 1,2014-08-22 18:00:00,2014-09-09 18:00:00,planned
Jacaranda - Vistamar Ceramica 1618 1619 138 kV Ckt 1,2014-08-25 18:00:00,2014-09-04 18:00:00,planned
East Calamus - Mt Pleasant 138 kV Ckt 1,2014-08-26 18:00:00,2014-09-09 18:00:00,planned
Skeena - Terry Co Substation 138 kV #1,2014-08-25 18:00:00,2014-09-13 18:00:00,planned
Willow Lawn - St. Charles Power Sta La 138 kV Line 1,2014-08-19 18:00:00,2014-09-08 18:00:00,planned
Boca Raon - Keene Rd 100 kV line,2014-08-23 18:00:00,2014-09-11 18:00:00,planned
Bells Mill - Twinbrook 138 kV Line,2014-08-19 18:00:00,2014-08-29 18:00:00,planned
Westfield - Muddy Run 138 kV Line 1,2014-08-26 18:00:00,2014-09-08 18:00:00,planned
Paxon - L L Wilkins 138 kV Circuit 1,2014-08-18 18:00:00,2014-08-22 18:00:00,planned
Mustang Bayou - Bull Shoals Substation 138 kV,2014-08-24 18:00:00,2014-09-10 18:00:00,planned
Crews Lake - Orebank 100 kV Circuit 1,2014-08-27 18:00:00,2014-08-31 18:00:00,planned
Lullwater - Wheelabrator Millbury Facility 230 kV Circuit 1,2014-08-22 18:00:00,2014-08-24 18:00:00,planned
William F Wyman - San Angelo Jackson St Substation 138 kV #1,2014-08-22 18:00:00,2014-08-28 18:00:00,planned
Morgan Henderson - Borden Co 138 kV Circuit 1,2014-08-20 18:00:00,2014-09-02 18:00:00,planned
Alger - Palmers Corner 138 kV #2,2014-08-19 18:00:00,2014-09-04 18:00:00,planned
Brier - Camgen 138 kV,2014-08-25 18:00:00,2014-09-13 18:00:00,planned
Williston - Bartonsville 138 kV Line 1,2014-08-27 18:00:00,2014-09-15 18:00:00,planned
Forest - Malad 138 kV Circuit 1,2014-08-18 18:00:00,2014-08-28 18:00:00,planned
Comanche Peak - Braddock 345 kV Line 1,2014-08-21 18:00:00,2014-09-07 18:00:00,planned
Dead Head - Ceip 138 kV Circuit 1,2014-08-18 18:00:00,2014-08-20 18:00:00,planned
Andover Substation - Rogers Lake 100 kV Circuit 1,2014-08-23 18:00:00,2014-09-06 18:00:00,planned
Morgantown Generating Plant - Miller 138 kV Circuit 2,2014-08-21 18:00:00,2014-08-30 18:00:00,planned
Del Sol - Keene Road 100 kV #1,2014-08-24 18:00:00,2014-09-02 18:00:00,planned
Irving - Magic Kingdom 138 kV Cir. 1,2014-08-26 18:00:00,2014-08-29 18:00:00,planned
Henry St Wps - Cannelton Hydroelectric Plant 138 kV line,2014-08-24 18:00:00,2014-08-29 18:00:00,planned
Piney - Piney Creek Project 138 kV #1,2014-08-20 18:00:00,2014-08-22 18:00:00,planned
Cedar Falls - Santa Ynez 100 kV Ckt 1,2014-08-21 18:00:00,2014-08-28 18:00:00,planned
Reedurban - Benson Power Biomass Plant 100 kV Ckt 1,2014-08-21 18:00:00,2014-09-02 18:00:00,planned
High Point Fairfield Substation - Tropic Isle 100 kV Cir. 1,2014-08-21 18:00:00,2014-08-29 18:00:00,planned
Oakely - Vasona 138 kV Line,2014-08-21 18:00:00,2014-08-25 18:00:00,planned
Long Mountain - Quinnipiac 100 kV Circuit 1,2014-08-25 18:00:00,2014-09-01 18:00:00,planned
Lg&E Caal Substation - Beaver Dam East 138 kV Circuit 1,2014-08-21 18:00:00,2014-08-23 18:00:00,planned
Top Crop - Gardner 230 kV,2014-08-25 18:00:00,2014-08-28 18:00:00,planned
Ussc - Las Cruces 138 kV Circuit 1,2014-08-24 18:00:00,2014-09-04 18:00:00,planned
Bennington - Grandview Ave 100 kV Ckt 2,2014-08-18 18:00:00,2014-08-25 18:00:00,planned
Middle Station - Blue River 138 kV Cir. 1,2014-08-21 18:00:00,2014-08-30 18:00:00,planned
Betty - Mossyrock 230 kV Line 1,2014-08-21 18:00:00,2014-09-01 18:00:00,planned
Lost Canyon - Mtn Island 100 kV,2014-08-22 18:00:00,2014-08-26 18:00:00,planned
Brownfield City - Ornge 500 kV Ckt 1,2014-08-21 18:00:00,2014-08-30 18:00:00,planned
Hatchet Ridge Wind - Marshalltown Generating Station 138 kV,2014-08-27 18:00:00,2014-09-02 18:00:00,planned
Weedpach Substation - Portage Lakes 230 kV,2014-08-24 18:00:00,2014-09-07 18:00:00,planned
Dowe Flats - Aliant Sbd 9106 Rockwell Cr 138 kV Line 1,2014-08-19 18:00:00,2014-08-30 18:00:00,planned
Sweet Home - West Pt Ga 100 kV Ckt 1,2014-08-19 18:00:00,2014-08-28 18:00:00,planned
Stockton Hydro - Niland 100 kV,2014-08-19 18:00:00,2014-08-21 18:00:00,planned
W Temple Substation - Jh Warden 345 kV Cir. 1,2014-08-21 18:00:00,2014-09-08 18:00:00,planned
Mossyrock - Riv Oaks Substation 100 kV Ckt 2,2014-08-21 18:00:00,2014-09-07 18:00:00,planned
Bull Shoals Substation - Rossmoor 138 kV #1,2014-08-27 18:00:00,2014-08-28 18:00:00,planned
Humboldt - Downey 100 kV Cir. 1,2014-08-19 18:00:00,2014-08-31 18:00:00,planned
Metcalf 2 - Rice 138 kV Line 1,2014-08-22 18:00:00,2014-08-25 18:00:00,planned
Holland Park - N 138 kV Cir. 1,2014-08-25 18:00:00,2014-08-30 18:00:00,planned
Lightfoot - Synata Hugoton Substation 138 kV L,2014-08-20 18:00:00,2014-08-25 18:00:00,planned
Rustburg - Brush Tavern 138 kV,2014-08-19 18:00:00,2014-09-01 18:00:00,planned
Celeron - Rio Dell 138 kV #1,2014-08-27 18:00:00,2014-09-13 18:00:00,planned
Barnabie Cable Sta - Lovett 138 kV Line 1,2014-08-25 18:00:00,2014-09-13 18:00:00,planned
Bullard - Ritter Park 138 kV Circuit 1,2014-08-18 18:00:00,2014-08-27 18:00:00,planned
El Camino Tap - Delmont 138 kV Circuit 1,2014-08-23 18:00:00,2014-08-30 18:00:00,planned
Lkhoward - Destileri A Serralles 100 kV Ckt 1,2014-08-27 18:00:00,2014-09-11 18:00:00,planned
Stony Brook - Franklin 138 kV,2014-08-18 18:00:00,2014-08-19 18:00:00,planned
Tranena - Wagner Ake 138 kV Ckt 1,2014-08-23 18:00:00,2014-08-28 18:00:00,planned
Chester - Magnet Cove 138 kV,2014-08-24 18:00:00,2014-08-29 18:00:00,planned
Breeze - Line Creek Coal 100 kV,2014-08-20 18:00:00,2014-08-25 18:00:00,planned
Dairymans - Joliet 29 230 kV #1,2014-08-26 18:00:00,2014-09-09 18:00:00,planned
Cresskill - Ochoa 138 kV Line,2014-08-24 18:00:00,2014-08-25 18:00:00,planned
Mariposa - Acec Broks 100 kV Cir. 1,2014-08-21 18:00:00,2014-09-01 18:00:00,planned
Rush - Campus Drive Substation 138 kV,2014-08-28 17:00:00,2014-09-14 17:00:00,planned
North Lakes - Boyntonville 138 kV Ckt 1,2014-08-27 17:00:00,2014-09-06 17:00:00,planned
Onancock Diesel Generation Facility - Beaver 230 kV Ckt 1,2014-08-28 17:00:00,2014-09-13 17:00:00,planned
Leroy Ctr - Callaway 100 kV,2014-08-25 17:00:00,2014-09-10 17:00:00,planned
Lawrence Tap - Narcoossee 100 kV Ckt 1,2014-09-02 17:00:00,2014-09-20 17:00:00,planned
Hortonville - Picnic Pt 100 kV Cir. 1,2014-08-28 17:00:00,2014-09-17 17:00:00,planned
Signetics - Hartford City 100 kV line,2014-08-28 17:00:00,2014-09-10 17:00:00,planned
Anchor Energy Substation - Empire Mine 138 kV Circuit 1,2014-09-01 17:00:00,2014-09-10 17:00:00,planned
Renaissace - Drake 100 kV Cir. 2,2014-08-24 17:00:00,2014-08-29 17:00:00,planned
Concord - Bluebonet 230 kV Cir. 1,2014-08-25 17:00:00,2014-09-10 17:00:00,planned
Monaco Substation - Bpu Solar Farm 138 kV Circuit 1,2014-08-31 17:00:00,2014-09-17 17:00:00,planned
Bull Shoals - Thayer Drive 138 kV Cir. 1,2014-08-25 17:00:00,2014-09-11 17:00:00,planned
Lyondel - Orlando Cogen Lp 138 kV #1,2014-08-28 17:00:00,2014-09-13 17:00:00,planned
Playas Tap1 - Tecumseh Hill 138 kV Ckt 1,2014-08-25 17:00:00,2014-09-05 17:00:00,planned
Mullensville - Shiloh 138 kV,2014-08-31 17:00:00,2014-09-17 17:00:00,planned
Dwp - Humacao Tc 138 kV Ckt 1,2014-08-30 17:00:00,2014-09-13 17:00:00,planned
St Ignace - Duarte 100 kV Cir. 2,2014-08-31 17:00:00,2014-09-01 17:00:00,planned
Monroe Mo Substation - Drift Sand Wind Project Llc 100 kV line,2014-08-27 17:00:00,2014-08-30 17:00:00,planned
Fogarty - Comed Devon 100 kV Line 1,2014-08-29 17:00:00,2014-09-13 17:00:00,planned
Swinks Mill Substation - Carderock Substation 138 kV Ckt 1,2014-08-24 17:00:00,2014-09-03 17:00:00,planned
King'S Mill - Sunny Isles 138 kV Cir. 1,2014-08-24 17:00:00,2014-09-12 17:00:00,planned
Port St Joe - Barneys 138 kV Cir. 1,2014-09-02 17:00:00,2014-09-22 17:00:00,planned
Bokum - Silverbrook 138 kV Ckt 2,2014-09-02 17:00:00,2014-09-11 17:00:00,planned
Slatt - Sharpstown 100 kV,2014-08-28 17:00:00,2014-09-15 17:00:00,planned
Skaggs Island Junction 2 - Mitchell Dam 345 kV Ckt 1,2014-08-25 17:00:00,2014-08-29 17:00:00,planned
Revere Dr - Adabell 100 kV Ckt 1,2014-08-25 17:00:00,2014-09-05 17:00:00,planned
Solemint - Denton W Interchange 100 kV Circuit 3,2014-09-01 17:00:00,2014-09-12 17:00:00,planned
W Pt Municipal - Yahara Riv 138 kV Line 1,2014-08-27 17:00:00,2014-09-07 17:00:00,planned
Picnic Pt - Mexico Intertie Substation 230 kV Line 1,2014-08-30 17:00:00,2014-09-15 17:00:00,planned
Yellow Crk - Harrowgate 138 kV,2014-08-27 17:00:00,2014-09-16 17:00:00,planned
Hollywood - Geigy 138 kV Ckt 1,2014-08-30 17:00:00,2014-09-05 17:00:00,planned
Ipl Fit Monrovia I Llc - New Jamestown 138 kV Circuit 1,2014-09-02 17:00:00,2014-09-22 17:00:00,planned
Victory - Adirondack 230 kV Line,2014-08-31 17:00:00,2014-09-19 17:00:00,planned
Sewall - Flushing 100 kV line,2014-08-31 17:00:00,2014-09-10 17:00:00,planned
Montgomery - Drift Sand Wind Project Llc 100 kV,2014-08-29 17:00:00,2014-09-17 17:00:00,planned
Ucon - Lansing 100 kV #2,2014-08-29 17:00:00,2014-09-17 17:00:00,planned
S Beach - Cuthbert 138 kV Circuit 1,2014-08-29 17:00:00,2014-09-18 17:00:00,planned
Chambers - Decordova 345 kV #1,2014-08-26 17:00:00,2014-08-29 17:00:00,planned
Brookfield - El Paso Substation 230 kV,2014-08-31 17:00:00,2014-09-18 17:00:00,planned
Kinsington - Jacobs Corner 100 kV,2014-08-28 17:00:00,2014-09-04 17:00:00,planned
Stonebridge - Park City Substation 138 kV Line 1,2014-08-31 17:00:00,2014-09-15 17:00:00,planned
Salineville - Riverplace 100 kV Ckt 1,2014-09-02 17:00:00,2014-09-10 17:00:00,planned
Bank Of America - Duplainville 138 kV Line 1,2014-08-29 17:00:00,2014-09-11 17:00:00,planned
Kilner - Bethel Court 138 kV,2014-08-26 17:00:00,2014-09-08 17:00:00,planned
Narcoossee - Picnic Pt 100 kV Line 2,2014-09-02 17:00:00,2014-09-17 17:00:00,planned
Broadway - Briarfield Hills 100 kV line,2014-09-02 17:00:00,2014-09-11 17:00:00,planned
Moweaqua - Lions Rd 345 kV #1,2014-08-25 17:00:00,2014-09-01 17:00:00,planned
Moaga - Goodyear Lake Plant 138 kV,2014-09-02 17:00:00,2014-09-03 17:00:00,planned
Withrop - Wansley 100 kV #1,2014-08-31 17:00:00,2014-09-09 17:00:00,planned
Bayside - Knight 100 kV Ckt 1,2014-08-29 17:00:00,2014-09-03 17:00:00,planned
Big Creek - Rock Springs 138 kV Line 1,2014-08-26 17:00:00,2014-09-09 17:00:00,planned
Lewisville - Oakland 138 kV Line 1,2014-08-31 17:00:00,2014-09-14 17:00:00,planned
Mineral Park - Oyster Creek 138 kV,2014-08-28 17:00:00,2014-08-30 17:00:00,planned
Gridley - Patrick 100 kV Circuit 1,2014-08-30 17:00:00,2014-08-31 17:00:00,planned
Lafayette Springs - W K Sanders Substation 100 kV Line 1,2014-08-30 17:00:00,2014-09-17 17:00:00,planned
Crockett - Hardwick 138 kV,2014-08-28 17:00:00,2014-09-17 17:00:00,planned
Gurabo - Shawville Sta 138 kV Line 1,2014-08-30 17:00:00,2014-09-14 17:00:00,planned
Army Depot - Zion Energy Ctr Substation 100 kV Cir. 1,2014-10-08 20:00:00,2014-10-19 20:00:00,planned
Fourth Branch Hydroelectric Facility - Jackson County 138 kV Cir. 1,2014-10-15 20:00:00,2014-10-30 20:00:00,planned
Harvard - Hull St Rd 138 kV Ckt 1,2014-10-12 20:00:00,2014-10-15 20:00:00,planned
Deen - High Point Substation 100 kV Line 1,2014-10-10 20:00:00,2014-10-24 20:00:00,planned
Combined Locks - East Ridge 100 kV L,2014-10-15 20:00:00,2014-10-24 20:00:00,planned
Gene Substation - Tanner 138 kV Ckt 1,2014-10-15 20:00:00,2014-10-29 20:00:00,planned
Chuckatuck - Avra Vly 138 kV Ckt 1,2014-10-09 20:00:00,2014-10-29 20:00:00,planned
Quindaro - Highlands Windarm 138 kV Line,2014-10-14 20:00:00,2014-10-19 20:00:00,planned
Oak Level - Norrie 138 kV Circuit 1,2014-10-10 20:00:00,2014-10-17 20:00:00,planned
Roark - Hot Wells 138 kV,2014-10-12 20:00:00,2014-10-26 20:00:00,planned
Rutherford Farm - Guayama Rural 4001 100 kV Line 1,2014-10-07 20:00:00,2014-10-22 20:00:00,planned
Kensington - Woodenshoe 138 kV Circuit 1,2014-10-11 20:00:00,2014-10-24 20:00:00,planned
Midulla Generating Sta - New Creek Wind 138 kV Ckt 1,2014-10-08 20:00:00,2014-10-14 20:00:00,planned
North Riv D.P - Downton 138 kV #1,2014-10-10 20:00:00,2014-10-19 20:00:00,planned
A B Paterson - Cristianitos 138 kV,2014-10-12 20:00:00,2014-10-24 20:00:00,planned
Penn Zeir - Jobos Tc 138 kV line,2014-10-06 20:00:00,2014-10-24 20:00:00,planned
Cornelius Delivery No 1 - Alburtis 138 kV Circuit 1,2014-10-06 20:00:00,2014-10-26 20:00:00,planned
Thole St - Reeves Ave 138 kV Ckt 1,2014-10-11 20:00:00,2014-10-29 20:00:00,planned
S Vicksburg - Kimballton 138 kV Line 1,2014-10-11 20:00:00,2014-10-18 20:00:00,planned
Amoco Substation - Otten 138 kV Line 1,2014-10-08 20:00:00,2014-10-26 20:00:00,planned
Hassen Cassel - Darlington Road 100 kV Line 1,2014-10-08 20:00:00,2014-10-16 20:00:00,planned
Pit  Tap - Prides Corner Substation 138 kV,2014-10-07 20:00:00,2014-10-26 20:00:00,planned
Possum Pt - Novec Smoketown 138 kV Cir. 2,2014-10-09 20:00:00,2014-10-16 20:00:00,planned
Newport - Kingsley Lake 161 kV Circuit 1,2014-10-09 20:00:00,2014-10-21 20:00:00,planned
Warner Lambert - Harrington 138 kV,2014-10-12 20:00:00,2014-10-29 20:00:00,planned
J M Huber - Leetonia 230 kV Circuit 1,2014-10-15 20:00:00,2014-10-27 20:00:00,planned
Wells Ic - Sandy Vly 138 kV Cir. 1,2014-10-10 20:00:00,2014-10-30 20:00:00,planned
Stillwell - Woodsdale 230 kV line,2014-10-10 20:00:00,2014-10-15 20:00:00,planned
Eagle Est - Mazomanie 100 kV #2,2014-10-11 20:00:00,2014-10-24 20:00:00,planned
Corinth - Walsingham 138 kV Cir. 1,2014-10-09 20:00:00,2014-10-27 20:00:00,planned
Chippewa Falls - St Clair 138 kV Cir. 1,2014-10-06 20:00:00,2014-10-07 20:00:00,planned
Franklin-Laguna - Bremo Bluff 138 kV Circuit 1,2014-10-11 20:00:00,2014-10-25 20:00:00,planned
Reinway - Starkey Gulch Substation 138 kV #1,2014-10-09 20:00:00,2014-10-27 20:00:00,planned
Hardy - Deerhaven 138 kV Cir. 1,2014-10-11 20:00:00,2014-10-30 20:00:00,planned
Leavenworth - Loud Substation 100 kV,2014-10-15 20:00:00,2014-10-25 20:00:00,planned
Medical - Eagleville Substation 138 kV Ckt 1,2014-10-15 20:00:00,2014-10-27 20:00:00,planned
Turner Rd - Elko 138 kV Circuit 1,2014-10-08 20:00:00,2014-10-28 20:00:00,planned
Cal-Cedar - Ivanpah 138 kV Cir. 1,2014-10-14 20:00:00,2014-10-17 20:00:00,planned
Halls - Bradford 138 kV,2014-10-10 20:00:00,2014-10-30 20:00:00,planned
Mill C - Hidalgo 138 kV Cir. 1,2014-10-08 20:00:00,2014-10-24 20:00:00,planned
Vandolah Power Sta - Mims 100 kV,2014-10-11 20:00:00,2014-10-22 20:00:00,planned
Ellinwod - Orrington 138 kV Cir. 1,2014-10-07 20:00:00,2014-10-12 20:00:00,planned
James De Young - Industrial Way 100 kV #1,2014-10-14 20:00:00,2014-10-29 20:00:00,planned
Perkiomen - Kce Ny 1 138 kV Ckt 1,2014-10-11 20:00:00,2014-10-22 20:00:00,planned
N Madison - Todd 100 kV #1,2014-10-10 20:00:00,2014-10-15 20:00:00,planned
Marys Lake Substation - Fishhawk 138 kV Circuit 1,2014-10-09 20:00:00,2014-10-11 20:00:00,planned
Beaver Vly - Aes Beaver Valley Partners Beaver Vly 500 kV,2014-10-08 20:00:00,2014-10-18 20:00:00,planned
Roanokerapids - Mccartney 345 kV,2014-10-12 20:00:00,2014-10-31 20:00:00,planned
Pico - El Camino 138 kV #1,2014-10-14 20:00:00,2014-10-17 20:00:00,planned
Rochester 7 - Kluge 138 kV Circuit 1,2014-10-10 20:00:00,2014-10-12 20:00:00,planned
Poaris - Tower Rd Substation 138 kV,2014-10-06 20:00:00,2014-10-22 20:00:00,planned
North Brookings - Monta Vista Upper 138 kV #1,2014-10-08 20:00:00,2014-10-19 20:00:00,planned
Wesix - Snoqualmie 138 kV Circuit 1,2014-10-10 20:00:00,2014-10-28 20:00:00,planned
Bedington - W Batesville 138 kV Cir. 1,2014-10-10 20:00:00,2014-10-28 20:00:00,planned
Flood St - Palisades 500 kV,2014-10-10 20:00:00,2014-10-17 20:00:00,planned
Hanging Rock - Hanging Rock Energy Facility 138 kV Cir. 1,2014-10-10 20:00:00,2014-10-17 20:00:00,planned
Beebe Island Hydro Plant - Edenvale Tap 138 kV Ckt 1,2014-10-14 20:00:00,2014-10-25 20:00:00,planned
Hemdon - Lunenburg 138 kV Circuit 1,2014-10-12 20:00:00,2014-10-15 20:00:00,planned
Greens Bayou 69 - Glenoveer 138 kV Cir. 1,2014-10-14 20:00:00,2014-11-03 20:00:00,planned
Webster Rd - Sooke Tap 138 kV Ckt 1,2014-10-15 20:00:00,2014-10-29 20:00:00,planned
Bowles - Tesoro 138 kV,2014-10-10 20:00:00,2014-10-27 20:00:00,planned
Sans Souci - Harrisonburg 138 kV,2014-10-08 20:00:00,2014-10-22 20:00:00,planned
Plaquemine Cogeneration Plant - Balcony Falls Substation 138 kV Cir. 1,2014-10-07 20:00:00,2014-10-20 20:00:00,planned
Ryceville - Blake 138 kV,2014-10-11 20:00:00,2014-10-19 20:00:00,planned
Barnwell Solar - Navajo Dam 100 kV Ckt 1,2014-10-13 20:00:00,2014-10-14 20:00:00,planned
Power Inn - Elimsport 138 kV #1,2014-10-11 20:00:00,2014-10-20 20:00:00,planned
Thermas - Kilarc 138 kV Circuit 1,2014-10-09 20:00:00,2014-10-28 20:00:00,planned
Sneath Lane - Barrick 138 kV Circuit 1,2014-10-13 20:00:00,2014-10-17 20:00:00,planned
Belle W Virginia Plant Substation - Trashers 138 kV Line 1,2014-10-10 20:00:00,2014-10-22 20:00:00,planned
South Holland - Outlook 100 kV,2014-10-14 20:00:00,2014-10-23 20:00:00,planned
Midland - Beaver Vally 345 kV Circuit 1,2014-10-13 20:00:00,2014-10-31 20:00:00,planned
Diamond Hill - Black Mesa 138 kV,2014-10-15 20:00:00,2014-10-18 20:00:00,planned
Buckeye - Petaluma Sta C 345 kV Cir. 1,2014-10-12 20:00:00,2014-10-16 20:00:00,planned
Tulare - Baldy 100 kV #1,2014-11-18 19:00:00,2014-12-07 19:00:00,planned
American Crystal Sugar Drayton - Scott 345 kV Line 1,2014-11-16 19:00:00,2014-11-17 19:00:00,planned
Floral Park - Watford City 138 kV Line 1,2014-11-15 19:00:00,2014-11-24 19:00:00,planned
Bluestone - Ellerbe Rd 100 kV,2014-11-09 19:00:00,2014-11-20 19:00:00,planned
Lowmoor Substation - Craven County Wood Energy Lp 138 kV Circuit 1,2014-11-18 19:00:00,2014-11-25 19:00:00,planned
Knoble - Roland 138 kV,2014-11-14 19:00:00,2014-11-27 19:00:00,planned
Cedar Mountain - Tunnel 138 kV,2014-11-14 19:00:00,2014-11-15 19:00:00,planned
Sanford Dam - Fort Patrick Henry 138 kV Line 2,2014-11-13 19:00:00,2014-11-15 19:00:00,planned
Itasa - Stuttgar Ricuskey 100 kV Cir. 2,2014-11-15 19:00:00,2014-12-03 19:00:00,planned
Freeport - Hastings 138 kV,2014-11-18 19:00:00,2014-11-19 19:00:00,planned
Bixby - Mossyrock 100 kV Ckt 1,2014-11-09 19:00:00,2014-11-16 19:00:00,planned
Grapevine Ball St - Grand Prairie 138 kV,2014-11-12 19:00:00,2014-11-28 19:00:00,planned
Decatur - S Decatur 100 kV,2014-11-09 19:00:00,2014-11-20 19:00:00,planned
Tortoise - Teeland 100 kV Line 1,2014-11-09 19:00:00,2014-11-18 19:00:00,planned
Pumphrey - Harllee Branch 138 kV Ckt 1,2014-11-15 19:00:00,2014-11-20 19:00:00,planned
Marine Air Base - Bruckner 138 kV Line 1,2014-11-10 19:00:00,2014-11-14 19:00:00,planned
Cascade Vly - Varick 138 kV line,2014-11-11 19:00:00,2014-11-22 19:00:00,planned
Ironwood Llc - Morganville 345 kV #1,2014-11-13 19:00:00,2014-11-25 19:00:00,planned
Beverly Wood - Seargeant 138 kV,2014-11-13 19:00:00,2014-11-26 19:00:00,planned
Richard Lake Substation - Carbondale Nw 100 kV Line 1,2014-11-14 19:00:00,2014-11-24 19:00:00,planned
Balfour - Church Rock 138 kV Circuit 1,2014-11-18 19:00:00,2014-12-05 19:00:00,planned
Lake Gum - Tidd 138 kV L,2014-11-09 19:00:00,2014-11-14 19:00:00,planned
Mercury - Watercure 138 kV,2014-11-11 19:00:00,2014-11-19 19:00:00,planned
Eastside - N Greenwich 138 kV,2014-11-16 19:00:00,2014-12-01 19:00:00,planned
Velco Highgate - Oberlin Oh 100 kV #1,2014-11-09 19:00:00,2014-11-14 19:00:00,planned
Cowan - Holloman A.F.B 161 kV,2014-12-07 18:00:00,2014-12-21 18:00:00,planned
De Queen - Norfolk 100 kV Cir. 1,2014-12-06 18:00:00,2014-12-15 18:00:00,planned
Shingletown - Riva Rd 345 kV Cir. 1,2014-12-06 18:00:00,2014-12-08 18:00:00,planned
Theodore Cogen Facility - Alouete 100 kV Line 1,2014-12-05 18:00:00,2014-12-10 18:00:00,planned
San Manuel - Cedar Hill Switcing 100 kV L,2014-12-03 18:00:00,2014-12-14 18:00:00,planned
Drift Sand Wind Project Llc - Montgomery 100 kV Ckt 1,2014-12-03 18:00:00,2014-12-16 18:00:00,planned
Talbert - Chinook 138 kV line,2014-11-30 18:00:00,2014-12-20 18:00:00,planned
Comanche Peak - Polk City 345 kV,2014-12-07 18:00:00,2014-12-25 18:00:00,planned
Bad Creek - Peterson 138 kV,2014-12-07 18:00:00,2014-12-14 18:00:00,planned
Devils Lake Substation - Avon Park 138 kV,2014-11-30 18:00:00,2014-12-05 18:00:00,planned
Cabo Rojo Provisional 6705 - Williams Field 138 kV Line 1,2014-12-02 18:00:00,2014-12-07 18:00:00,planned
Lombard - Church Rock Tap 100 kV Cir. 2,2014-12-05 18:00:00,2014-12-14 18:00:00,planned
Simpson Stuart Substation - Liberty Center 100 kV #1,2014-11-30 18:00:00,2014-12-19 18:00:00,planned
W Hill - Fig Garden 138 kV Cir. 1,2014-12-03 18:00:00,2014-12-17 18:00:00,planned
Ayers Island - W Farnum 138 kV,2014-11-30 18:00:00,2014-12-12 18:00:00,planned
Hendron - Marble 100 kV,2014-12-03 18:00:00,2014-12-12 18:00:00,planned
Barre - Stagecoach 100 kV,2014-12-06 18:00:00,2014-12-13 18:00:00,planned
Cumberland - Arapahoe 138 kV Line,2014-12-04 18:00:00,2014-12-24 18:00:00,planned
Gastonia Prime Power Park - Ochoa 138 kV Cir. 1,2014-12-04 18:00:00,2014-12-05 18:00:00,planned
Hauser-Cl - Tupman 100 kV Line 2,2014-12-06 18:00:00,2014-12-24 18:00:00,planned
Central Bluff - White Sands Missile Range 138 kV Line,2014-11-30 18:00:00,2014-12-16 18:00:00,planned
Barton - Kramer 138 kV,2014-12-06 18:00:00,2014-12-09 18:00:00,planned
Edic Substation - Scripps 100 kV,2014-12-05 18:00:00,2014-12-11 18:00:00,planned
Minidoka - Bannock Crk 100 kV L,2014-12-04 18:00:00,2014-12-18 18:00:00,planned
Rec Newark - Wolfs Crossing 100 kV Line 1,2014-11-30 18:00:00,2014-12-05 18:00:00,planned
Springfield - Nichols St - Puerta De Tierra 100 kV Line 1,2014-12-02 18:00:00,2014-12-19 18:00:00,planned
