project_id,queue_date,poi_sub_id,poi_kv,poi_name,project_type,fuel,mw,state,zone_id,source
Q16-0671,2016-09-01,22035,500.0,Jones Chapel 500 kV,gen,gas,514.1,Indiana,33,synthetic
Q16-0672,2016-09-07,9375,138.0,Kyocera 138 kV,gen,other,69.8,Virginia,14,synthetic
Q16-0673,2016-09-08,21983,230.0,Blue Ravine-School 230 kV,gen,solar,80.1,Indiana,33,synthetic
Q16-0674,2016-09-09,9160,138.0,Trans Mountain 138 kV,gen,wind,200.1,Virginia,14,synthetic
Q16-0675,2016-09-10,8151,138.0,Halldale Tap 138 kV,gen,wind,241.8,Pennsylvania,11,synthetic
Q16-0676,2016-09-12,6702,138.0,George Street 138 kV,gen,gas,181.3,Pennsylvania,10,synthetic
Q16-0677,2016-09-15,19291,230.0,Combee Road 230 kV,gen,gas,375.5,Ohio,29,synthetic
Q16-0678,2016-09-21,22978,100.0,Sim Gideon 100 kV,gen,solar,60.0,Illinois,34,synthetic
Q16-0679,2016-09-24,6457,138.0,Bridgeport 138 kV,gen,solar,90.7,Pennsylvania,10,synthetic
Q16-0680,2016-09-25,19400,100.0,Scott Co 100 kV,gen,solar,211.6,Ohio,29,synthetic
Q16-0681,2016-09-26,22977,100.0,Krumkill 100 kV,gen,solar,218.2,Illinois,34,synthetic
Q16-0682,2016-09-28,16806,138.0,North Bristol 138 kV,battery,storage,35.7,Tennessee,26,synthetic
Q16-0683,2016-10-01,23442,230.0,Nrg Rockford I 230 kV,gen,solar,144.1,Illinois,34,synthetic
Q16-0684,2016-10-04,8335,138.0,Swansea 138 kV,gen,solar,407.3,Delaware,12,synthetic
Q16-0685,2016-10-06,22306,100.0,La Marque 100 kV,gen,gas,299.1,Indiana,33,synthetic
Q16-0686,2016-10-07,5732,138.0,Northwest Jackson 138 kV,gen,solar,131.2,New Jersey,9,synthetic
Q16-0687,2016-10-11,23506,500.0,Lincoln 500 kV,gen,gas,1342.4,Illinois,34,synthetic
Q16-0688,2016-10-13,18117,345.0,Longview2 345 kV,gen,solar,536.7,West Virginia,28,synthetic
Q16-0689,2016-10-14,19794,100.0,Ninemile 100 kV,gen,gas,176.7,Ohio,30,synthetic
Q16-0690,2016-10-14,21787,100.0,Allen 100 kV,gen,solar,164.1,Indiana,33,synthetic
Q16-0691,2016-10-16,21750,100.0,Decatur 100 kV,gen,gas,1500.0,Indiana,33,synthetic
Q16-0692,2016-10-21,9784,138.0,Redbed Plains Wind Farm 138 kV,gen,solar,270.0,Virginia,15,synthetic
Q16-0693,2016-10-24,9319,138.0,Fumarole 138 kV,gen,solar,121.5,Virginia,14,synthetic
Q16-0694,2016-10-24,22721,500.0,Thomas Hill Station 500 kV,gen,solar,384.9,Indiana,33,synthetic
Q16-0695,2016-10-28,9031,138.0,West -Station 138 kV,gen,gas,576.9,Maryland,13,synthetic
Q16-0696,2016-10-30,23202,100.0,Gorgas 100 kV,gen,solar,91.9,Illinois,34,synthetic
Q16-0697,2016-11-01,18863,100.0,Sour Lake 100 kV,gen,solar,118.0,Ohio,29,synthetic
Q16-0698,2016-11-05,5770,345.0,Jacks Creek 345 kV,gen,gas,668.2,New Jersey,9,synthetic
Q16-0699,2016-11-07,18328,138.0,Pana North 138 kV,gen,solar,83.1,West Virginia,28,synthetic
Q16-0700,2016-11-13,24031,100.0,North Bonneville 100 kV,gen,wind,274.6,Illinois,35,synthetic
Q16-0701,2016-11-15,19687,138.0,Gallaway 138 kV,gen,solar,114.3,Ohio,30,synthetic
Q16-0702,2016-11-16,9482,138.0,Chatom 138 kV,gen,solar,111.3,Virginia,14,synthetic
Q16-0703,2016-11-16,22098,230.0,Dooville 230 kV,gen,gas,828.3,Indiana,33,synthetic
Q16-0704,2016-11-18,7917,138.0,Potlatch 138 kV,gen,solar,62.2,Pennsylvania,11,synthetic
Q16-0705,2016-11-23,21522,100.0,Chattanooga Pscc 100 kV,gen,solar,88.4,Michigan,32,synthetic
Q16-0706,2016-11-24,9912,138.0,Jeune Landing 138 kV,gen,wind,278.0,Virginia,15,synthetic
Q16-0707,2016-11-25,20205,100.0,Hills 100 kV,gen,solar,212.4,Ohio,30,synthetic
Q16-0708,2016-11-27,17657,138.0,Tinkertown 138 kV,gen,solar,31.6,Kentucky,27,synthetic
Q16-0709,2016-11-29,6624,138.0,Okawville 138 kV,battery,storage,10.4,Pennsylvania,10,synthetic
Q16-0710,2016-11-30,21800,100.0,Gilsan 100 kV,load,load,55.0,Indiana,33,synthetic
Q16-0711,2016-12-04,9290,138.0,Parkin 138 kV,gen,solar,92.8,Virginia,14,synthetic
Q16-0712,2016-12-09,21837,100.0,Hofman 100 kV,gen,solar,172.3,Indiana,33,synthetic
Q16-0713,2016-12-11,22878,100.0,Yabucoa 100 kV,gen,solar,122.9,Illinois,34,synthetic
Q16-0714,2016-12-14,9888,138.0,Dessau 138 kV,battery,storage,205.0,Virginia,15,synthetic
Q16-0715,2016-12-15,21785,100.0,Trier 100 kV,gen,wind,250.9,Indiana,33,synthetic
Q16-0716,2016-12-16,7129,138.0,Portland Station 138 kV,gen,wind,330.0,Pennsylvania,10,synthetic
Q16-0717,2016-12-19,9263,138.0,Turkey Pen 138 kV,gen,solar,70.6,Virginia,14,synthetic
Q16-0718,2016-12-24,10039,138.0,Greenway 138 kV,gen,solar,70.1,Virginia,15,synthetic
Q16-0719,2016-12-27,23234,100.0,Fairfield Works 100 kV,gen,solar,168.3,Illinois,34,synthetic
Q16-0720,2016-12-30,9399,138.0,International Paper Valliant Ok 138 kV,gen,solar,107.7,Virginia,14,synthetic
Q17-0721,2017-01-01,18138,138.0,Hickory Star 138 kV,gen,solar,228.5,West Virginia,28,synthetic
Q17-0722,2017-01-10,9921,138.0,Lewisburg 138 kV,gen,solar,86.5,Virginia,15,synthetic
Q17-0723,2017-01-11,10128,345.0,Mickens 345 kV,gen,gas,933.9,Virginia,15,synthetic
Q17-0724,2017-01-13,22721,230.0,Thomas Hill Station 230 kV,gen,other,155.4,Indiana,33,synthetic
Q17-0725,2017-01-14,23015,230.0,Stuttgart Ricuskey 230 kV,gen,solar,107.2,Illinois,34,synthetic
Q17-0726,2017-01-15,9662,138.0,Carlton Hills 138 kV,gen,solar,77.0,Virginia,14,synthetic
Q17-0727,2017-01-16,5956,138.0,Babine Lake 138 kV,gen,gas,147.6,New Jersey,9,synthetic
Q17-0728,2017-01-16,9135,138.0,Kapstone 138 kV,gen,solar,139.0,Virginia,14,synthetic
Q17-0729,2017-01-17,5989,138.0,Cumberland Nj 138 kV,battery,storage,86.2,New Jersey,9,synthetic
Q17-0730,2017-01-17,9110,138.0,Yankee Doodle 138 kV,gen,solar,140.4,Virginia,14,synthetic
Q17-0731,2017-01-20,19575,230.0,Woodsdale 230 kV,gen,solar,250.3,Ohio,29,synthetic
Q17-0732,2017-01-21,19695,100.0,Cauthorn 100 kV,gen,solar,88.7,Ohio,30,synthetic
Q17-0733,2017-01-21,22024,230.0,Bluebonnet 230 kV,gen,solar,438.6,Indiana,33,synthetic
Q17-0734,2017-01-28,18201,138.0,Rochester 7 138 kV,load,load,52.7,West Virginia,28,synthetic
Q17-0735,2017-01-28,6603,138.0,Stephensburg 138 kV,gen,gas,361.7,Pennsylvania,10,synthetic
Q17-0736,2017-01-31,9831,138.0,Floraday 138 kV,gen,solar,83.9,Virginia,15,synthetic
Q17-0737,2017-01-31,10113,138.0,Stonebridge 138 kV,gen,solar,187.0,Virginia,15,synthetic
Q17-0738,2017-02-01,22031,100.0,Scenic Woods 100 kV,gen,solar,66.8,Indiana,33,synthetic
Q17-0739,2017-02-03,9467,138.0,Aspen 138 kV,gen,solar,69.7,Virginia,14,synthetic
Q17-0740,2017-02-04,18839,100.0,Alkali 100 kV,gen,solar,143.2,Ohio,29,synthetic
Q17-0741,2017-02-05,6041,138.0,Clodine 138 kV,gen,other,102.9,Pennsylvania,10,synthetic
Q17-0742,2017-02-08,20168,230.0,Timken Richville 230 kV,gen,solar,145.5,Ohio,30,synthetic
Q17-0743,2017-02-09,21997,100.0,Christopher 100 kV,load,load,63.1,Indiana,33,synthetic
Q17-0744,2017-02-11,16917,138.0,Big Meadows 138 kV,gen,solar,59.2,Kentucky,27,synthetic
Q17-0745,2017-02-14,6315,138.0,River Street 138 kV,gen,wind,288.2,Pennsylvania,10,synthetic
Q17-0746,2017-02-18,23510,100.0,Shady Oaks Wind Farm 100 kV,gen,gas,222.4,Illinois,34,synthetic
Q17-0747,2017-02-19,19565,500.0,Mossyrock 500 kV,gen,solar,247.3,Ohio,29,synthetic
Q17-0748,2017-02-21,8371,138.0,Newmark 138 kV,gen,solar,91.7,Delaware,12,synthetic
Q17-0749,2017-02-21,9678,138.0,Arcogen 138 kV,gen,solar,204.9,Virginia,15,synthetic
Q17-0750,2017-02-27,21841,100.0,Wrangell 100 kV,gen,solar,49.0,Indiana,33,synthetic
Q17-0751,2017-03-02,9483,138.0,Pratt'S 138 kV,gen,solar,96.0,Virginia,14,synthetic
Q17-0752,2017-03-04,6587,138.0,Proler 138 kV,gen,wind,246.2,Pennsylvania,10,synthetic
Q17-0753,2017-03-05,6524,138.0,Melrose 138 kV,gen,solar,287.1,Pennsylvania,10,synthetic
Q17-0754,2017-03-05,18791,100.0,Four Corners 100 kV,gen,wind,91.0,Ohio,29,synthetic
Q17-0755,2017-03-06,6538,138.0,Burle 138 kV,gen,gas,222.5,Pennsylvania,10,synthetic
Q17-0756,2017-03-10,9130,138.0,Gordonsville 138 kV,load,load,193.3,Virginia,14,synthetic
Q17-0757,2017-03-10,10344,69.0,Madera 69 kV,gen,wind,163.0,North Carolina,16,synthetic
Q17-0758,2017-03-12,18984,100.0,Billerica 100 kV,gen,solar,280.9,Ohio,29,synthetic
Q17-0759,2017-03-13,17606,138.0,Acec Arrowhead 138 kV,gen,other,49.9,Kentucky,27,synthetic
Q17-0760,2017-03-14,9535,138.0,Poages Mill 138 kV,gen,solar,269.8,Virginia,14,synthetic
Q17-0761,2017-03-14,5331,138.0,Fossil Creek 138 kV,gen,solar,52.4,New Jersey,9,synthetic
Q17-0762,2017-03-18,5967,138.0,Lawrence 138 kV,gen,solar,128.5,New Jersey,9,synthetic
Q17-0763,2017-03-24,9760,138.0,Mcindoes 138 kV,gen,other,74.4,Virginia,15,synthetic
Q17-0764,2017-03-24,19791,230.0,Gravelly Lake 230 kV,gen,wind,306.5,Ohio,30,synthetic
Q17-0765,2017-03-25,17411,138.0,Reynolds Hill 138 kV,gen,solar,202.6,Kentucky,27,synthetic
Q17-0766,2017-03-25,22549,100.0,Eaton 100 kV,gen,gas,284.8,Indiana,33,synthetic
Q17-0767,2017-03-27,9864,345.0,Loudon 345 kV,gen,wind,253.7,Virginia,15,synthetic
Q17-0768,2017-03-30,16884,138.0,Nambe 138 kV,gen,solar,105.1,Tennessee,26,synthetic
Q17-0769,2017-04-02,19580,230.0,Otter Valley 230 kV,load,load,184.2,Ohio,29,synthetic
Q17-0770,2017-04-02,22739,230.0,Henry County 230 kV,gen,solar,155.1,Indiana,33,synthetic
Q17-0771,2017-04-06,8744,138.0,Jack Mcdonough 138 kV,battery,storage,466.0,Maryland,13,synthetic
Q17-0772,2017-04-08,18209,138.0,Peachland 138 kV,gen,solar,149.4,West Virginia,28,synthetic
Q17-0773,2017-04-08,23506,100.0,Lincoln 100 kV,battery,storage,55.7,Illinois,34,synthetic
Q17-0774,2017-04-11,23511,100.0,Biddeford Ip 100 kV,gen,solar,213.6,Illinois,34,synthetic
Q17-0775,2017-04-12,7172,345.0,Moser Generating Station 345 kV,gen,solar,264.9,Pennsylvania,10,synthetic
Q17-0776,2017-04-18,10291,345.0,Carrabelle 345 kV,gen,gas,216.9,Virginia,15,synthetic
Q17-0777,2017-04-18,19129,100.0,Brownlee Road 100 kV,gen,solar,155.2,Ohio,29,synthetic
Q17-0778,2017-04-19,6771,138.0,Betzwood 138 kV,gen,solar,93.9,Pennsylvania,10,synthetic
Q17-0779,2017-04-20,10066,138.0,Cub-Run Dp 138 kV,load,load,76.0,Virginia,15,synthetic
Q17-0780,2017-04-24,19134,230.0,Barrett 230 kV,gen,wind,257.0,Ohio,29,synthetic
Q17-0781,2017-04-25,19012,230.0,Airline 230 kV,gen,solar,70.8,Ohio,29,synthetic
Q17-0782,2017-04-25,24640,230.0,Gardner 230 kV,gen,gas,1169.8,Illinois,35,synthetic
Q17-0783,2017-04-26,19914,100.0,Northern States Flambeau 100 kV,gen,solar,145.7,Ohio,30,synthetic
Q17-0784,2017-04-26,20063,500.0,Surrowiec 500 kV,gen,solar,488.7,Ohio,30,synthetic
Q17-0785,2017-04-26,22782,100.0,Gallagher 100 kV,gen,gas,1070.4,Illinois,34,synthetic
Q17-0786,2017-04-27,21983,230.0,Blue Ravine-School 230 kV,gen,gas,122.8,Indiana,33,synthetic
Q17-0787,2017-04-28,22766,100.0,Colfax 100 kV,gen,wind,146.7,Indiana,33,synthetic
Q17-0788,2017-04-28,10185,138.0,Magas Collores 5805 138 kV,battery,storage,69.6,Virginia,15,synthetic
Q17-0789,2017-04-29,22396,100.0,Castle Hills 100 kV,gen,solar,151.9,Indiana,33,synthetic
Q17-0790,2017-04-30,17850,345.0,Broadacre 345 kV,gen,solar,313.9,Kentucky,27,synthetic
Q17-0791,2017-05-04,7239,345.0,Smith 345 kV,gen,gas,561.7,Pennsylvania,11,synthetic
Q17-0792,2017-05-06,17423,138.0,Borel 138 kV,gen,wind,148.4,Kentucky,27,synthetic
Q17-0793,2017-05-07,21778,100.0,Hebron Rosemeade 100 kV,gen,solar,74.3,Indiana,33,synthetic
Q17-0794,2017-05-07,17901,138.0,Macheche 138 kV,gen,solar,71.6,West Virginia,28,synthetic
Q17-0795,2017-05-09,8142,138.0,Nunn 138 kV,gen,gas,39.9,Pennsylvania,11,synthetic
Q17-0796,2017-05-09,9383,138.0,Asheville 138 kV,battery,storage,43.9,Virginia,14,synthetic
Q17-0797,2017-05-15,8223,138.0,White Street 138 kV,gen,wind,153.6,Pennsylvania,11,synthetic
Q17-0798,2017-05-17,22797,230.0,East Beloit 230 kV,gen,solar,79.0,Illinois,34,synthetic
Q17-0799,2017-05-17,8282,138.0,Orchard Park 138 kV,battery,storage,132.0,Pennsylvania,11,synthetic
Q17-0800,2017-05-19,9511,138.0,Alvin 138 kV,gen,solar,74.3,Virginia,14,synthetic
Q17-0801,2017-05-23,23955,100.0,Casey West 100 kV,load,load,145.4,Illinois,35,synthetic
Q17-0802,2017-05-25,10156,138.0,Innovation 138 kV,gen,other,35.1,Virginia,15,synthetic
Q17-0803,2017-05-27,21198,100.0,Fenton 100 kV,gen,solar,31.6,Michigan,32,synthetic
Q17-0804,2017-05-30,20305,100.0,Homosassa 100 kV,gen,solar,167.7,Ohio,30,synthetic
Q17-0805,2017-06-05,22949,100.0,Jarrell East 100 kV,gen,solar,123.2,Illinois,34,synthetic
Q17-0806,2017-06-09,7213,138.0,Parleys 138 kV,gen,solar,149.4,Pennsylvania,11,synthetic
Q17-0807,2017-06-09,5297,138.0,Hell Creek 138 kV,gen,wind,116.7,New Jersey,9,synthetic
Q17-0808,2017-06-09,9597,138.0,Parke 138 kV,battery,storage,102.3,Virginia,14,synthetic
Q17-0809,2017-06-10,23038,100.0,Prospect Heights 100 kV,battery,storage,34.2,Illinois,34,synthetic
Q17-0810,2017-06-16,9068,345.0,Easton 2 345 kV,gen,wind,437.9,Maryland,13,synthetic
Q17-0811,2017-06-17,10151,138.0,Medical 138 kV,gen,gas,156.2,Virginia,15,synthetic
Q17-0812,2017-06-22,23285,100.0,Ohio Falls 100 kV,gen,solar,105.5,Illinois,34,synthetic
Q17-0813,2017-06-24,5365,138.0,Hilltop Alte 138 kV,gen,solar,587.1,New Jersey,9,synthetic
Q17-0814,2017-06-26,8554,138.0,Ornl 138 kV,gen,solar,59.3,Maryland,13,synthetic
Q17-0815,2017-06-26,18064,138.0,Devilliers 138 kV,battery,storage,117.2,West Virginia,28,synthetic
Q17-0816,2017-06-27,10228,138.0,Igo 138 kV,gen,solar,46.7,Virginia,15,synthetic
Q17-0817,2017-06-27,23508,230.0,Dresden Generating Station 230 kV,gen,solar,71.4,Illinois,34,synthetic
Q17-0818,2017-06-28,9118,138.0,Grove Street 138 kV,battery,storage,256.7,Virginia,14,synthetic
Q17-0819,2017-07-02,6474,138.0,Buxton 138 kV,gen,gas,273.2,Pennsylvania,10,synthetic
Q17-0820,2017-07-02,9557,138.0,New Salisbury 138 kV,gen,gas,637.1,Virginia,14,synthetic
Q17-0821,2017-07-04,8458,138.0,Acec Grant 138 kV,gen,gas,188.6,Maryland,13,synthetic
Q17-0822,2017-07-06,6188,138.0,Beback 138 kV,gen,wind,121.1,Pennsylvania,10,synthetic
Q17-0823,2017-07-10,5930,500.0,Campo Fresco 2 500 kV,gen,gas,736.7,New Jersey,9,synthetic
Q17-0824,2017-07-11,23530,230.0,Elwood 230 kV,gen,wind,56.2,Illinois,34,synthetic
Q17-0825,2017-07-12,8252,138.0,Cayucos 138 kV,gen,solar,128.3,Pennsylvania,11,synthetic
Q17-0826,2017-07-13,17570,138.0,West Paintsville 138 kV,gen,solar,111.6,Kentucky,27,synthetic
Q17-0827,2017-07-18,7634,138.0,Winn 138 kV,gen,solar,136.7,Pennsylvania,11,synthetic
Q17-0828,2017-07-18,17922,138.0,Lcec No. 5 138 kV,battery,storage,103.1,West Virginia,28,synthetic
Q17-0829,2017-07-18,10006,138.0,Smithfield 138 kV,gen,solar,145.5,Virginia,15,synthetic
Q17-0830,2017-07-18,9961,138.0,Bloxoms Corner 138 kV,gen,solar,58.9,Virginia,15,synthetic
Q17-0831,2017-07-20,7341,138.0,Smithville 138 kV,gen,gas,127.7,Pennsylvania,11,synthetic
Q17-0832,2017-07-20,23115,100.0,Dade 100 kV,gen,solar,64.3,Illinois,34,synthetic
Q17-0833,2017-07-22,9019,345.0,Pineville 345 kV,gen,solar,160.0,Maryland,13,synthetic
Q17-0834,2017-07-22,9279,138.0,Farmville 138 kV,gen,wind,125.4,Virginia,14,synthetic
Q17-0835,2017-07-23,9111,138.0,Red Hill 138 kV,gen,solar,95.5,Virginia,14,synthetic
Q17-0836,2017-07-23,23455,100.0,Blythe 100 kV,gen,solar,229.4,Illinois,34,synthetic
Q17-0837,2017-07-27,9492,138.0,Virginia Tech Power Plant 138 kV,gen,solar,61.9,Virginia,14,synthetic
Q17-0838,2017-07-29,23508,500.0,Dresden Generating Station 500 kV,gen,gas,1214.0,Illinois,34,synthetic
Q17-0839,2017-07-29,10060,138.0,Baseline 138 kV,gen,solar,113.7,Virginia,15,synthetic
Q17-0840,2017-08-03,9128,138.0,Pine Hollow 138 kV,gen,gas,289.7,Virginia,14,synthetic
Q17-0841,2017-08-03,22841,100.0,Hermiston 100 kV,gen,other,14.4,Illinois,34,synthetic
Q17-0842,2017-08-03,9851,138.0,Burrows Crossing Road 138 kV,gen,gas,231.9,Virginia,15,synthetic
Q17-0843,2017-08-03,18801,230.0,Pinnacle Peak Aps 230 kV,gen,solar,132.7,Ohio,29,synthetic
Q17-0844,2017-08-03,22868,100.0,Campground 100 kV,gen,solar,58.4,Illinois,34,synthetic
Q17-0845,2017-08-05,10270,138.0,Quantico 138 kV,load,load,133.6,Virginia,15,synthetic
Q17-0846,2017-08-05,5890,345.0,Adrian 345 kV,gen,gas,863.9,New Jersey,9,synthetic
Q17-0847,2017-08-14,19241,230.0,New Hollandale 230 kV,gen,gas,678.8,Ohio,29,synthetic
Q17-0848,2017-08-14,19861,100.0,Kickapoo 100 kV,gen,solar,215.1,Ohio,30,synthetic
Q17-0849,2017-08-16,7930,138.0,North Brewton 138 kV,gen,gas,705.7,Pennsylvania,11,synthetic
Q17-0850,2017-08-22,18854,230.0,Washington County Cogeneration Facility 230 kV,gen,solar,388.3,Ohio,29,synthetic
Q17-0851,2017-08-22,23087,230.0,Finley Point 230 kV,gen,solar,142.1,Illinois,34,synthetic
Q17-0852,2017-08-22,21766,100.0,Cornuta 100 kV,gen,wind,173.6,Indiana,33,synthetic
Q17-0853,2017-08-26,9586,138.0,Cement Plant 138 kV,battery,storage,75.9,Virginia,14,synthetic
Q17-0854,2017-08-28,7935,138.0,Fair Oaks 138 kV,gen,solar,103.1,Pennsylvania,11,synthetic
Q17-0855,2017-08-29,8577,138.0,Recovery Soco 138 kV,gen,solar,141.3,Maryland,13,synthetic
Q17-0856,2017-09-01,6065,138.0,Elk River 138 kV,gen,gas,598.5,Pennsylvania,10,synthetic
Q17-0857,2017-09-02,21394,100.0,Landsman Creek 100 kV,gen,solar,59.4,Michigan,32,synthetic
Q17-0858,2017-09-02,19531,230.0,Elkview Coal 230 kV,gen,solar,75.3,Ohio,29,synthetic
Q17-0859,2017-09-06,20174,230.0,West Canton 230 kV,gen,wind,227.9,Ohio,30,synthetic
Q17-0860,2017-09-09,5245,138.0,Prospect 138 kV,gen,solar,147.7,New Jersey,9,synthetic
Q17-0861,2017-09-11,6360,138.0,College And Walnut 138 kV,gen,solar,77.8,Pennsylvania,10,synthetic
Q17-0862,2017-09-12,10283,138.0,Commonwealth Chesapeake 138 kV,gen,solar,81.0,Virginia,15,synthetic
Q17-0863,2017-09-14,22244,100.0,North Tifton 100 kV,gen,solar,128.1,Indiana,33,synthetic
Q17-0864,2017-09-15,9290,138.0,Parkin 138 kV,gen,solar,129.9,Virginia,14,synthetic
Q17-0865,2017-09-17,23490,230.0,Taylorville South 230 kV,gen,other,186.9,Illinois,34,synthetic
Q17-0866,2017-09-19,10229,138.0,Pana 138 kV,battery,storage,63.5,Virginia,15,synthetic
Q17-0867,2017-09-28,9290,138.0,Parkin 138 kV,gen,wind,238.9,Virginia,14,synthetic
Q17-0868,2017-09-29,17167,138.0,North Augusta 138 kV,gen,solar,77.1,Kentucky,27,synthetic
Q17-0869,2017-10-03,19241,138.0,New Hollandale 138 kV,gen,solar,113.1,Ohio,29,synthetic
Q17-0870,2017-10-04,10283,345.0,Commonwealth Chesapeake 345 kV,gen,gas,937.6,Virginia,15,synthetic
Q17-0871,2017-10-05,23205,100.0,Scottsbluff 115 100 kV,gen,wind,271.7,Illinois,34,synthetic
Q17-0872,2017-10-07,22589,100.0,Revere 100 kV,gen,gas,43.7,Indiana,33,synthetic
Q17-0873,2017-10-08,19030,230.0,Omni-Hackberry 230 kV,gen,gas,473.3,Ohio,29,synthetic
Q17-0874,2017-10-08,21664,230.0,Palisades 230 kV,gen,solar,351.3,Michigan,32,synthetic
Q17-0875,2017-10-10,19662,100.0,Metaline Falls 100 kV,gen,solar,76.2,Ohio,30,synthetic
Q17-0876,2017-10-10,10283,138.0,Commonwealth Chesapeake 138 kV,gen,solar,120.1,Virginia,15,synthetic
Q17-0877,2017-10-11,9203,138.0,South Colton 138 kV,gen,solar,68.8,Virginia,14,synthetic
Q17-0878,2017-10-14,8342,138.0,Silver Side Road 138 kV,gen,solar,124.9,Delaware,12,synthetic
Q17-0879,2017-10-15,22974,100.0,Adabell 100 kV,gen,solar,295.9,Illinois,34,synthetic
Q17-0880,2017-10-15,22243,100.0,West Asheville 100 kV,gen,gas,788.3,Indiana,33,synthetic
Q17-0881,2017-10-17,10019,138.0,Lookout 138 kV,gen,solar,188.0,Virginia,15,synthetic
Q17-0882,2017-10-19,10225,138.0,Maine Yankee 138 kV,gen,solar,59.7,Virginia,15,synthetic
Q17-0883,2017-10-21,11151,69.0,Greenlee 69 kV,gen,solar,127.6,North Carolina,16,synthetic
Q17-0884,2017-10-21,9247,138.0,Beardsley St 138 kV,gen,wind,169.4,Virginia,14,synthetic
Q17-0885,2017-10-26,8537,138.0,North Staunton 138 kV,gen,other,107.4,Maryland,13,synthetic
Q17-0886,2017-10-27,19241,100.0,New Hollandale 100 kV,gen,wind,75.4,Ohio,29,synthetic
Q17-0887,2017-10-30,10022,138.0,Upper Lake 138 kV,battery,storage,76.7,Virginia,15,synthetic
Q17-0888,2017-10-31,8823,345.0,Taber 345 kV,gen,gas,1225.5,Maryland,13,synthetic
Q17-0889,2017-11-05,5370,138.0,Mt Poso 138 kV,gen,wind,178.1,New Jersey,9,synthetic
Q17-0890,2017-11-09,5834,138.0,Rosita Creek 138 kV,gen,solar,406.3,New Jersey,9,synthetic
Q17-0891,2017-11-13,9903,138.0,Still Mill 138 kV,gen,wind,100.8,Virginia,15,synthetic
Q17-0892,2017-11-14,23330,100.0,Paloma 100 kV,gen,wind,287.1,Illinois,34,synthetic
Q17-0893,2017-11-14,9019,345.0,Pineville 345 kV,load,load,773.4,Maryland,13,synthetic
Q17-0894,2017-11-18,19326,230.0,Hoggard 230 kV,gen,solar,97.5,Ohio,29,synthetic
Q17-0895,2017-11-21,22588,100.0,Drewry 100 kV,gen,solar,121.5,Indiana,33,synthetic
Q17-0896,2017-11-23,10964,69.0,Radnor 69 kV,gen,solar,158.8,North Carolina,16,synthetic
Q17-0897,2017-11-23,17910,345.0,Kearneyville 345 kV,gen,gas,463.4,West Virginia,28,synthetic
Q17-0898,2017-11-30,22309,100.0,Kettner 100 kV,gen,solar,104.3,Indiana,33,synthetic
Q17-0899,2017-12-04,18849,100.0,Plant Gaston 100 kV,gen,wind,123.4,Ohio,29,synthetic
Q17-0900,2017-12-09,22742,500.0,Wabash 500 kV,gen,wind,249.0,Indiana,33,synthetic
Q17-0901,2017-12-12,22220,100.0,Monfort 100 kV,gen,gas,56.6,Indiana,33,synthetic
Q17-0902,2017-12-13,7999,138.0,Plumosus 138 kV,gen,solar,284.1,Pennsylvania,11,synthetic
Q17-0903,2017-12-15,22765,230.0,Sabanera 230 kV,gen,gas,1143.5,Indiana,33,synthetic
Q17-0904,2017-12-16,10128,138.0,Mickens 138 kV,battery,storage,75.8,Virginia,15,synthetic
Q17-0905,2017-12-16,23508,230.0,Dresden Generating Station 230 kV,gen,gas,174.4,Illinois,34,synthetic
Q17-0906,2017-12-16,8207,138.0,Washburn 138 kV,gen,solar,69.4,Pennsylvania,11,synthetic
Q17-0907,2017-12-17,20254,230.0,Dixon Landing 230 kV,gen,gas,1500.0,Ohio,30,synthetic
Q17-0908,2017-12-24,7570,138.0,Garnet Mesa 138 kV,gen,solar,123.7,Pennsylvania,11,synthetic
Q17-0909,2017-12-28,22224,100.0,Sheepskin 100 kV,gen,solar,212.7,Indiana,33,synthetic
Q17-0910,2017-12-29,23499,100.0,East Watkinsville 100 kV,gen,solar,52.8,Illinois,34,synthetic
Q18-0911,2018-01-02,22098,230.0,Dooville 230 kV,gen,solar,132.2,Indiana,33,synthetic
Q18-0912,2018-01-04,7674,138.0,Mid America 138 kV,gen,other,96.8,Pennsylvania,11,synthetic
Q18-0913,2018-01-05,8213,138.0,Sprinkle 138 kV,gen,solar,104.4,Pennsylvania,11,synthetic
Q18-0914,2018-01-08,5773,138.0,Gateway 138 kV,gen,wind,203.5,New Jersey,9,synthetic
Q18-0915,2018-01-08,18444,138.0,Sherbino I 138 kV,gen,wind,171.3,West Virginia,28,synthetic
Q18-0916,2018-01-11,22589,100.0,Revere 100 kV,gen,solar,178.3,Indiana,33,synthetic
Q18-0917,2018-01-12,10152,138.0,Eagleville 138 kV,gen,gas,492.4,Virginia,15,synthetic
Q18-0918,2018-01-13,7847,138.0,Skiland 138 kV,gen,gas,114.4,Pennsylvania,11,synthetic
Q18-0919,2018-01-13,9222,138.0,Rustburg 138 kV,battery,storage,22.5,Virginia,14,synthetic
Q18-0920,2018-01-13,23161,230.0,Ibm Bailey 230 kV,gen,solar,220.8,Illinois,34,synthetic
Q18-0921,2018-01-14,10705,69.0,Malaspina 69 kV,gen,solar,64.1,North Carolina,16,synthetic
Q18-0922,2018-01-15,9610,138.0,Us Ord Depot-Herlong 138 kV,gen,solar,121.2,Virginia,14,synthetic
