project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q14-0398,2015-12-22,Q14-0398,160.9,,8.0,8,8,44084000.0,237.0,,B
Q14-0403,2015-12-25,Q14-0403,87.1,,5.0,5,5,1292000.0,240.0,,B
Q14-0411,2015-12-28,Q14-0411,44.8,,2.0,2,2,599000.0,248.0,,B
Q15-0437,2015-12-24,Q15-0437,196.4,,25.0,25,24,49397000.0,272.0,,B
Q14-0361,2016-01-30,Q14-0361,174.9,,,0,0,0.0,198.0,,A
Q14-0389,2016-01-20,Q14-0389,115.2,,3.0,3,2,1081000.0,,,C
Q14-0397,2016-01-28,Q14-0397,140.6,,6.0,6,6,26809000.0,230.0,,B
Q14-0309,2016-02-24,Q14-0309,105.6,,1.0,1,1,365000.0,,,C
Q14-0338,2016-02-25,Q14-0338,79.3,,,0,0,0.0,,,C
Q14-0353,2016-02-25,Q14-0353,112.0,,18.0,18,18,2046000.0,,,B
Q14-0364,2016-02-15,Q14-0364,329.3,,9.0,9,9,45871000.0,195.0,,A
Q14-0380,2016-02-29,Q14-0380,70.1,,4.0,4,4,626000.0,210.0,,A
Q14-0402,2016-02-15,Q14-0402,216.7,,5.0,5,5,1186000.0,,,B
Q14-0354,2016-03-20,Q14-0354,356.2,,1.0,1,1,399000.0,182.0,,C
Q14-0357,2016-03-20,Q14-0357,45.7,,,0,0,0.0,,,B
Q14-0374,2016-03-24,Q14-0374,295.1,,6.0,6,6,10962000.0,,,A
Q14-0392,2016-03-19,Q14-0392,297.1,,4.0,4,4,6331000.0,,,A
Q14-0412,2016-03-17,Q14-0412,75.4,,2.0,2,2,8643000.0,233.0,,A
Q14-0413,2016-03-28,Q14-0413,187.9,,1.0,1,1,259000.0,,,C
Q15-0431,2016-03-15,Q15-0431,118.2,,7.0,7,7,8462000.0,250.0,,A
Q15-0433,2016-03-24,Q15-0433,304.0,,25.0,25,24,15534000.0,,,A
Q15-0436,2016-03-16,Q15-0436,1500.0,,25.0,25,25,168167000.0,255.0,,A
Q15-0447,2016-03-15,Q15-0447,91.5,,6.0,6,6,3608000.0,265.0,,C
Q15-0454,2016-03-23,Q15-0454,81.6,,19.0,19,19,47395000.0,271.0,,A
Q15-0459,2016-03-26,Q15-0459,263.0,,11.0,11,11,9396000.0,276.0,,C
Q14-0311,2016-04-20,Q14-0311,169.5,,3.0,3,3,1487000.0,144.0,,A
Q14-0329,2016-05-03,Q14-0329,869.7,,4.0,4,4,7796000.0,,,A
Q14-0342,2016-04-19,Q14-0342,295.7,,13.0,13,13,10935000.0,,,C
Q14-0346,2016-04-27,Q14-0346,135.6,,1.0,1,1,4609000.0,,,A
Q14-0359,2016-04-15,Q14-0359,166.2,,4.0,4,4,3412000.0,,,A
Q15-0427,2016-04-15,Q15-0427,87.6,,25.0,25,24,16102000.0,239.0,,B
Q15-0439,2016-05-03,Q15-0439,128.3,,4.0,4,4,2272000.0,250.0,,A
Q15-0453,2016-04-23,Q15-0453,190.7,,3.0,3,3,11100000.0,262.0,,B
Q15-0457,2016-05-02,Q15-0457,115.5,,3.0,3,3,1075000.0,266.0,,B
Q14-0331,2016-05-22,Q14-0331,61.3,,8.0,8,8,9610000.0,,,C
Q14-0349,2016-05-15,Q14-0349,689.3,,5.0,5,5,14784000.0,,,A
Q14-0358,2016-05-20,Q14-0358,186.5,,4.0,4,3,4220000.0,173.0,,A
Q14-0360,2016-05-26,Q14-0360,265.5,,3.0,3,3,14054000.0,176.0,,B
Q14-0365,2016-05-21,Q14-0365,502.0,,,0,0,0.0,,,B
Q14-0396,2016-05-31,Q14-0396,27.6,,,0,0,0.0,208.0,,A
Q14-0414,2016-05-15,Q14-0414,273.3,,2.0,2,2,14398000.0,224.0,,A
Q14-0418,2016-05-27,Q14-0418,338.7,,25.0,25,24,57049000.0,226.0,,A
Q15-0469,2016-05-22,Q15-0469,73.7,,1.0,1,1,13798000.0,274.0,,A
Q15-0482,2016-05-21,Q15-0482,133.4,,25.0,25,25,11865000.0,285.0,,A
Q14-0371,2016-06-20,Q14-0371,78.4,,,0,0,0.0,177.0,,B
Q14-0388,2016-06-15,Q14-0388,82.2,,10.0,10,10,1089000.0,193.0,,C
Q14-0390,2016-07-02,Q14-0390,129.8,,,0,0,0.0,195.0,,A
Q14-0404,2016-06-25,Q14-0404,750.6,,25.0,25,25,66484000.0,206.0,,A
Q14-0409,2016-06-28,Q14-0409,223.7,,,0,0,0.0,,,A
Q15-0480,2016-07-01,Q15-0480,491.4,,25.0,25,23,53575000.0,,,A
Q15-0486,2016-06-17,Q15-0486,75.1,,25.0,25,24,16273000.0,280.0,,C
Q15-0491,2016-07-03,Q15-0491,212.8,,20.0,20,20,7547000.0,284.0,,C
Q15-0509,2016-06-25,Q15-0509,262.1,,36.0,36,35,91014000.0,,,A
Q14-0333,2016-07-29,Q14-0333,79.3,,,0,0,0.0,143.0,,C
Q14-0367,2016-07-26,Q14-0367,13.4,,1.0,1,1,169000.0,170.0,,B
Q14-0393,2016-07-23,Q14-0393,153.1,,,0,0,0.0,194.0,,A
Q14-0417,2016-07-20,Q14-0417,210.6,,15.0,15,15,79897000.0,214.0,,B
Q15-0428,2016-07-22,Q15-0428,203.6,,20.0,20,20,82621000.0,,,A
Q15-0435,2016-07-22,Q15-0435,122.2,,26.0,26,26,10974000.0,231.0,,C
Q15-0481,2016-07-27,Q15-0481,119.2,,,0,0,0.0,,,B
Q15-0490,2016-07-24,Q15-0490,70.7,,2.0,2,1,811000.0,278.0,,C
Q15-0495,2016-07-23,Q15-0495,303.4,,8.0,8,8,10187000.0,,,A
Q14-0344,2016-08-22,Q14-0344,582.4,,11.0,11,11,61712000.0,144.0,,C
Q14-0350,2016-08-17,Q14-0350,130.4,,,0,0,0.0,,,A
Q14-0355,2016-08-31,Q14-0355,1075.8,,25.0,25,24,147096000.0,,,B
Q14-0368,2016-08-17,Q14-0368,169.6,,2.0,2,2,2179000.0,,,A
Q14-0378,2016-09-03,Q14-0378,173.5,,24.0,24,22,50843000.0,,,A
Q14-0405,2016-08-20,Q14-0405,252.1,,8.0,8,8,8498000.0,194.0,,A
Q14-0406,2016-08-22,Q14-0406,223.6,,11.0,11,10,6373000.0,,,A
Q15-0421,2016-08-18,Q15-0421,129.9,,,0,0,0.0,,,B
Q15-0432,2016-08-25,Q15-0432,1083.8,,4.0,4,4,80883000.0,,,A
Q15-0455,2016-08-27,Q15-0455,125.6,,21.0,21,21,77326000.0,,,C
Q15-0497,2016-08-19,Q15-0497,232.0,,40.0,40,40,75752000.0,,,A
Q15-0513,2016-08-23,Q15-0513,174.6,,3.0,3,3,1105000.0,289.0,,C
Q14-0375,2016-09-17,Q14-0375,78.0,,,0,0,0.0,,,A
Q14-0383,2016-09-16,Q14-0383,1500.0,,1.0,1,1,20881000.0,,,A
Q14-0400,2016-09-21,Q14-0400,336.7,,,0,0,0.0,185.0,,C
Q15-0423,2016-09-15,Q15-0423,599.2,,1.0,1,1,594000.0,206.0,,C
Q15-0434,2016-09-29,Q15-0434,83.6,,12.0,12,12,12937000.0,214.0,,C
Q15-0443,2016-10-02,Q15-0443,147.5,,5.0,5,5,1670000.0,223.0,,A
Q15-0461,2016-09-21,Q15-0461,334.6,,19.0,19,18,75367000.0,238.0,,C
Q15-0473,2016-09-17,Q15-0473,150.9,,3.0,3,2,590000.0,247.0,,A
Q15-0484,2016-09-15,Q15-0484,268.3,,20.0,20,20,112185000.0,,,A
Q14-0372,2016-10-24,Q14-0372,306.3,,9.0,9,9,8433000.0,153.0,,C
Q14-0379,2016-10-29,Q14-0379,74.7,,2.0,2,2,359000.0,,,C
Q14-0410,2016-10-16,Q14-0410,108.8,,,0,0,0.0,,,A
Q15-0446,2016-10-17,Q15-0446,213.3,,,0,0,0.0,217.0,,A
Q15-0492,2016-10-20,Q15-0492,447.0,,25.0,25,25,38220000.0,255.0,,B
Q15-0496,2016-10-20,Q15-0496,105.9,,12.0,12,12,22595000.0,,,A
Q15-0524,2016-10-15,Q15-0524,143.4,,11.0,11,9,21224000.0,,,A
Q15-0547,2016-11-03,Q15-0547,184.8,,6.0,6,6,4307000.0,304.0,,A
Q14-0407,2016-11-25,Q14-0407,560.3,,14.0,14,12,27637000.0,,,A
Q15-0426,2016-11-20,Q15-0426,41.4,,,0,0,0.0,191.0,,A
Q15-0442,2016-12-01,Q15-0442,422.2,,16.0,16,16,169405000.0,205.0,,A
Q15-0483,2016-11-17,Q15-0483,73.6,,5.0,5,5,1770000.0,,,B
Q15-0494,2016-11-21,Q15-0494,82.1,,1.0,1,1,66000.0,247.0,,A
Q15-0501,2016-11-18,Q15-0501,260.0,,4.0,4,4,2441000.0,253.0,,C
Q15-0535,2016-11-29,Q15-0535,1057.6,,4.0,4,4,15059000.0,,,A
Q14-0408,2016-12-26,Q14-0408,327.0,,7.0,7,7,42754000.0,170.0,,B
Q15-0429,2016-12-26,Q15-0429,113.6,,2.0,2,2,420000.0,,,C
Q15-0438,2016-12-20,Q15-0438,193.1,,1.0,1,1,3233000.0,194.0,,C
Q15-0458,2016-12-30,Q15-0458,78.9,,4.0,4,4,827000.0,212.0,,A
Q15-0460,2016-12-29,Q15-0460,93.3,,,0,0,0.0,214.0,,A
Q15-0477,2017-01-03,Q15-0477,922.5,,12.0,12,12,48092000.0,,,C
Q15-0478,2016-12-20,Q15-0478,353.3,,25.0,25,25,38628000.0,,,A
Q15-0485,2016-12-27,Q15-0485,1359.8,,1.0,1,1,37697000.0,,,C
Q15-0505,2016-12-20,Q15-0505,839.7,,25.0,25,24,101503000.0,,,B
Q15-0506,2016-12-22,Q15-0506,140.9,,,0,0,0.0,252.0,,B
Q15-0520,2016-12-24,Q15-0520,84.8,,19.0,19,19,8885000.0,265.0,,A
Q15-0542,2016-12-20,Q15-0542,187.0,,1.0,1,1,299000.0,,,B
Q16-0569,2016-12-22,Q16-0569,287.0,,15.0,15,15,118663000.0,306.0,,C
Q16-0577,2016-12-26,Q16-0577,97.3,,17.0,17,17,124446000.0,,,B
Q14-0419,2017-02-02,Q14-0419,151.2,,,0,0,0.0,172.0,,C
Q14-0420,2017-01-19,Q14-0420,164.9,,19.0,19,19,9824000.0,,,A
Q15-0422,2017-01-17,Q15-0422,98.2,,15.0,15,15,16886000.0,175.0,,A
Q15-0424,2017-01-28,Q15-0424,890.1,,25.0,25,25,129993000.0,177.0,,A
Q15-0440,2017-01-25,Q15-0440,104.1,,3.0,3,3,29632000.0,,,A
Q15-0449,2017-01-22,Q15-0449,90.9,,7.0,7,4,870000.0,196.0,,C
Q15-0465,2017-01-25,Q15-0465,108.7,,,0,0,0.0,210.0,,C
Q15-0545,2017-01-16,Q15-0545,69.5,,5.0,5,5,3531000.0,277.0,,C
Q15-0560,2017-01-23,Q15-0560,81.5,,7.0,7,7,1175000.0,,,B
Q16-0578,2017-01-21,Q16-0578,188.9,,,0,0,0.0,,,B
Q16-0586,2017-02-03,Q16-0586,79.3,,17.0,17,17,100146000.0,,,A
Q16-0590,2017-01-28,Q16-0590,169.4,,18.0,18,17,7572000.0,317.0,,A
Q14-0416,2017-03-06,Q14-0416,234.5,,,0,0,0.0,,,C
Q15-0452,2017-03-06,Q15-0452,254.6,,1.0,1,1,6354000.0,,,A
Q15-0471,2017-02-16,Q15-0471,82.0,,,0,0,0.0,,,B
Q15-0488,2017-03-02,Q15-0488,69.4,,,0,0,0.0,222.0,,C
Q15-0500,2017-02-17,Q15-0500,323.2,,1.0,1,1,11461000.0,,,A
Q15-0508,2017-03-01,Q15-0508,118.9,,,0,0,0.0,,,A
Q15-0516,2017-02-28,Q15-0516,185.0,,19.0,19,19,77783000.0,,,A
Q15-0518,2017-03-03,Q15-0518,75.0,,10.0,10,10,2184000.0,249.0,,A
Q15-0537,2017-03-04,Q15-0537,258.5,,15.0,15,15,114146000.0,,,A
Q15-0543,2017-02-24,Q15-0543,238.4,,24.0,24,23,54448000.0,,,B
Q16-0567,2017-02-28,Q16-0567,156.0,,24.0,24,24,44783000.0,291.0,,A
Q16-0593,2017-02-23,Q16-0593,64.9,,,0,0,0.0,315.0,,A
Q15-0467,2017-03-22,Q15-0467,354.8,,8.0,8,8,16476000.0,200.0,,C
Q15-0470,2017-03-22,Q15-0470,1056.2,,25.0,25,25,187833000.0,,,A
Q15-0476,2017-03-27,Q15-0476,224.1,,9.0,9,9,31187000.0,,,C
Q15-0526,2017-03-28,Q15-0526,400.6,,25.0,25,25,174670000.0,,,C
Q15-0531,2017-03-19,Q15-0531,1500.0,,23.0,23,23,160455000.0,,,C
Q16-0574,2017-03-22,Q16-0574,55.4,,5.0,5,5,1670000.0,290.0,,B
Q16-0575,2017-03-24,Q16-0575,1028.6,,4.0,4,4,5235000.0,,,B
Q16-0587,2017-03-17,Q16-0587,63.8,,25.0,25,25,16194000.0,302.0,,A
Q16-0592,2017-03-28,Q16-0592,72.4,,1.0,1,1,340000.0,,,A
Q16-0616,2017-03-15,Q16-0616,97.2,,23.0,23,23,50375000.0,,,B
Q15-0441,2017-04-20,Q15-0441,374.5,,3.0,3,3,11877000.0,172.0,,A
Q15-0448,2017-04-25,Q15-0448,52.6,,,0,0,0.0,,,A
Q15-0456,2017-05-02,Q15-0456,680.3,,,0,0,0.0,,,C
Q15-0463,2017-04-27,Q15-0463,133.6,,,0,0,0.0,,,A
Q15-0474,2017-04-18,Q15-0474,210.4,,8.0,8,8,663000.0,197.0,,A
Q15-0475,2017-04-17,Q15-0475,124.1,,,0,0,0.0,199.0,,A
Q15-0507,2017-04-30,Q15-0507,196.7,,13.0,13,13,38829000.0,223.0,,A
Q15-0517,2017-04-24,Q15-0517,734.4,,25.0,25,25,105147000.0,,,C
Q15-0523,2017-04-22,Q15-0523,91.6,,9.0,9,9,15168000.0,238.0,,C
Q15-0536,2017-04-23,Q15-0536,98.6,,2.0,2,2,2251000.0,248.0,,C
Q16-0565,2017-04-18,Q16-0565,170.4,,5.0,5,5,2515000.0,273.0,,A
Q16-0570,2017-04-22,Q16-0570,217.2,,25.0,25,21,64307000.0,,,A
Q16-0572,2017-04-25,Q16-0572,44.2,,4.0,4,4,336000.0,279.0,,A
Q16-0598,2017-04-25,Q16-0598,452.8,,7.0,7,7,38351000.0,,,A
Q16-0621,2017-04-23,Q16-0621,58.8,,8.0,8,8,35092000.0,322.0,,A
Q15-0450,2017-05-22,Q15-0450,135.5,,,0,0,0.0,168.0,,A
Q15-0462,2017-05-17,Q15-0462,230.4,,3.0,3,3,14882000.0,,,A
Q15-0468,2017-05-17,Q15-0468,161.9,,,0,0,0.0,182.0,,A
Q15-0499,2017-05-20,Q15-0499,142.4,,15.0,15,15,130368000.0,,,A
Q15-0503,2017-06-01,Q15-0503,88.2,,,0,0,0.0,,,A
Q15-0504,2017-05-31,Q15-0504,401.8,,,0,0,0.0,208.0,,C
Q15-0519,2017-05-21,Q15-0519,190.3,,6.0,6,5,3475000.0,,,A
Q15-0530,2017-05-22,Q15-0530,566.0,,2.0,2,2,2013000.0,,,A
Q15-0550,2017-05-18,Q15-0550,343.7,,3.0,3,3,7550000.0,248.0,,C
Q15-0557,2017-05-27,Q15-0557,363.5,,12.0,12,12,50496000.0,,,A
Q16-0584,2017-05-17,Q16-0584,154.0,,21.0,21,21,20654000.0,,,A
Q16-0638,2017-05-27,Q16-0638,52.8,,1.0,1,1,105000.0,326.0,,B
Q16-0645,2017-05-20,Q16-0645,151.7,,5.0,5,2,2130000.0,332.0,,C
Q15-0555,2017-07-01,Q15-0555,192.8,,8.0,8,8,4106000.0,,,B
Q16-0564,2017-06-20,Q16-0564,73.4,,7.0,7,7,2517000.0,251.0,,A
Q16-0585,2017-06-27,Q16-0585,250.6,,6.0,6,6,16373000.0,268.0,,A
Q16-0588,2017-06-16,Q16-0588,91.5,,13.0,13,13,47553000.0,269.0,,A
Q16-0589,2017-06-30,Q16-0589,146.6,,,0,0,0.0,271.0,,A
Q16-0630,2017-07-04,Q16-0630,211.5,,11.0,11,11,6582000.0,307.0,,C
Q16-0660,2017-06-25,Q16-0660,92.8,,4.0,4,4,470000.0,,,A
Q16-0668,2017-06-18,Q16-0668,74.1,,25.0,25,25,7051000.0,343.0,,A
Q15-0489,2017-07-25,Q15-0489,139.4,,2.0,2,2,2354000.0,183.0,,A
Q15-0510,2017-07-25,Q15-0510,1009.0,,18.0,18,18,54546000.0,,,B
Q15-0511,2017-07-27,Q15-0511,240.2,,2.0,2,2,4874000.0,202.0,,A
Q15-0514,2017-07-24,Q15-0514,152.3,,,0,0,0.0,205.0,,C
Q16-0600,2017-07-29,Q16-0600,150.0,,12.0,12,10,14506000.0,276.0,,A
Q16-0611,2017-07-23,Q16-0611,78.9,,4.0,4,4,7052000.0,,,B
Q16-0658,2017-07-23,Q16-0658,159.3,,,0,0,0.0,,,A
Q16-0664,2017-07-31,Q16-0664,381.4,,10.0,10,10,47470000.0,333.0,,C
Q16-0667,2017-07-24,Q16-0667,137.6,,,0,0,0.0,,,A
Q15-0493,2017-09-02,Q15-0493,188.9,,16.0,16,14,32379000.0,,,B
Q15-0512,2017-08-16,Q15-0512,74.2,,,0,0,0.0,193.0,,A
Q15-0534,2017-08-21,Q15-0534,182.9,,7.0,7,7,26732000.0,212.0,,B
Q15-0539,2017-08-25,Q15-0539,59.0,,2.0,2,2,26043000.0,217.0,,B
Q15-0541,2017-08-22,Q15-0541,100.7,,2.0,2,2,319000.0,,,A
Q15-0551,2017-08-22,Q15-0551,126.3,,7.0,7,7,6898000.0,226.0,,A
Q15-0558,2017-08-22,Q15-0558,285.4,,9.0,9,9,12625000.0,,,B
Q16-0582,2017-08-15,Q16-0582,278.8,,8.0,8,8,47963000.0,248.0,,A
Q16-0610,2017-08-23,Q16-0610,377.1,,2.0,2,2,7982000.0,,,A
Q16-0631,2017-09-03,Q16-0631,161.7,,,0,0,0.0,289.0,,A
Q16-0650,2017-08-30,Q16-0650,1500.0,,25.0,25,25,218574000.0,,,A
Q16-0656,2017-08-26,Q16-0656,132.0,,9.0,9,9,8654000.0,,,C
Q15-0502,2017-09-24,Q15-0502,62.0,,,0,0,0.0,,,C
Q15-0515,2017-09-26,Q15-0515,327.2,,4.0,4,4,4164000.0,,,A
Q15-0559,2017-09-17,Q15-0559,137.5,,2.0,2,1,2134000.0,,,A
Q16-0566,2017-09-29,Q16-0566,173.0,,1.0,1,1,2963000.0,230.0,,A
Q16-0571,2017-09-18,Q16-0571,126.3,,,0,0,0.0,,,C
Q16-0605,2017-09-23,Q16-0605,98.5,,,0,0,0.0,260.0,,C
Q16-0627,2017-09-29,Q16-0627,301.2,,9.0,9,9,20570000.0,,,A
Q16-0665,2017-10-01,Q16-0665,26.7,,3.0,3,3,620000.0,313.0,,A
Q16-0669,2017-09-22,Q16-0669,128.9,,,0,0,0.0,,,A
Q16-0673,2017-09-22,Q16-0673,80.1,,,0,0,0.0,,,A
Q16-0688,2017-09-20,Q16-0688,536.7,,20.0,20,20,51473000.0,,,C
Q16-0689,2017-09-15,Q16-0689,176.7,,5.0,5,4,3648000.0,,,A
Q16-0690,2017-10-02,Q16-0690,164.1,,3.0,3,3,5619000.0,337.0,,C
Q15-0527,2017-10-22,Q15-0527,1110.7,,16.0,16,16,76765000.0,,,A
Q16-0594,2017-10-17,Q16-0594,103.4,,,0,0,0.0,,,B
Q16-0601,2017-10-27,Q16-0601,268.5,,2.0,2,1,432000.0,,,C
Q16-0607,2017-10-28,Q16-0607,104.2,,18.0,18,18,63170000.0,,,A
Q16-0612,2017-11-01,Q16-0612,1500.0,,25.0,25,25,154557000.0,260.0,,B
Q16-0628,2017-10-25,Q16-0628,284.2,,25.0,25,25,45901000.0,,,C
Q16-0662,2017-10-22,Q16-0662,237.9,,,0,0,0.0,,,C
Q16-0675,2017-10-22,Q16-0675,241.8,,2.0,2,2,2650000.0,316.0,,A
Q16-0705,2017-10-17,Q16-0705,88.4,,2.0,2,2,789000.0,,,C
Q16-0709,2017-10-19,Q16-0709,10.4,,42.0,42,42,156507000.0,,,B
Q15-0521,2017-11-27,Q15-0521,218.7,,11.0,11,11,39863000.0,179.0,,B
Q15-0528,2017-11-26,Q15-0528,164.1,,5.0,5,5,2497000.0,,,C
Q15-0532,2017-11-21,Q15-0532,413.7,,5.0,5,5,43539000.0,,,A
Q15-0540,2017-11-24,Q15-0540,334.3,,4.0,4,4,12172000.0,,,A
Q16-0561,2017-11-15,Q16-0561,27.1,,,0,0,0.0,211.0,,A
Q16-0573,2017-11-17,Q16-0573,155.4,,4.0,4,4,594000.0,,,C
Q16-0619,2017-11-29,Q16-0619,1190.6,,2.0,2,2,60372000.0,,,A
Q16-0634,2017-11-15,Q16-0634,56.2,,17.0,17,15,2710000.0,268.0,,C
Q16-0636,2017-11-22,Q16-0636,65.8,,14.0,14,13,2287000.0,270.0,,A
Q16-0640,2017-11-16,Q16-0640,191.8,,8.0,8,6,18628000.0,,,A
Q16-0648,2017-12-02,Q16-0648,318.6,,25.0,25,25,30127000.0,,,C
Q16-0672,2017-11-29,Q16-0672,69.8,,1.0,1,1,50000.0,304.0,,C
Q16-0682,2017-11-26,Q16-0682,35.7,,8.0,8,8,897000.0,,,A
Q16-0698,2017-12-04,Q16-0698,668.2,,8.0,8,8,12962000.0,,,C
Q16-0713,2017-11-26,Q16-0713,122.9,,,0,0,0.0,,,C
Q16-0714,2017-11-24,Q16-0714,205.0,,34.0,34,29,26171000.0,,,C
Q15-0533,2018-01-03,Q15-0533,126.3,,4.0,4,4,3292000.0,178.0,,C
Q15-0538,2017-12-17,Q15-0538,157.8,,9.0,9,9,11780000.0,,,A
Q15-0549,2017-12-20,Q15-0549,262.4,,3.0,3,3,2938000.0,,,A
Q15-0552,2017-12-31,Q15-0552,1034.2,,5.0,5,5,49556000.0,,,B
Q16-0579,2017-12-26,Q16-0579,92.8,,4.0,4,4,24305000.0,,,C
Q16-0581,2017-12-31,Q16-0581,302.0,,12.0,12,11,13458000.0,213.0,,B
Q16-0603,2017-12-18,Q16-0603,46.9,,,0,0,0.0,,,A
Q16-0608,2018-01-03,Q16-0608,143.1,,1.0,1,1,2120000.0,237.0,,A
Q16-0678,2018-01-01,Q16-0678,60.0,,,0,0,0.0,300.0,,B
Q16-0717,2017-12-20,Q16-0717,70.6,,,0,0,0.0,,,A
Q17-0747,2017-12-25,Q17-0747,247.3,,,0,0,0.0,362.0,,A
Q15-0553,2018-01-28,Q15-0553,475.6,,1.0,1,1,23882000.0,188.0,,C
Q16-0563,2018-01-18,Q16-0563,159.6,,25.0,25,25,34979000.0,195.0,,A
Q16-0599,2018-01-22,Q16-0599,105.7,,5.0,5,5,12880000.0,,,A
Q16-0604,2018-01-22,Q16-0604,87.5,,,0,0,0.0,227.0,,A
Q16-0623,2018-01-21,Q16-0623,92.7,,2.0,2,2,4941000.0,,,A
Q16-0626,2018-02-03,Q16-0626,703.7,,,0,0,0.0,,,A
Q16-0635,2018-02-02,Q16-0635,713.5,,17.0,17,17,85367000.0,,,A
Q16-0642,2018-01-17,Q16-0642,187.4,,8.0,8,8,14890000.0,259.0,,C
Q16-0694,2018-01-24,Q16-0694,384.9,,13.0,13,13,14375000.0,,,C
Q16-0696,2018-01-18,Q16-0696,91.9,,,0,0,0.0,309.0,,A
Q17-0725,2018-01-29,Q17-0725,107.2,,3.0,3,3,563000.0,,,C
Q17-0732,2018-02-02,Q17-0732,88.7,,2.0,2,2,4164000.0,341.0,,A
Q17-0769,2018-01-29,Q17-0769,184.2,,,0,0,0.0,377.0,,C
Q16-0583,2018-02-18,Q16-0583,56.2,,,0,0,0.0,,,A
Q16-0606,2018-02-19,Q16-0606,40.0,,,0,0,0.0,,,A
Q16-0609,2018-02-16,Q16-0609,904.9,,25.0,25,25,118256000.0,,,A
Q16-0617,2018-03-06,Q16-0617,184.1,,7.0,7,7,21074000.0,230.0,,A
Q16-0652,2018-02-21,Q16-0652,135.5,,,0,0,0.0,,,A
Q16-0661,2018-02-25,Q16-0661,107.8,,27.0,27,27,9073000.0,,,B
Q16-0674,2018-02-17,Q16-0674,200.1,,18.0,18,18,48081000.0,282.0,,A
Q16-0695,2018-02-25,Q16-0695,576.9,,25.0,25,25,78597000.0,,,A
Q16-0700,2018-02-24,Q16-0700,274.6,,23.0,23,19,26414000.0,306.0,,C
Q17-0741,2018-02-27,Q17-0741,102.9,,15.0,15,15,29948000.0,340.0,,B
Q16-0591,2018-03-17,Q16-0591,356.8,,7.0,7,7,14624000.0,201.0,,A
Q16-0595,2018-03-27,Q16-0595,60.0,,14.0,14,14,1995000.0,205.0,,A
Q16-0641,2018-03-17,Q16-0641,125.2,,19.0,19,19,91745000.0,243.0,,A
Q16-0643,2018-03-25,Q16-0643,298.4,,25.0,25,23,46297000.0,245.0,,A
Q16-0666,2018-03-25,Q16-0666,122.5,,,0,0,0.0,,,C
Q16-0671,2018-03-18,Q16-0671,514.1,,1.0,1,1,7175000.0,,,C
Q16-0680,2018-03-30,Q16-0680,211.6,,2.0,2,2,1201000.0,279.0,,C
Q16-0681,2018-03-19,Q16-0681,218.2,,14.0,14,10,8344000.0,,,A
Q16-0703,2018-03-17,Q16-0703,828.3,,12.0,12,12,106594000.0,,,C
Q16-0704,2018-03-19,Q16-0704,62.2,,,0,0,0.0,,,A
Q17-0748,2018-03-31,Q17-0748,91.7,,10.0,10,9,2162000.0,,,A
Q16-0596,2018-04-16,Q16-0596,161.2,,11.0,11,11,3962000.0,,,C
Q16-0655,2018-04-15,Q16-0655,469.5,,25.0,25,24,56680000.0,,,A
Q16-0657,2018-04-20,Q16-0657,110.5,,14.0,14,14,23735000.0,245.0,,A
Q16-0663,2018-05-04,Q16-0663,191.6,,5.0,5,5,1444000.0,,,A
Q16-0693,2018-05-01,Q16-0693,121.5,,5.0,5,5,4591000.0,277.0,,A
Q16-0701,2018-04-30,Q16-0701,114.3,,1.0,1,1,159000.0,284.0,,C
Q16-0711,2018-04-18,Q16-0711,92.8,,22.0,22,22,7604000.0,294.0,,A
Q17-0760,2018-04-15,Q17-0760,269.8,,3.0,3,3,8774000.0,,,A
Q17-0767,2018-04-23,Q17-0767,253.7,,8.0,8,8,46110000.0,342.0,,A
Q17-0787,2018-04-23,Q17-0787,146.7,,25.0,25,25,12082000.0,360.0,,C
Q16-0622,2018-05-20,Q16-0622,158.6,,5.0,5,5,4944000.0,,,A
Q16-0624,2018-05-28,Q16-0624,278.8,,22.0,22,21,60869000.0,212.0,,A
Q16-0625,2018-05-17,Q16-0625,154.9,,32.0,32,32,131207000.0,,,A
Q16-0633,2018-05-30,Q16-0633,221.6,,25.0,25,25,46294000.0,219.0,,B
Q16-0649,2018-05-26,Q16-0649,414.7,,4.0,4,4,8628000.0,,,A
Q16-0683,2018-05-28,Q16-0683,144.1,,2.0,2,2,1020000.0,263.0,,A
Q17-0778,2018-05-21,Q17-0778,93.9,,2.0,2,2,1449000.0,,,A
Q17-0794,2018-05-21,Q17-0794,71.6,,19.0,19,19,29431000.0,,,A
Q17-0798,2018-05-27,Q17-0798,79.0,,25.0,25,25,7707000.0,363.0,,C
Q17-0808,2018-05-18,Q17-0808,102.3,,48.0,48,48,35159000.0,371.0,,A
Q16-0613,2018-06-25,Q16-0613,104.2,,,0,0,0.0,198.0,,A
Q16-0618,2018-06-18,Q16-0618,98.2,,25.0,25,25,8761000.0,,,A
Q16-0685,2018-07-02,Q16-0685,299.1,,21.0,21,21,75254000.0,,,C
Q16-0718,2018-06-19,Q16-0718,70.1,,,0,0,0.0,,,A
Q17-0756,2018-06-17,Q17-0756,193.3,,8.0,8,8,5265000.0,,,A
Q17-0801,2018-06-22,Q17-0801,145.4,,,0,0,0.0,,,A
Q17-0807,2018-06-21,Q17-0807,116.7,,,0,0,0.0,359.0,,C
