datetime,branch,fid,shadow_price,flow_mw,constraint_name
2012-03-05 20:00:00,10367,L:9747:10285:138,3.6,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-03-05 20:00:00,10421,L:9770:10265:138,10.02,235.8,WALTHALL - HAGGIN 138 KV
2012-04-16 21:00:00,5,L:2601:2722:161,379.75,220.3,SAN FELIPE - REDUCTION 161 KV line
2012-04-16 21:00:00,74,X:2797:138:1,328.11,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2012-04-16 21:00:00,851,L:5383:5445:138,1.18,211.3,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line
2012-04-16 21:00:00,2420,L:6014:7931:138,94.47,277.1,OTSEGO - CARL BAILEY 138 KV
2012-04-16 21:00:00,7633,L:8468:9058:138,4.94,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-04-16 21:00:00,10367,L:9747:10285:138,6.7,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-04-16 21:00:00,10421,L:9770:10265:138,17.97,235.8,WALTHALL - HAGGIN 138 KV
2012-04-16 21:00:00,12976,L:17737:17739:138,242.64,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2012-04-16 21:00:00,18851,L:22022:22024:230,7.47,498.5,CONCORD - BLUEBONNET 230 KV L
2012-05-29 17:00:00,2420,L:6014:7931:138,125.94,277.1,OTSEGO - CARL BAILEY 138 KV
2012-05-29 17:00:00,3379,L:6457:7119:138,7.05,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2012-05-29 17:00:00,4893,X:7171:500:345,36.86,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2012-05-29 17:00:00,18851,L:22022:22024:230,6.58,498.5,CONCORD - BLUEBONNET 230 KV L
2012-06-21 17:00:00,2420,L:6014:7931:138,98.12,277.1,OTSEGO - CARL BAILEY 138 KV
2012-06-21 17:00:00,3379,L:6457:7119:138,36.93,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2012-06-21 17:00:00,4893,X:7171:500:345,45.65,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2012-06-21 17:00:00,8228,L:8741:8743:138,2.85,189.4,MESSICK - FIVE CHANNELS 138 KV
2012-06-21 17:00:00,17585,L:19998:20005:230,2.63,672.9,ROUSE - BAYPORT SW STA 230 KV
2012-07-18 15:00:00,3379,L:6457:7119:138,45.71,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2012-07-18 15:00:00,4893,X:7171:500:345,46.8,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2012-07-18 15:00:00,8228,L:8741:8743:138,161.89,189.4,MESSICK - FIVE CHANNELS 138 KV
2012-07-18 15:00:00,8514,L:8891:8942:138,44.68,315.4,KENSINGTON - LINDEN 138 KV Ckt 2
2012-07-18 15:00:00,17585,L:19998:20005:230,2.29,672.9,ROUSE - BAYPORT SW STA 230 KV
2012-07-18 15:00:00,17871,L:20150:20156:100,75.83,185.4,N BRANCH - S CANTON 100 KV Cir. 1
2012-07-18 15:00:00,18851,L:22022:22024:230,10.17,498.5,CONCORD - BLUEBONNET 230 KV L
2012-08-03 16:00:00,3379,L:6457:7119:138,7.18,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2012-08-03 16:00:00,4893,X:7171:500:345,43.07,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2012-08-03 16:00:00,8219,L:8736:9066:138,94.87,244.5,THURMONT - DRY GAP 138 KV
2012-08-03 16:00:00,17585,L:19998:20005:230,1.1,672.9,ROUSE - BAYPORT SW STA 230 KV
2012-08-03 16:00:00,18851,L:22022:22024:230,12.96,498.5,CONCORD - BLUEBONNET 230 KV L
2012-09-07 17:00:00,2420,L:6014:7931:138,89.13,277.1,OTSEGO - CARL BAILEY 138 KV
2012-09-07 17:00:00,4893,X:7171:500:345,34.79,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2012-09-07 17:00:00,7633,L:8468:9058:138,0.94,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-09-07 17:00:00,10421,L:9770:10265:138,0.92,235.8,WALTHALL - HAGGIN 138 KV
2012-09-07 17:00:00,11409,X:10277:345:138,0.72,304.4,POSSUM PT 345/138kV Auto
2012-10-03 20:00:00,5,L:2601:2722:161,395.54,220.3,SAN FELIPE - REDUCTION 161 KV line
2012-10-03 20:00:00,74,X:2797:138:1,337.31,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2012-10-03 20:00:00,2420,L:6014:7931:138,87.6,277.1,OTSEGO - CARL BAILEY 138 KV
2012-10-03 20:00:00,7633,L:8468:9058:138,5.84,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-10-03 20:00:00,10367,L:9747:10285:138,7.1,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-10-03 20:00:00,10421,L:9770:10265:138,18.84,235.8,WALTHALL - HAGGIN 138 KV
2012-10-03 20:00:00,12976,L:17737:17739:138,242.9,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2012-11-27 18:00:00,5,L:2601:2722:161,324.88,220.3,SAN FELIPE - REDUCTION 161 KV line
2012-11-27 18:00:00,74,X:2797:138:1,275.55,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2012-11-27 18:00:00,2420,L:6014:7931:138,69.72,277.1,OTSEGO - CARL BAILEY 138 KV
2012-11-27 18:00:00,7633,L:8468:9058:138,3.77,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-11-27 18:00:00,10367,L:9747:10285:138,5.67,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-11-27 18:00:00,10421,L:9770:10265:138,15.8,235.8,WALTHALL - HAGGIN 138 KV
2012-11-27 18:00:00,12976,L:17737:17739:138,122.17,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2012-12-26 18:00:00,5,L:2601:2722:161,291.87,220.3,SAN FELIPE - REDUCTION 161 KV line
2012-12-26 18:00:00,74,X:2797:138:1,241.29,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2012-12-26 18:00:00,2420,L:6014:7931:138,54.75,277.1,OTSEGO - CARL BAILEY 138 KV
2012-12-26 18:00:00,7633,L:8468:9058:138,7.43,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-12-26 18:00:00,10367,L:9747:10285:138,4.14,233.6,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-12-26 18:00:00,10421,L:9770:10265:138,12.59,235.8,WALTHALL - HAGGIN 138 KV
2012-12-26 18:00:00,15399,L:19049:19095:100,45.16,155.6,HOLLYWOOD PARK SUBSTATION - MARITIME 100 KV
2012-12-26 18:00:00,15899,L:19288:19290:230,7.33,521.7,TOLEDO BEND - WHARTON SUBSTATION 230 KV
2013-01-22 19:00:00,2420,L:6014:7931:138,3.44,277.1,OTSEGO - CARL BAILEY 138 KV
2013-01-22 19:00:00,2536,L:6057:6979:138,7.94,279.5,TYRONE PHELPS DODGE - WILSON DAM 138 KV
2013-01-22 19:00:00,4893,X:7171:500:345,30.35,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-01-22 19:00:00,7633,L:8468:9058:138,4.52,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-01-22 19:00:00,8228,L:8741:8743:138,2.62,189.4,MESSICK - FIVE CHANNELS 138 KV
2013-01-22 19:00:00,10421,L:9770:10265:138,3.92,235.8,WALTHALL - HAGGIN 138 KV
2013-01-22 19:00:00,11409,X:10277:345:138,4.05,304.4,POSSUM PT 345/138kV Auto
2013-01-22 19:00:00,17585,L:19998:20005:230,2.21,672.9,ROUSE - BAYPORT SW STA 230 KV
2013-02-01 19:00:00,74,X:2797:138:1,20.05,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2013-02-01 19:00:00,2420,L:6014:7931:138,5.89,277.1,OTSEGO - CARL BAILEY 138 KV
2013-02-01 19:00:00,4893,X:7171:500:345,28.78,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-02-01 19:00:00,7633,L:8468:9058:138,6.85,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-02-01 19:00:00,10367,L:9747:10285:138,2.21,233.6,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2013-02-01 19:00:00,10421,L:9770:10265:138,3.62,235.8,WALTHALL - HAGGIN 138 KV
2013-02-01 19:00:00,17585,L:19998:20005:230,0.88,672.9,ROUSE - BAYPORT SW STA 230 KV
2013-03-06 19:00:00,5,L:2601:2722:161,308.59,220.3,SAN FELIPE - REDUCTION 161 KV line
2013-03-06 19:00:00,74,X:2797:138:1,269.29,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2013-03-06 19:00:00,2420,L:6014:7931:138,72.77,277.1,OTSEGO - CARL BAILEY 138 KV
2013-03-06 19:00:00,7633,L:8468:9058:138,2.48,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-03-06 19:00:00,10367,L:9747:10285:138,5.09,233.6,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2013-03-06 19:00:00,10421,L:9770:10265:138,14.55,235.8,WALTHALL - HAGGIN 138 KV
2013-03-06 19:00:00,12976,L:17737:17739:138,133.95,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2013-04-04 08:00:00,5,L:2601:2722:161,493.13,220.3,SAN FELIPE - REDUCTION 161 KV line
2013-04-04 08:00:00,74,X:2797:138:1,408.0,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2013-04-04 08:00:00,851,L:5383:5445:138,0.92,211.3,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line
2013-04-04 08:00:00,2420,L:6014:7931:138,1.44,277.1,OTSEGO - CARL BAILEY 138 KV
2013-04-04 08:00:00,7633,L:8468:9058:138,11.44,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-04-04 08:00:00,10367,L:9747:10285:138,7.31,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2013-04-04 08:00:00,10403,L:9762:9764:138,118.22,186.0,CALISTOGA 199 - ELMO 138 KV
2013-04-04 08:00:00,10421,L:9770:10265:138,20.89,235.8,WALTHALL - HAGGIN 138 KV
2013-05-31 17:00:00,1982,L:5917:6922:138,0.61,216.2,GUILBEAU ELECTRIC - OAK HALL 138 KV
2013-05-31 17:00:00,2420,L:6014:7931:138,42.73,277.1,OTSEGO - CARL BAILEY 138 KV
2013-05-31 17:00:00,4893,X:7171:500:345,38.7,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-05-31 17:00:00,7633,L:8468:9058:138,2.15,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-05-31 17:00:00,8762,L:9029:9030:138,66.51,196.8,DAM NO. 4 HYDRO STATION - FIRSTENERGY R PAUL SMITH POWER STATION 138 KV
2013-06-25 16:00:00,2420,L:6014:7931:138,79.61,277.1,OTSEGO - CARL BAILEY 138 KV
2013-06-25 16:00:00,2511,L:6046:7172:345,1.19,1016.2,CURECANTI - MOSER GENERATING STA SUBSTATION 345 KV
2013-06-25 16:00:00,3379,L:6457:7119:138,31.58,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2013-06-25 16:00:00,4893,X:7171:500:345,37.74,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-06-25 16:00:00,17585,L:19998:20005:230,0.96,672.9,ROUSE - BAYPORT SW STA 230 KV
2013-06-25 16:00:00,18851,L:22022:22024:230,5.67,498.5,CONCORD - BLUEBONNET 230 KV L
2013-06-25 16:00:00,19775,L:22958:22963:100,10.83,150.1,TOWER UTOMOTIVE - HEGEWISCH 100 KV
2013-07-19 16:00:00,2420,L:6014:7931:138,114.64,277.1,OTSEGO - CARL BAILEY 138 KV
2013-07-19 16:00:00,3379,L:6457:7119:138,46.9,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2013-07-19 16:00:00,4893,X:7171:500:345,41.78,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-07-19 16:00:00,17494,X:19958:100:1,4.79,156.5,RYAN 100-1 kV Transformer
2013-07-19 16:00:00,17585,L:19998:20005:230,2.85,672.9,ROUSE - BAYPORT SW STA 230 KV
2013-07-19 16:00:00,18851,L:22022:22024:230,18.77,498.5,CONCORD - BLUEBONNET 230 KV L
2013-08-27 18:00:00,2420,L:6014:7931:138,109.26,277.1,OTSEGO - CARL BAILEY 138 KV
2013-08-27 18:00:00,4893,X:7171:500:345,29.72,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-08-27 18:00:00,7633,L:8468:9058:138,0.74,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-08-27 18:00:00,10421,L:9770:10265:138,0.74,235.8,WALTHALL - HAGGIN 138 KV
2013-08-27 18:00:00,18851,L:22022:22024:230,27.68,498.5,CONCORD - BLUEBONNET 230 KV L
2013-09-11 15:00:00,2511,L:6046:7172:345,3.56,1016.2,CURECANTI - MOSER GENERATING STA SUBSTATION 345 KV
2013-09-11 15:00:00,3379,L:6457:7119:138,9.59,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2013-09-11 15:00:00,3666,L:6605:6625:138,19.74,227.7,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV
2013-09-11 15:00:00,4893,X:7171:500:345,30.57,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-09-11 15:00:00,8219,L:8736:9066:138,88.0,244.5,THURMONT - DRY GAP 138 KV
2013-09-11 15:00:00,17585,L:19998:20005:230,1.88,672.9,ROUSE - BAYPORT SW STA 230 KV
2013-09-11 15:00:00,18851,L:22022:22024:230,11.23,498.5,CONCORD - BLUEBONNET 230 KV L
2013-10-04 17:00:00,5,L:2601:2722:161,285.16,220.3,SAN FELIPE - REDUCTION 161 KV line
2013-10-04 17:00:00,74,X:2797:138:1,260.61,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2013-10-04 17:00:00,2420,L:6014:7931:138,92.62,277.1,OTSEGO - CARL BAILEY 138 KV
2013-10-04 17:00:00,7633,L:8468:9058:138,1.25,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-10-04 17:00:00,10367,L:9747:10285:138,4.81,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2013-10-04 17:00:00,10421,L:9770:10265:138,13.9,235.8,WALTHALL - HAGGIN 138 KV
2013-10-04 17:00:00,12976,L:17737:17739:138,395.01,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2013-11-25 19:00:00,5,L:2601:2722:161,288.29,220.3,SAN FELIPE - REDUCTION 161 KV line
2013-11-25 19:00:00,74,X:2797:138:1,248.03,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2013-11-25 19:00:00,2420,L:6014:7931:138,45.55,277.1,OTSEGO - CARL BAILEY 138 KV
2013-11-25 19:00:00,7633,L:8468:9058:138,7.66,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-11-25 19:00:00,10367,L:9747:10285:138,3.8,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2013-11-25 19:00:00,10421,L:9770:10265:138,11.64,235.8,WALTHALL - HAGGIN 138 KV
2013-12-12 19:00:00,2420,L:6014:7931:138,11.91,277.1,OTSEGO - CARL BAILEY 138 KV
2013-12-12 19:00:00,4893,X:7171:500:345,33.93,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2013-12-12 19:00:00,7633,L:8468:9058:138,5.91,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2013-12-12 19:00:00,10367,L:9747:10285:138,1.47,233.6,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2013-12-12 19:00:00,10421,L:9770:10265:138,6.89,235.8,WALTHALL - HAGGIN 138 KV
2013-12-12 19:00:00,11409,X:10277:345:138,5.58,304.4,POSSUM PT 345/138kV Auto
2013-12-12 19:00:00,17585,L:19998:20005:230,0.93,672.9,ROUSE - BAYPORT SW STA 230 KV
2013-12-12 19:00:00,18851,L:22022:22024:230,2.1,498.5,CONCORD - BLUEBONNET 230 KV L
2014-01-07 19:00:00,802,L:5367:5865:138,1.53,363.1,CRAWFORDSVILLE POWER PLANT - PINE TREE ACRES 138 KV
2014-01-07 19:00:00,2420,L:6014:7931:138,39.8,277.1,OTSEGO - CARL BAILEY 138 KV
2014-01-07 19:00:00,3379,L:6457:7119:138,27.46,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2014-01-07 19:00:00,4893,X:7171:500:345,44.28,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-01-07 19:00:00,8864,L:9069:18127:345,1.82,1270.4,URBAN - AMERICAN 345 KV
2014-01-07 19:00:00,17585,L:19998:20005:230,4.39,672.9,ROUSE - BAYPORT SW STA 230 KV
2014-01-07 19:00:00,18783,L:21989:22739:230,0.8,557.5,MURDOCK - HENRY COUNTY 230 KV
2014-01-07 19:00:00,18851,L:22022:22024:230,0.66,498.5,CONCORD - BLUEBONNET 230 KV L
2014-02-12 08:00:00,4893,X:7171:500:345,33.22,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-02-12 08:00:00,7633,L:8468:9058:138,2.94,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-02-12 08:00:00,8762,L:9029:9030:138,67.02,196.8,DAM NO. 4 HYDRO STATION - FIRSTENERGY R PAUL SMITH POWER STATION 138 KV
2014-02-12 08:00:00,17585,L:19998:20005:230,1.82,672.9,ROUSE - BAYPORT SW STA 230 KV
2014-03-03 20:00:00,2420,L:6014:7931:138,26.68,277.1,OTSEGO - CARL BAILEY 138 KV
2014-03-03 20:00:00,4893,X:7171:500:345,32.62,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-03-03 20:00:00,7633,L:8468:9058:138,2.77,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-03-03 20:00:00,8762,L:9029:9030:138,53.26,196.8,DAM NO. 4 HYDRO STATION - FIRSTENERGY R PAUL SMITH POWER STATION 138 KV
2014-03-03 20:00:00,8864,L:9069:18127:345,1.38,1270.4,URBAN - AMERICAN 345 KV
2014-03-03 20:00:00,11409,X:10277:345:138,0.56,304.4,POSSUM PT 345/138kV Auto
2014-03-03 20:00:00,17585,L:19998:20005:230,1.06,672.9,ROUSE - BAYPORT SW STA 230 KV
2014-03-03 20:00:00,18851,L:22022:22024:230,4.04,498.5,CONCORD - BLUEBONNET 230 KV L
2014-04-07 20:00:00,5,L:2601:2722:161,407.4,220.3,SAN FELIPE - REDUCTION 161 KV line
2014-04-07 20:00:00,74,X:2797:138:1,346.0,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2014-04-07 20:00:00,2420,L:6014:7931:138,98.15,277.1,OTSEGO - CARL BAILEY 138 KV
2014-04-07 20:00:00,7633,L:8468:9058:138,9.42,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-04-07 20:00:00,10367,L:9747:10285:138,6.41,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2014-04-07 20:00:00,10421,L:9770:10265:138,16.01,235.8,WALTHALL - HAGGIN 138 KV
2014-04-07 20:00:00,12462,L:17176:17179:138,48.51,272.2,BERRY ST - WISSOTA 138 KV
2014-04-07 20:00:00,12880,L:17627:17770:138,124.8,185.0,SPRING CREEK RD - HARRIS 138 KV
2014-04-07 20:00:00,12976,L:17737:17739:138,2000.0,265.8,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2014-05-27 17:00:00,2420,L:6014:7931:138,140.07,277.1,OTSEGO - CARL BAILEY 138 KV
2014-05-27 17:00:00,4893,X:7171:500:345,33.53,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-05-27 17:00:00,7633,L:8468:9058:138,2.78,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-05-27 17:00:00,10421,L:9770:10265:138,2.04,235.8,WALTHALL - HAGGIN 138 KV
2014-05-27 17:00:00,11409,X:10277:345:138,3.03,304.4,POSSUM PT 345/138kV Auto
2014-05-27 17:00:00,12462,L:17176:17179:138,7.94,272.2,BERRY ST - WISSOTA 138 KV
2014-05-27 17:00:00,12976,L:17737:17739:138,310.3,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2014-05-27 17:00:00,15758,L:19215:19221:100,4.76,143.4,SOUTHSIDE WASTEWATER TREATMENT PLANT - OSAWATOMIE 100 KV
2014-05-27 17:00:00,18851,L:22022:22024:230,22.58,498.5,CONCORD - BLUEBONNET 230 KV L
2014-06-18 18:00:00,2420,L:6014:7931:138,132.55,277.1,OTSEGO - CARL BAILEY 138 KV
2014-06-18 18:00:00,3379,L:6457:7119:138,42.52,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2014-06-18 18:00:00,4893,X:7171:500:345,42.96,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-06-18 18:00:00,12976,L:17737:17739:138,65.54,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2014-06-18 18:00:00,17585,L:19998:20005:230,0.98,672.9,ROUSE - BAYPORT SW STA 230 KV
2014-06-18 18:00:00,18851,L:22022:22024:230,7.34,498.5,CONCORD - BLUEBONNET 230 KV L
2014-07-02 16:00:00,2420,L:6014:7931:138,203.84,277.1,OTSEGO - CARL BAILEY 138 KV
2014-07-02 16:00:00,3379,L:6457:7119:138,50.48,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2014-07-02 16:00:00,4893,X:7171:500:345,31.78,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-07-02 16:00:00,8821,X:9058:138:14,1.52,157.9,WHEELABRAOR BALTIMORE REFUSE 138/14 kV Autotransformer
2014-08-27 18:00:00,2420,L:6014:7931:138,124.35,277.1,OTSEGO - CARL BAILEY 138 KV
2014-08-27 18:00:00,3379,L:6457:7119:138,22.13,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2014-08-27 18:00:00,4893,X:7171:500:345,33.68,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-08-27 18:00:00,18851,L:22022:22024:230,11.36,498.5,CONCORD - BLUEBONNET 230 KV L
2014-09-02 17:00:00,2420,L:6014:7931:138,163.11,277.1,OTSEGO - CARL BAILEY 138 KV
2014-09-02 17:00:00,3379,L:6457:7119:138,44.07,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2014-09-02 17:00:00,4893,X:7171:500:345,40.78,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-09-02 17:00:00,10491,L:9801:9805:138,0.81,247.5,HARVARD - SECO 138 KV
2014-09-02 17:00:00,18606,L:21761:21762:100,79.81,153.9,EGE - GOLDEN GATE 100 KV line
2014-10-15 20:00:00,5,L:2601:2722:161,368.0,220.3,SAN FELIPE - REDUCTION 161 KV line
2014-10-15 20:00:00,851,L:5383:5445:138,4.51,211.3,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line
2014-10-15 20:00:00,2420,L:6014:7931:138,128.31,277.1,OTSEGO - CARL BAILEY 138 KV
2014-10-15 20:00:00,7633,L:8468:9058:138,8.56,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-10-15 20:00:00,10421,L:9770:10265:138,14.41,235.8,WALTHALL - HAGGIN 138 KV
2014-10-15 20:00:00,12794,L:17578:19240:100,2000.0,156.9,EAST 61ST ST - WOLFTEVER 100 KV
2014-10-15 20:00:00,12880,L:17627:17770:138,13.04,185.0,SPRING CREEK RD - HARRIS 138 KV
2014-10-15 20:00:00,12976,L:17737:17739:138,981.66,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2014-10-15 20:00:00,15768,L:19218:19251:100,2000.0,140.9,SAN RAFAEL - POWER INN-ELSIE 100 KV Line
2014-10-15 20:00:00,15800,L:19233:19240:100,1416.26,110.3,E 61ST ST - INDIAN HOSPITAL TAP 100 KV
2014-10-15 20:00:00,18506,X:21664:230:1,7.75,717.8,PALISADES 230-1 kV Transformer
2014-11-18 19:00:00,2420,L:6014:7931:138,63.34,277.1,OTSEGO - CARL BAILEY 138 KV
2014-11-18 19:00:00,4893,X:7171:500:345,28.55,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-11-18 19:00:00,7633,L:8468:9058:138,3.3,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-11-18 19:00:00,11409,X:10277:345:138,2.93,304.4,POSSUM PT 345/138kV Auto
2014-11-18 19:00:00,18851,L:22022:22024:230,7.61,498.5,CONCORD - BLUEBONNET 230 KV L
2014-12-08 18:00:00,2420,L:6014:7931:138,49.33,277.1,OTSEGO - CARL BAILEY 138 KV
2014-12-08 18:00:00,4893,X:7171:500:345,39.21,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2014-12-08 18:00:00,7633,L:8468:9058:138,4.2,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2014-12-08 18:00:00,8762,L:9029:9030:138,91.63,196.8,DAM NO. 4 HYDRO STATION - FIRSTENERGY R PAUL SMITH POWER STATION 138 KV
2014-12-08 18:00:00,11409,X:10277:345:138,1.94,304.4,POSSUM PT 345/138kV Auto
2014-12-08 18:00:00,12976,L:17737:17739:138,105.74,256.5,SPATSUM LORNEX - LATAH JUNCTION 138 KV
2014-12-08 18:00:00,18851,L:22022:22024:230,5.85,498.5,CONCORD - BLUEBONNET 230 KV L
2015-01-07 19:00:00,4893,X:7171:500:345,39.43,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2015-01-07 19:00:00,7675,L:8486:8509:138,8.56,248.6,FREDERICK ROAD - NINE SPRINGS 138 KV
2015-01-07 19:00:00,8745,L:9016:9029:138,38.65,224.1,CRESSEY - FIRSTENERGY R PAUL SMITH POWER STATION 138 KV
2015-01-07 19:00:00,8864,L:9069:18127:345,2.0,1270.4,URBAN - AMERICAN 345 KV
2015-01-07 19:00:00,17585,L:19998:20005:230,3.26,672.9,ROUSE - BAYPORT SW STA 230 KV
2015-01-07 19:00:00,18851,L:22022:22024:230,1.6,498.5,CONCORD - BLUEBONNET 230 KV L
2015-02-20 08:00:00,3379,L:6457:7119:138,21.16,284.4,BRIDGEPORT - LAKE CATHERINE 138 KV
2015-02-20 08:00:00,4893,X:7171:500:345,42.27,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2015-02-20 08:00:00,8864,L:9069:18127:345,4.3,1270.4,URBAN - AMERICAN 345 KV
2015-02-20 08:00:00,12770,L:17569:17570:138,11.01,298.1,DOWELL - W PAINTSVILLE 138 KV L
2015-02-20 08:00:00,13029,L:17787:17791:138,128.86,265.3,BRUNSWICK CELLULOSE - SHANNON FARM 138 KV Line
2015-02-20 08:00:00,17579,L:19997:19998:100,76.77,143.9,NORTH MCALLEN - ROUSE 100 KV
2015-03-05 19:00:00,4893,X:7171:500:345,35.36,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2015-03-05 19:00:00,7113,L:8268:18394:345,7.81,1287.3,SPINDLE - RIDGELEY 345 KV
2015-03-05 19:00:00,7633,L:8468:9058:138,4.43,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
