branch,fid,kind,sub_a,sub_b,kv,rate,touches_external,length_km,circuit
3229,B:6382:138,B,6382,6382,138.0,0.0,False,0.0,1
3230,L:6382:6383:138,L,6382,6383,138.0,239.26,False,5.976360176016175,1
3231,L:6382:7158:138,L,6382,7158,138.0,254.3,False,7.723267424331567,1
3232,L:6383:6384:138,L,6383,6384,138.0,208.02,False,1.8811883364121011,1
3233,L:6383:6561:138,L,6561,6383,138.0,215.45,False,3.583402778584651,1
3234,B:6385:138,B,6385,6385,138.0,0.0,False,0.0,1
3235,L:6385:6420:138,L,6385,6420,138.0,241.18,False,8.010695701356108,1
3236,B:6386:138,B,6386,6386,138.0,0.0,False,0.0,1
3237,L:6386:6421:138,L,6386,6421,138.0,262.11,False,8.454561257771214,1
3238,L:6387:6389:138,L,6389,6387,138.0,244.0,False,9.631295300322545,1
3239,L:6387:6422:138,L,6387,6422,138.0,223.67,False,9.86695337809937,1
3240,L:6387:6588:138,L,6387,6588,138.0,289.97,False,25.917265480759955,1
3241,X:6388:345:138,X,6388,6388,345.0,381.77,False,0.0,1
3242,B:6388:345,B,6388,6388,345.0,0.0,False,0.0,1
3243,L:6388:7122:345,L,7122,6388,345.0,1012.02,False,12.676394899501899,1
3244,L:6388:8103:345,L,6388,8103,345.0,1195.52,False,84.81415314431497,1
3245,L:6388:6390:138,L,6388,6390,138.0,187.98,False,2.0047136728930317,1
3246,L:6388:6403:138,L,6403,6388,138.0,250.93,False,4.313548248425419,1
3247,L:6389:6398:138,L,6389,6398,138.0,218.92,False,7.127077419288913,1
3248,L:6391:6402:138,L,6402,6391,138.0,227.86,False,4.71511189237771,1
3249,L:6391:7122:138,L,6391,7122,138.0,243.63,False,0.6911090981503608,1
3250,L:6392:6413:138,L,6392,6413,138.0,205.88,False,2.0877662891137305,1
3251,L:6392:6424:138,L,6392,6424,138.0,230.3,False,8.150852456688293,1
3252,L:6393:6394:138,L,6393,6394,138.0,215.52,False,2.1161089384665117,1
3253,L:6393:7122:138,L,6393,7122,138.0,235.94,False,3.3212735665460382,1
3254,L:6394:6413:138,L,6413,6394,138.0,193.99,False,4.327273573714766,1
3255,L:6395:6397:138,L,6395,6397,138.0,239.48,False,2.155504475691448,1
3256,L:6395:6403:138,L,6403,6395,138.0,241.37,False,3.220222727669028,1
3257,L:6395:6404:138,L,6404,6395,138.0,204.14,False,2.7204344974469974,1
3258,L:6396:6405:138,L,6396,6405,138.0,201.82,False,2.5499693326361053,1
3259,L:6396:7122:138,L,6396,7122,138.0,237.14,False,4.663566904118429,1
3260,L:6398:6416:138,L,6416,6398,138.0,197.45,False,3.5059058468719098,1
3261,L:6399:6400:138,L,6400,6399,138.0,191.94,False,6.2640478649412,1
3262,L:6399:7050:138,L,7050,6399,138.0,182.69,False,5.077116999439695,1
3263,L:6400:7165:138,L,7165,6400,138.0,218.34,False,7.977050695271946,1
3264,L:6401:6404:138,L,6401,6404,138.0,225.23,False,9.406284289243693,1
3265,L:6406:6409:138,L,6406,6409,138.0,212.25,False,8.274385726418883,1
3266,L:6406:6423:138,L,6406,6423,138.0,222.57,False,4.832118215681615,1
3267,L:6407:6410:138,L,6407,6410,138.0,229.69,False,4.019195181107642,1
3268,L:6407:6411:138,L,6407,6411,138.0,234.79,False,5.957374769184243,1
3269,L:6408:6422:138,L,6422,6408,138.0,211.32,False,4.071676286887134,1
3270,L:6408:6577:138,L,6577,6408,138.0,191.72,False,9.060187443587429,1
3271,L:6409:6577:138,L,6409,6577,138.0,167.98,False,4.184003986127686,1
3272,L:6410:6417:138,L,6417,6410,138.0,219.49,False,2.4009130532076943,1
3273,X:6411:345:138,X,6411,6411,345.0,476.64,False,0.0,1
3274,B:6411:345,B,6411,6411,345.0,0.0,False,0.0,1
3275,L:6411:6412:138,L,6411,6412,138.0,247.56,False,3.632741251517629,1
3276,L:6411:6418:138,L,6411,6418,138.0,216.46,False,9.221597257839411,1
3277,L:6411:6585:345,L,6585,6411,345.0,1181.64,False,28.965394298794156,1
3278,L:6412:6424:138,L,6412,6424,138.0,239.39,False,3.522579117073572,1
3279,L:6413:6416:138,L,6416,6413,138.0,169.2,False,2.1822582401780197,1
3280,L:6414:6415:138,L,6414,6415,138.0,199.64,False,7.9400558224077376,1
3281,L:6414:6995:138,L,6414,6995,138.0,210.52,False,23.329025845529557,1
3282,L:6415:6578:138,L,6578,6415,138.0,175.08,False,19.79955147508614,1
3283,L:6417:6555:138,L,6417,6555,138.0,197.29,False,18.624073360927834,1
3284,L:6418:6419:138,L,6419,6418,138.0,199.0,False,5.753559540382702,1
3285,B:6420:138,B,6420,6420,138.0,0.0,False,0.0,1
3286,L:6420:6421:138,L,6420,6421,138.0,249.4,False,4.429624505868841,1
3287,X:6421:500:345,X,6421,6421,500.0,738.89,False,0.0,1
3288,L:6421:7168:500,L,6421,7168,500.0,2443.73,False,51.618320287955314,1
3289,L:6421:8103:500,L,8103,6421,500.0,1935.89,False,67.03251032852737,1
3290,X:6421:345:138,X,6421,6421,345.0,476.95,False,0.0,1
3291,B:6421:345,B,6421,6421,345.0,0.0,False,0.0,1
3292,B:6421:345,B,6421,6421,345.0,0.0,False,0.0,2
3293,L:6421:6475:345,L,6421,6475,345.0,1054.86,False,33.23956246955926,1
3294,B:6422:138,B,6422,6422,138.0,0.0,False,0.0,1
3295,B:6423:138,B,6423,6423,138.0,0.0,False,0.0,1
3296,L:6423:6582:138,L,6582,6423,138.0,238.84,False,8.532642792128074,1
3297,B:6424:138,B,6424,6424,138.0,0.0,False,0.0,1
3298,L:6425:6439:138,L,6439,6425,138.0,235.98,False,3.8451595716770233,1
3299,L:6425:6938:138,L,6425,6938,138.0,227.34,False,2.9419976350998507,1
3300,L:6426:6436:138,L,6436,6426,138.0,247.04,False,3.5110122772672625,1
3301,L:6426:6447:138,L,6426,6447,138.0,191.54,False,2.901973801842499,1
3302,L:6427:6429:138,L,6427,6429,138.0,248.41,False,3.6540558339134286,1
3303,L:6427:6455:138,L,6455,6427,138.0,211.42,False,2.470827673006406,1
3304,L:6427:6459:138,L,6459,6427,138.0,214.37,False,3.3799346085013107,1
3305,L:6428:6450:138,L,6428,6450,138.0,248.45,False,2.935349381417447,1
3306,L:6428:7163:138,L,6428,7163,138.0,251.57,False,16.75631510438593,1
3307,X:6429:345:1,X,6429,6429,345.0,578.27,False,0.0,1
3308,B:6429:345,B,6429,6429,345.0,0.0,False,0.0,1
3309,L:6429:6460:345,L,6429,6460,345.0,1155.56,False,6.404164342647657,1
3310,X:6429:138:1,X,6429,6429,138.0,428.27,False,0.0,1
3311,X:6429:14:1,X,6429,6429,13.8,150.0,False,0.0,1
3312,B:6430:138,B,6430,6430,138.0,0.0,False,0.0,1
3313,L:6430:6444:138,L,6444,6430,138.0,255.61,False,3.8876385943109435,1
3314,L:6430:8342:138,L,6430,8342,138.0,260.38,False,16.4238769676174,1
3315,L:6431:6462:138,L,6431,6462,138.0,231.7,False,11.447241063008669,1
3316,L:6431:6953:138,L,6953,6431,138.0,224.71,False,2.717094631698683,1
3317,B:6432:138,B,6432,6432,138.0,0.0,False,0.0,1
3318,L:6432:6450:138,L,6432,6450,138.0,219.7,False,5.301779217981173,1
3319,L:6432:6464:138,L,6432,6464,138.0,206.91,False,2.0901391585544946,1
3320,L:6433:6450:138,L,6450,6433,138.0,261.57,False,2.381193304239026,1
3321,L:6433:6471:138,L,6471,6433,138.0,259.14,False,3.594881336239401,1
3322,B:6435:138,B,6435,6435,138.0,0.0,False,0.0,1
3323,L:6435:6459:138,L,6435,6459,138.0,189.48,False,9.04209165995875,1
3324,B:6436:138,B,6436,6436,138.0,0.0,False,0.0,1
3325,L:6436:6444:138,L,6444,6436,138.0,254.06,False,4.3884197614151095,1
3326,L:6437:6911:138,L,6437,6911,138.0,263.97,False,3.243545830984686,1
3327,L:6437:6911:138,L,6437,6911,138.0,263.97,False,3.243545830984686,2
3328,L:6437:7099:138,L,7099,6437,138.0,268.4,False,0.7940892928308021,1
3329,L:6437:7099:138,L,7099,6437,138.0,268.4,False,0.7940892928308021,2
3330,B:6438:138,B,6438,6438,138.0,0.0,False,0.0,1
3331,L:6438:6443:138,L,6438,6443,138.0,265.03,False,2.050192878592102,1
3332,L:6438:6443:138,L,6438,6443,138.0,265.03,False,2.050192878592102,2
3333,L:6438:6947:138,L,6438,6947,138.0,184.9,False,2.6257804816683223,1
3334,L:6438:7099:138,L,6438,7099,138.0,266.23,False,6.283018775899162,1
3335,L:6438:7099:138,L,6438,7099,138.0,266.23,False,6.283018775899162,2
3336,B:6439:138,B,6439,6439,138.0,0.0,False,0.0,1
3337,L:6439:6470:138,L,6470,6439,138.0,246.78,False,1.5771655077481717,1
3338,L:6440:6451:138,L,6440,6451,138.0,237.69,False,12.61058302845583,1
3339,L:6440:6733:138,L,6440,6733,138.0,221.41,False,8.482838638141532,1
3340,L:6442:6462:138,L,6442,6462,138.0,205.03,False,7.0184867985284285,1
3341,L:6442:6465:138,L,6465,6442,138.0,223.69,False,1.9363401368135436,1
3342,L:6443:6935:138,L,6443,6935,138.0,241.96,False,1.6565609420770802,1
3343,L:6443:6949:138,L,6443,6949,138.0,271.3,False,2.649952990507573,1
3344,L:6443:6949:138,L,6443,6949,138.0,271.3,False,2.649952990507573,2
3345,L:6443:7140:138,L,6443,7140,138.0,261.31,False,5.483410045995428,1
3346,L:6445:6454:138,L,6445,6454,138.0,214.77,False,8.221697772201438,1
3347,L:6445:6460:138,L,6445,6460,138.0,233.2,False,2.1354668900519993,1
3348,L:6446:6463:138,L,6446,6463,138.0,191.87,False,3.377799836895354,1
3349,L:6446:6947:138,L,6947,6446,138.0,250.03,False,2.781950674355495,1
3350,L:6446:7140:138,L,7140,6446,138.0,241.59,False,1.2451378788103022,1
3351,B:6447:138,B,6447,6447,138.0,0.0,False,0.0,1
3352,L:6447:6459:138,L,6447,6459,138.0,170.86,False,1.5941809604289716,1
3353,L:6448:6449:138,L,6448,6449,138.0,239.0,False,3.1078900779080887,1
3354,L:6448:6953:138,L,6448,6953,138.0,251.48,False,1.761484965700573,1
3355,B:6449:138,B,6449,6449,138.0,0.0,False,0.0,1
3356,L:6449:6890:138,L,6890,6449,138.0,223.18,False,1.3157449366661715,1
3357,X:6450:345:138,X,6450,6450,345.0,437.59,False,0.0,1
3358,B:6450:345,B,6450,6450,345.0,0.0,False,0.0,1
3359,L:6450:6460:345,L,6460,6450,345.0,1205.56,False,6.811629195206677,1
3360,L:6450:6759:345,L,6450,6759,345.0,1063.14,False,14.71083007211254,1
3361,L:6451:6471:138,L,6451,6471,138.0,251.4,False,2.9767229620901356,1
3362,L:6452:6917:138,L,6452,6917,138.0,215.42,False,2.2970288449715097,1
3363,L:6452:6935:138,L,6935,6452,138.0,285.05,False,1.8288428215305792,1
3364,L:6452:6935:138,L,6935,6452,138.0,285.05,False,1.8288428215305792,2
3365,L:6452:6939:138,L,6939,6452,138.0,283.2,False,1.47359788634041,1
3366,L:6452:6939:138,L,6939,6452,138.0,283.2,False,1.47359788634041,2
3367,L:6452:6949:138,L,6949,6452,138.0,230.99,False,1.1279010556444518,1
3368,L:6453:6468:138,L,6453,6468,138.0,279.34,False,1.81046954379838,1
3369,L:6453:6468:138,L,6453,6468,138.0,279.34,False,1.81046954379838,2
3370,L:6453:6469:138,L,6469,6453,138.0,251.25,False,3.6230974737865487,1
3371,L:6453:6470:138,L,6470,6453,138.0,254.33,False,2.7228018109992678,1
3372,B:6454:138,B,6454,6454,138.0,0.0,False,0.0,1
3373,L:6454:6468:138,L,6468,6454,138.0,241.37,False,1.1026008294126841,1
3374,L:6454:6949:138,L,6454,6949,138.0,234.06,False,4.091970376427945,1
3375,L:6455:6460:138,L,6455,6460,138.0,203.03,False,5.720185984987684,1
3376,L:6456:6457:138,L,6456,6457,138.0,261.0,False,2.597480167960154,1
3377,L:6456:7097:138,L,7097,6456,138.0,262.4,False,1.535557690828268,1
3378,L:6456:7097:138,L,7097,6456,138.0,262.4,False,1.535557690828268,2
3379,L:6457:7119:138,L,6457,7119,138.0,237.33,False,2.4252300235541004,1
3380,L:6457:7163:138,L,7163,6457,138.0,228.92,False,2.266317407412938,1
3381,B:6458:138,B,6458,6458,138.0,0.0,False,0.0,1
3382,L:6458:7131:138,L,7131,6458,138.0,248.61,False,0.9628165419931629,1
3383,B:6459:138,B,6459,6459,138.0,0.0,False,0.0,1
3384,X:6460:345:1,X,6460,6460,345.0,490.69,False,0.0,1
3385,B:6460:345,B,6460,6460,345.0,0.0,False,0.0,1
3386,L:6460:7163:345,L,7163,6460,345.0,1225.75,False,13.527845927454278,1
3387,X:6460:138:1,X,6460,6460,138.0,465.69,False,0.0,1
3388,L:6460:6465:138,L,6465,6460,138.0,243.2,False,1.712263808588251,1
3389,X:6460:14:1,X,6460,6460,13.8,25.0,False,0.0,1
3390,L:6461:6462:138,L,6461,6462,138.0,223.8,False,2.003447535854211,1
3391,B:6462:138,B,6462,6462,138.0,0.0,False,0.0,1
3392,L:6463:6948:138,L,6463,6948,138.0,267.74,False,3.7019650488795177,1
3393,L:6463:6948:138,L,6463,6948,138.0,267.74,False,3.7019650488795177,2
3394,L:6463:7119:138,L,6463,7119,138.0,254.43,False,15.002638342804714,1
3395,L:6463:7140:138,L,6463,7140,138.0,246.28,False,2.3439978654737375,1
3396,B:6465:138,B,6465,6465,138.0,0.0,False,0.0,1
3397,B:6466:138,B,6466,6466,138.0,0.0,False,0.0,1
3398,L:6467:8345:138,L,6467,8345,138.0,288.83,False,2.1100691668836498,1
3399,L:6467:8345:138,L,6467,8345,138.0,288.83,False,2.1100691668836498,2
3400,L:6467:8349:138,L,6467,8349,138.0,235.0,False,4.535604554111633,1
3401,L:6468:6948:138,L,6468,6948,138.0,263.36,False,4.657223587779795,1
3402,L:6468:6948:138,L,6468,6948,138.0,263.36,False,4.657223587779795,2
3403,L:6469:6953:138,L,6953,6469,138.0,241.3,False,2.0681457240411603,1
3404,B:6470:138,B,6470,6470,138.0,0.0,False,0.0,1
3405,L:6472:6476:138,L,6472,6476,138.0,203.67,False,12.180017113823975,1
3406,L:6472:6837:138,L,6837,6472,138.0,195.1,False,11.554777294378496,1
3407,L:6473:6478:138,L,6478,6473,138.0,192.07,False,17.382682676204727,1
3408,L:6473:6834:138,L,6473,6834,138.0,198.64,False,19.312232568172917,1
3409,L:6473:7648:138,L,6473,7648,138.0,200.62,False,36.60851606587578,1
3410,L:6474:6699:138,L,6474,6699,138.0,149.21,False,9.167314747238166,1
3411,L:6474:8106:138,L,8106,6474,138.0,206.15,False,12.546332240636534,1
3412,X:6475:345:1,X,6475,6475,345.0,474.13,False,0.0,1
3413,B:6475:345,B,6475,6475,345.0,0.0,False,0.0,1
3414,X:6475:138:1,X,6475,6475,138.0,324.13,False,0.0,1
3415,L:6475:6476:138,L,6475,6476,138.0,211.88,False,9.765583959354629,1
3416,L:6475:6701:138,L,6475,6701,138.0,194.63,False,10.032949131079684,1
3417,X:6475:14:1,X,6475,6475,13.8,150.0,False,0.0,1
3418,L:6475:7145:345,L,6475,7145,345.0,1113.92,False,51.097601293998174,1
3419,L:6477:6479:138,L,6479,6477,138.0,183.63,False,10.336966836823343,1
3420,L:6477:6993:138,L,6477,6993,138.0,158.42,False,11.96372232435265,1
3421,B:6478:138,B,6478,6478,138.0,0.0,False,0.0,1
3422,L:6478:8031:138,L,6478,8031,138.0,195.11,False,7.178458898707906,1
3423,L:6478:8102:138,L,6478,8102,138.0,184.97,False,32.91174491671134,1
3424,L:6478:8104:138,L,6478,8104,138.0,171.99,False,15.39364999090321,1
3425,L:6479:6994:138,L,6994,6479,138.0,192.73,False,13.07313881501196,1
3426,B:6480:138,B,6480,6480,138.0,0.0,False,0.0,1
3427,L:6480:6481:138,L,6480,6481,138.0,184.66,False,7.8192192762937385,1
3428,L:6480:6496:138,L,6480,6496,138.0,201.4,False,6.99915350321233,1
3429,L:6481:6505:138,L,6481,6505,138.0,210.28,False,3.6845527595404253,1
3430,L:6482:6505:138,L,6482,6505,138.0,234.48,False,5.3148876614752085,1
3431,L:6482:7133:138,L,6482,7133,138.0,246.27,False,9.043812567214795,1
3432,L:6483:6493:138,L,6493,6483,138.0,234.87,False,11.437600984158628,1
3433,L:6483:6504:138,L,6483,6504,138.0,220.33,False,10.403292614748748,1
3434,L:6484:6518:138,L,6484,6518,138.0,198.47,False,3.362137373018095,1
3435,L:6484:6649:138,L,6484,6649,138.0,231.86,False,21.91628637691497,1
3436,L:6485:6486:138,L,6486,6485,138.0,218.69,False,8.737556281521934,1
3437,L:6485:6487:138,L,6487,6485,138.0,186.53,False,9.88331633010382,1
3438,L:6486:6513:138,L,6513,6486,138.0,254.39,False,2.6298205997974407,1
3439,L:6487:6501:138,L,6501,6487,138.0,190.57,False,14.096250009605395,1
3440,B:6488:138,B,6488,6488,138.0,0.0,False,0.0,1
3441,L:6488:6501:138,L,6488,6501,138.0,212.16,False,15.873962545698532,1
3442,L:6488:7006:138,L,6488,7006,138.0,228.06,False,30.083618246752316,1
3443,L:6489:6490:138,L,6490,6489,138.0,231.87,False,8.16952123948208,1
3444,L:6489:7011:138,L,7011,6489,138.0,239.83,False,9.301669382929745,1
3445,L:6490:6491:138,L,6491,6490,138.0,223.24,False,10.040067425652094,1
3446,L:6491:7031:138,L,6491,7031,138.0,210.42,False,11.148915545087526,1
3447,L:6492:6500:138,L,6492,6500,138.0,190.48,False,11.358140057564526,1
3448,L:6492:6705:138,L,6492,6705,138.0,227.66,False,24.54331574245777,1
3449,L:6492:6721:138,L,6492,6721,138.0,220.72,False,27.002222329691556,1
3450,L:6493:7133:138,L,7133,6493,138.0,240.95,False,8.907447369655928,1
3451,B:6494:138,B,6494,6494,138.0,0.0,False,0.0,1
3452,L:6494:6504:138,L,6504,6494,138.0,189.36,False,4.429591285207472,1
3453,L:6494:6517:138,L,6494,6517,138.0,189.56,False,9.060962287170062,1
3454,L:6495:7032:138,L,7032,6495,138.0,236.75,False,4.5407299798982415,1
3455,L:6495:7035:138,L,7035,6495,138.0,251.47,False,7.894646679666229,1
3456,L:6496:7096:138,L,6496,7096,138.0,226.97,False,10.951757336736515,1
3457,L:6497:6709:138,L,6497,6709,138.0,197.26,False,43.767057020930324,1
3458,L:6497:6960:138,L,6497,6960,138.0,222.99,False,22.855840490899542,1
3459,L:6498:6500:138,L,6500,6498,138.0,165.78,False,2.999521505991063,1
3460,L:6498:6509:138,L,6498,6509,138.0,213.02,False,7.776770574226201,1
3461,L:6499:6511:138,L,6499,6511,138.0,240.69,False,4.402542488319209,1
3462,B:6502:138,B,6502,6502,138.0,0.0,False,0.0,1
3463,L:6502:6503:138,L,6503,6502,138.0,238.07,False,6.596880975169346,1
3464,L:6502:6518:138,L,6518,6502,138.0,224.63,False,6.081645733308774,1
3465,B:6503:138,B,6503,6503,138.0,0.0,False,0.0,1
3466,L:6503:6511:138,L,6511,6503,138.0,264.8,False,5.726394929651756,1
3467,L:6503:6512:138,L,6503,6512,138.0,215.48,False,11.579672727625317,1
3468,L:6504:7009:138,L,6504,7009,138.0,201.47,False,26.661661659816716,1
3469,L:6505:6506:138,L,6505,6506,138.0,201.72,False,11.80466242001967,1
3470,L:6506:6508:138,L,6506,6508,138.0,261.56,False,4.100385757188021,1
3471,L:6506:7096:138,L,6506,7096,138.0,267.12,False,4.094782300850831,1
3472,L:6507:6520:138,L,6507,6520,138.0,234.36,False,4.846650765884802,1
3473,L:6507:7096:138,L,6507,7096,138.0,246.94,False,6.472265008849085,1
3474,L:6508:6510:138,L,6510,6508,138.0,236.08,False,4.081025623748019,1
3475,L:6508:6520:138,L,6508,6520,138.0,183.87,False,3.8268807825835394,1
3476,L:6509:6510:138,L,6509,6510,138.0,225.2,False,4.5161209444551265,1
3477,B:6510:138,B,6510,6510,138.0,0.0,False,0.0,1
3478,X:6511:345:138,X,6511,6511,345.0,482.53,False,0.0,1
3479,B:6511:345,B,6511,6511,345.0,0.0,False,0.0,1
3480,L:6511:6648:345,L,6511,6648,345.0,1146.44,False,37.91970848179073,1
3481,L:6511:7113:345,L,7113,6511,345.0,1103.49,False,16.8661764708507,1
3482,L:6511:6656:138,L,6511,6656,138.0,228.47,False,9.91082644227669,1
3483,L:6511:6959:138,L,6511,6959,138.0,259.87,False,33.30777984515176,1
3484,L:6512:6516:138,L,6516,6512,138.0,192.51,False,3.4595179666524776,1
3485,X:6513:345:1,X,6513,6513,345.0,470.49,False,0.0,1
3486,B:6513:345,B,6513,6513,345.0,0.0,False,0.0,1
3487,L:6513:7096:345,L,7096,6513,345.0,1022.8,False,15.103069797349418,1
3488,L:6513:7113:345,L,6513,7113,345.0,1049.3,False,26.93433672544266,1
3489,L:6513:7133:345,L,6513,7133,345.0,1024.33,False,30.499614750503913,1
3490,L:6513:7166:345,L,6513,7166,345.0,1122.94,False,39.20191869333829,1
3491,X:6513:138:1,X,6513,6513,138.0,420.49,False,0.0,1
3492,L:6513:6515:138,L,6515,6513,138.0,233.79,False,3.8267775910056425,1
3493,L:6513:6519:138,L,6513,6519,138.0,242.61,False,7.259947322179481,1
3494,X:6513:18:1,X,6513,6513,18.0,50.0,False,0.0,1
3495,L:6514:6656:138,L,6514,6656,138.0,209.52,False,5.065118891610042,1
3496,L:6514:6657:138,L,6657,6514,138.0,174.68,False,3.948615583733643,1
3497,L:6515:6516:138,L,6516,6515,138.0,216.82,False,2.816476072770977,1
3498,B:6516:138,B,6516,6516,138.0,0.0,False,0.0,1
3499,L:6517:6520:138,L,6517,6520,138.0,211.31,False,6.549031088581056,1
3500,B:6518:138,B,6518,6518,138.0,0.0,False,0.0,1
3501,L:6519:6664:138,L,6519,6664,138.0,187.86,False,25.674793776484645,1
3502,X:6521:345:138,X,6521,6521,345.0,362.0,False,0.0,1
3503,B:6521:345,B,6521,6521,345.0,0.0,False,0.0,1
3504,L:6521:7127:345,L,7127,6521,345.0,1205.72,False,30.67764902305182,1
3505,L:6521:6545:138,L,6521,6545,138.0,222.11,False,27.29481101862704,1
3506,L:6522:6524:138,L,6522,6524,138.0,188.43,False,6.368771565188845,1
3507,L:6522:6561:138,L,6522,6561,138.0,183.99,False,6.691884467839873,1
3508,B:6523:138,B,6523,6523,138.0,0.0,False,0.0,1
3509,L:6523:6524:138,L,6523,6524,138.0,251.17,False,3.4116498048606494,1
3510,L:6523:6526:138,L,6523,6526,138.0,258.23,False,12.38050533804398,1
3511,L:6524:7075:138,L,6524,7075,138.0,241.06,False,3.1431404371072738,1
3512,L:6525:6573:138,L,6525,6573,138.0,242.66,False,5.8554525422359545,1
3513,L:6525:7118:138,L,7118,6525,138.0,227.51,False,4.044459351034831,1
3514,L:6525:7175:138,L,6525,7175,138.0,226.7,False,7.497504516236649,1
3515,B:6526:138,B,6526,6526,138.0,0.0,False,0.0,1
3516,L:6526:7175:138,L,7175,6526,138.0,261.64,False,4.323011478971373,1
3517,L:6529:6565:138,L,6565,6529,138.0,223.54,False,7.773070091872875,1
3518,L:6529:6566:138,L,6529,6566,138.0,214.5,False,4.7863177515718895,1
3519,B:6530:138,B,6530,6530,138.0,0.0,False,0.0,1
3520,L:6530:6533:138,L,6530,6533,138.0,233.35,False,4.421759559872268,1
3521,L:6530:6545:138,L,6530,6545,138.0,203.43,False,20.659261071737443,1
3522,X:6531:345:138,X,6531,6531,345.0,445.57,False,0.0,1
3523,B:6531:345,B,6531,6531,345.0,0.0,False,0.0,1
3524,L:6531:6533:345,L,6531,6533,345.0,1006.66,False,12.056160283730051,1
3525,L:6531:6550:345,L,6531,6550,345.0,1173.73,False,13.579563608156368,1
3526,L:6531:7169:345,L,7169,6531,345.0,1244.2,False,20.955481670163028,1
3527,L:6531:6549:138,L,6549,6531,138.0,297.2,False,2.378859806829417,1
3528,L:6532:6549:138,L,6532,6549,138.0,241.88,False,3.4947329463556525,1
3529,X:6533:500:1,X,6533,6533,500.0,1157.85,False,0.0,1
3530,B:6533:500,B,6533,6533,500.0,0.0,False,0.0,1
3531,L:6533:7134:500,L,7134,6533,500.0,2617.21,False,39.24239128866392,1
3532,L:6533:7175:500,L,6533,7175,500.0,2595.82,False,38.45199142497671,1
3533,X:6533:345:138,X,6533,6533,345.0,448.41,False,0.0,1
3534,X:6533:345:1,X,6533,6533,345.0,1032.85,False,0.0,1
3535,B:6533:345,B,6533,6533,345.0,0.0,False,0.0,1
3536,L:6533:6565:138,L,6533,6565,138.0,255.99,False,5.761371401872063,1
3537,X:6533:14:1,X,6533,6533,13.8,125.0,False,0.0,1
3538,L:6533:6546:345,L,6533,6546,345.0,1098.88,False,26.0006775316556,1
3539,B:6534:138,B,6534,6534,138.0,0.0,False,0.0,1
3540,L:6534:6551:138,L,6534,6551,138.0,208.15,False,11.19947832679321,1
3541,X:6535:345:138,X,6535,6535,345.0,502.26,False,0.0,1
3542,B:6535:345,B,6535,6535,345.0,0.0,False,0.0,1
3543,L:6535:6546:345,L,6546,6535,345.0,1177.29,False,13.15684460002136,1
3544,L:6535:7118:345,L,6535,7118,345.0,1254.56,False,14.954020078369695,1
3545,L:6535:7175:345,L,6535,7175,345.0,1120.96,False,10.67131024445067,1
3546,L:6535:6537:138,L,6535,6537,138.0,247.57,False,5.157136047854593,1
3547,L:6535:6558:138,L,6558,6535,138.0,275.49,False,4.930287455348926,1
3548,L:6535:6570:138,L,6535,6570,138.0,217.13,False,18.89831812031933,1
3549,L:6535:6576:138,L,6576,6535,138.0,235.77,False,4.269611231611425,1
3550,B:6536:138,B,6536,6536,138.0,0.0,False,0.0,1
3551,L:6536:6537:138,L,6537,6536,138.0,230.94,False,3.0719169100915713,1
3552,L:6536:6540:138,L,6540,6536,138.0,203.69,False,4.368292797719578,1
3553,L:6538:6539:138,L,6538,6539,138.0,197.34,False,11.207776506331937,1
3554,L:6538:6545:138,L,6538,6545,138.0,227.88,False,6.695133877133803,1
3555,L:6539:6550:138,L,6550,6539,138.0,255.89,False,3.1912326876061243,1
3556,L:6539:6552:138,L,6552,6539,138.0,249.62,False,4.489940487076704,1
3557,L:6540:6544:138,L,6540,6544,138.0,235.94,False,3.2373389479901924,1
3558,L:6540:6547:138,L,6547,6540,138.0,229.9,False,3.5691575880561066,1
3559,L:6541:6546:138,L,6541,6546,138.0,246.99,False,2.6142012347640393,1
3560,L:6541:6559:138,L,6541,6559,138.0,228.06,False,8.762266576747239,1
3561,L:6542:6552:138,L,6552,6542,138.0,233.36,False,6.512804949302977,1
3562,L:6542:6556:138,L,6542,6556,138.0,210.78,False,11.455607856756423,1
3563,L:6543:6575:138,L,6575,6543,138.0,199.45,False,6.1544953743026705,1
3564,L:6543:6576:138,L,6543,6576,138.0,230.34,False,4.256293890249534,1
3565,L:6544:6546:138,L,6546,6544,138.0,255.06,False,3.7635054806946884,1
3566,B:6545:138,B,6545,6545,138.0,0.0,False,0.0,1
3567,X:6546:345:138,X,6546,6546,345.0,505.24,False,0.0,1
3568,B:6546:345,B,6546,6546,345.0,0.0,False,0.0,1
3569,L:6546:6563:138,L,6546,6563,138.0,237.6,False,4.6047122094285715,1
3570,B:6547:138,B,6547,6547,138.0,0.0,False,0.0,1
3571,L:6547:6559:138,L,6559,6547,138.0,203.93,False,3.901850032428634,1
3572,B:6548:138,B,6548,6548,138.0,0.0,False,0.0,1
3573,L:6548:6567:138,L,6548,6567,138.0,210.73,False,4.462758243977955,1
3574,L:6549:6568:138,L,6568,6549,138.0,228.08,False,7.078213568143618,1
3575,X:6550:345:138,X,6550,6550,345.0,462.34,False,0.0,1
3576,B:6550:345,B,6550,6550,345.0,0.0,False,0.0,1
3577,L:6550:6551:138,L,6551,6550,138.0,229.75,False,7.045939862800882,1
3578,B:6553:138,B,6553,6553,138.0,0.0,False,0.0,1
3579,L:6553:6556:138,L,6556,6553,138.0,173.6,False,8.304484679189926,1
