branch,fid,start,end,reason,facility_name
9964,L:9611:9613:138,2016-10-13 17:00:00,2016-10-20 17:00:00,planned,Warm Springs Tap - Abingdon 138 kV
10502,L:9809:9814:138,2016-10-16 17:00:00,2016-10-26 17:00:00,planned,Switzer - Plaza 138 kV #1
18280,L:20991:21710:100,2016-10-12 17:00:00,2016-10-13 17:00:00,planned,Berrien Springs - Sister Lakes 100 kV Cir. 1
5841,L:7655:7674:138,2016-10-13 17:00:00,2016-10-27 17:00:00,planned,Key W - Mid America 138 kV #1
18330,L:21035:22014:100,2016-10-11 17:00:00,2016-10-25 17:00:00,planned,C.H. Dexter - Santa Fe Energy 100 kV Circuit 1
14018,L:18370:18678:138,2016-10-18 17:00:00,2016-10-19 17:00:00,planned,Welch - Shiloh 138 kV
5206,L:7300:7398:138,2016-10-10 17:00:00,2016-10-29 17:00:00,planned,Mon Vly Works Illinois - V C Summer 138 kV Circuit 1
20060,L:23053:23056:230,2016-10-16 17:00:00,2016-11-01 17:00:00,planned,Evergreen Park - Corners 230 kV Circuit 1
861,L:5387:5391:138,2016-10-18 17:00:00,2016-10-27 17:00:00,planned,Doremus Place - Little York 138 kV Cir. 1
5118,L:7254:7396:138,2016-10-12 17:00:00,2016-10-21 17:00:00,planned,Cal Poly - Husband Road 138 kV line
2893,L:6225:6227:138,2016-10-14 17:00:00,2016-10-20 17:00:00,planned,W Gallatin - Meredsia 138 kV Line 1
1090,L:5506:5987:138,2016-10-10 17:00:00,2016-10-23 17:00:00,planned,Rio Grande Estates 2306 - Vec Jay 138 kV Line
12769,L:17568:17569:138,2016-10-19 17:00:00,2016-10-29 17:00:00,planned,Canyon W - Dwell 138 kV #1
20654,L:23304:23306:100,2016-10-13 17:00:00,2016-10-24 17:00:00,planned,Lullwater - Hamlet 100 kV
19213,L:22785:23428:100,2016-10-18 17:00:00,2016-10-29 17:00:00,planned,Judice - Mazomanie 100 kV L
8393,L:8834:8842:138,2016-11-19 19:00:00,2016-12-09 19:00:00,planned,Mottman - New Hope 138 kV Ckt 1
1435,L:5663:5696:138,2016-11-20 19:00:00,2016-12-10 19:00:00,planned,Florida Power Development - Kossuth 138 kV Line 1
13239,L:17929:17934:138,2016-11-21 19:00:00,2016-12-01 19:00:00,planned,Valley Road Substation - Porterville 138 kV
5113,L:7252:8191:138,2016-11-17 19:00:00,2016-11-26 19:00:00,planned,Kempster - Simpson Stuart Tap 138 kV Cir. 1
13156,L:17879:18702:345,2016-11-20 19:00:00,2016-11-25 19:00:00,planned,Rogue Riv - Pinetree 345 kV Ckt 1
3251,L:6392:6424:138,2016-11-21 19:00:00,2016-12-05 19:00:00,planned,S Lake Geneva - Hummelstown 138 kV Line 1
18341,L:21037:22022:230,2016-11-16 19:00:00,2016-12-06 19:00:00,planned,Coto Laurel - Concord 230 kV Cir. 1
20504,L:23246:23257:100,2016-11-16 19:00:00,2016-11-17 19:00:00,planned,Westwood - Bent Mountain 100 kV Cir. 2
349,L:5153:5952:138,2016-11-12 19:00:00,2016-11-23 19:00:00,planned,Howard Down - Pleasant Grove 138 kV Ckt 1
786,L:5361:5792:138,2016-11-13 19:00:00,2016-11-26 19:00:00,planned,Playas Tap2 - Oxford 138 kV #1
3639,L:6594:6618:138,2016-11-19 19:00:00,2016-11-28 19:00:00,planned,Rio Bravo Poso Substation - Dequine 138 kV Line 1
9119,L:9148:9150:138,2016-11-16 19:00:00,2016-11-19 19:00:00,planned,Banning - Franklin-Elk Grove Substation 138 kV
1154,L:5532:6150:138,2016-11-16 19:00:00,2016-12-06 19:00:00,planned,Casey Rd - Pecos 138 kV Cir. 1
662,L:5294:6932:138,2016-11-15 19:00:00,2016-11-22 19:00:00,planned,Waneeta - Blountstown 138 kV #1
10255,L:9695:9849:138,2016-11-21 19:00:00,2016-11-23 19:00:00,planned,Carnestown - Chapman 138 kV Cir. 1
15899,L:19288:19290:230,2016-11-16 19:00:00,2016-11-21 19:00:00,planned,Toledo Bend - Wharton Substation 230 kV Line 1
8617,L:8938:9693:138,2016-11-16 19:00:00,2016-11-17 19:00:00,planned,Five Forks - Gallahan Road 138 kV #1
17985,L:20228:20231:100,2016-11-12 19:00:00,2016-11-13 19:00:00,planned,Walker - Pine Grove 100 kV Circuit 1
3200,L:6368:6419:138,2016-11-12 19:00:00,2016-11-16 19:00:00,planned,Bozeman Rd - Borough Of Middletown Mill Street 138 kV
16910,L:19708:19713:100,2016-11-21 19:00:00,2016-12-07 19:00:00,planned,Adelanto - Tualatin 100 kV
5770,L:7606:7610:138,2016-11-19 19:00:00,2016-11-20 19:00:00,planned,Bellows Falls - Positronic 138 kV Ckt 1
5104,L:7249:7400:138,2016-11-19 19:00:00,2016-12-01 19:00:00,planned,Ontonagon - Dos Amigos 138 kV Circuit 1
978,L:5452:5469:138,2016-11-14 19:00:00,2016-12-01 19:00:00,planned,Santa Ana 9103 - Buck Crk 138 kV Line 1
4097,L:6885:6905:138,2016-11-17 19:00:00,2016-11-24 19:00:00,planned,Lafayette Shadelnd - Southwark 138 kV Cir. 1
15492,L:19081:19104:100,2016-11-20 19:00:00,2016-11-30 19:00:00,planned,Shoreham Substation - Smith Electrical 100 kV Cir. 1
14907,L:18838:19349:100,2016-11-21 19:00:00,2016-12-08 19:00:00,planned,Berkshire - Sawgrass 100 kV #1
19552,L:22881:23438:100,2016-11-17 19:00:00,2016-12-03 19:00:00,planned,Lolita - Cogeneradora Aes 100 kV Ckt 1
3757,L:6660:7113:138,2016-11-15 19:00:00,2016-11-29 19:00:00,planned,Douglas Dam - Jenkins 138 kV Cir. 1
3974,L:6787:6788:138,2016-11-17 19:00:00,2016-12-02 19:00:00,planned,Rockspring - Kaiser 138 kV line
9386,L:9282:9545:138,2016-11-17 19:00:00,2016-12-06 19:00:00,planned,Butte - Balcony Falls 138 kV Cir. 1
9745,L:9475:9487:138,2016-11-20 19:00:00,2016-12-02 19:00:00,planned,Wlls Ic - Sandy Vlley 138 kV Cir. 1
2028,L:5924:5930:500,2016-11-20 19:00:00,2016-11-28 19:00:00,planned,Campo Fresco 2 - Lacassine 500 kV Circuit 1
16729,L:19617:20114:230,2016-11-17 19:00:00,2016-11-18 19:00:00,planned,Twin County Ranch - Swan Vly 230 kV Cir. 1
11142,L:10130:10286:138,2016-11-18 19:00:00,2016-11-26 19:00:00,planned,Elizabeth Riv Power Sa - Talpa 138 kV Line 1
8774,L:9035:9053:138,2016-11-15 19:00:00,2016-11-24 19:00:00,planned,Mcminnville - Long Lake 138 kV Ckt 1
740,L:5333:5998:138,2016-11-15 19:00:00,2016-11-30 19:00:00,planned,Ceip - Viridity Energy Solutions Acua 138 kV Ckt 1
7348,L:8341:8355:138,2016-11-14 19:00:00,2016-11-30 19:00:00,planned,Citisteel - San Angelo Jackson Street 138 kV Circuit 1
20467,L:23226:23437:100,2016-11-13 19:00:00,2016-12-03 19:00:00,planned,Electric Light - W Sparta 100 kV Line
3778,L:6682:6683:138,2016-11-21 19:00:00,2016-11-23 19:00:00,planned,Lacamas - Ralston 138 kV
11050,L:10084:10256:138,2016-11-12 19:00:00,2016-12-01 19:00:00,planned,Parksville - Saint Landry 138 kV
12746,L:17521:17736:345,2016-11-16 19:00:00,2016-11-28 19:00:00,planned,Westin-Elgin - Cataract Hydro 345 kV
21088,L:23477:24606:500,2016-12-07 19:00:00,2016-12-12 19:00:00,planned,Top Crop - Grand Ridge Battery Projects 500 kV Ckt 1
10965,L:10031:10146:138,2016-12-13 19:00:00,2016-12-24 19:00:00,planned,Brambleton Substation - Albert Pike 138 kV #1
13422,L:18019:18573:138,2016-12-13 19:00:00,2016-12-30 19:00:00,planned,Holy Cross - Rowesville Rd Plant 138 kV Line 1
6195,L:7823:7841:345,2016-12-12 19:00:00,2016-12-29 19:00:00,planned,Grapevine - Universal Studios Studio Master 345 kV Line 1
16735,L:19621:19622:100,2016-12-11 19:00:00,2016-12-22 19:00:00,planned,Southwest Lima - Lenkut 100 kV Circuit 1
19305,L:22827:23016:100,2016-12-07 19:00:00,2016-12-26 19:00:00,planned,Tidelands Substation - Kimberly 100 kV Cir. 3
3476,L:6509:6510:138,2016-12-15 19:00:00,2016-12-18 19:00:00,planned,Flagstaff - Alliant Sbd 9801 Aegon Martha'S Way 138 kV Line 1
11117,L:10117:10250:138,2016-12-07 19:00:00,2016-12-27 19:00:00,planned,Indian Flat - Oates 138 kV Ckt 1
4371,L:7056:7103:138,2016-12-12 19:00:00,2017-01-01 19:00:00,planned,Oak Ridge - Co Line Rd 138 kV #1
4211,L:6962:7171:138,2016-12-10 19:00:00,2016-12-16 19:00:00,planned,Peters Mountain - Wallenpaupack 138 kV Line 1
5784,L:7614:7616:138,2016-12-13 19:00:00,2016-12-28 19:00:00,planned,Burleson - Lobelville 138 kV Line
3248,L:6391:6402:138,2016-12-12 19:00:00,2016-12-22 19:00:00,planned,Ayer - Paxton Creek Cogeneration 138 kV
3595,L:6564:7072:138,2016-12-08 19:00:00,2016-12-09 19:00:00,planned,West Hempfield - O'Fallon Renewable Energy Center 138 kV Circuit 1
19278,L:22818:22832:100,2016-12-15 19:00:00,2016-12-23 19:00:00,planned,Golah - Goose Haven 100 kV Circuit 1
14739,L:18766:18876:100,2016-12-11 19:00:00,2016-12-30 19:00:00,planned,Goodview - Stevens Drive 100 kV
19197,L:22781:22783:100,2016-12-09 19:00:00,2016-12-21 19:00:00,planned,Bushland - Enderlin 100 kV Cir. 1
16961,L:19732:19815:100,2016-12-15 19:00:00,2016-12-22 19:00:00,planned,Nelson - Norway 100 kV Line 1
11090,L:10105:10111:138,2016-12-14 19:00:00,2016-12-26 19:00:00,planned,Yamato Substation - Warrenton 138 kV
2431,L:6017:6018:138,2016-12-08 19:00:00,2016-12-22 19:00:00,planned,Boxwood - Tap 138 kV Circuit 1
4002,L:6804:7102:138,2016-12-15 19:00:00,2016-12-29 19:00:00,planned,Algoma - E Network 138 kV #1
4928,L:7184:7477:345,2016-12-10 19:00:00,2016-12-29 19:00:00,planned,Sewart Mtn Dam - Ulmerton Transfer Center 345 kV
19593,L:22888:23528:100,2016-12-14 19:00:00,2016-12-26 19:00:00,planned,Halls Lake - Sta Fg Substation 100 kV Circuit 2
19838,L:22975:23032:100,2016-12-06 19:00:00,2016-12-13 19:00:00,planned,Terryville - Lawrence Hill 100 kV
3888,L:6739:6784:138,2016-12-07 19:00:00,2016-12-17 19:00:00,planned,Union Ctr - Calmat 138 kV Cir. 1
17980,L:20222:20231:100,2016-12-13 19:00:00,2016-12-18 19:00:00,planned,Walker - Columbia Mo 100 kV Cir. 1
15703,L:19193:19194:100,2016-12-07 19:00:00,2016-12-15 19:00:00,planned,El Centro - 8Th St 100 kV
12334,L:17052:17054:138,2016-12-09 19:00:00,2016-12-21 19:00:00,planned,West Farnum - Ayers Island 138 kV L
7800,L:8533:8550:138,2016-12-08 19:00:00,2016-12-13 19:00:00,planned,Painters Mill - Hitchcock 138 kV #1
12318,L:17045:17050:138,2016-12-15 19:00:00,2016-12-16 19:00:00,planned,Sierra Pine - Carntown 138 kV Cir. 1
18288,L:20994:22597:100,2016-12-11 19:00:00,2016-12-24 19:00:00,planned,Teeland - Table Mt 100 kV
19026,L:22376:22377:100,2016-12-12 19:00:00,2016-12-18 19:00:00,planned,Olive - Lsi Jennings 100 kV
10555,L:9835:10175:138,2016-12-11 19:00:00,2016-12-20 19:00:00,planned,Canoncity - Villa Del Rey 3010 138 kV Circuit 1
21395,L:23947:24083:100,2016-12-07 19:00:00,2016-12-26 19:00:00,planned,Shawboro Substation - Sky Vly 100 kV #1
2422,L:6015:7164:138,2016-12-11 19:00:00,2016-12-26 19:00:00,planned,Yacht Club D.S - Orrtanna 138 kV
3493,L:6513:6519:138,2016-12-15 19:00:00,2016-12-16 19:00:00,planned,Jim Bridger - Lajas 6601 6602 138 kV Ckt 1
2893,L:6225:6227:138,2016-12-08 19:00:00,2016-12-18 19:00:00,planned,Wgallatin - Meredosia 138 kV Circuit 1
1514,L:5689:5702:138,2016-12-07 19:00:00,2016-12-19 19:00:00,planned,Harris Branch - Atchelitz 138 kV Line 1
3882,L:6736:6913:138,2016-12-09 19:00:00,2016-12-13 19:00:00,planned,Albay - Fairgrounds 138 kV Line 1
6332,L:7892:7895:138,2016-12-07 19:00:00,2016-12-21 19:00:00,planned,Kahe 1 - Ephratah 138 kV Cir. 1
7491,L:8405:8423:138,2016-12-07 19:00:00,2016-12-16 19:00:00,planned,Weyerhaeuser Pine Hill Operations - Littleton 138 kV
1602,L:5745:5747:138,2016-12-09 19:00:00,2016-12-18 19:00:00,planned,Morro Bay - Bombas A.A.A. Useras 138 kV
9798,L:9504:9701:138,2016-12-07 19:00:00,2016-12-09 19:00:00,planned,Jetersville - Bluff View 138 kV Cir. 1
989,L:5457:5994:138,2016-12-06 19:00:00,2016-12-24 19:00:00,planned,Fox Hill - Bergen Generating Sta 138 kV Circuit 2
13989,L:18351:18352:138,2016-12-13 19:00:00,2016-12-21 19:00:00,planned,Ossining - Eagle Mountain 138 kV Circuit 1
2601,L:6078:6086:138,2016-12-07 19:00:00,2016-12-15 19:00:00,planned,Evergreen Community Ower - Redondo 138 kV #1
2943,L:6246:6300:138,2016-12-14 19:00:00,2016-12-28 19:00:00,planned,Business Park - Tombstone 138 kV Line 1
18377,L:21195:21719:230,2016-12-14 19:00:00,2016-12-24 19:00:00,planned,Parkview Attery - Oceanside 230 kV line
19525,L:22874:22934:100,2016-12-10 19:00:00,2016-12-30 19:00:00,planned,Peachton Substation - Glenn 100 kV Line 2
19289,L:22821:23045:100,2016-12-10 19:00:00,2016-12-21 19:00:00,planned,East - Potter County 100 kV #1
13410,L:18012:18013:138,2016-12-14 19:00:00,2016-12-27 19:00:00,planned,Milton - Port Ewards Substation 138 kV Circuit 1
11186,L:10160:10161:138,2016-12-15 19:00:00,2016-12-24 19:00:00,planned,Novec Country Club - Lindendale D.P 138 kV Line 1
8254,L:8755:9014:138,2016-12-13 19:00:00,2016-12-24 19:00:00,planned,Skykomsh - Athalmer Tap 138 kV #1
17170,L:19812:19939:100,2016-12-09 19:00:00,2016-12-29 19:00:00,planned,Hilltop Tap - Beach Groe 100 kV #2
10885,L:9980:9981:138,2016-12-15 19:00:00,2017-01-02 19:00:00,planned,Kings Riv - Dg Amp Solar Coldwater 138 kV Circuit 1
3102,L:6322:6323:138,2016-12-12 19:00:00,2016-12-27 19:00:00,planned,Tower - Seney Uppco Substation 138 kV
17043,L:19755:19768:100,2016-12-06 19:00:00,2016-12-10 19:00:00,planned,S Johns - Savage Rd Substation 100 kV Circuit 1
20052,L:23048:23088:100,2016-12-15 19:00:00,2016-12-25 19:00:00,planned,Peach Grove D.P - Tinley Park 100 kV Line 3
15583,L:19131:19583:100,2016-12-09 19:00:00,2016-12-25 19:00:00,planned,Breeze - E End 100 kV Circuit 1
17291,L:19862:19865:230,2016-12-15 19:00:00,2016-12-16 19:00:00,planned,Minnehaha - Sidney A Murray Jr Hydroelectric 230 kV Ckt 1
16686,L:19596:19600:100,2016-12-10 19:00:00,2016-12-13 19:00:00,planned,Exxonmobil Baton Rouge Turbine Generator - Buffton 100 kV Circuit 1
19597,L:22890:23466:100,2016-12-12 19:00:00,2016-12-29 19:00:00,planned,Chalk Hills Hy Substation - Cedar Falls 100 kV
6357,L:7910:7918:138,2016-12-09 19:00:00,2016-12-26 19:00:00,planned,Cavendish - Westward 138 kV Circuit 1
18463,L:21393:21708:100,2016-12-10 19:00:00,2016-12-13 19:00:00,planned,Doyle Energy Facility - Toll Road 100 kV Circuit 1
16239,L:19478:19483:100,2016-12-12 19:00:00,2016-12-16 19:00:00,planned,Roe'Scorner - Thornydale 100 kV
3059,L:6301:8637:345,2016-12-09 19:00:00,2016-12-23 19:00:00,planned,Star Peak - Aztec 345 kV
3305,L:6428:6450:138,2016-12-08 19:00:00,2016-12-27 19:00:00,planned,Monaco - Middletown Substation 138 kV Ckt 1
2677,L:6121:7008:138,2011-12-31 19:00:00,2012-01-14 19:00:00,planned,Stony Pt - Cypress Gardens 138 kV Line 1
13497,L:18059:18456:138,2011-12-26 19:00:00,2012-01-08 19:00:00,planned,Osceola Solar Facility - East Holbrook 138 kV
12602,L:17321:17326:138,2011-12-25 19:00:00,2011-12-26 19:00:00,planned,Hidroelectrica Dos Bocas 8005 - Cavanagh 138 kV Ckt 1
16663,L:19589:19702:100,2011-12-26 19:00:00,2011-12-28 19:00:00,planned,Cedar Ridge Wind Alte - Arroyo 100 kV Cir. 1
9761,L:9482:9555:138,2012-01-03 19:00:00,2012-01-12 19:00:00,planned,Chatom - Blackberry 138 kV Circuit 1
19337,L:22833:22834:100,2011-12-27 19:00:00,2011-12-29 19:00:00,planned,Guayama Pds - Dell 100 kV Circuit 1
14731,L:18761:18764:100,2011-12-29 19:00:00,2012-01-18 19:00:00,planned,Daves Falls - Glencoe 100 kV
8947,L:9085:10048:345,2012-01-03 19:00:00,2012-01-13 19:00:00,planned,Claytonia - Uinth 345 kV #1
10767,L:9931:10297:138,2011-12-30 19:00:00,2012-01-03 19:00:00,planned,Yarnen - Werner West 138 kV Cir. 1
13105,L:17843:18619:138,2012-01-02 19:00:00,2012-01-10 19:00:00,planned,Big Sandy - Hubbardstown 138 kV #1
17709,L:20062:20064:100,2011-12-26 19:00:00,2011-12-30 19:00:00,planned,Forward Energy Ctr - Star 100 kV #1
9984,L:9623:17625:138,2011-12-25 19:00:00,2012-01-02 19:00:00,planned,Lank - Lookout Pt 138 kV Ckt 1
16785,L:19645:19646:100,2012-01-03 19:00:00,2012-01-15 19:00:00,planned,Newport Tie - Madisonburg 100 kV Ckt 1
10502,L:9809:9814:138,2011-12-25 19:00:00,2011-12-29 19:00:00,planned,Switzer - Plaza 138 kV Ckt 1
3826,L:6705:6726:138,2011-12-30 19:00:00,2012-01-17 19:00:00,planned,Judith Gap Wind Farm - Split Rock 138 kV L
13036,L:17788:17791:138,2011-12-28 19:00:00,2011-12-29 19:00:00,planned,Shannon Farm - Cane Run Substation 138 kV Ckt 2
20260,L:23136:23152:100,2011-12-28 19:00:00,2012-01-14 19:00:00,planned,Bpa Troutdale Substation - Sarival 100 kV #1
3221,L:6377:6401:138,2012-01-02 19:00:00,2012-01-19 19:00:00,planned,Sutter-Vale Vista - Berlin 5 Substation 138 kV
15572,L:19129:19465:100,2011-12-27 19:00:00,2012-01-16 19:00:00,planned,Brownlee Rd - River Oaks 100 kV
20269,L:23139:23451:100,2012-01-01 19:00:00,2012-01-14 19:00:00,planned,Tropic Isle - E Fairfax 100 kV Line 1
12536,L:17236:17781:138,2011-12-25 19:00:00,2012-01-08 19:00:00,planned,Petersburg Station - Penngrove 138 kV #1
9888,L:9566:9638:138,2012-01-03 19:00:00,2012-01-12 19:00:00,planned,Winnebago Wind Power Project - Clinch Riv 138 kV Cir. 1
20563,L:23273:23289:100,2011-12-27 19:00:00,2011-12-30 19:00:00,planned,Wallisville - Basscreek 100 kV #1
19298,L:22826:23178:100,2012-01-02 19:00:00,2012-01-04 19:00:00,planned,Southhaven - Windrock 100 kV Ckt 1
2867,L:6217:6218:138,2011-12-26 19:00:00,2011-12-28 19:00:00,planned,Osha Star Worksite - Satsop 138 kV Circuit 1
14485,L:18688:18699:345,2011-12-25 19:00:00,2012-01-09 19:00:00,planned,Firstenergy Ft Martin Power Sta - Prides Corner 345 kV line
1018,L:5479:5485:138,2011-12-30 19:00:00,2012-01-14 19:00:00,planned,Esc. Vocacional - Goulds 138 kV
13823,L:18246:18256:138,2012-01-03 19:00:00,2012-01-05 19:00:00,planned,S Ridge - Conrad Substation 138 kV Circuit 1
15616,L:19148:19149:100,2011-12-29 19:00:00,2012-01-03 19:00:00,planned,Hideaway - Kellerville 100 kV Line 1
14882,L:18827:19675:100,2011-12-26 19:00:00,2012-01-10 19:00:00,planned,Aes - Mohawk 100 kV #3
5789,L:7618:7627:138,2011-12-25 19:00:00,2011-12-28 19:00:00,planned,Sila Ray - Fontana 138 kV
12799,L:17580:17583:138,2011-12-29 19:00:00,2012-01-05 19:00:00,planned,Algodones - Clear Lakes Wps 138 kV Cir. 2
5934,L:7702:7809:345,2011-12-27 19:00:00,2012-01-05 19:00:00,planned,Caldwell - Carbon Ctr 345 kV Ckt 1
1056,L:5494:6176:138,2011-12-28 19:00:00,2012-01-01 19:00:00,planned,Mar - Superstition 138 kV Cir. 1
3587,L:6558:7062:138,2012-01-01 19:00:00,2012-01-02 19:00:00,planned,Crane'S Mill Substation - Culebra 3801 138 kV Line 1
20178,L:23105:23116:100,2011-12-25 19:00:00,2012-01-06 19:00:00,planned,Exira - Rutherford Farm 100 kV Circuit 1
12086,L:16920:16925:138,2011-12-30 19:00:00,2012-01-13 19:00:00,planned,Mammoth - Toa Alta Pueblo 138 kV #1
425,L:5184:5200:138,2011-12-30 19:00:00,2012-01-14 19:00:00,planned,Red Mtn - Temblor 138 kV Cir. 2
9081,L:9135:9653:138,2011-12-28 19:00:00,2012-01-08 19:00:00,planned,Kapstone - Grimes 138 kV
19331,L:22831:22996:100,2012-01-02 19:00:00,2012-01-06 19:00:00,planned,Blackburn - Cal Peak Power Vaca Dixon 100 kV
2412,L:6009:6010:138,2011-12-28 19:00:00,2012-01-13 19:00:00,planned,Bemidji - Mtalcan 138 kV Line 1
1534,L:5701:5711:138,2011-12-30 19:00:00,2012-01-04 19:00:00,planned,Beeline - Raymond 138 kV #1
13941,L:18330:18331:138,2011-12-25 19:00:00,2011-12-28 19:00:00,planned,Bethany Byron - Sammamish 138 kV Circuit 1
16194,L:19444:19445:100,2011-12-30 19:00:00,2012-01-10 19:00:00,planned,Chaffins - Port Washington Sw Yd 100 kV Ckt 1
911,L:5412:5975:138,2011-12-27 19:00:00,2012-01-13 19:00:00,planned,Darbyville - West Deptford Energy Sta 138 kV Line 1
9167,L:9168:9195:138,2011-12-29 19:00:00,2012-01-03 19:00:00,planned,Sta 54 - Downtown Substation 138 kV Circuit 1
11109,L:10114:10263:138,2012-01-02 19:00:00,2012-01-15 19:00:00,planned,Bayview - Park City Substation 138 kV Cir. 1
4209,L:6961:6962:138,2012-01-02 19:00:00,2012-01-21 19:00:00,planned,Blooming Grove - Peters Mtn 138 kV Cir. 1
6139,L:7801:8063:138,2011-12-29 19:00:00,2011-12-30 19:00:00,planned,Airport-D East 2 - Drasco 138 kV Line 1
12148,L:16970:17007:138,2011-12-27 19:00:00,2012-01-11 19:00:00,planned,Peach Vly Tie - Tuscola East 138 kV Ckt 1
16743,L:19626:19639:100,2012-01-01 19:00:00,2012-01-15 19:00:00,planned,Post Rock - Westpoint 100 kV Ckt 1
18495,L:21655:21726:230,2011-12-31 19:00:00,2012-01-02 19:00:00,planned,J R Whiting - Lakeport 230 kV Cir. 1
13330,L:17976:18321:138,2011-12-28 19:00:00,2012-01-14 19:00:00,planned,County Line Wp Substation - Brues Substation 138 kV Cir. 1
3085,L:6313:6823:138,2011-12-30 19:00:00,2012-01-04 19:00:00,planned,Roseville - Dug Gap 138 kV
1403,L:5643:5650:138,2011-12-29 19:00:00,2012-01-15 19:00:00,planned,Devine - Deep Run 138 kV line
21266,L:23510:23527:500,2011-12-30 19:00:00,2012-01-05 19:00:00,planned,Shady Oaks Wind Farm - Alder 500 kV Cir. 1
14890,L:18831:19272:100,2011-12-26 19:00:00,2012-01-03 19:00:00,planned,Desert Rd - Capitan 100 kV Ckt 1
5915,L:7694:7808:138,2012-01-03 19:00:00,2012-01-11 19:00:00,planned,Mann - Beecher 138 kV Circuit 1
3849,L:6719:6815:138,2012-01-03 19:00:00,2012-01-04 19:00:00,planned,Boyds Mill Hydro - Mears Corners 138 kV Cir. 1
14414,L:18662:18663:138,2011-12-29 19:00:00,2012-01-08 19:00:00,planned,Thalmann Substation - Gum Street 138 kV
3126,L:6331:6822:138,2011-12-31 19:00:00,2012-01-16 19:00:00,planned,Simon Street - Slater 138 kV Ckt 1
13532,L:18074:18075:138,2011-12-30 19:00:00,2012-01-08 19:00:00,planned,Rio Grande - Mogadore 138 kV Line 1
3368,L:6453:6468:138,2012-01-01 19:00:00,2012-01-15 19:00:00,planned,Beechhurst - Lehigh 138 kV
13572,L:18103:18120:138,2012-01-02 19:00:00,2012-01-15 19:00:00,planned,Sherman Road - Raver 138 kV line
9737,L:9470:9475:138,2011-12-27 19:00:00,2012-01-07 19:00:00,planned,Wells Ic - Geneva Border City 138 kV Circuit 1
9526,L:9354:9637:138,2012-02-05 08:00:00,2012-02-21 08:00:00,planned,Claytor - Bladenboro Solar 2 138 kV
10794,L:9943:9949:138,2012-02-10 08:00:00,2012-02-14 08:00:00,planned,Chipola - Westcoast Cellufibre 138 kV Ckt 1
2006,L:5921:5946:345,2012-02-13 08:00:00,2012-02-14 08:00:00,planned,Hope Crk - Carlls Corner 345 kV Cir. 1
10825,L:9955:9960:138,2012-02-12 08:00:00,2012-02-18 08:00:00,planned,Whealton - Shellbank 138 kV Line 1
4911,L:7176:7221:138,2012-02-13 08:00:00,2012-02-20 08:00:00,planned,Ritter Park - Bullard 138 kV Cir. 1
17811,L:20103:20182:100,2012-02-08 08:00:00,2012-02-22 08:00:00,planned,Sackett - Limestone 100 kV Circuit 1
770,L:5354:5378:138,2012-02-11 08:00:00,2012-02-19 08:00:00,planned,Artesian - Wasco 138 kV Circuit 1
5625,L:7533:7599:138,2012-02-05 08:00:00,2012-02-18 08:00:00,planned,Lennon Generating - Marshall Wind Farm 138 kV #1
5816,L:7641:7643:138,2012-02-09 08:00:00,2012-02-18 08:00:00,planned,Bassett Crk - Glendale South Tap 1 138 kV Cir. 1
19651,L:22913:22921:100,2012-02-06 08:00:00,2012-02-19 08:00:00,planned,W Memphis Gateay - Las Vegas 6306 100 kV Ckt 1
17801,L:20098:20105:100,2012-02-05 08:00:00,2012-02-12 08:00:00,planned,Cimarron River - Cawelo C 100 kV Cir. 1
5023,L:7217:8202:138,2012-02-08 08:00:00,2012-02-21 08:00:00,planned,Firstenergy Mitchell Power Station - Grs Arbor Hlls 138 kV Line
17805,L:20101:20142:100,2012-02-12 08:00:00,2012-02-22 08:00:00,planned,Congress - Sutliff 100 kV Circuit 1
20159,L:23101:23107:100,2012-02-13 08:00:00,2012-02-29 08:00:00,planned,Western Sugar Coop - Scottsbluff - Dayton'S Bluf 100 kV Ckt 1
17931,L:20186:20196:100,2012-02-06 08:00:00,2012-02-08 08:00:00,planned,Moore - Coventry 100 kV Line 1
10253,L:9694:9882:138,2012-02-05 08:00:00,2012-02-09 08:00:00,planned,Annandale - Rock Creek 138 kV #1
2407,L:6006:6369:138,2012-02-10 08:00:00,2012-02-17 08:00:00,planned,Cardwell - Fec Clovis Substation 138 kV Ckt 1
19874,L:22986:22987:100,2012-02-10 08:00:00,2012-02-19 08:00:00,planned,Battle Mtn - Loraine County Project 100 kV Circuit 1
6300,L:7878:7905:138,2012-02-09 08:00:00,2012-02-12 08:00:00,planned,Iron Bridge - Elk Plain 138 kV #1
9231,L:9206:9217:138,2012-02-10 08:00:00,2012-02-22 08:00:00,planned,Arab - Ivy Hill Substation 138 kV Line 1
13094,L:17841:19541:345,2012-02-07 08:00:00,2012-02-21 08:00:00,planned,Moffat - East Clearwater Subdivision 345 kV Ckt 1
19299,L:22826:23184:100,2012-02-08 08:00:00,2012-02-18 08:00:00,planned,Humbug - Windrock 100 kV Cir. 1
13438,L:18029:18037:138,2012-02-07 08:00:00,2012-02-12 08:00:00,planned,Redwood City - Monta Vista Upper 138 kV
6127,L:7794:7795:138,2012-02-07 08:00:00,2012-02-24 08:00:00,planned,Lake City - Dumbarton 138 kV Ckt 1
5714,L:7572:7574:138,2012-02-12 08:00:00,2012-02-26 08:00:00,planned,Brodead S - Westerlo 138 kV Line 1
