project_id,queue_date,poi_name,poi_sub_id,poi_kv,poi_match_score,mw,fuel,state,transmission_owner,status_now,project_type
U2-028A_AT1,2008-05-29,Ironville,5122.0,138.0,100.0,135.0,other,OH,ATSI,Withdrawn,gen
U2-029,2008-06-05,Passyunk,29584.0,138.0,100.0,1.3,solar,PA,PECO,Withdrawn,gen
U2-030,2008-06-05,Four Mile Ridge Wind 138kV,31394.0,138.0,71.31818181818181,60.0,wind,MD,APS,In Service,gen
U2-031,2008-06-09,Kings Fork 34.5kV,32301.0,34.5,92.0,30.0,gas,VA,Dominion,Withdrawn,gen
U2-032,2008-06-09,Elbow Mountain,40718.0,138.0,84.21052631578947,20.0,wind,MD,APS,Withdrawn,gen
U2-033 925392,2008-06-09,PJM-DUK,31685.0,138.0,57.14285714285714,104.0,other,,,Withdrawn,gen
U2-034 925394,2008-06-09,PJM-DUK,31685.0,138.0,57.14285714285714,104.0,other,,,Withdrawn,gen
U2-035 925395,2008-06-09,PJM-TVA,31685.0,138.0,57.14285714285714,104.0,other,,,Withdrawn,gen
U2-036 925941,2008-06-10,PJM-NIPS,31685.0,138.0,57.14285714285714,200.0,other,,,Withdrawn,gen
U2-037 925947,2008-06-10,PJM_NIPS,,138.0,0.0,200.0,other,,,Withdrawn,gen
U2-038 926231,2008-06-11,PJM-CWLP,31685.0,138.0,57.14285714285714,200.0,other,,,Withdrawn,gen
U2-039 926237,2008-06-11,PJM-IPL,31685.0,138.0,57.14285714285714,200.0,other,,,Withdrawn,gen
U2-040,2008-06-12,Bridgewater-Middlesex 230kV,2420.0,230.0,92.0,650.0,gas,NJ,PSEG,Withdrawn,gen
U2-040A 926830,2008-06-12,PJM-AMIL,31685.0,138.0,57.14285714285714,900.0,other,,,Withdrawn,gen
U2-040B 926832,2008-06-12,PJM-AMIL,31685.0,138.0,57.14285714285714,1600.0,other,,,Withdrawn,gen
U2-041,2008-06-13,East Lima-Marysville 345kV,38941.0,345.0,100.0,166.4,wind,OH,AEP,Withdrawn,gen
U2-042,2008-06-13,East Lima-South Kenton 138kV,38941.0,138.0,100.0,201.0,wind,OH,AEP,Withdrawn,gen
U2-044,2008-06-20,Lewis 138kV,29642.0,138.0,100.0,20.0,wind,NJ,AEC,Withdrawn,gen
U2-045,2008-06-20,Huron 69kV,13117.0,69.0,72.72727272727273,20.0,wind,NJ,AEC,Withdrawn,gen
U2-046,2008-06-23,Roseland 500kV,26624.0,500.0,100.0,660.0,other,NJ,PSEG,Withdrawn,gen
U2-047,2008-06-23,Deans 500kV,29509.0,500.0,100.0,660.0,other,NJ,PSEG,Withdrawn,gen
U2-048,2008-06-24,Cox's Corner-Croydon 230kV,40034.0,230.0,77.0,640.0,gas,NJ,PSEG,Withdrawn,gen
U2-049,2008-06-24,Monmouth,12845.0,138.0,78.57142857142857,640.0,gas,NJ,JCPL,Withdrawn,gen
U2-050,2008-06-24,Lonesome Pine 138kV,4648.0,138.0,100.0,100.0,wind,VA,AEP,Withdrawn,gen
U2-051,2008-06-24,Glen Lyn-Wythe 138kV,7968.0,138.0,100.0,60.0,wind,VA,AEP,Withdrawn,gen
U2-052,2008-06-24,S. Bluefield-Wythe 69kV,914.0,69.0,100.0,80.0,wind,VA,AEP,Withdrawn,gen
U2-053,2008-06-24,Martins Creek,13453.0,138.0,100.0,800.0,gas,PA,PPL,Withdrawn,gen
U2-054,2008-06-25,Weissport,14928.0,138.0,100.0,2.6,other,PA,PPL,Withdrawn,gen
U2-055,2008-06-27,Karthaus-Milesburg 230kV,33357.0,230.0,63.42857142857143,89.1,wind,PA,APS,Withdrawn,gen
U2-056,2008-06-30,West Point,14859.0,138.0,85.0,88.7,other,VA,Dominion,Withdrawn,gen
U2-057,2008-06-30,Hopewell 34.5kV,13478.0,34.5,92.0,47.6,other,VA,Dominion,Withdrawn,gen
U2-058,2008-06-30,Kincaid Wind,38484.0,138.0,87.5,500.0,wind,IL,ComEd,Withdrawn,gen
U2-059,2008-07-07,Foul Rift 13kV,15734.0,13.0,54.5,2.0,solar,NJ,JCPL,In Service,gen
U2-060,2008-07-07,Camden,29531.0,138.0,100.0,5.0,gas,NJ,PSEG,Withdrawn,gen
U2-061,2008-07-07,Garrett County,11596.0,138.0,85.0,50.0,wind,MD,APS,In Service,gen
U2-062,2008-07-09,Randolph 138kV,14093.0,138.0,62.5,187.5,wind,OH,AEP,Withdrawn,gen
U2-063,2008-07-10,Croydon 230kV,29526.0,230.0,100.0,391.0,gas,PA,PECO,In Service,gen
U2-064,2008-07-10,Branchburg-Ramapo 500kV,29176.0,500.0,100.0,1000.0,other,NJ,PSEG,Withdrawn,gen
U2-065,2008-07-14,Kankakee 138kV,12052.0,138.0,58.82352941176471,250.0,wind,IL,ComEd,Withdrawn,gen
U2-066,2008-07-14,Marysville-SW Lima 345kV,38712.0,345.0,100.0,200.0,wind,OH,AEP,Withdrawn,gen
U2-067,2008-07-15,Eldred-Pine Grove 69kV,50469.0,69.0,88.0,32.5,other,PA,PPL,In Service,gen
U2-068,2008-07-21,Mount Storm-Valley 500kV,31970.0,500.0,100.0,130.0,wind,VA,Dominion,Withdrawn,gen
U2-069,2008-07-21,Frackville,32745.0,138.0,100.0,56.0,wind,PA,PPL,Withdrawn,gen
U2-070,2008-07-21,Somerset,7415.0,138.0,100.0,7.5,wind,PA,PENELEC,Withdrawn,gen
U2-071,2008-07-23,Tazewell-Saltville 138kV,12091.0,138.0,100.0,200.0,wind,VA,AEP,Withdrawn,gen
U2-072,2008-07-23,East Lima-Marysville 345kV,38941.0,345.0,100.0,249.795,wind,OH,AEP,In Service,gen
U2-073,2008-07-23,Frostburg 138kV II,32189.0,138.0,94.54545454545455,139.4,wind,PA,APS,In Service,gen
U2-074,2008-07-24,Peach Bottom-Rock Springs 500kV,14669.0,500.0,100.0,650.0,gas,PA,PECO,Withdrawn,gen
U2-075,2008-07-24,Susquehanna-Roseland 500kV,31753.0,500.0,100.0,636.0,gas,PA,PPL,Withdrawn,gen
U2-076,2008-07-25,Falls,14629.0,138.0,100.0,10.0,gas,PA,PECO,Withdrawn,gen
U2-077,2008-07-25,Linden VFT  230kV,19239.0,230.0,88.0,300.0,other,NJ,PSEG,In Service,gen
U2-080,2008-07-30,South Portsmouth 138kV,47479.0,138.0,95.0,134.0,other,KY,AEP,Withdrawn,gen
U2-081,2008-07-30,Chalk Point 230kV,31439.0,230.0,100.0,600.0,gas,MD,PEPCO,Withdrawn,gen
U2-082,2008-07-30,Dickerson 230kV,12884.0,230.0,100.0,400.0,gas,MD,PEPCO,Withdrawn,gen
U2-083,2008-07-30,Chalk Point 230kV,31439.0,230.0,100.0,400.0,gas,MD,PEPCO,Withdrawn,gen
U2-084,2008-07-30,Dickerson,12884.0,138.0,100.0,600.0,gas,MD,PEPCO,Withdrawn,gen
U2-085,2008-07-30,Sakron-Prince #3 138kV,13614.0,138.0,92.3076923076923,11.4,gas,PA,PPL,Withdrawn,gen
U2-086,2008-07-30,Airydale 500kV,36330.0,500.0,62.58823529411764,0.0,other,PA,PENELEC,Withdrawn,gen
U2-087,2008-07-30,Juniata 500 MVAR SVC,13246.0,138.0,80.5,0.0,other,PA,PPL,Withdrawn,gen
U2-088,2008-07-30,Meadow Brook 500kV,7686.0,500.0,100.0,0.0,other,VA,APS,Withdrawn,gen
U2-089,2008-07-30,Kemptown 500kV,20819.0,500.0,69.77777777777779,0.0,other,PA,APS,Withdrawn,gen
U2-090,2008-07-31,Desoto-Tanners Creek 345kV,36331.0,345.0,100.0,200.0,wind,IN,AEP,In Service,gen
U2-091,2008-07-31,Delaware-Richmond 138kV,13775.0,138.0,100.0,100.0,wind,IN,AEP,Withdrawn,gen
U2-092,2008-07-31,Delaware-Centerville 138kV,13775.0,138.0,100.0,100.0,wind,IN,AEP,Withdrawn,gen
U2-093 954414,2008-07-30,PJM-LGEE,31685.0,138.0,57.14285714285714,100.0,other,,,Withdrawn,gen
U2-094,2008-07-31,Foul Rift 34.5kV,15734.0,34.5,54.5,19.0,solar,NJ,JCPL,Withdrawn,gen
U2-095,2008-07-31,Nelson 345kV,20754.0,345.0,100.0,600.0,gas,IL,ComEd,Withdrawn,gen
U2-096,2008-07-31,Lock Haven-Lycoming #1 69kV,24262.0,69.0,93.07692307692308,1.5,gas,PA,PPL,Withdrawn,gen
U2-098,2008-07-31,South Amboy,33449.0,138.0,61.53846153846154,1320.0,gas,NJ,JCPL,Withdrawn,gen
U2-099,2008-07-31,Martins Creek 230kV,13453.0,230.0,100.0,700.0,gas,PA,PPL,Withdrawn,gen
U2-100,2008-07-31,Bergen 230kV,19042.0,230.0,100.0,800.0,other,NJ,PSEG,Withdrawn,gen
U2-101,2008-07-31,Nelson Bio,5149.0,138.0,88.0,20.0,other,IL,ComEd,Withdrawn,gen
U2-102 955153,2008-07-31,CPLE-PJM,1723.0,138.0,66.66666666666667,60.0,other,,,Confirmed,gen
U2-103 955155,2008-07-31,CPLE-PJM,1723.0,138.0,66.66666666666667,60.0,other,,,Confirmed,gen
U2-104 955156,2008-07-31,CPLE-PJM,1723.0,138.0,66.66666666666667,60.0,other,,,Confirmed,gen
U3-001,2008-08-11,Barbadoes 34kV,29573.0,34.0,92.0,1.0,storage,PA,PECO,Withdrawn,battery
U3-002,2008-08-13,Deer Creek-Fisher Body-Mullin 138kV,13730.0,138.0,100.0,200.0,wind,IN,AEP,In Service,gen
U3-003,2008-08-14,Mt. Olive 69kV,13128.0,69.0,100.0,2.0,gas,MD,DPL,Deactivated,gen
U3-004,2008-08-14,Cecil,841.0,138.0,61.53846153846154,1.6,gas,MD,DPL,Withdrawn,gen
U3-005,2008-08-12,Meadow Brook,7686.0,138.0,100.0,0.0,other,VA,APS,Withdrawn,gen
U3-006 967853,2008-08-18,PJM-CPLW,31685.0,138.0,57.14285714285714,100.0,other,,,Withdrawn,gen
U3-007 967858,2008-08-18,PJM-DUK,31685.0,138.0,57.14285714285714,100.0,other,,,Withdrawn,gen
U3-008,2008-08-18,Mt. Bethel 230kV,32549.0,230.0,72.0,200.0,other,PA,ME,Withdrawn,gen
U3-009,2008-08-18,Mt. Bethel 230kV,32549.0,230.0,72.0,595.0,other,PA,ME,Withdrawn,gen
U3-010,2008-08-22,Towanda,16002.0,138.0,66.66666666666667,120.0,wind,PA,PENELEC,Withdrawn,gen
U3-011 975675,2008-08-26,CPLE-PJM,1723.0,138.0,66.66666666666667,60.0,other,,,Retracted,gen
U3-012,2008-08-28,Bradford 115kV,13260.0,115.0,92.0,85.0,wind,PA,PENELEC,Withdrawn,gen
U3-013,2008-08-28,Clermont 115kV,23329.0,115.0,92.0,125.0,wind,PA,PENELEC,Withdrawn,gen
U3-016,2008-09-04,Midlothian 230kV,7352.0,230.0,100.0,550.0,gas,VA,Dominion,Withdrawn,gen
U3-017,2008-09-22,Westvaco 138kV,813.0,138.0,71.42857142857143,12.0,other,PA,APS,Withdrawn,gen
U3-018,2008-09-17,Knieriem,37541.0,138.0,66.66666666666667,20.0,wind,PA,PENELEC,Withdrawn,gen
U3-019 989861,2008-09-18,NYIS-PJM,16691.0,138.0,66.66666666666667,200.0,other,,,Withdrawn,gen
U3-021,2008-09-29,Silver Lake-Cherry Valley,20806.0,138.0,100.0,100.0,gas,IL,ComEd,Withdrawn,gen
U3-022,2008-09-30,Sherman-Cumberland 138kV,29637.0,138.0,100.0,14.0,solar,NJ,AEC,Withdrawn,gen
U3-023,2008-10-01,Printz 230kV,40295.0,230.0,61.53846153846154,720.0,gas,PA,PECO,Withdrawn,gen
U3-025,2008-10-02,Elk Garden-Parr Run 138kV,39951.0,138.0,100.0,80.0,wind,WV,APS,Withdrawn,gen
U3-026,2008-10-09,Collins,20762.0,138.0,100.0,0.0,wind,IL,ComEd,Withdrawn,gen
U3-027 1010165,2008-09-19,PJM-NYIS,31685.0,138.0,57.14285714285714,600.0,other,,,Withdrawn,gen
U3-029,2008-10-29,Beaver Valley #1,13476.0,138.0,95.0,950.0,other,PA,DL,In Service,gen
U3-030,2008-10-29,Beaver Valley #2,13476.0,138.0,95.0,951.0,other,PA,DL,In Service,gen
U3-031,2008-10-31,Lincoln Generating Facility,33577.0,138.0,83.33333333333333,616.0,gas,IL,ComEd,In Service,gen
U3-032,2008-10-30,Traynor 34.5kV,29190.0,34.5,92.0,20.0,solar,NJ,JCPL,Withdrawn,gen
U3-033 1030332,2008-11-03,PJM-CIN,31685.0,138.0,57.14285714285714,400.0,other,,,Withdrawn,gen
U3-034 1033525,2008-10-31,TVA-PJM,56730.0,138.0,66.66666666666667,905.0,other,,,Withdrawn,gen
U4-001,2008-11-03,Howard 138kV,5052.0,138.0,100.0,200.0,wind,OH,AEP,Withdrawn,gen
U4-002,2008-11-03,Pickens-Monterville 138kV,850.0,138.0,100.0,100.0,wind,WV,APS,Withdrawn,gen
U4-003,2008-10-29,Olive-Dequine 345kV,32980.0,345.0,100.0,200.0,wind,IN,AEP,Withdrawn,gen
U4-004,2008-11-05,York 115kV,14549.0,115.0,82.0,162.0,gas,PA,ME,Withdrawn,gen
U4-005,2008-11-05,Susquehanna,31753.0,138.0,100.0,700.0,gas,PA,PPL,Withdrawn,gen
U4-006,2008-11-05,Mendota 138kV,16343.0,138.0,66.66666666666667,20.0,other,IL,ComEd,Withdrawn,gen
U4-007,2008-11-11,Jennings Randolph Dam,4401.0,138.0,81.42857142857143,14.0,other,MD,APS,Withdrawn,gen
U4-008,2008-11-13,South Central Power,25252.0,138.0,84.0,6.4,gas,OH,AEP,In Service,gen
U4-009,2008-11-17,Louisa 230kV,7394.0,230.0,88.0,144.0,gas,VA,Dominion,In Service,gen
U4-009A 1041029,2008-11-19,LGEE-PJM,4036.0,138.0,85.71428571428572,29.0,other,,,Confirmed,gen
U4-010,2008-11-20,Pontiac-Latham 345kV,30180.0,345.0,92.0,200.0,wind,IL,ComEd,Withdrawn,gen
U4-011,2008-11-20,Pontiac Midpoint I 345kV,13202.0,345.0,96.66666666666667,200.0,wind,IL,ComEd,Withdrawn,gen
U4-012,2008-11-20,Pontiac Midpoint II 345kV,13202.0,345.0,95.26315789473684,200.0,wind,IL,ComEd,Withdrawn,gen
U4-013,2008-11-21,North Lebanon 230kV,13611.0,230.0,100.0,950.0,gas,PA,ME,Withdrawn,gen
U4-014,2008-11-24,Siegfried-Hauto 69kV,32746.0,69.0,100.0,10.0,solar,PA,PPL,In Service,gen
U4-015,2008-11-25,Rock Springs 500kV,12912.0,500.0,100.0,475.0,gas,MD,ODEC,In Service,gen
U4-016,2008-11-26,Harwood,13294.0,138.0,100.0,213.0,gas,PA,PPL,Withdrawn,gen
U4-017,2008-11-28,Corder Crossing 138kV,31503.0,138.0,70.72727272727272,165.0,wind,WV,APS,Withdrawn,gen
U4-018,2008-11-30,Bedington-Harmony Jct 138kV,32773.0,138.0,100.0,0.0,other,WV,APS,Withdrawn,gen
U4-019 1049345,2008-12-03,PJM-TVA,31685.0,138.0,57.14285714285714,60.0,other,,,Withdrawn,gen
U4-020 1049348,2008-12-03,PJM-TVA,31685.0,138.0,57.14285714285714,50.0,other,,,Retracted,gen
U4-021 1049350,2008-12-03,PJM-TVA,31685.0,138.0,57.14285714285714,100.0,other,,,Retracted,gen
U4-022 1049352,2008-12-03,PJM-TVA,31685.0,138.0,57.14285714285714,100.0,other,,,Confirmed,gen
U4-023 1049355,2008-12-03,PJM-TVA,31685.0,138.0,57.14285714285714,100.0,other,,,Confirmed,gen
U4-024 1052862,2008-12-09,PJM-TVA,31685.0,138.0,57.14285714285714,100.0,other,,,Retracted,gen
U4-025 1058858,2008-12-18,PJM-CWLP,31685.0,138.0,57.14285714285714,400.0,other,,,Retracted,gen
U4-026,2008-12-19,Lowmoor-Lexington 230kV,31688.0,230.0,100.0,100.0,wind,VA,Dominion,Withdrawn,gen
U4-027,2008-12-22,Normandy-Kewanee 138kV,5196.0,138.0,100.0,100.0,gas,IL,ComEd,Withdrawn,gen
U4-028,2008-12-26,Fostoria Central-Greenlawn-Howard 138kV,23237.0,138.0,100.0,100.0,wind,OH,AEP,Withdrawn,gen
U4-029,2008-12-26,Fostoria Central-Greenlawn-Howard 138kV ,23237.0,138.0,100.0,200.0,wind,OH,AEP,Withdrawn,gen
U4-030,2008-12-26,Sabrooke 138kV,11979.0,138.0,100.0,153.0,gas,IL,ComEd,In Service,gen
U4-031,2008-12-30,Elrama-Mitchell 138kV,4712.0,138.0,66.66666666666667,,other,PA,DL,Withdrawn,gen
U4-032,2008-12-31,South Bend 500kV,12658.0,500.0,92.0,1063.0,gas,PA,APS,Withdrawn,gen
U4-033,2008-12-31,University Park North,12045.0,138.0,100.0,540.0,gas,IL,ComEd,In Service,gen
U4-034,2009-01-20,Conesville #5,39039.0,138.0,95.0,400.0,other,OH,AEP,Deactivated,gen
U4-035,2009-01-20,Conesville #6,39039.0,138.0,95.0,400.0,other,OH,AEP,Deactivated,gen
U4-036,2009-01-28,Gloucester 26.4kV,29530.0,26.4,92.0,5.1,solar,NJ,PSEG,In Service,gen
U4-037,2009-01-29,Brokaw-Lanesville 345kV,12100.0,345.0,100.0,200.0,wind,IL,ComEd,Withdrawn,gen
U4-038,2009-01-30,Mullin-Greentown Tap 138kV,904.0,138.0,76.92307692307692,100.0,wind,IN,AEP,Withdrawn,gen
U4-039,2009-01-30,Greentown 138kV,15947.0,138.0,100.0,710.0,wind,IN,AEP,Withdrawn,gen
U4-040,2009-01-30,Lincoln 13.2kV,13460.0,13.2,92.0,2.0,gas,PA,ME,Withdrawn,gen
U4-041,2009-01-30,Valley 13.2kV,13941.0,13.2,92.0,2.0,other,PA,ME,Withdrawn,gen
U4-042,2009-01-30,Hanover 13.2kV,33126.0,13.2,92.0,2.0,other,PA,ME,Withdrawn,gen
U4-043,2009-01-30,Tolna 13.2kV,15247.0,13.2,92.0,2.0,other,PA,ME,Withdrawn,gen
U4-044,2009-01-30,Stoverstown 13.2kV,47965.0,13.2,72.0,2.0,other,PA,ME,Withdrawn,gen
U4-045,2009-01-30,Oil Creek 34.kV,40454.0,138.0,80.0,2.0,other,PA,PENELEC,Withdrawn,gen
U4-046,2009-01-30,Teepleville 34.5kV,11749.0,34.5,70.26086956521739,2.0,other,PA,PENELEC,Withdrawn,gen
U4-047,2009-01-30,Mill Village 34.5kV,982.0,34.5,77.71428571428572,2.0,other,PA,PENELEC,Withdrawn,gen
U4-048,2009-01-30,Saegertown 34.5kV,22549.0,34.5,77.71428571428572,2.0,other,PA,PENELEC,Withdrawn,gen
U4-049 1092401,2009-01-30,PJM-LGEE,31685.0,138.0,57.14285714285714,99.0,other,,,Withdrawn,gen
V1-002 1094626,2009-02-02,TVA-PJM,56730.0,138.0,66.66666666666667,300.0,other,,,Annulled,gen
V1-003 1096809,2009-02-04,CIN-PJM,14626.0,138.0,75.0,480.0,other,,,Withdrawn,gen
V1-004 1102137,2009-02-12,NYIS-PJM,16691.0,138.0,66.66666666666667,705.0,other,,,Retracted,gen
V1-005,2009-02-12,Elrama-Mitchell 138kV,4712.0,138.0,66.66666666666667,,other,PA,DL,Withdrawn,gen
V1-006,2009-02-12,Elrama-Mitchell 138kV,4712.0,138.0,66.66666666666667,,other,PA,DL,Withdrawn,gen
V1-007 1104452,2009-02-16,PJM-IPL,31685.0,138.0,57.14285714285714,300.0,other,,,Retracted,gen
V1-008 1104456,2009-02-16,PJM-AMIL,31685.0,138.0,57.14285714285714,300.0,other,,,Retracted,gen
V1-009,2009-02-17,Gilbert 46kV,39020.0,46.0,100.0,12.0,other,WV,AEP,Withdrawn,gen
V1-010,2009-02-25,Howard-Fostoria Central 138kV,5052.0,138.0,100.0,260.0,wind,OH,AEP,Withdrawn,gen
V1-011,2009-02-26,Haviland 138kV,38994.0,138.0,100.0,100.0,wind,OH,AEP,In Service,gen
V1-012,2009-02-26,Haviland 138kV,38994.0,138.0,100.0,150.0,wind,OH,AEP,Withdrawn,gen
V1-013,2009-02-27,Springdale 138kV,13584.0,138.0,80.71428571428572,580.0,other,PA,APS,Withdrawn,gen
V1-014 1120188,2009-03-10,AMIL-PJM,29641.0,138.0,75.0,130.0,other,,,Confirmed,gen
V1-015,2009-03-10,New Liberty 138kV,41811.0,138.0,89.0909090909091,4.8,gas,OH,AEP,Withdrawn,gen
V1-016 1125859,2009-03-19,PJM-IPL,31685.0,138.0,57.14285714285714,50.0,other,,,Confirmed,gen
V1-017 1125369,2009-03-19,TVA-PJM,56730.0,138.0,66.66666666666667,100.0,other,,,Retracted,gen
V1-018 1125370,2009-03-19,TVA-PJM,56730.0,138.0,66.66666666666667,100.0,other,,,Retracted,gen
V1-019 1126560,2009-03-20,MEC-PJM,15751.0,138.0,85.71428571428572,50.0,other,,,Retracted,gen
V1-020 1126569,2009-03-20,MEC-PJM,15751.0,138.0,85.71428571428572,50.0,other,,,Retracted,gen
V1-021,2009-03-23,Cape May County 12kV,24941.0,12.0,78.0,1.9,gas,NJ,AEC,In Service,gen
V1-022,2009-03-31,Plano 345kV,20765.0,345.0,100.0,380.0,gas,IL,ComEd,Withdrawn,gen
V1-023,2009-04-06,Bridge 12kV,4681.0,12.0,92.0,2.0,gas,WV,AEP,In Service,gen
V1-024,2009-04-09,LaSalle 1,20760.0,138.0,82.35294117647058,1188.0,other,IL,ComEd,In Service,gen
V1-025,2009-04-09,LaSalle 2,20760.0,138.0,82.35294117647058,1191.0,other,IL,ComEd,In Service,gen
V1-026,2009-04-09,Limerick,31786.0,138.0,100.0,1213.0,other,PA,PECO,Withdrawn,gen
V1-027,2009-04-09,Limerick,31786.0,138.0,100.0,1213.0,other,PA,PECO,Withdrawn,gen
V1-028,2009-04-16,North Wales,29574.0,138.0,100.0,10.0,other,PA,PECO,Deactivated,gen
V1-029,2009-04-23,Frackville-Fishbach 69kV,32745.0,69.0,100.0,56.0,wind,PA,PPL,Withdrawn,gen
V1-030,2009-04-27,PSE&G Area,5771.0,138.0,62.06896551724138,52.0,solar,NJ,PSEG,In Service,gen
V1-031,2009-04-28,Possum Point 230kV,7609.0,230.0,100.0,950.0,gas,VA,Dominion,Withdrawn,gen
V1-032,2009-04-29,Highland 69kV,23456.0,69.0,100.0,5.0,solar,OH,AEP,Withdrawn,gen
V1-033,2009-04-29,Pumphrey 115kV,31871.0,115.0,100.0,132.0,other,MD,BGE,Withdrawn,gen
V1-034,2009-04-30,Bergen 230kV,19042.0,230.0,100.0,673.0,other,NJ,JCPL,In Service,gen
V1-035,2009-04-30,Kanawha 138kV,889.0,138.0,89.0909090909091,53.0,other,WV,AEP,Withdrawn,gen
V2-001,2009-05-06,Bucyrus Center 138kV,36815.0,138.0,100.0,91.8,wind,OH,AEP,Withdrawn,gen
V2-002,2009-05-06,Martinsburg,53679.0,138.0,85.71428571428572,2.65,gas,PA,PENELEC,Withdrawn,gen
V2-003,2009-05-07,Beasley 23kV,54518.0,23.0,75.33333333333334,4.0,solar,NJ,AEC,Withdrawn,gen
V2-004,2009-05-11,Harwood-E. Hazleton #1,13294.0,138.0,100.0,5.0,solar,PA,PPL,Withdrawn,gen
V2-005,2009-05-15,Pleasantville 12kV,25024.0,12.0,84.3076923076923,7.33,gas,NJ,AEC,Withdrawn,gen
V2-006,2009-05-28,East Leipsic 138kV,7094.0,138.0,100.0,150.0,wind,OH,AEP,Withdrawn,gen
V2-007,2009-05-29,Bedington-Harmony Jct 138kV,32773.0,138.0,100.0,,other,MD,APS,Withdrawn,gen
V2-008,2009-05-29,Kincaid 345kV,38484.0,345.0,100.0,600.0,other,IL,ComEd,Withdrawn,gen
V2-009,2009-05-29,Plainsboro & Devils Brook 13kV,18995.0,13.0,75.33333333333333,16.11,solar,NJ,PSEG,Withdrawn,gen
V2-010,2009-06-05,Stewartsville 34.5kV,29899.0,34.5,70.26086956521739,10.0,solar,NJ,JCPL,Withdrawn,gen
V2-011,2009-06-08,Sunbury-Milton 69kV,13490.0,69.0,100.0,5.63,solar,PA,PPL,Withdrawn,gen
V2-012,2009-06-09,Essex 26.4kV,19235.0,26.4,92.0,6.0,gas,NJ,PSEG,Withdrawn,gen
V2-013,2009-06-11,Farmingdale 12.47kV,12938.0,47.0,55.63636363636363,0.5,solar,NJ,JCPL,Withdrawn,gen
V2-014,2009-06-15,Waretown 12.47kV,53251.0,47.0,62.0,5.065,solar,NJ,AEC,Withdrawn,gen
V2-015,2009-06-15,Lumberton 13.2kV,4663.0,13.2,92.0,3.3,solar,NJ,PSEG,Withdrawn,gen
V2-016 1179105,2009-06-15,DUK-PJM,14503.0,138.0,66.66666666666667,50.0,other,,,Retracted,gen
V2-017 1179108,2009-06-15,DUK-PJM,14503.0,138.0,66.66666666666667,50.0,other,,,Retracted,gen
V2-018,2009-06-17,Tuckahoe,1518.0,138.0,66.66666666666667,20.0,solar,NJ,AEC,Withdrawn,gen
V2-019,2009-06-18,Mansfield-S. Troy 115kV,14010.0,115.0,100.0,100.5,wind,PA,PENELEC,In Service,gen
V2-019A,2009-06-23,Dumont 765kV,38419.0,765.0,100.0,7900.0,other,IN,AEP,Withdrawn,gen
V2-020,2009-06-26,Howard-West End Fostoria 138kV,5052.0,138.0,100.0,150.0,wind,OH,AEP,Withdrawn,gen
V2-021,2009-06-26,Clayville,12400.0,138.0,94.73684210526316,64.0,other,NJ,AEC,Withdrawn,gen
V2-022,2009-06-30,Galion-Leesburg 138kV,5092.0,138.0,100.0,201.0,wind,OH,AEP,Withdrawn,gen
V2-023,2009-06-30,Galion-Muskingham River 345kV,36835.0,345.0,100.0,250.5,wind,OH,AEP,Withdrawn,gen
V2-025,2009-06-30,Turnpike 13.8kV,26597.0,13.8,92.0,5.0,solar,NJ,PSEG,In Service,gen
V2-026,2009-06-30,Denver 138kV,39532.0,138.0,66.66666666666667,164.0,wind,WV,APS,Withdrawn,gen
V2-027,2009-07-08,South Milton,955.0,138.0,92.5,1.62,gas,PA,PPL,Withdrawn,gen
V2-028,2009-07-08,Vienna,13111.0,138.0,100.0,6.0,solar,MD,DPL,Withdrawn,gen
V2-029 1194261,2009-07-14,DUK-PJM,14503.0,138.0,66.66666666666667,418.0,other,,,Withdrawn,gen
V2-030,2009-07-14,Front Royal 500kV,11608.0,500.0,100.0,950.0,gas,VA,Dominion,In Service,gen
V2-031 1197326,2009-07-20,AMIL-PJM,29641.0,138.0,75.0,66.0,other,,,Confirmed,gen
V2-032 1197340,2009-07-20,AMIL-PJM,29641.0,138.0,75.0,65.0,other,,,Confirmed,gen
V2-033 1197345,2009-07-20,AMIL-PJM,29641.0,138.0,75.0,1.0,other,,,Confirmed,gen
V2-034 1197351,2009-07-20,AMIL-PJM,29641.0,138.0,75.0,45.0,other,,,Confirmed,gen
V2-035,2009-07-20,Pittsgrove,29928.0,138.0,88.75,2.0,solar,NJ,AEC,In Service,gen
V2-036 1199525,2009-07-21,PJM-TVA,31685.0,138.0,57.14285714285714,202.0,other,,,Retracted,gen
V2-037,2009-07-24,White Oak,32814.0,138.0,100.0,24.0,gas,MD,PEPCO,In Service,gen
V2-040,2009-07-28,Mountain Road 34.5kV,31615.0,34.5,92.0,4.0,gas,VA,Dominion,In Service,gen
V2-041,2009-07-29,Clayville 12kV,12400.0,12.0,86.73684210526316,4.0,solar,NJ,AEC,In Service,gen
V2-042,2009-07-29,Calvert Cliffs 500kV,31440.0,500.0,100.0,1640.0,other,MD,BGE,Withdrawn,gen
V2-042A_AT2,2009-07-27,Galion 138kV,5092.0,138.0,100.0,200.0,wind,OH,ATSI,Withdrawn,gen
V2-043,2009-07-31,Upper Deerfield Township I,15234.0,138.0,80.38461538461539,12.0,solar,NJ,AEC,Withdrawn,gen
V2-044,2009-07-31,Upper Deerfield Township II,15234.0,138.0,80.0,12.0,solar,NJ,AEC,Withdrawn,gen
V2-045,2009-07-31,Bayview,15445.0,138.0,75.0,20.0,solar,VA,ODEC,Withdrawn,gen
