fid,kind,sub_a,sub_b,kv,length_km,n_circuits
L:12771:38897:161,L,12771,38897.0,161,13.202991474527607,3
L:12773:12785:161,L,12773,12785.0,161,5.811712828685285,1
L:12773:34287:161,L,12773,34287.0,161,6.363301542847881,2
L:12773:38897:161,L,12773,38897.0,161,14.755993601459041,1
L:12774:40612:161,L,12774,40612.0,161,4.626823573940991,1
L:12775:12781:161,L,12775,12781.0,161,23.353602060127063,1
L:12775:12785:161,L,12775,12785.0,161,7.456584558165389,1
L:12775:40612:69,L,12775,40612.0,69,3.0855249704941126,1
L:12777:43203:69,L,12777,43203.0,69,3.1898963283231114,1
L:12777:50993:69,L,12777,50993.0,69,4.062434211724391,1
L:12778:12779:161,L,12778,12779.0,161,4.022005493616061,1
L:12778:12779:69,L,12778,12779.0,69,4.022005493616061,1
L:12778:12870:161,L,12778,12870.0,161,36.54005532650861,1
L:12778:34289:69,L,12778,34289.0,69,33.56767653343733,1
L:12778:41535:69,L,12778,41535.0,69,4.119621061597033,1
L:12779:12785:161,L,12779,12785.0,161,22.37208125675981,1
L:12779:34284:161,L,12779,34284.0,161,22.48423013508364,1
L:12779:40612:161,L,12779,40612.0,161,14.362373920202087,1
L:12780:12781:69,L,12780,12781.0,69,7.635185183844608,1
L:12781:12782:69,L,12781,12782.0,69,3.123071035181821,1
L:12781:40608:161,L,12781,40608.0,161,16.887197919810156,1
L:12781:43201:69,L,12781,43201.0,69,6.842280771946452,1
L:12783:12784:69,L,12783,12784.0,69,5.168039762898614,1
L:12783:43201:69,L,12783,43201.0,69,7.256546934263014,1
L:12784:12871:69,L,12784,12871.0,69,5.168864354578781,1
L:12785:34287:161,L,12785,34287.0,161,0.6698065404971636,1
L:12786:12787:138,L,12786,12787.0,138,0.7163853058287339,1
L:12786:38470:138,L,12786,38470.0,138,98.23589294028709,1
L:12787:24346:69,L,12787,24346.0,69,2.458517543736867,1
L:12787:44772:138,L,12787,44772.0,138,18.080126963248045,1
L:12787:45134:69,L,12787,45134.0,69,2.270628914230596,1
L:12789:12790:138,L,12789,12790.0,138,38.271740854203784,1
L:12789:38420:138,L,12789,38420.0,138,15.211612426456266,2
L:12790:12791:138,L,12790,12791.0,138,11.045247551565422,1
L:12791:38393:138,L,12791,38393.0,138,11.091877855655879,1
L:12792:12846:138,L,12792,12846.0,138,14.654234767239164,1
L:12792:32969:138,L,12792,32969.0,138,39.59708191252228,1
L:12792:42758:138,L,12792,42758.0,138,61.97744471159265,1
L:12793:13727:345,L,12793,13727.0,345,15.398645212882212,1
L:12794:12795:138,L,12794,12795.0,138,3.4268042312651827,1
L:12794:12797:138,L,12794,12797.0,138,13.78260505565959,1
L:12794:12798:138,L,12794,12798.0,138,8.88849732710172,1
L:12794:14096:138,L,12794,14096.0,138,8.680911868936967,1
L:12794:32802:138,L,12794,32802.0,138,33.97138280614183,1
L:12795:12796:138,L,12795,12796.0,138,10.57310090448214,1
L:12797:12799:138,L,12797,12799.0,138,11.678005714015635,1
L:12797:12801:138,L,12797,12801.0,138,17.777338820707236,1
L:12797:12809:230,L,12797,12809.0,230,33.616629778282075,1
L:12797:43389:138,L,12797,43389.0,138,9.646841199990982,1
L:12798:12799:138,L,12798,12799.0,138,4.664445235141406,1
L:12801:12803:138,L,12801,12803.0,138,17.329960267232995,1
L:12801:12804:138,L,12801,12804.0,138,24.06450231443169,1
L:12802:12803:138,L,12802,12803.0,138,8.612633016847264,1
L:12802:12805:230,L,12802,12805.0,230,9.571567424233441,1
L:12802:12809:230,L,12802,12809.0,230,2.5300038418348674,1
L:12802:12811:230,L,12802,12811.0,230,2.6505681635717226,2
L:12802:31630:230,L,12802,31630.0,230,22.296099801384404,1
L:12804:12808:230,L,12804,12808.0,230,11.914825597341597,1
L:12804:12816:138,L,12804,12816.0,138,11.62911496324271,1
L:12804:12817:138,L,12804,12817.0,138,0.5635280026041256,1
L:12805:12806:230,L,12805,12806.0,230,6.554560161707083,1
L:12806:12807:230,L,12806,12807.0,230,8.514112288055541,1
L:12807:12808:230,L,12807,12808.0,230,10.788965058164017,1
L:12807:12822:230,L,12807,12822.0,230,17.578867547907127,1
L:12811:12812:230,L,12811,12812.0,230,8.360514092596485,1
L:12811:12813:230,L,12811,12813.0,230,5.079397644543003,1
L:12812:12813:230,L,12812,12813.0,230,5.525011208882203,1
L:12812:31630:230,L,12812,31630.0,230,11.913745038961526,2
L:12812:32077:230,L,12812,32077.0,230,22.063594651550417,1
L:12815:31630:230,L,12815,31630.0,230,5.894681728990284,1
L:12816:13381:138,L,12816,13381.0,138,14.938888130469678,1
L:12818:12821:115,L,12818,12821.0,115,7.598732946884985,1
L:12819:12820:115,L,12819,12820.0,115,15.69216665546195,2
L:12822:32077:230,L,12822,32077.0,230,8.039123882448036,1
L:12823:12824:138,L,12823,12824.0,138,4.130089910201582,1
L:12823:32969:138,L,12823,32969.0,138,10.081760640088952,1
L:12825:13673:69,L,12825,13673.0,69,4.643414997638625,1
L:12825:13674:69,L,12825,13674.0,69,9.69976474631563,1
L:12825:13675:230,L,12825,13675.0,230,17.70001493457031,2
L:12825:13686:230,L,12825,13686.0,230,1.0181879085125245,4
L:12825:31492:230,L,12825,31492.0,230,24.952340772533883,4
L:12828:13131:138,L,12828,13131.0,138,5.207204950851002,1
L:12828:13132:138,L,12828,13132.0,138,11.856490380023795,1
L:12832:38492:138,L,12832,38492.0,138,8.012765398257425,1
L:12840:12841:69,L,12840,12841.0,69,5.824436658304072,1
L:12842:12971:69,L,12842,12971.0,69,5.48059585716491,1
L:12842:12975:138,L,12842,12975.0,138,24.149030201959043,1
L:12845:44746:138,L,12845,44746.0,138,8.720979153703519,1
L:12846:33913:138,L,12846,33913.0,138,25.2734599118175,1
L:12847:32969:138,L,12847,32969.0,138,0.32743225748110494,1
L:12849:12850:138,L,12849,12850.0,138,5.1831515345460515,1
L:12850:32968:138,L,12850,32968.0,138,15.092861765415194,1
L:12850:32970:138,L,12850,32970.0,138,6.268361939073626,1
L:12851:12852:138,L,12851,12852.0,138,5.355571847394738,1
L:12851:12853:138,L,12851,12853.0,138,2.1722022418002753,1
L:12851:12970:138,L,12851,12970.0,138,5.101722359726769,1
L:12852:12969:138,L,12852,12969.0,138,9.81969788341847,1
L:12852:16690:138,L,12852,16690.0,138,17.387434193294265,1
L:12852:33913:345,L,12852,33913.0,345,33.641186422306376,2
L:12858:12859:138,L,12858,12859.0,138,3.770516732398276,1
L:12858:12958:138,L,12858,12958.0,138,2.3279734147903617,1
L:12858:12959:138,L,12858,12959.0,138,4.011921029869947,1
L:12869:32557:69,L,12869,32557.0,69,7.7644641646717005,1
L:12870:12880:161,L,12870,12880.0,161,28.415280021319138,1
L:12870:13168:161,L,12870,13168.0,161,31.381786098915963,1
L:12870:34289:161,L,12870,34289.0,161,12.420247854161497,2
L:12871:43204:69,L,12871,43204.0,69,12.588246962941463,1
L:12872:34283:161,L,12872,34283.0,161,12.496547754393543,1
L:12872:34284:161,L,12872,34284.0,161,14.295235356658996,1
L:12874:12875:69,L,12874,12875.0,69,0.09597968716036467,1
L:12874:13167:69,L,12874,13167.0,69,15.35157156539372,1
L:12875:13168:69,L,12875,13168.0,69,15.880247345244968,1
L:12876:34289:69,L,12876,34289.0,69,18.056041580801033,1
L:12877:13164:69,L,12877,13164.0,69,3.8747935937508777,1
L:12877:13165:69,L,12877,13165.0,69,18.778271435730396,1
L:12877:34289:69,L,12877,34289.0,69,22.03731351066046,1
L:12879:34283:161,L,12879,34283.0,161,34.763819438837565,1
L:12879:50970:161,L,12879,50970.0,161,7.4374332504118215,1
L:12880:50971:161,L,12880,50971.0,161,10.651282074123179,1
L:12881:34283:161,L,12881,34283.0,161,44.37540710234591,1
L:12882:13167:69,L,12882,13167.0,69,13.772588453030467,1
L:12884:12885:230,L,12884,12885.0,230,0.9987443195735012,2
L:12884:32078:230,L,12884,32078.0,230,18.8312972912376,2
L:12885:17132:230,L,12885,17132.0,230,13.45122111840371,1
L:12885:31630:230,L,12885,31630.0,230,12.805508052610055,1
L:12885:32078:230,L,12885,32078.0,230,19.773647276601984,2
L:12887:31569:230,L,12887,31569.0,230,2.825012801767255,1
L:12892:13023:138,L,12892,13023.0,138,3.508933092820965,1
L:12892:38471:138,L,12892,38471.0,138,27.89561671138815,2
L:12892:50509:69,L,12892,50509.0,69,2.700808343505728,1
L:12902:12904:115,L,12902,12904.0,115,11.980890841386634,1
L:12902:18068:115,L,12902,18068.0,115,2.6355506156481345,1
L:12902:24826:115,L,12902,24826.0,115,18.806053302099688,1
L:12902:32038:115,L,12902,32038.0,115,19.63763277595237,2
L:12904:24826:115,L,12904,24826.0,115,6.873230184619203,1
L:12905:31826:230,L,12905,31826.0,230,8.717482666929579,2
L:12906:12909:230,L,12906,12909.0,230,6.885170041059241,1
L:12907:12909:115,L,12907,12909.0,115,12.303789493071651,1
L:12909:12911:115,L,12909,12911.0,115,7.6662750173113885,2
L:12909:24938:115,L,12909,24938.0,115,0.4299654971248926,1
L:12909:32042:230,L,12909,32042.0,230,19.034874135745167,1
L:12909:42225:115,L,12909,42225.0,115,0.25812494533470187,2
L:12912:16012:500,L,12912,16012.0,500,45.349752509884766,1
L:12912:32039:500,L,12912,32039.0,500,11.754202039276842,1
L:12913:12914:69,L,12913,12914.0,69,21.609918767788432,1
L:12913:12915:69,L,12913,12915.0,69,9.20672407486452,1
L:12913:12918:69,L,12913,12918.0,69,12.68168420705212,1
L:12913:12920:138,L,12913,12920.0,138,33.792581075043145,1
L:12913:13096:138,L,12913,13096.0,138,45.75388128147563,1
L:12913:16002:138,L,12913,16002.0,138,22.485704615835182,1
L:12913:46340:69,L,12913,46340.0,69,20.030137679403342,1
L:12914:12916:69,L,12914,12916.0,69,9.216176771148957,1
L:12915:31817:69,L,12915,31817.0,69,20.065334222615352,1
L:12915:52666:69,L,12915,52666.0,69,7.841635650801107,1
L:12916:31817:69,L,12916,31817.0,69,3.1612458169167836,1
L:12917:12918:69,L,12917,12918.0,69,10.015177272184584,1
L:12917:12920:69,L,12917,12920.0,69,12.873089664604185,1
L:12919:12920:138,L,12919,12920.0,138,11.507736097393657,1
L:12919:12920:69,L,12919,12920.0,69,11.507736097393657,1
L:12919:12921:69,L,12919,12921.0,69,26.901852918163762,1
L:12919:13098:138,L,12919,13098.0,138,13.254875612879966,1
L:12919:13099:69,L,12919,13099.0,69,11.437162484215111,1
L:12919:31749:69,L,12919,31749.0,69,17.549666747879655,1
L:12922:45242:138,L,12922,45242.0,138,8.309737834604643,1
L:12934:12936:138,L,12934,12936.0,138,3.500828867165169,1
L:12935:13009:138,L,12935,13009.0,138,2.823777962700252,1
L:12937:13137:115,L,12937,13137.0,115,7.139179616329413,1
L:12938:12939:115,L,12938,12939.0,115,14.104499797644847,1
L:12938:12940:115,L,12938,12940.0,115,3.6324433241702283,1
L:12939:12943:115,L,12939,12943.0,115,6.686579425472103,1
L:12939:12946:115,L,12939,12946.0,115,19.817504677048948,1
L:12939:12947:115,L,12939,12947.0,115,4.215126561573613,1
L:12939:31528:115,L,12939,31528.0,115,12.492567452288293,1
L:12939:31549:115,L,12939,31549.0,115,7.005339194130066,1
L:12940:31871:115,L,12940,31871.0,115,4.5244541339682725,1
L:12941:12943:115,L,12941,12943.0,115,2.3970956719795526,1
L:12944:12946:115,L,12944,12946.0,115,4.894883108387072,1
L:12944:31863:115,L,12944,31863.0,115,3.3009501476191456,1
L:12945:31862:115,L,12945,31862.0,115,8.436017932559002,1
L:12947:31549:115,L,12947,31549.0,115,2.838261696498947,1
L:12948:12949:115,L,12948,12949.0,115,0.2563156733250982,1
L:12948:31573:115,L,12948,31573.0,115,4.063994791444604,1
L:12949:31549:115,L,12949,31549.0,115,1.1915839636566259,2
L:12949:31571:115,L,12949,31571.0,115,11.834757892669009,1
L:12950:42134:69,L,12950,42134.0,69,12.685680503538105,1
L:12950:45414:69,L,12950,45414.0,69,3.5097653059938008,1
L:12951:13067:161,L,12951,13067.0,161,23.35420265636371,1
L:12951:40706:69,L,12951,40706.0,69,1.8651406354063367,1
L:12951:41859:69,L,12951,41859.0,69,2.9535187255184208,1
L:12951:41862:69,L,12951,41862.0,69,3.920649540333085,1
L:12951:45414:69,L,12951,45414.0,69,5.152190967364699,1
L:12952:13067:69,L,12952,13067.0,69,25.09825273907799,1
L:12952:40706:69,L,12952,40706.0,69,1.444635711191822,1
L:12954:13991:69,L,12954,13991.0,69,19.043530075718557,1
L:12955:40705:69,L,12955,40705.0,69,1.5957889721558345,1
L:12956:12957:69,L,12956,12957.0,69,4.1449882660004675,1
L:12956:15437:138,L,12956,15437.0,138,20.99165361358384,1
L:12956:51009:69,L,12956,51009.0,69,4.165817594533885,1
L:12959:32974:138,L,12959,32974.0,138,2.6773199475037237,1
L:12962:32557:69,L,12962,32557.0,69,1.7736548723610752,1
L:12964:32969:138,L,12964,32969.0,138,11.759137774189096,1
L:12965:12967:138,L,12965,12967.0,138,8.600249944051958,1
L:12965:12969:138,L,12965,12969.0,138,5.6277610312866395,1
L:12966:12970:138,L,12966,12970.0,138,8.016346376932324,1
L:12966:32953:138,L,12966,32953.0,138,11.157164859245453,1
L:12971:12972:138,L,12971,12972.0,138,1.3942184868900254,1
L:12975:42073:138,L,12975,42073.0,138,21.521418648496475,1
L:12976:12978:138,L,12976,12978.0,138,11.040115329885955,1
L:12978:12979:138,L,12978,12979.0,138,10.043731139481592,1
L:12979:42073:138,L,12979,42073.0,138,16.808338372243668,1
L:12980:12981:138,L,12980,12981.0,138,6.196546310349465,1
L:12982:14560:69,L,12982,14560.0,69,11.132734137209484,1
L:12982:14561:69,L,12982,14561.0,69,22.85691850780324,1
L:12983:12986:115,L,12983,12986.0,115,6.6260953454886975,2
L:12983:31590:115,L,12983,31590.0,115,6.295873193515148,2
L:12983:31605:230,L,12983,31605.0,230,0.4754362001252084,2
L:12983:31606:230,L,12983,31606.0,230,16.10381229754098,2
L:12983:31827:230,L,12983,31827.0,230,43.02128835596526,2
L:12984:13069:115,L,12984,13069.0,115,5.298412996016591,1
L:12984:31606:115,L,12984,31606.0,115,5.467190871966387,1
L:12985:12986:115,L,12985,12986.0,115,2.470947571647869,1
L:12985:31590:115,L,12985,31590.0,115,2.857028929782513,1
L:12986:31590:115,L,12986,31590.0,115,3.9304689147629874,1
L:12986:31594:115,L,12986,31594.0,115,3.2491913775959893,2
L:12987:31605:115,L,12987,31605.0,115,6.584760913852722,1
L:12988:12989:138,L,12988,12989.0,138,2.997414278951356,1
L:12989:12990:138,L,12989,12990.0,138,2.8470331835419485,1
L:12990:51101:138,L,12990,51101.0,138,9.143528496621936,1
L:12991:12997:138,L,12991,12997.0,138,3.333279418197588,1
L:12992:12993:138,L,12992,12993.0,138,34.99964383677864,1
L:12992:51101:138,L,12992,51101.0,138,33.76598282383911,1
L:13005:13008:138,L,13005,13008.0,138,2.978347019632899,1
L:13008:56824:138,L,13008,56824.0,138,13.50594349333329,1
L:13009:13205:138,L,13009,13205.0,138,36.82691198632719,1
L:13010:24136:138,L,13010,24136.0,138,3.8355888823012645,1
L:13011:38500:138,L,13011,38500.0,138,44.74086213806192,1
L:13015:56826:138,L,13015,56826.0,138,4.491780601513247,1
L:13016:41900:69,L,13016,41900.0,69,2.9198835804854424,1
L:13017:13019:138,L,13017,13019.0,138,39.70291100982026,1
L:13017:13029:138,L,13017,13029.0,138,41.13616856703086,1
L:13017:13033:138,L,13017,13033.0,138,1.5693038007870996,1
L:13017:45164:138,L,13017,45164.0,138,5.783855370954084,1
L:13019:47166:138,L,13019,47166.0,138,9.862880490376984,1
L:13023:13024:138,L,13023,13024.0,138,2.0548174383899998,1
L:13027:13028:138,L,13027,13028.0,138,26.88370300421282,1
L:13028:13201:138,L,13028,13201.0,138,20.39090606503166,1
L:13029:41902:138,L,13029,41902.0,138,26.388768981892387,1
L:13033:13034:138,L,13033,13034.0,138,29.15212622016144,1
L:13037:35700:138,L,13037,35700.0,138,9.18980159434962,1
L:13040:13042:138,L,13040,13042.0,138,3.619343459347858,1
L:13040:54184:138,L,13040,54184.0,138,2.976629393663436,1
L:13044:13045:138,L,13044,13045.0,138,23.554748885944292,1
L:13044:35699:138,L,13044,35699.0,138,25.862362377486374,1
L:13045:13778:138,L,13045,13778.0,138,25.013005853291478,1
L:13047:13048:138,L,13047,13048.0,138,3.904831439207908,1
L:13047:36303:138,L,13047,36303.0,138,9.127448164883127,1
L:13047:36304:138,L,13047,36304.0,138,14.443217507455921,1
L:13047:45645:69,L,13047,45645.0,69,8.46339280271755,1
L:13049:42535:69,L,13049,42535.0,69,10.422923878820757,1
L:13050:13051:138,L,13050,13051.0,138,4.685301840381724,1
L:13050:36303:138,L,13050,36303.0,138,11.915075495011504,1
L:13054:13055:138,L,13054,13055.0,138,15.851695373739126,1
L:13054:15787:69,L,13054,15787.0,69,27.679212730033964,1
L:13054:33913:138,L,13054,33913.0,138,21.577826398630453,1
L:13059:13062:69,L,13059,13062.0,69,19.983476650853714,1
L:13060:31073:138,L,13060,31073.0,138,26.091021743918443,1
L:13060:45248:69,L,13060,45248.0,69,9.99293419871371,1
L:13062:13063:69,L,13062,13063.0,69,5.09185428641315,1
L:13062:15787:69,L,13062,15787.0,69,13.649048831715035,1
L:13063:45248:69,L,13063,45248.0,69,4.561580922151928,1
L:13067:13807:345,L,13067,13807.0,345,49.95336219524801,1
L:13067:15193:345,L,13067,15193.0,345,41.48585492940155,1
L:13069:31590:115,L,13069,31590.0,115,0.22072628723049417,2
L:13069:31606:115,L,13069,31606.0,115,10.752017392264102,1
L:13070:31608:115,L,13070,31608.0,115,17.95449096935647,2
L:13070:31872:115,L,13070,31872.0,115,0.9785338397176062,4
L:13071:13072:230,L,13071,13072.0,230,4.026184850066485,2
L:13073:13074:115,L,13073,13074.0,115,0.32422422080432206,1
L:13073:32041:230,L,13073,32041.0,230,19.025432353861184,2
L:13074:13078:115,L,13074,13078.0,115,4.277260077386314,2
L:13077:31858:115,L,13077,31858.0,115,2.193141064829873,2
L:13078:13079:115,L,13078,13079.0,115,3.9509728956695143,1
L:13078:13081:115,L,13078,13081.0,115,8.733472183788807,1
L:13078:31872:115,L,13078,31872.0,115,18.919245658194825,1
L:13079:13081:115,L,13079,13081.0,115,4.971794078667997,1
L:13079:53978:115,L,13079,53978.0,115,0.4018920144709224,1
L:13081:13082:115,L,13081,13082.0,115,5.365106793810562,1
L:13082:31872:115,L,13082,31872.0,115,4.914371784559873,1
L:13082:53978:115,L,13082,53978.0,115,9.765489803560673,1
L:13083:24834:115,L,13083,24834.0,115,1.077278669910463,1
L:13083:31872:115,L,13083,31872.0,115,7.009791838042312,2
L:13084:24826:115,L,13084,24826.0,115,14.949299272023588,2
L:13084:31872:115,L,13084,31872.0,115,5.5382686274406,2
L:13087:24827:115,L,13087,24827.0,115,4.321848275303247,1
L:13087:31871:115,L,13087,31871.0,115,5.230382226603559,4
L:13087:31873:115,L,13087,31873.0,115,6.444531390535953,1
L:13087:31875:115,L,13087,31875.0,115,2.660695930929535,2
L:13088:13089:115,L,13088,13089.0,115,5.6332051827181076,2
L:13088:31872:115,L,13088,31872.0,115,10.048457500578191,1
L:13089:13090:115,L,13089,13090.0,115,1.3863793130459272,2
L:13089:31872:115,L,13089,31872.0,115,15.395405918034891,2
L:13089:31873:115,L,13089,31873.0,115,6.036939205968847,1
L:13089:31874:115,L,13089,31874.0,115,4.923668968105881,1
L:13096:13097:138,L,13096,13097.0,138,1.1880151056397437,1
L:13097:13101:138,L,13097,13101.0,138,32.02545730041876,1
L:13097:13111:230,L,13097,13111.0,230,53.54141162587372,1
L:13097:16007:230,L,13097,16007.0,230,42.50644627574851,1
L:13097:16012:230,L,13097,16012.0,230,99.13023551672815,2
L:13099:13100:69,L,13099,13100.0,69,6.707410875463003,1
L:13100:13101:69,L,13100,13101.0,69,5.362164236571343,1
L:13101:13103:69,L,13101,13103.0,69,2.8344943835332392,1
L:13101:13104:69,L,13101,13104.0,69,6.67119726379159,1
L:13101:13108:69,L,13101,13108.0,69,10.455421267701983,1
L:13103:13105:69,L,13103,13105.0,69,7.579408323916776,1
L:13104:13109:69,L,13104,13109.0,69,15.991931131280145,1
L:13105:13106:69,L,13105,13106.0,69,8.33342136270825,1
L:13106:13107:69,L,13106,13107.0,69,4.288004580071211,1
L:13109:13110:69,L,13109,13110.0,69,10.41397891467424,1
L:13110:13113:69,L,13110,13113.0,69,17.968071052220097,1
L:13110:52687:69,L,13110,52687.0,69,10.94219002407094,1
L:13110:52689:69,L,13110,52689.0,69,4.0861542542670195,1
L:13111:13112:138,L,13111,13112.0,138,0.3833566938798549,1
L:13112:13113:138,L,13112,13113.0,138,0.14183303458339627,1
L:13112:13113:69,L,13112,13113.0,69,0.14183303458339627,1
L:13112:13133:138,L,13112,13133.0,138,34.24009803173168,1
L:13112:16025:138,L,13112,16025.0,138,24.63880428563519,1
L:13113:13116:69,L,13113,13116.0,69,7.2216393291986565,1
L:13113:13122:69,L,13113,13122.0,69,11.384708408475525,1
L:13113:25122:69,L,13113,25122.0,69,18.08851629115362,1
L:13114:52692:69,L,13114,52692.0,69,17.916684989569536,1
L:13115:52693:69,L,13115,52693.0,69,2.7588002744260787,1
L:13116:16031:69,L,13116,16031.0,69,20.054833001769563,1
L:13117:13122:69,L,13117,13122.0,69,3.8549265739850034,1
L:13118:13120:69,L,13118,13120.0,69,5.424863030615765,1
L:13118:13121:69,L,13118,13121.0,69,6.773049584982018,1
L:13118:52725:69,L,13118,52725.0,69,5.0765337038466845,1
L:13119:13120:69,L,13119,13120.0,69,11.02571915622769,1
L:13119:13128:69,L,13119,13128.0,69,8.181345318125327,1
L:13119:13133:138,L,13119,13133.0,138,16.90006162486427,1
L:13119:16032:230,L,13119,16032.0,230,46.853343188527894,1
L:13121:16025:69,L,13121,16025.0,69,4.649128610783247,1
L:13123:13124:138,L,13123,13124.0,138,12.342568642963434,1
L:13123:13126:138,L,13123,13126.0,138,10.274382072960643,1
L:13123:16033:138,L,13123,16033.0,138,21.40348303541023,1
L:13123:20181:138,L,13123,20181.0,138,13.546345397248045,1
L:13126:43119:69,L,13126,43119.0,69,3.778459298853859,1
L:13128:13129:69,L,13128,13129.0,69,13.172466852573748,1
L:13129:13130:69,L,13129,13130.0,69,16.088794024845125,1
L:13131:33196:138,L,13131,33196.0,138,16.424293865638077,1
L:13132:13133:138,L,13132,13133.0,138,13.470070919603593,1
L:13132:13134:69,L,13132,13134.0,69,1.4738366440454933,1
L:13133:52727:69,L,13133,52727.0,69,7.866879202816644,1
L:13133:52728:69,L,13133,52728.0,69,5.9523195582886945,1
L:13134:13135:69,L,13134,13135.0,69,25.787041900196503,1
L:13136:13137:230,L,13136,13137.0,230,0.8271063135803568,4
L:13136:31527:230,L,13136,31527.0,230,23.132070696900207,1
L:13137:31527:230,L,13137,31527.0,230,23.04392755394697,1
L:13137:31871:115,L,13137,31871.0,115,12.63852239824759,2
L:13139:13140:138,L,13139,13140.0,138,6.867542770931089,1
L:13139:13731:138,L,13139,13731.0,138,38.52854609898204,1
L:13139:36327:138,L,13139,36327.0,138,14.00660747310295,2
L:13139:45681:138,L,13139,45681.0,138,11.845748243418909,1
L:13140:13141:138,L,13140,13141.0,138,4.745259563883322,1
L:13140:15954:138,L,13140,15954.0,138,8.716730438483994,1
L:13143:13146:345,L,13143,13146.0,345,9.142314832988296,1
L:13143:39150:345,L,13143,39150.0,345,0.17151494426980926,1
L:13143:39164:345,L,13143,39164.0,345,17.206005635600356,2
L:13143:39168:345,L,13143,39168.0,345,25.8278427013732,2
L:13144:38459:138,L,13144,38459.0,138,21.671089923219977,1
L:13144:39164:138,L,13144,39164.0,138,41.889475226584736,1
L:13148:39163:138,L,13148,39163.0,138,23.513052859162602,1
L:13148:39167:138,L,13148,39167.0,138,20.765654915641278,1
L:13149:13150:69,L,13149,13150.0,69,5.560896758936617,1
L:13149:13152:230,L,13149,13152.0,230,11.282453081030157,1
L:13149:13152:69,L,13149,13152.0,69,11.282453081030157,1
L:13149:13200:230,L,13149,13200.0,230,6.056409565479533,2
L:13149:31449:69,L,13149,31449.0,69,8.707762997644592,1
L:13151:13152:69,L,13151,13152.0,69,1.893839568260962,1
L:13151:13153:69,L,13151,13153.0,69,8.8411354908545,1
L:13151:13656:69,L,13151,13656.0,69,10.374469764300521,1
L:13152:13154:230,L,13152,13154.0,230,22.609671922519418,1
L:13152:13656:69,L,13152,13656.0,69,10.390221020934389,1
L:13153:13155:69,L,13153,13155.0,69,5.259251045594251,1
L:13154:31450:230,L,13154,31450.0,230,17.72635328072032,1
L:13158:31450:69,L,13158,31450.0,69,9.443288937059052,1
L:13160:13161:138,L,13160,13161.0,138,32.874820291036855,1
L:13160:30040:138,L,13160,30040.0,138,20.460548658514018,1
L:13161:14036:138,L,13161,14036.0,138,21.942927083977022,1
L:13161:53869:138,L,13161,53869.0,138,9.89118176421155,1
L:13165:42110:69,L,13165,42110.0,69,22.072200052946876,1
L:13165:42917:69,L,13165,42917.0,69,16.41725340520939,1
L:13168:13169:69,L,13168,13169.0,69,2.90674000524895,1
L:13168:13173:161,L,13168,13173.0,161,52.93311375929969,1
L:13169:13170:69,L,13169,13170.0,69,1.0845421342769213,1
L:13170:13171:69,L,13170,13171.0,69,0.9633193471224106,2
L:13170:13172:69,L,13170,13172.0,69,22.163411940833637,1
L:13170:42918:69,L,13170,42918.0,69,20.059188313210694,1
L:13172:13174:69,L,13172,13174.0,69,25.506036440414007,1
L:13173:13175:69,L,13173,13175.0,69,4.3146928459161895,1
L:13173:42132:69,L,13173,42132.0,69,4.661322854252,1
L:13173:42134:161,L,13173,42134.0,161,20.30138641911542,1
L:13173:43212:69,L,13173,43212.0,69,6.1154836205188685,1
L:13174:41863:69,L,13174,41863.0,69,9.343689134469107,1
L:13174:42133:69,L,13174,42133.0,69,23.182162833133592,1
L:13178:13179:132,L,13178,13179.0,132,0.7667176084130378,1
L:13179:13180:132,L,13179,13180.0,132,1.9789912048989573,1
L:13185:13187:69,L,13185,13187.0,69,14.806425134487787,1
L:13186:13187:69,L,13186,13187.0,69,0.44971826919608415,1
L:13186:13188:69,L,13186,13188.0,69,3.545525896114808,3
L:13188:13660:69,L,13188,13660.0,69,28.254422276598284,1
L:13188:42116:69,L,13188,42116.0,69,5.924640163978262,1
L:13188:43207:69,L,13188,43207.0,69,8.0350722585058,1
L:13188:43208:69,L,13188,43208.0,69,4.18514282434912,1
L:13190:13191:138,L,13190,13191.0,138,0.24888942392156996,1
L:13190:13193:138,L,13190,13193.0,138,51.72946695392308,1
L:13193:13194:138,L,13193,13194.0,138,1.3142984094048085,1
L:13193:38470:138,L,13193,38470.0,138,58.49724928234788,1
L:13194:13211:138,L,13194,13211.0,138,4.98783352947988,2
L:13196:41647:138,L,13196,41647.0,138,6.44961200201708,1
L:13197:13229:138,L,13197,13229.0,138,6.830861549234964,1
L:13197:39163:138,L,13197,39163.0,138,1.738759882207953,1
L:13198:31484:115,L,13198,31484.0,115,2.078579330497219,1
L:13198:31485:115,L,13198,31485.0,115,3.4427332629228067,1
L:13198:47091:115,L,13198,47091.0,115,8.797974142825645,1
L:13200:31439:230,L,13200,31439.0,230,7.733839809605486,4
L:13200:31454:230,L,13200,31454.0,230,33.574265894723524,4
L:13202:20764:345,L,13202,20764.0,345,77.21021293707034,1
L:13202:38482:345,L,13202,38482.0,345,22.36017761997272,1
L:13203:13204:138,L,13203,13204.0,138,25.346386330306927,1
L:13205:38472:138,L,13205,38472.0,138,13.745574921905245,1
L:13208:42134:161,L,13208,42134.0,161,3.2433080256300073,1
L:13208:42294:69,L,13208,42294.0,69,17.942412897747918,1
L:13208:51024:69,L,13208,51024.0,69,11.17982776063293,1
L:13209:38464:138,L,13209,38464.0,138,4.521739158993959,1
