project_id,study_date,n_facilities,cost_alloc_total,cost_per_kw,n_queue_ahead
Q15-0529,2017-03-15,1,498000.0,5.050709939148073,237
Q16-0567,2017-03-15,25,16220000.0,292.7797833935018,270
Q16-0568,2017-03-15,19,33381000.0,32.452848531985225,271
Q16-0580,2017-03-15,3,375000.0,5.877742946708464,281
Q16-0585,2017-03-15,0,0.0,0.0,286
Q16-0609,2017-03-15,16,26137000.0,268.8991769547325,306
Q16-0614,2017-03-15,13,14409000.0,245.05102040816325,311
Q15-0441,2017-04-15,1,265000.0,5.038022813688213,157
Q15-0443,2017-04-15,6,5046000.0,37.239852398523986,159
Q15-0449,2017-04-15,21,155292000.0,228.26988093488168,163
Q15-0455,2017-04-15,14,13126000.0,56.970486111111114,167
Q15-0456,2017-04-15,0,0.0,0.0,168
Q15-0467,2017-04-15,0,0.0,0.0,176
Q15-0492,2017-04-15,32,189266000.0,1329.1151685393259,195
Q15-0500,2017-04-15,1,5078000.0,25.81596339603457,203
Q15-0510,2017-04-15,25,227847000.0,310.24918300653593,212
Q15-0512,2017-04-15,7,32889000.0,172.82711508145033,214
Q15-0523,2017-04-15,14,51784000.0,91.49116607773851,222
Q15-0543,2017-04-15,25,44530000.0,129.56066336921734,239
Q15-0550,2017-04-15,17,16740000.0,46.05226960110041,245
Q15-0558,2017-04-15,25,12329000.0,70.01135718341851,252
Q16-0563,2017-04-15,14,15145000.0,69.72836095764272,256
Q16-0565,2017-04-15,25,4180000.0,94.57013574660634,258
Q16-0591,2017-04-15,8,51327000.0,113.35468197879858,281
Q15-0461,2017-05-15,0,0.0,0.0,164
Q15-0496,2017-05-15,0,0.0,0.0,191
Q15-0497,2017-05-15,10,47588000.0,118.43703334992533,193
Q16-0577,2017-05-15,23,66188000.0,429.7922077922078,260
Q16-0623,2017-05-15,1,5209000.0,24.62884160756501,301
Q16-0631,2017-05-15,11,16409000.0,310.7765151515151,309
Q16-0638,2017-05-15,25,9537000.0,62.86750164798945,316
Q15-0482,2017-06-15,20,47620000.0,341.6068866571019,173
Q15-0548,2017-06-15,11,7329000.0,38.01348547717842,227
Q16-0578,2017-06-15,2,11942000.0,47.6536312849162,250
Q16-0581,2017-06-15,21,14666000.0,160.28415300546447,253
Q16-0582,2017-06-15,1,344000.0,2.3465211459754434,254
Q16-0651,2017-06-15,34,108030000.0,678.1544256120527,313
Q16-0653,2017-06-15,18,33228000.0,358.0603448275862,317
Q16-0661,2017-06-15,25,9210000.0,124.2914979757085,324
Q15-0503,2017-07-15,16,143461000.0,142.18136769078296,183
Q15-0504,2017-07-15,22,20511000.0,85.39134054954205,183
Q15-0507,2017-07-15,6,6323000.0,41.51674326986211,187
Q15-0527,2017-07-15,1,438000.0,2.3947512301804266,203
Q15-0532,2017-07-15,0,0.0,0.0,208
Q15-0534,2017-07-15,3,1111000.0,11.032770605759682,210
Q15-0544,2017-07-15,16,8711000.0,68.97070467141727,217
Q16-0575,2017-07-15,7,74801000.0,268.29626972740317,240
Q16-0593,2017-07-15,19,7749000.0,51.66,257
Q16-0603,2017-07-15,17,113728000.0,301.58578626359053,266
Q16-0604,2017-07-15,1,56000.0,0.7097591888466414,267
Q16-0624,2017-07-15,1,1285000.0,7.946815089672232,283
Q16-0643,2017-07-15,25,115074000.0,76.716,300
Q16-0657,2017-07-15,1,638000.0,1.6727844782380703,314
Q16-0660,2017-07-15,0,0.0,0.0,317
Q15-0486,2017-08-15,5,7180000.0,38.00952885124404,162
Q15-0505,2017-08-15,0,0.0,0.0,177
Q15-0508,2017-08-15,25,13136000.0,40.14669926650367,180
Q15-0551,2017-08-15,21,149616000.0,524.2326559215137,212
Q15-0552,2017-08-15,24,178001000.0,1294.5527272727272,213
Q15-0557,2017-08-15,25,54055000.0,54.805840008111126,217
Q16-0564,2017-08-15,4,30615000.0,242.39904988123516,222
Q16-0598,2017-08-15,0,0.0,0.0,251
Q16-0649,2017-08-15,15,18892000.0,143.12121212121212,296
Q16-0658,2017-08-15,15,26829000.0,1004.8314606741573,304
Q16-0666,2017-08-15,2,131000.0,1.6354556803995006,313
Q16-0681,2017-08-15,25,125395000.0,233.64076765418298,327
Q15-0495,2017-09-15,0,0.0,0.0,161
Q15-0520,2017-09-15,8,89525000.0,80.602322859458,180
Q15-0521,2017-09-15,3,12995000.0,79.1895185862279,182
Q16-0600,2017-09-15,44,152150000.0,1460.172744721689,246
Q16-0605,2017-09-15,11,98370000.0,65.58,251
Q16-0620,2017-09-15,25,9625000.0,31.95551128818061,262
Q16-0621,2017-09-15,4,11101000.0,39.06052076002815,263
Q16-0655,2017-09-15,14,49020000.0,206.0529634300126,293
Q16-0662,2017-09-15,0,0.0,0.0,301
Q16-0682,2017-09-15,0,0.0,0.0,321
Q16-0683,2017-09-15,2,8987000.0,54.76538695917124,322
Q16-0698,2017-09-15,8,1030000.0,11.65158371040724,336
Q16-0702,2017-09-15,36,79872000.0,7680.0,340
Q15-0514,2017-10-15,6,8097000.0,37.02331961591221,171
Q15-0525,2017-10-15,21,110747000.0,267.6988155668359,177
Q15-0533,2017-10-15,0,0.0,0.0,185
Q16-0587,2017-10-15,2,397000.0,3.839458413926499,226
Q16-0594,2017-10-15,2,992000.0,3.6945996275605215,231
Q16-0612,2017-10-15,0,0.0,0.0,246
Q16-0627,2017-10-15,9,4769000.0,84.85765124555161,259
Q16-0629,2017-10-15,0,0.0,0.0,261
Q16-0633,2017-10-15,6,5989000.0,31.225234619395202,265
Q16-0665,2017-10-15,13,4802000.0,68.79656160458453,294
Q16-0668,2017-10-15,0,0.0,0.0,297
Q16-0675,2017-10-15,35,2234000.0,62.57703081232493,303
Q16-0691,2017-10-15,6,29451000.0,44.07512720742293,318
Q16-0706,2017-10-15,0,0.0,0.0,333
Q16-0707,2017-10-15,10,29053000.0,141.7219512195122,334
Q15-0526,2017-11-15,2,4741000.0,37.53760886777514,171
Q15-0531,2017-11-15,6,27136000.0,171.96451204055768,177
Q15-0542,2017-11-15,13,22914000.0,87.32469512195122,185
Q15-0545,2017-11-15,15,189511000.0,183.24405337458904,188
Q16-0566,2017-11-15,1,924000.0,5.945945945945946,203
Q16-0601,2017-11-15,0,0.0,0.0,232
Q16-0641,2017-11-15,0,0.0,0.0,266
Q16-0671,2017-11-15,15,1332000.0,22.2,294
Q15-0546,2017-12-15,6,51533000.0,108.35365853658537,181
Q16-0572,2017-12-15,0,0.0,0.0,199
Q16-0574,2017-12-15,17,30310000.0,100.36423841059603,200
Q16-0596,2017-12-15,8,31850000.0,679.1044776119403,219
Q16-0616,2017-12-15,0,0.0,0.0,235
Q16-0619,2017-12-15,20,29651000.0,42.13585334659656,238
Q16-0635,2017-12-15,7,9553000.0,50.976520811099256,252
Q16-0687,2017-12-15,2,1027000.0,2.6682255131202908,299
Q16-0689,2017-12-15,0,0.0,0.0,301
Q16-0710,2017-12-15,1,63000.0,0.8923512747875354,322
Q17-0725,2017-12-15,25,118371000.0,573.2251815980629,333
Q17-0726,2017-12-15,6,3818000.0,43.043968432919954,337
Q17-0741,2017-12-15,9,35678000.0,144.27011726647797,351
Q15-0554,2018-01-15,22,133063000.0,1220.7614678899083,177
Q16-0592,2018-01-15,0,0.0,0.0,207
Q16-0597,2018-01-15,1,150000.0,1.7142857142857142,211
Q16-0599,2018-01-15,1,71000.0,1.775,213
Q16-0602,2018-01-15,11,85887000.0,94.91325008288209,216
Q16-0610,2018-01-15,4,9077000.0,49.30472569255839,221
Q16-0628,2018-01-15,17,37596000.0,52.69236159775753,236
Q16-0645,2018-01-15,9,25006000.0,184.5461254612546,251
Q16-0654,2018-01-15,9,9934000.0,92.15213358070501,260
Q16-0667,2018-01-15,18,23759000.0,118.73563218390805,272
Q16-0688,2018-01-15,5,19261000.0,33.38706881608598,290
Q16-0693,2018-01-15,15,35359000.0,128.76547705753825,296
Q17-0763,2018-01-15,13,20991000.0,113.95765472312704,364
Q15-0559,2018-02-15,20,16242000.0,222.4931506849315,175
Q16-0576,2018-02-15,0,0.0,0.0,187
Q16-0634,2018-02-15,5,4030000.0,32.18849840255591,235
Q16-0636,2018-02-15,29,77909000.0,261.08914209115284,237
Q16-0673,2018-02-15,3,795000.0,3.757088846880907,269
Q16-0674,2018-02-15,5,1949000.0,8.93217231897342,271
Q16-0697,2018-02-15,19,106648000.0,1714.59807073955,293
Q16-0715,2018-02-15,25,144998000.0,162.59026687598117,310
Q17-0735,2018-02-15,22,108764000.0,1056.9873663751214,328
Q16-0584,2018-03-15,7,6479000.0,18.158632286995516,184
Q16-0588,2018-03-15,4,29993000.0,499.8833333333333,188
Q16-0650,2018-03-15,2,1592000.0,14.407239819004525,238
Q16-0659,2018-03-15,1,614000.0,5.012244897959183,247
Q16-0664,2018-03-15,2,493000.0,0.9589574012837969,252
Q16-0686,2018-03-15,6,23446000.0,192.97119341563786,272
Q16-0694,2018-03-15,9,4664000.0,40.804899387576555,279
Q16-0696,2018-03-15,21,38859000.0,46.91416153567548,282
Q16-0714,2018-03-15,15,2898000.0,43.44827586206897,299
Q16-0717,2018-03-15,0,0.0,0.0,302
Q17-0742,2018-03-15,6,1169000.0,12.748091603053435,325
Q17-0754,2018-03-15,9,58151000.0,215.53372868791698,337
Q17-0761,2018-03-15,8,33468000.0,131.91959006700827,343
Q17-0781,2018-03-15,25,13217000.0,90.09543285616905,361
Q16-0589,2018-04-15,2,1720000.0,10.66997518610422,180
Q16-0615,2018-04-15,0,0.0,0.0,200
Q16-0617,2018-04-15,5,17426000.0,62.503586800573885,202
Q16-0618,2018-04-15,21,76637000.0,494.7514525500323,203
Q16-0626,2018-04-15,6,1783000.0,8.046028880866427,209
Q16-0642,2018-04-15,3,6673000.0,16.091150229081265,224
Q16-0648,2018-04-15,11,29871000.0,63.62300319488818,229
Q16-0656,2018-04-15,3,2389000.0,12.468684759916492,237
Q16-0676,2018-04-15,10,20228000.0,140.37473976405275,254
Q16-0704,2018-04-15,2,26610000.0,286.74568965517244,280
Q16-0716,2018-04-15,7,2540000.0,18.326118326118326,291
Q17-0788,2018-04-15,25,147523000.0,2060.377094972067,356
Q17-0792,2018-04-15,25,5248000.0,66.43037974683544,361
Q16-0611,2018-05-15,0,0.0,0.0,192
Q16-0678,2018-05-15,11,44614000.0,149.16081578067536,251
Q17-0772,2018-05-15,5,7278000.0,77.50798722044729,335
Q17-0802,2018-05-15,34,21633000.0,211.46627565982405,362
Q17-0832,2018-05-15,25,108423000.0,89.31054365733114,390
Q16-0606,2018-06-15,19,6518000.0,62.55278310940499,179
Q16-0613,2018-06-15,7,5322000.0,27.63239875389408,183
Q16-0632,2018-06-15,1,216000.0,0.7173696446363335,199
Q16-0646,2018-06-15,6,17348000.0,52.98717165546732,211
Q16-0647,2018-06-15,24,119890000.0,134.0002235386163,212
Q16-0711,2018-06-15,2,1497000.0,21.355206847360915,270
Q17-0743,2018-06-15,3,4279000.0,20.883357735480722,298
Q17-0750,2018-06-15,8,13756000.0,71.16399379203311,304
Q17-0785,2018-06-15,25,101728000.0,181.10735267936622,334
Q17-0795,2018-06-15,0,0.0,0.0,343
Q17-0801,2018-06-15,1,837000.0,7.172236503856041,349
Q17-0814,2018-06-15,21,72833000.0,114.31957306545283,361
Q17-0837,2018-06-15,25,13636000.0,102.75810097965335,382
Q16-0630,2018-07-15,5,1453000.0,21.494082840236686,193
Q16-0640,2018-07-15,2,453000.0,3.0240320427236314,202
Q16-0663,2018-07-15,6,5511000.0,71.57142857142857,223
Q16-0705,2018-07-15,21,9299000.0,53.96982008125363,260
Q17-0734,2018-07-15,18,24846000.0,173.50558659217876,286
Q17-0747,2018-07-15,15,70120000.0,244.23545802856148,297
Q17-0757,2018-07-15,3,494000.0,6.639784946236559,307
Q17-0767,2018-07-15,6,574000.0,10.305206463195692,316
Q17-0797,2018-07-15,25,4329000.0,136.99367088607596,341
Q17-0811,2018-07-15,25,4822000.0,67.53501400560224,354
Q17-0815,2018-07-15,3,1629000.0,8.637327677624603,358
Q17-0819,2018-07-15,6,7631000.0,59.47778643803585,362
Q17-0840,2018-07-15,3,16168000.0,18.715129065864105,381
Q17-0843,2018-07-15,5,33139000.0,46.959047754003116,384
Q17-0866,2018-07-15,7,3839000.0,87.84897025171625,405
Q16-0637,2018-08-15,2,2507000.0,54.5,183
Q16-0652,2018-08-15,2,443000.0,7.771929824561403,196
Q16-0677,2018-08-15,3,1383000.0,3.3955315492266145,217
Q16-0679,2018-08-15,0,0.0,0.0,219
Q16-0680,2018-08-15,25,65954000.0,49.13140643623361,220
Q16-0692,2018-08-15,12,32982000.0,396.8953068592058,230
Q16-0695,2018-08-15,5,12028000.0,108.06828391734052,233
Q16-0703,2018-08-15,0,0.0,0.0,241
Q16-0709,2018-08-15,15,67030000.0,203.12121212121212,247
Q17-0728,2018-08-15,8,13989000.0,265.4459203036053,262
Q17-0729,2018-08-15,12,46938000.0,129.77052806192978,264
Q17-0753,2018-08-15,25,11047000.0,221.38276553106212,284
Q17-0764,2018-08-15,25,11272000.0,72.67569310122502,293
Q17-0768,2018-08-15,25,10996000.0,51.47940074906367,298
Q17-0770,2018-08-15,6,3460000.0,15.95205163669894,298
Q17-0777,2018-08-15,25,159644000.0,1095.7035003431708,304
Q17-0800,2018-08-15,20,43906000.0,293.8821954484605,324
Q17-0823,2018-08-15,2,10202000.0,70.11683848797252,346
Q17-0851,2018-08-15,25,3583000.0,60.31986531986532,373
Q17-0858,2018-08-15,11,2591000.0,19.946112394149345,380
Q17-0863,2018-08-15,17,34966000.0,309.16003536693194,383
Q17-0877,2018-08-15,20,28486000.0,223.24451410658307,398
Q17-0884,2018-08-15,14,34937000.0,85.98818606940684,405
Q16-0670,2018-09-15,7,11751000.0,31.29427430093209,205
Q16-0699,2018-09-15,3,15788000.0,56.79136690647482,231
Q16-0700,2018-09-15,18,27417000.0,129.0819209039548,232
Q16-0712,2018-09-15,25,52955000.0,314.64646464646466,243
Q17-0727,2018-09-15,25,26033000.0,59.3547651618787,254
Q17-0756,2018-09-15,9,64803000.0,504.3035019455253,279
Q17-0760,2018-09-15,25,9478000.0,33.27949438202247,282
Q17-0793,2018-09-15,33,162344000.0,1229.878787878788,311
Q17-0850,2018-09-15,12,47849000.0,79.94820384294069,364
Q17-0887,2018-09-15,21,96116000.0,124.27721748125161,398
Q17-0894,2018-09-15,25,15047000.0,60.429718875502004,403
Q16-0685,2018-10-15,3,20240000.0,74.96296296296296,210
Q16-0708,2018-10-15,25,56276000.0,224.296532483061,231
Q17-0736,2018-10-15,2,13859000.0,95.2508591065292,253
Q17-0737,2018-10-15,0,0.0,0.0,253
Q17-0749,2018-10-15,1,1361000.0,6.116853932584269,264
Q17-0751,2018-10-15,15,25253000.0,154.92638036809817,266
Q17-0766,2018-10-15,22,75951000.0,508.3734939759036,280
Q17-0775,2018-10-15,7,2115000.0,29.872881355932204,286
Q17-0778,2018-10-15,21,68375000.0,139.91201145897278,289
Q17-0799,2018-10-15,25,9921000.0,80.52759740259741,308
Q17-0806,2018-10-15,21,8868000.0,84.05687203791469,312
Q17-0831,2018-10-15,23,16211000.0,261.89014539579966,336
Q17-0834,2018-10-15,25,75919000.0,262.0607525025889,338
Q17-0844,2018-10-15,6,22265000.0,57.33968580994077,348
Q17-0860,2018-10-15,12,4109000.0,64.70866141732283,362
Q17-0873,2018-10-15,25,9605000.0,32.4602906387293,374
Q16-0701,2018-11-15,20,1616000.0,51.139240506329116,213
Q16-0719,2018-11-15,0,0.0,0.0,226
Q17-0721,2018-11-15,20,12490000.0,181.80494905385734,228
Q17-0723,2018-11-15,0,0.0,0.0,229
Q17-0744,2018-11-15,2,166000.0,3.3877551020408165,248
Q17-0745,2018-11-15,8,11364000.0,118.375,249
Q17-0786,2018-11-15,17,21912000.0,147.65498652291106,283
Q17-0820,2018-11-15,12,8285000.0,74.23835125448029,313
Q17-0839,2018-11-15,25,84182000.0,630.1047904191616,328
Q17-0854,2018-11-15,1,422000.0,2.857142857142857,345
Q17-0867,2018-11-15,8,71530000.0,151.1303612930488,356
Q17-0748,2018-12-15,0,0.0,0.0,244
Q17-0752,2018-12-15,15,79201000.0,281.95443218227126,248
Q17-0816,2018-12-15,0,0.0,0.0,301
Q17-0817,2018-12-15,0,0.0,0.0,302
Q17-0824,2018-12-15,7,1951000.0,33.12393887945671,309
Q17-0828,2018-12-15,1,520000.0,4.146730462519936,312
Q17-0838,2018-12-15,0,0.0,0.0,320
Q17-0876,2018-12-15,5,2101000.0,35.19262981574539,357
Q17-0904,2018-12-15,25,2277000.0,43.125,381
Q18-0917,2018-12-15,25,74322000.0,234.01133501259446,393
Q16-0720,2019-01-15,1,268000.0,2.488393686165274,213
Q17-0732,2019-01-15,0,0.0,0.0,224
Q17-0733,2019-01-15,3,3157000.0,45.294117647058826,224
Q17-0790,2019-01-15,48,41848000.0,953.257403189066,271
Q17-0809,2019-01-15,35,178755000.0,1525.2133105802047,286
Q17-0829,2019-01-15,0,0.0,0.0,304
Q17-0830,2019-01-15,10,8634000.0,37.637314734088925,306
Q17-0842,2019-01-15,14,68263000.0,317.35471873547186,317
Q17-0845,2019-01-15,3,405000.0,2.8501055594651654,320
Q17-0862,2019-01-15,0,0.0,0.0,333
Q17-0880,2019-01-15,6,10279000.0,136.3262599469496,350
Q18-0957,2019-01-15,2,11594000.0,39.80089255063508,419
Q18-0960,2019-01-15,5,9111000.0,61.394878706199464,421
Q17-0722,2019-02-15,0,0.0,0.0,205
Q17-0731,2019-02-15,4,10722000.0,57.336898395721924,213
Q17-0739,2019-02-15,10,78801000.0,273.42470506592645,220
Q17-0740,2019-02-15,2,2986000.0,13.426258992805755,220
Q17-0755,2019-02-15,0,0.0,0.0,232
Q17-0857,2019-02-15,0,0.0,0.0,318
Q17-0870,2019-02-15,0,0.0,0.0,328
Q17-0882,2019-02-15,25,134175000.0,109.4859241126071,339
Q17-0724,2019-03-15,25,67028000.0,1186.3362831858408,200
Q17-0738,2019-03-15,10,886000.0,14.966216216216216,212
Q17-0808,2019-03-15,0,0.0,0.0,267
Q17-0810,2019-03-15,0,0.0,0.0,269
Q17-0821,2019-03-15,0,0.0,0.0,279
Q17-0822,2019-03-15,0,0.0,0.0,281
Q17-0841,2019-03-15,9,132505000.0,195.20477312905126,297
Q17-0847,2019-03-15,11,3108000.0,40.948616600790515,303
Q17-0853,2019-03-15,11,36568000.0,160.4563405002194,307
Q17-0869,2019-03-15,7,10403000.0,136.52230971128608,319
Q18-0924,2019-03-15,19,93680000.0,3521.8045112781956,369
Q18-0930,2019-03-15,0,0.0,0.0,375
Q18-0994,2019-03-15,25,74793000.0,167.65971755211837,434
Q17-0759,2019-04-15,2,6611000.0,32.63079960513327,223
Q17-0762,2019-04-15,9,2938000.0,27.954329210275926,225
Q17-0765,2019-04-15,19,115570000.0,248.00429184549355,228
Q17-0774,2019-04-15,7,8168000.0,31.782101167315176,234
Q17-0776,2019-04-15,13,42149000.0,36.030945460762524,235
Q17-0784,2019-04-15,25,19214000.0,61.21057661675693,242
Q17-0789,2019-04-15,17,15414000.0,386.3157894736842,245
Q17-0791,2019-04-15,0,0.0,0.0,249
Q17-0825,2019-04-15,25,14658000.0,114.78465152701645,278
Q17-0852,2019-04-15,0,0.0,0.0,302
Q17-0861,2019-04-15,4,53014000.0,221.90874843030556,308
Q17-0875,2019-04-15,7,18734000.0,99.64893617021276,320
Q17-0879,2019-04-15,3,378000.0,3.5195530726256985,323
Q17-0883,2019-04-15,0,0.0,0.0,326
Q17-0896,2019-04-15,17,79772000.0,280.78845476944736,337
Q18-0920,2019-04-15,0,0.0,0.0,359
Q18-0921,2019-04-15,0,0.0,0.0,360
Q18-0929,2019-04-15,18,30252000.0,170.62605752961082,367
Q18-0931,2019-04-15,5,27815000.0,36.36898535564853,370
Q18-0954,2019-04-15,8,11680000.0,57.93650793650794,389
Q18-0964,2019-04-15,25,20545000.0,59.31004618937644,398
Q18-0973,2019-04-15,2,2495000.0,17.595204513399153,408
Q18-0977,2019-04-15,12,7432000.0,77.82198952879581,412
Q17-0783,2019-05-15,16,9779000.0,64.3778801843318,227
Q17-0787,2019-05-15,16,4546000.0,61.184387617765815,231
Q17-0872,2019-05-15,0,0.0,0.0,304
Q17-0892,2019-05-15,4,6912000.0,66.27037392138064,319
Q17-0910,2019-05-15,20,88844000.0,61.04858104858105,335
Q18-0913,2019-05-15,13,19863000.0,39.726,338
Q18-0927,2019-05-15,2,920000.0,14.556962025316455,352
Q18-0934,2019-05-15,4,21669000.0,16.179347420294185,358
Q18-0970,2019-05-15,0,0.0,0.0,391
Q18-0974,2019-05-15,16,76677000.0,909.5729537366548,395
Q18-0989,2019-05-15,9,3721000.0,17.61003312825367,407
Q18-0995,2019-05-15,21,123770000.0,113.39441136051306,413
Q18-1014,2019-05-15,1,312000.0,2.1681723419041,429
Q17-0779,2019-06-15,25,39349000.0,36.76102391629298,212
Q17-0794,2019-06-15,0,0.0,0.0,226
Q17-0804,2019-06-15,9,103096000.0,235.43274720255766,233
Q17-0807,2019-06-15,7,6572000.0,11.194004428547096,235
Q17-0813,2019-06-15,15,103949000.0,380.48682284040996,241
Q17-0849,2019-06-15,1,258000.0,1.8259023354564756,273
Q17-0868,2019-06-15,5,1269000.0,3.6122971818958156,288
Q17-0878,2019-06-15,0,0.0,0.0,296
Q18-0923,2019-06-15,10,21745000.0,71.57669519420672,335
Q18-0926,2019-06-15,4,3924000.0,13.989304812834225,338
Q18-0981,2019-06-15,1,14288000.0,44.33136829041266,388
Q18-1011,2019-06-15,3,646000.0,4.802973977695167,414
Q18-1021,2019-06-15,17,12375000.0,99.87893462469734,423
Q17-0798,2019-07-15,4,12259000.0,73.10077519379846,224
Q17-0812,2019-07-15,18,45505000.0,177.26918582002338,234
Q17-0818,2019-07-15,0,0.0,0.0,241
Q17-0827,2019-07-15,8,7948000.0,49.675,249
Q17-0835,2019-07-15,8,183000.0,12.708333333333334,255
Q17-0836,2019-07-15,5,19368000.0,83.51875808538163,256
Q17-0855,2019-07-15,25,41454000.0,532.8277634961439,272
Q17-0897,2019-07-15,0,0.0,0.0,306
Q17-0900,2019-07-15,3,4233000.0,60.99423631123919,309
Q17-0902,2019-07-15,14,45841000.0,370.5820533548909,311
Q18-0939,2019-07-15,21,115099000.0,254.36243093922653,342
Q18-0942,2019-07-15,0,0.0,0.0,344
Q18-0967,2019-07-15,11,2272000.0,20.88235294117647,367
Q18-0971,2019-07-15,0,0.0,0.0,371
Q18-1000,2019-07-15,6,9392000.0,247.1578947368421,395
Q18-1049,2019-07-15,25,35140000.0,62.41563055062167,444
Q17-0848,2019-08-15,17,16227000.0,157.39088263821532,257
Q17-0864,2019-08-15,0,0.0,0.0,269
Q17-0886,2019-08-15,1,438000.0,1.5256008359456634,285
Q17-0890,2019-08-15,1,3051000.0,19.21284634760705,288
Q17-0906,2019-08-15,8,27109000.0,266.82086614173227,302
Q18-0936,2019-08-15,4,835000.0,2.5589947900704875,327
Q18-0962,2019-08-15,9,573000.0,12.296137339055795,350
Q18-0986,2019-08-15,25,92946000.0,150.05812076202776,372
Q18-0990,2019-08-15,0,0.0,0.0,374
Q18-0996,2019-08-15,3,588000.0,43.23529411764706,380
Q18-1040,2019-08-15,17,11820000.0,41.17032392894462,423
Q18-1042,2019-08-15,25,182184000.0,142.87820563093092,425
Q18-1065,2019-08-15,25,96746000.0,152.71665351223362,446
Q18-1070,2019-08-15,25,125826000.0,493.8226059654631,451
Q17-0846,2019-09-15,15,13154000.0,75.77188940092167,247
Q17-0885,2019-09-15,0,0.0,0.0,276
Q17-0908,2019-09-15,14,24508000.0,67.85160575858251,295
Q18-0914,2019-09-15,0,0.0,0.0,300
Q18-1041,2019-09-15,25,53609000.0,72.1326695371367,414
Q18-1055,2019-09-15,25,6671000.0,74.61968680089485,428
Q18-1067,2019-09-15,25,3206000.0,34.3254817987152,439
Q18-1074,2019-09-15,3,593000.0,14.152744630071599,446
Q17-0871,2019-10-15,1,747000.0,10.857558139534884,256
Q17-0898,2019-10-15,9,908000.0,11.978891820580476,277
Q17-0899,2019-10-15,2,229000.0,1.313073394495413,278
Q18-0938,2019-10-15,12,8734000.0,53.02975106253795,311
Q18-0940,2019-10-15,1,278000.0,3.1917336394948337,313
Q18-0941,2019-10-15,3,3824000.0,36.628352490421456,314
Q18-0961,2019-10-15,24,117938000.0,196.56333333333333,331
Q18-0972,2019-10-15,12,25928000.0,299.3995381062356,341
Q18-0983,2019-10-15,5,38013000.0,183.7264378927018,351
Q18-1002,2019-10-15,6,4481000.0,151.38513513513513,366
Q18-1036,2019-10-15,0,0.0,0.0,399
Q18-1069,2019-10-15,25,27141000.0,89.78167383393979,430
Q18-1106,2019-10-15,25,64581000.0,261.56743620899147,463
Q17-0889,2019-11-15,0,0.0,0.0,252
Q17-0895,2019-11-15,2,1213000.0,21.431095406360424,257
Q18-0915,2019-11-15,0,0.0,0.0,274
Q18-0925,2019-11-15,4,3540000.0,51.67883211678832,282
Q18-0943,2019-11-15,0,0.0,0.0,299
Q18-0950,2019-11-15,20,73624000.0,692.6058325493885,304
Q18-0965,2019-11-15,28,37085000.0,613.9900662251656,317
Q18-0976,2019-11-15,0,0.0,0.0,327
Q18-0991,2019-11-15,12,2679000.0,24.736842105263158,339
Q18-1007,2019-11-15,4,19908000.0,243.97058823529412,351
Q18-1012,2019-11-15,11,20570000.0,17.140238313473876,356
Q18-1016,2019-11-15,1,2011000.0,13.230263157894736,359
Q18-1019,2019-11-15,14,94685000.0,728.3461538461538,362
Q18-1045,2019-11-15,3,5327000.0,41.45525291828794,387
Q18-1072,2019-11-15,5,747000.0,9.946737683089214,411
Q18-1110,2019-11-15,25,101371000.0,115.14198091776466,445
Q18-1124,2019-11-15,3,2055000.0,13.064208518753974,458
Q19-1138,2019-11-15,25,6641000.0,104.0909090909091,472
Q17-0891,2019-12-15,18,27066000.0,58.407423392317654,245
Q17-0901,2019-12-15,25,174549000.0,116.366,253
Q18-0933,2019-12-15,8,3146000.0,67.07889125799574,280
Q18-0949,2019-12-15,0,0.0,0.0,294
Q18-0978,2019-12-15,11,34285000.0,325.2846299810247,317
Q18-0998,2019-12-15,0,0.0,0.0,330
Q18-1013,2019-12-15,0,0.0,0.0,343
Q18-1050,2019-12-15,12,18448000.0,103.00390843104411,377
Q18-1059,2019-12-15,0,0.0,0.0,386
Q18-1071,2019-12-15,1,390000.0,3.415061295971979,396
Q18-1090,2019-12-15,8,6244000.0,104.24040066777964,414
Q18-1099,2019-12-15,16,35370000.0,65.34269351561056,421
Q18-1105,2019-12-15,0,0.0,0.0,427
Q18-1118,2019-12-15,9,11884000.0,50.037894736842105,440
Q18-1120,2019-12-15,0,0.0,0.0,442
Q17-0903,2020-01-15,15,43561000.0,204.80018805829806,248
Q18-0912,2020-01-15,0,0.0,0.0,254
Q18-0918,2020-01-15,5,6052000.0,146.18357487922705,259
Q18-0922,2020-01-15,22,18946000.0,89.49456778460085,263
Q18-1003,2020-01-15,10,18119000.0,82.58432087511395,325
Q18-1009,2020-01-15,0,0.0,0.0,331
Q18-1035,2020-01-15,25,28556000.0,64.37330928764653,354
Q18-1038,2020-01-15,5,1663000.0,9.7024504084014,358
Q18-1052,2020-01-15,0,0.0,0.0,370
Q18-1053,2020-01-15,3,9221000.0,43.5158093440302,371
Q18-1058,2020-01-15,11,683000.0,15.211581291759465,375
Q18-1062,2020-01-15,1,362000.0,2.4931129476584024,380
Q18-1088,2020-01-15,25,8230000.0,142.38754325259515,403
Q19-1139,2020-01-15,20,16865000.0,67.16447630426126,450
Q17-0909,2020-02-15,0,0.0,0.0,234
Q18-0916,2020-02-15,0,0.0,0.0,240
Q18-0928,2020-02-15,3,1951000.0,13.209207853757617,249
Q18-0937,2020-02-15,2,152000.0,3.4862385321100917,256
