branch,fid,start,end,reason,facility_name
1021,L:5480:5526:345,2013-01-21 19:00:00,2013-01-25 19:00:00,planned,Glencliff - Sperryville 345 kV #1
14194,L:18495:18509:138,2013-01-22 19:00:00,2013-02-09 19:00:00,planned,Johnsville Substation - North Batesville 138 kV L
15367,L:19035:19094:230,2013-01-16 19:00:00,2013-01-30 19:00:00,planned,Hiasee River - Lucent 230 kV Line 1
19629,L:22904:22930:100,2013-01-18 19:00:00,2013-01-20 19:00:00,planned,Solemint - Canreed 100 kV Cir. 1
10534,L:9823:9968:138,2013-01-13 19:00:00,2013-01-30 19:00:00,planned,Sta Q Harbor - Elizabeth Lake 138 kV Line 1
18740,L:21841:22095:100,2013-01-21 19:00:00,2013-02-06 19:00:00,planned,Freedom Power Project - Emrld 100 kV Circuit 1
2464,L:6029:8735:138,2013-01-17 19:00:00,2013-01-25 19:00:00,planned,Cove Avenue - Tyson Substation 138 kV Ckt 1
19903,L:22995:23175:100,2013-01-15 19:00:00,2013-01-18 19:00:00,planned,Military Trail - Acec Wildrose 100 kV
17202,L:19823:19824:100,2013-01-20 19:00:00,2013-01-21 19:00:00,planned,Witer Park E - Chevron 100 kV #1
5831,L:7649:7671:138,2013-01-22 19:00:00,2013-02-08 19:00:00,planned,Eastmont - Casey W 138 kV L
19871,L:22985:23084:100,2013-01-20 19:00:00,2013-01-26 19:00:00,planned,Keelers - S Colton 100 kV Line 1
6238,L:7845:7848:138,2013-01-20 19:00:00,2013-01-27 19:00:00,planned,Hastings - Greenwell 138 kV Circuit 1
9880,L:9560:9561:138,2013-01-20 19:00:00,2013-02-04 19:00:00,planned,Dickens Substation - Landsville 138 kV Ckt 1
12719,L:17427:17430:138,2013-01-14 19:00:00,2013-02-02 19:00:00,planned,Hiatus - Pachmann 138 kV Circuit 1
6806,L:8155:8159:138,2013-01-13 19:00:00,2013-01-25 19:00:00,planned,Karns - Shelton Rd 138 kV Cir. 1
10918,L:10002:10260:138,2013-01-14 19:00:00,2013-02-01 19:00:00,planned,Bigelow - Hopewell 138 kV Cir. 1
5194,L:7294:7400:138,2013-01-19 19:00:00,2013-02-03 19:00:00,planned,Fairmont - Koksilah Tap 138 kV Line 1
4380,L:7061:8504:138,2013-01-16 19:00:00,2013-01-27 19:00:00,planned,Pingree - Highlands Park 138 kV Line
2717,L:6139:6174:138,2013-01-17 19:00:00,2013-01-29 19:00:00,planned,Wilmarth Substation - George St 138 kV Circuit 1
17689,L:20049:20139:100,2013-01-15 19:00:00,2013-01-22 19:00:00,planned,Raber - Marion N 100 kV #1
6188,L:7819:7823:345,2013-01-19 19:00:00,2013-02-08 19:00:00,planned,Boulevard Substation - Rush Citycaps 345 kV
11001,L:10050:10051:138,2013-01-20 19:00:00,2013-01-24 19:00:00,planned,White City - Leyendecker 138 kV Cir. 1
3510,L:6523:6526:138,2013-01-18 19:00:00,2013-02-03 19:00:00,planned,Fish Creek - Roza 138 kV
3144,L:6340:6341:138,2013-01-16 19:00:00,2013-02-05 19:00:00,planned,Fountain Head - Susquehanna 138 kV Line
11038,L:10075:10161:138,2013-01-21 19:00:00,2013-01-27 19:00:00,planned,Locust Vly - Lindendale D.P 138 kV Circuit 1
11031,L:10073:10275:138,2013-01-22 19:00:00,2013-01-30 19:00:00,planned,W Garrard - Battery Hts Dp 138 kV Ckt 1
2511,L:6046:7172:345,2013-01-30 19:00:00,2013-02-17 19:00:00,planned,Gibralter Cust - Moser Generating Sta 345 kV
14675,L:18739:18742:100,2013-01-28 19:00:00,2013-01-30 19:00:00,planned,Amsterdam - St. Thomas Hospital 100 kV
4118,L:6897:7120:138,2013-01-25 19:00:00,2013-02-07 19:00:00,planned,Schuylkill - Janesville General Sw Yd 138 kV L
7442,L:8386:8826:138,2013-02-01 19:00:00,2013-02-07 19:00:00,planned,Warren F Sam Beasley Generation Station - S Butler 138 kV
16144,L:19411:19551:100,2013-01-24 19:00:00,2013-01-31 19:00:00,planned,Victorville - Milvon 100 kV Ckt 1
16513,L:19562:19566:500,2013-01-30 19:00:00,2013-02-04 19:00:00,planned,Pawtucket Power Associates Substation - Gist Creek 500 kV Circuit 1
640,L:5286:5303:138,2013-01-26 19:00:00,2013-02-13 19:00:00,planned,Sparwood - Eureka Sta E Substation 138 kV
9503,L:9339:9517:138,2013-01-24 19:00:00,2013-02-01 19:00:00,planned,Danville New Design Plant Substation - Salton Sea 1 138 kV Ckt 1
19228,L:22791:23479:100,2013-01-28 19:00:00,2013-02-17 19:00:00,planned,Central Ferry - Balboa 100 kV #1
325,L:5138:5922:138,2013-01-26 19:00:00,2013-01-27 19:00:00,planned,Juneau - Mill 138 kV
8285,L:8777:8779:138,2013-01-28 19:00:00,2013-01-29 19:00:00,planned,Moreland - Aibonito Pds 138 kV Circuit 1
9286,L:9234:9648:138,2013-01-30 19:00:00,2013-02-13 19:00:00,planned,S Texa - Glen Lyn 138 kV Ckt 1
17071,L:19766:19780:100,2013-02-01 19:00:00,2013-02-10 19:00:00,planned,Roundpond - Imperial 100 kV
18866,L:22027:22310:100,2013-01-26 19:00:00,2013-02-10 19:00:00,planned,Lehma - Mclain 100 kV
5046,L:7226:7383:138,2013-01-30 19:00:00,2013-02-11 19:00:00,planned,Sta D - Solomon Forks Wind Project Llc 138 kV Ckt 1
5196,L:7295:8269:138,2013-01-30 19:00:00,2013-02-17 19:00:00,planned,Logans Ferry - Cuyamungue Tap Jmec 138 kV Line 1
4484,L:7103:7159:500,2013-01-25 19:00:00,2013-02-10 19:00:00,planned,Brunner Island - Coggon 500 kV Line
17074,L:19769:19775:100,2013-01-25 19:00:00,2013-02-11 19:00:00,planned,Glendale S Tap 5 - D B Wilson 100 kV Circuit 1
20259,L:23136:23149:100,2013-02-01 19:00:00,2013-02-04 19:00:00,planned,Nebraska City - South Carthage 100 kV #1
17562,L:19988:20002:100,2013-01-24 19:00:00,2013-01-30 19:00:00,planned,Oneta - Bowline Point 100 kV
8431,L:8844:9718:138,2013-01-29 19:00:00,2013-02-01 19:00:00,planned,Swinks Mill Substation - N Canaan 138 kV Ckt 1
5535,L:7492:7961:138,2013-01-30 19:00:00,2013-02-09 19:00:00,planned,Nyssa - Minco 138 kV Circuit 1
7507,L:8410:8453:138,2013-01-26 19:00:00,2013-02-01 19:00:00,planned,Vaca-Dixon Substation - S Perry 138 kV
8276,L:8773:8797:138,2013-01-27 19:00:00,2013-02-15 19:00:00,planned,Julia - Larence Livermore 138 kV Ckt 1
2425,L:6016:7938:138,2013-01-31 19:00:00,2013-02-05 19:00:00,planned,Missouri City Substation - Fayettevile 138 kV #1
20169,L:23103:23104:100,2013-02-01 19:00:00,2013-02-19 19:00:00,planned,Pontchartrain Park - Sponge 100 kV Cir. 3
8155,L:8712:9100:138,2013-01-30 19:00:00,2013-02-09 19:00:00,planned,Lake Louise - Summit Lake 138 kV line
8123,L:8702:8714:138,2013-01-31 19:00:00,2013-02-20 19:00:00,planned,Pepco 117 - Pepco Harvard 138 kV Line
5938,L:7703:7807:138,2013-01-26 19:00:00,2013-01-27 19:00:00,planned,Lauderdale - Gateway 138 kV Line 1
15117,L:18922:18938:100,2013-01-31 19:00:00,2013-02-04 19:00:00,planned,South Coshocton - Calmar 100 kV #1
13324,L:17974:19533:138,2013-01-24 19:00:00,2013-02-02 19:00:00,planned,Copco 2 2 - Usk 138 kV Circuit 1
2598,L:6077:6081:138,2013-01-26 19:00:00,2013-01-30 19:00:00,planned,East Bench - Horse Ranch 138 kV Circuit 1
2529,L:6052:7138:345,2013-01-23 19:00:00,2013-02-07 19:00:00,planned,Folsom Prison - W Lafayette 345 kV
9977,L:9621:17629:138,2013-01-31 19:00:00,2013-02-17 19:00:00,planned,Rosholt Cwec - Hansford 138 kV Cir. 1
17613,L:20012:20256:100,2013-01-28 19:00:00,2013-02-16 19:00:00,planned,Neligh - Algood 100 kV Cir. 1
20241,L:23132:23446:230,2013-01-28 19:00:00,2013-02-06 19:00:00,planned,Van Buren St Substation - Elgin Energy Center Llc 230 kV Cir. 1
264,L:4818:6111:138,2013-01-28 19:00:00,2013-02-12 19:00:00,planned,S Windsor Substation - Brindley 138 kV
197,L:3541:5819:500,2013-02-01 19:00:00,2013-02-13 19:00:00,planned,Pseg Linden Generating Sta - Camp Far W 500 kV Circuit 1
17813,L:20109:20201:100,2013-01-28 19:00:00,2013-01-30 19:00:00,planned,Tibbits - Detour 100 kV
5771,L:7606:7630:138,2013-01-25 19:00:00,2013-01-31 19:00:00,planned,Castro Valley - Marshall Dam 138 kV Line 1
17969,L:20216:20224:100,2013-01-27 19:00:00,2013-02-16 19:00:00,planned,Girard - Newton Bulk 100 kV
10417,L:9768:10696:138,2013-01-26 19:00:00,2013-02-12 19:00:00,planned,Thrasher - Ghost Ranch 138 kV
13382,L:17998:18006:138,2013-01-29 19:00:00,2013-02-03 19:00:00,planned,Darrah - Prt Angeles 138 kV Line 1
17023,L:19746:19799:100,2013-01-23 19:00:00,2013-01-29 19:00:00,planned,Jarvis - Portside Energy 100 kV Line
6083,L:7768:19648:138,2013-01-23 19:00:00,2013-02-08 19:00:00,planned,Cairo Bend - Aes Columbia Power 138 kV
6075,L:7764:7769:138,2013-01-30 19:00:00,2013-02-08 19:00:00,planned,Western Fher - Timnath 138 kV Ckt 1
3536,L:6533:6565:138,2013-01-29 19:00:00,2013-02-08 19:00:00,planned,Eagle Substation - Caveman Substation 138 kV Line 1
4138,L:6908:6914:138,2013-01-30 19:00:00,2013-02-16 19:00:00,planned,Oneta Energy Ctr - Leidesdorff-Coloma Substation 138 kV Line 1
20496,L:23242:23243:100,2013-03-05 19:00:00,2013-03-13 19:00:00,planned,Sibley - Kirker 100 kV
10715,L:9910:10159:138,2013-02-25 19:00:00,2013-03-06 19:00:00,planned,South Miami - Covanta Fairfax Energy 138 kV Ckt 1
14900,L:18836:18866:100,2013-03-06 19:00:00,2013-03-09 19:00:00,planned,Fayette Plant 1 - Stagg 100 kV Cir. 1
20040,L:23042:23072:100,2013-03-06 19:00:00,2013-03-26 19:00:00,planned,Golf Mill - Stuttgart Ricuskey 100 kV line
9177,L:9174:9181:138,2013-03-05 19:00:00,2013-03-20 19:00:00,planned,Craigsville - Seguin 138 kV Ckt 1
17932,L:20187:20195:100,2013-02-27 19:00:00,2013-03-07 19:00:00,planned,Outfall - Thornton 100 kV Circuit 1
14100,L:18429:18431:138,2013-02-26 19:00:00,2013-02-27 19:00:00,planned,Collins Ferry - Action 138 kV Cir. 1
853,L:5383:5446:138,2013-02-25 19:00:00,2013-03-08 19:00:00,planned,North Avenue - Diamond Bar 138 kV Cir. 2
13244,L:17930:18295:138,2013-02-28 19:00:00,2013-03-11 19:00:00,planned,Hewett - Mai St 138 kV Ckt 1
2418,L:6013:6014:138,2013-02-27 19:00:00,2013-03-18 19:00:00,planned,Pulpgen Substation - Five Flls 138 kV
5470,L:7463:7464:138,2013-03-06 19:00:00,2013-03-10 19:00:00,planned,Molex - Freeport 138 kV Cir. 1
21481,L:24206:24208:100,2013-03-06 19:00:00,2013-03-25 19:00:00,planned,Certified - Stiles 100 kV #1
17019,L:19746:19762:100,2013-03-02 19:00:00,2013-03-09 19:00:00,planned,Jarvis - Reeves 100 kV #2
10264,L:9703:9706:138,2013-03-04 19:00:00,2013-03-21 19:00:00,planned,Deepcreek - Glen Carlyn Substation 138 kV Circuit 1
5436,L:7447:7478:138,2013-02-26 19:00:00,2013-03-01 19:00:00,planned,Chesterfield - Raccoon 138 kV #1
5581,L:7516:7629:138,2013-02-25 19:00:00,2013-03-14 19:00:00,planned,Highland Wind Project Pa - Isanti 138 kV #1
2562,L:6065:6101:138,2013-03-02 19:00:00,2013-03-08 19:00:00,planned,Lullwater - Carl Bailey 138 kV #1
9457,L:9322:9395:138,2013-02-27 19:00:00,2013-03-10 19:00:00,planned,Domtar 2 Tap - Hp Hood Ct 138 kV Ckt 1
17321,L:19876:19883:100,2013-03-02 19:00:00,2013-03-15 19:00:00,planned,Georgia Pacific Substation - El Sobrante 100 kV Line 1
4,L:2601:2620:161,2013-03-06 19:00:00,2013-03-11 19:00:00,planned,North Lakes - Gary Works 161 kV L
6410,L:7935:7948:138,2013-02-27 19:00:00,2013-03-02 19:00:00,planned,New Vt Hanlon - Ne Benton Substation 138 kV line
1051,L:5492:5516:138,2013-02-28 19:00:00,2013-03-18 19:00:00,planned,Engle-Eastern - Keene 138 kV #1
15109,L:18919:19284:100,2013-03-01 19:00:00,2013-03-11 19:00:00,planned,Doyle Energy Facility - Sasco Crk 100 kV Circuit 1
3842,L:6714:6719:138,2013-03-03 19:00:00,2013-03-19 19:00:00,planned,Blue Mtn - Cwec Iola 138 kV
4548,L:7111:7162:345,2013-02-25 19:00:00,2013-03-01 19:00:00,planned,Michigan Avenue - N. Shannon 345 kV
14908,L:18839:18861:100,2013-03-04 19:00:00,2013-03-19 19:00:00,planned,Urana Substation - Loma Vista 100 kV Cir. 1
16846,L:19673:20146:100,2013-02-28 19:00:00,2013-03-12 19:00:00,planned,Sundance Hill - Oakwood St 100 kV Line 1
2977,L:6263:8333:138,2013-02-25 19:00:00,2013-03-01 19:00:00,planned,Lawther Dr - Rocky Mtn Hydroelectric Plant 138 kV #1
17509,L:19968:19989:100,2013-03-05 19:00:00,2013-03-20 19:00:00,planned,Bedford 2 - Decant 100 kV #1
10821,L:9954:9960:138,2013-03-01 19:00:00,2013-03-06 19:00:00,planned,Ninnescah Wind Energy Llc - Shellbank 138 kV #1
3629,L:6589:6982:138,2013-02-27 19:00:00,2013-03-09 19:00:00,planned,Pinnacle Peak Walc - Quartz Creek 138 kV Circuit 1
6603,L:8044:8075:138,2013-02-27 19:00:00,2013-03-10 19:00:00,planned,Zona Libre 6007 - Paxton 138 kV Cir. 1
13655,L:18157:18159:138,2013-02-27 19:00:00,2013-03-01 19:00:00,planned,Port Neches - Donnells-Curtis 138 kV
10498,L:9807:9813:138,2013-03-05 19:00:00,2013-03-06 19:00:00,planned,Shockoe - Acca 138 kV Ckt 1
9558,L:9371:9372:138,2013-03-06 19:00:00,2013-03-21 19:00:00,planned,Golden 69 - Louisiana Avenue 138 kV Line
2610,L:6085:7134:345,2013-03-03 19:00:00,2013-03-11 19:00:00,planned,Richardlake - Ontelaunee Energy Center 345 kV L
16714,L:19609:19617:230,2013-03-05 19:00:00,2013-03-23 19:00:00,planned,Eastown Road - Garnet 230 kV Cir. 1
4234,L:6977:6979:138,2013-02-27 19:00:00,2013-03-17 19:00:00,planned,Compo - Quindaro 138 kV Cir. 1
664,L:5295:6903:138,2013-03-02 19:00:00,2013-03-16 19:00:00,planned,Targhee Tap - Clayton 138 kV Line 1
2783,L:6175:6176:138,2013-03-02 19:00:00,2013-03-10 19:00:00,planned,East Dublin Tap - Wallops Island 138 kV
11238,L:10199:10201:138,2013-03-03 19:00:00,2013-03-04 19:00:00,planned,Roney - Haines City 138 kV Line
9710,L:9448:9449:138,2013-02-27 19:00:00,2013-03-03 19:00:00,planned,San Bernard - Raymond 138 kV Circuit 1
12697,L:17401:17402:138,2013-02-26 19:00:00,2013-02-27 19:00:00,planned,Hanging Rock Energy Facility - Makalapa 138 kV Line 1
2736,L:6149:6199:138,2013-03-03 19:00:00,2013-03-16 19:00:00,planned,Wolcott - Pelton 138 kV Cir. 1
19198,L:22781:23109:100,2013-02-27 19:00:00,2013-03-19 19:00:00,planned,Abilene South - Viking Energy Of Mcbain 100 kV Circuit 1
7996,L:8660:9093:138,2013-02-25 19:00:00,2013-02-26 19:00:00,planned,Harbeson - North Nashville 138 kV Circuit 1
12838,L:17599:17608:138,2013-02-27 19:00:00,2013-03-19 19:00:00,planned,Marble Tie - Sta B 138 kV Circuit 1
5788,L:7617:8135:138,2013-02-28 19:00:00,2013-03-01 19:00:00,planned,Apalachia Substation - Vernon Terminal 138 kV Circuit 1
19543,L:22878:22914:100,2013-02-26 19:00:00,2013-03-08 19:00:00,planned,Ketchikan - Getty Oil 100 kV #1
2884,L:6223:6640:138,2013-02-26 19:00:00,2013-03-09 19:00:00,planned,Panther Crk Energy Facility - Cedarvale 138 kV
8626,L:8947:8970:138,2013-03-04 19:00:00,2013-03-06 19:00:00,planned,Brevard - Carpinteria 138 kV Line 1
16843,L:19671:20214:100,2013-03-03 19:00:00,2013-03-23 19:00:00,planned,Spring Grove - W K Sanders 100 kV Cir. 1
2915,L:6234:7733:138,2013-03-02 19:00:00,2013-03-21 19:00:00,planned,Barberton - Kendall 138 kV Line 1
10670,L:9892:10059:138,2013-02-26 19:00:00,2013-02-27 19:00:00,planned,Sterling Park - Davis Drive 138 kV Cir. 1
3745,L:6653:6665:138,2013-03-01 19:00:00,2013-03-17 19:00:00,planned,Moab Salt - Northport 138 kV Circuit 1
14146,L:18462:18685:138,2013-03-06 19:00:00,2013-03-11 19:00:00,planned,Buckley Current - Prior 138 kV Ckt 1
10732,L:9917:9918:138,2013-02-28 19:00:00,2013-03-17 19:00:00,planned,Remington Ct - Morrisville 138 kV
19484,L:22871:22886:100,2013-03-01 19:00:00,2013-03-05 19:00:00,planned,Woodchuck - Flax Hill 100 kV
7792,L:8529:8569:138,2013-03-02 19:00:00,2013-03-14 19:00:00,planned,Pahokee - Texlake Substation 138 kV
13437,L:18029:18036:138,2013-03-05 19:00:00,2013-03-25 19:00:00,planned,Hungry Hose - Kcp&L Smartgrid Innovation Park 138 kV Line
9027,L:9108:9483:138,2013-03-01 19:00:00,2013-03-21 19:00:00,planned,Cedar Hill Switching - Pratt'S 138 kV
13940,L:18329:18706:345,2013-02-27 19:00:00,2013-03-01 19:00:00,planned,Dollarhide - Franz Holmes 345 kV Line 1
16911,L:19709:19710:100,2013-03-06 19:00:00,2013-03-12 19:00:00,planned,Rockview - Niguel 100 kV Ckt 1
14653,L:18730:18735:100,2013-03-02 19:00:00,2013-03-06 19:00:00,planned,Plains - Ellensburg 100 kV Circuit 2
18726,L:21835:21836:100,2013-03-05 19:00:00,2013-03-12 19:00:00,planned,Hartford City - Bow Lake Substation 100 kV Line 1
15823,L:19244:19262:100,2013-03-04 19:00:00,2013-03-06 19:00:00,planned,Ash Street Station 223 Substation - Everglades City 100 kV Cir. 1
20276,L:23140:23141:100,2013-02-25 19:00:00,2013-03-06 19:00:00,planned,Rapides - Ft Gage 100 kV Circuit 1
16224,L:19470:19495:100,2013-02-28 19:00:00,2013-03-05 19:00:00,planned,Vasco - Honk Falls 100 kV L
12023,L:16814:16896:138,2013-03-02 19:00:00,2013-03-07 19:00:00,planned,Monserate - Fort Patrick Henry 138 kV Cir. 2
13404,L:18008:19150:100,2013-03-06 19:00:00,2013-03-21 19:00:00,planned,Round Rock - Kenzig 100 kV Circuit 1
14038,L:18380:18383:138,2013-03-28 08:00:00,2013-04-06 08:00:00,planned,Sanger - Freehold Substation 138 kV #1
10031,L:9638:9662:345,2013-03-28 08:00:00,2013-04-07 08:00:00,planned,Farrell - Clinch River 345 kV L
10317,L:9732:10281:138,2013-04-03 08:00:00,2013-04-22 08:00:00,planned,Capitol - Jesse L Terry 138 kV
16179,L:19432:19434:100,2013-03-27 08:00:00,2013-04-16 08:00:00,planned,Elizabeth Creek - Blackhaw Sw Yd 100 kV Cir. 1
15241,L:18978:18996:100,2013-04-01 08:00:00,2013-04-18 08:00:00,planned,Mustang - Nelway 100 kV line
2435,L:6019:6366:138,2013-03-27 08:00:00,2013-04-04 08:00:00,planned,Ridge - Blythewood 138 kV Circuit 1
16730,L:19617:19893:500,2013-04-01 08:00:00,2013-04-15 08:00:00,planned,Garnet - Tecumseh 500 kV Cir. 1
1759,L:5832:6965:138,2013-03-29 08:00:00,2013-04-05 08:00:00,planned,Odin - Ward 138 kV
2376,L:5999:6140:138,2013-04-02 08:00:00,2013-04-07 08:00:00,planned,Planta Santurce - Cummings 138 kV #1
17555,L:19986:21655:500,2013-03-28 08:00:00,2013-04-07 08:00:00,planned,Papermate - Tejon 500 kV Circuit 1
14828,L:18808:19575:100,2013-04-03 08:00:00,2013-04-04 08:00:00,planned,Salt Wells - Woodsdale Substation 100 kV #1
1628,L:5764:5966:138,2013-04-01 08:00:00,2013-04-15 08:00:00,planned,Bremeton - West Crossville 138 kV Ckt 1
4212,L:6963:6968:138,2013-03-28 08:00:00,2013-03-31 08:00:00,planned,Monrovia - Nesbit 138 kV Line
1394,L:5639:5645:138,2013-03-28 08:00:00,2013-04-08 08:00:00,planned,Embarcadero Substation - Edwardsport Sta 138 kV Cir. 1
6314,L:7882:7894:138,2013-03-29 08:00:00,2013-04-01 08:00:00,planned,Bluff - Umatac 138 kV
10268,L:9705:9717:138,2013-03-26 08:00:00,2013-04-11 08:00:00,planned,Cherrydale - Alto 138 kV #1
18649,L:21771:21800:100,2013-03-28 08:00:00,2013-04-15 08:00:00,planned,Salinas Rural - Robison Park 2 100 kV
2416,L:6012:7068:138,2013-04-01 08:00:00,2013-04-06 08:00:00,planned,Casky - W Receiving 138 kV
10820,L:9954:9959:138,2013-04-02 08:00:00,2013-04-17 08:00:00,planned,Ninnescah Wind Nergy Llc - Newport News 138 kV Cir. 1
19654,L:22914:22924:100,2013-03-27 08:00:00,2013-03-30 08:00:00,planned,Hayford - Ketchikan 100 kV
1651,L:5778:5961:138,2013-03-27 08:00:00,2013-04-12 08:00:00,planned,Eastridge - Riverbend 138 kV Ckt 1
16946,L:19727:19778:100,2013-03-31 08:00:00,2013-04-10 08:00:00,planned,Juniper - Calden 100 kV #1
15847,L:19261:19263:100,2013-03-28 08:00:00,2013-04-01 08:00:00,planned,Silvr Grove - Plant X 100 kV #1
8844,L:9065:18501:138,2013-03-29 08:00:00,2013-03-31 08:00:00,planned,Highway 46 - Roth Rock N Wind Farm Llc 138 kV Line 1
1418,L:5650:5983:138,2013-04-01 08:00:00,2013-04-17 08:00:00,planned,San Andreas Tap - Peninsula Park 138 kV Ckt 1
9231,L:9206:9217:138,2013-04-04 08:00:00,2013-04-23 08:00:00,planned,East Berkshire - Ivy Hill 138 kV Circuit 1
13773,L:18223:18235:138,2013-04-03 08:00:00,2013-04-09 08:00:00,planned,State - Sabana Grande 6501 138 kV
1340,L:5614:5723:138,2013-04-02 08:00:00,2013-04-16 08:00:00,planned,Dinner Lake - Lakewood 138 kV Circuit 1
9403,L:9293:9294:138,2013-04-04 08:00:00,2013-04-10 08:00:00,planned,Carite - Rainey 138 kV Ckt 1
3982,L:6790:7022:138,2013-03-31 08:00:00,2013-04-02 08:00:00,planned,Panda Patriot Generation Plant - Shell Chemical 138 kV Ckt 1
2498,L:6043:6624:138,2013-03-26 08:00:00,2013-03-29 08:00:00,planned,Edwards - Claude Vandyke Substation 138 kV Circuit 1
9064,L:9127:9419:138,2013-03-30 08:00:00,2013-04-18 08:00:00,planned,Involta - Lolo 138 kV #1
14816,L:18802:18804:100,2013-04-02 08:00:00,2013-04-05 08:00:00,planned,Midpoint2 - Mccoll Road 100 kV Line
6088,L:7773:7779:138,2013-04-02 08:00:00,2013-04-05 08:00:00,planned,Sewalls - Crist 138 kV
7282,L:8307:8604:138,2013-04-01 08:00:00,2013-04-10 08:00:00,planned,Norcross - Alturas De Mayaguez 6012 138 kV #1
15403,L:19052:19094:230,2013-03-29 08:00:00,2013-04-11 08:00:00,planned,Lucent - Blue Ribbon 230 kV
13651,L:18154:18155:138,2013-03-26 08:00:00,2013-04-09 08:00:00,planned,Yazoo - Hitchcock 138 kV Cir. 1
17855,L:20144:20151:100,2013-03-27 08:00:00,2013-03-29 08:00:00,planned,Belden Village - Twisselman 100 kV Ckt 1
5920,L:7697:8253:138,2013-04-01 08:00:00,2013-04-02 08:00:00,planned,Hilmar - Piney Creek Project 138 kV Cir. 1
14180,L:18486:18488:138,2013-03-29 08:00:00,2013-04-07 08:00:00,planned,Southwind - Pittsfield Generating Lp 138 kV Ckt 1
10366,L:9747:10008:138,2013-03-29 08:00:00,2013-04-14 08:00:00,planned,Agana - Calmat 138 kV Ckt 2
15038,L:18891:18892:100,2013-03-31 08:00:00,2013-04-11 08:00:00,planned,Broadway - Shredder Tap Substation 100 kV Line 1
3005,L:6276:6575:138,2013-04-02 08:00:00,2013-04-22 08:00:00,planned,Uknown12262 - Eagle Creek 138 kV Ckt 1
401,L:5175:5195:138,2013-03-30 08:00:00,2013-03-31 08:00:00,planned,Garfield - Meadow Lane Tap 138 kV
7790,L:8528:8567:138,2013-03-31 08:00:00,2013-04-01 08:00:00,planned,Oroville - Hazelwood 138 kV Ckt 1
11138,L:10128:10551:345,2013-05-28 17:00:00,2013-06-12 17:00:00,planned,La Cienega - Princeton Mn 345 kV
3513,L:6525:7118:138,2013-05-29 17:00:00,2013-06-02 17:00:00,planned,Livingston Ridge - Face Rock 138 kV #1
10668,L:9891:10036:138,2013-05-28 17:00:00,2013-06-04 17:00:00,planned,Wells Substation - Amarillo S 138 kV line
19473,L:22868:22980:100,2013-05-29 17:00:00,2013-06-04 17:00:00,planned,Wommack - New London 100 kV Cir. 1
17732,L:20075:20124:100,2013-05-24 17:00:00,2013-06-11 17:00:00,planned,Belle Glade - White Rock-Nike 100 kV #2
21222,L:23505:23506:500,2013-05-25 17:00:00,2013-06-07 17:00:00,planned,Lincoln - University Park N 500 kV
16330,L:19530:19540:100,2013-05-31 17:00:00,2013-06-15 17:00:00,planned,Killen - Austrop 100 kV Ckt 1
6356,L:7910:7917:138,2013-05-31 17:00:00,2013-06-15 17:00:00,planned,Westfield - Mahoning 138 kV Ckt 1
17569,L:19991:20305:100,2013-05-24 17:00:00,2013-05-29 17:00:00,planned,High Falls - Croghan Ny - Harelson 100 kV Circuit 1
7440,L:8386:8389:138,2013-05-31 17:00:00,2013-06-11 17:00:00,planned,Warren F Sam Beasley Generation Sta - Highway M 138 kV Ckt 1
19345,L:22835:23067:100,2013-05-27 17:00:00,2013-06-01 17:00:00,planned,Burnt Mill - W Sta Nj 100 kV
19979,L:23018:23052:100,2013-05-27 17:00:00,2013-06-10 17:00:00,planned,Brea - Crestwood 100 kV
21395,L:23947:24083:100,2013-05-25 17:00:00,2013-06-13 17:00:00,planned,W Dover - Prairiecreek Substation 100 kV Circuit 1
10827,L:9956:9959:138,2013-05-26 17:00:00,2013-05-30 17:00:00,planned,Webster St - Newport News 138 kV Circuit 1
3705,L:6634:7104:138,2013-05-24 17:00:00,2013-06-05 17:00:00,planned,Frontier Windpower - Cachete 1529 138 kV #1
12775,L:17570:17860:345,2013-05-23 17:00:00,2013-06-12 17:00:00,planned,Baker - W Paintsville 345 kV line
6611,L:8048:8052:138,2013-05-30 17:00:00,2013-06-12 17:00:00,planned,Spanish Fork - Blount 138 kV Cir. 1
2027,L:5924:5984:345,2013-05-23 17:00:00,2013-06-12 17:00:00,planned,Cedar Sta - Rochester 345 kV
18314,L:20996:22599:100,2013-05-23 17:00:00,2013-05-27 17:00:00,planned,Poinsett - Pokagon 100 kV Line 1
15883,L:19281:19571:500,2013-05-29 17:00:00,2013-06-14 17:00:00,planned,Jack Ramey Wind - Fatlick 500 kV
17476,L:19950:20294:100,2013-05-22 17:00:00,2013-06-02 17:00:00,planned,Baumhart - Mason 100 kV Ckt 1
12767,L:17567:17659:138,2013-05-30 17:00:00,2013-06-11 17:00:00,planned,Corson Sta - New Haven Harbor 138 kV Line
4825,L:7155:7175:500,2013-05-23 17:00:00,2013-05-28 17:00:00,planned,Indiantown Cogeneration Lp - Safe Harbor 500 kV Line 1
12455,L:17173:17175:138,2013-05-29 17:00:00,2013-06-12 17:00:00,planned,Ten Mile - Russ Ranch 138 kV
13246,L:17931:18286:138,2013-05-23 17:00:00,2013-05-25 17:00:00,planned,Hopkins - S Meadow Substation 138 kV
901,L:5408:7140:138,2013-05-22 17:00:00,2013-05-24 17:00:00,planned,Belcher - Bucks Creek 138 kV Line 1
