project_id,publication_date,section,facility_str,bus_from,bus_to,ckt,name_pair,fid,fid_confidence,in_public_layer,loading_pct,pre_loading_pct,rating_mva,dfax_pct,contrib_mw,contingency_str
AE2-130 - moved to TC1,2022-09-23,generator_deliverability,% Facility FG Description . PF Con. App. 1 N-1 AEP_P1-2_#363 AEP - 05DARWIN,243216,243221,1,,,0.0,False,103.49,94.75,1195.0,,104.54,
AE2-130 - moved to TC1,2022-09-23,generator_deliverability,AEP 05EUGENE 345 kV line 2 N-1 AEP_P1-2_#363 AEP - 05SULLIVAN,247712,243216,1,,,0.0,False,103.49,94.75,1195.0,,104.54,
AE2-130 - moved to TC1,2022-09-23,multiple_facility,_P4_#1760_05JEFRSO AEP - 05JEFRSO- 242865 248000 Z1 DC 94.52 111.09 ER 2354 386.32 2 765_A OVEC 06CLIFTY 345 kV line 4 LFFB AEP_P4_#8648_05JEFRSO AEP - 05DARWIN,243216,243221,1,05JEFRSO AEP|05JEFRSO,,0.0,False,114.23,99.62,1195.0,,174.54,
AE2-130 - moved to TC1,2022-09-23,multiple_facility,4 765_B AEP 05EUGENE 345 kV line 5 LFFB AEP_P4_#8648_05JEFRSO AEP - 05SULLIVAN,247712,243216,1,05JEFRSO AEP|05SULLIVAN,,0.0,False,114.23,99.62,1195.0,,174.54,
AE2-130 - moved to TC1,2022-09-23,prior_overloads,% Facility FG Description . PF Con. App. 6 LFFB AEP_P4_#1760_05JEFRSO OVEC - 06CLIFTY,248000,248001,1,05JEFRSO OVEC|06CLIFTY,,0.0,False,115.78,108.0,956.0,,87.22,
AE2-130 - moved to TC1,2022-09-23,prior_overloads,6 765_A OVEC 06DEARB1 3 345 kV line 7 N-1 AEP_P1-2_#363 LGEE - 7TRIMBLE CO,324114,248000,1,LGEE|7TRIMBLE CO,,0.0,False,140.96,138.8,1451.0,,36.01,
AE2-130 - moved to TC1,2022-09-23,prior_overloads,OVEC 06CLIFTY 345 4 kV line 9 LFFB AEP_P4_#3128_05EUGENE MISO J1180 TAP,966790,247712,1,,,0.0,False,128.68,127.2,1466.0,,31.58,
AE2-133,2020-02-25,multiple_facility,AE1--SIEG,938390,208072,1,,,0.0,False,100.27,99.96,628.0,,2.32,PL:1A:P42:000922
AE2-174,2022-08-15,multiple_facility,05MELMOR-05CHATFL 138 kV,243039,242984,1,05MELMOR|05CHATFL,,0.0,False,108.67,90.88,167.0,,31.19,line fault with failed breaker contingency outage of 'AEP_P4_#7110_05MELMOR 138_B'
AE2-174,2022-08-15,multiple_facility,05MELMOR-05FOSTOR 138 kV,243039,243006,1,05MELMOR|05FOSTOR,L:6176:38773:138,0.8770439846502179,False,105.98,80.22,167.0,,43.27,line fault with failed breaker contingency outage of 'AEP_P4_#7112_05MELMOR 138_C'
AE2-174,2022-08-15,multiple_facility,05MELMOR-05FOSTOR 138 kV,243039,243006,1,05MELMOR|05FOSTOR,L:6176:38773:138,0.8770439846502179,False,103.62,65.8,167.0,,63.43,bus fault outage of 'AEP_P2- 2_#7725_05FREMCT 138_1'
AE2-174,2022-08-15,multiple_facility,05MELMOR-05FOSTOR 138 kV,243039,243006,1,05MELMOR|05FOSTOR,L:6176:38773:138,0.8770439846502179,False,103.62,65.8,167.0,,63.43,line fault with failed breaker contingency outage of 'AEP_P4_#7725_05FREMCT 138_M'
AE2-174,2022-08-15,multiple_facility,AC2-015 TAP-05HOWARD 138 kV,932050,243024,1,TAP|05HOWARD,,0.0,False,116.02,99.6,167.0,,29.02,line fault with failed breaker contingency outage of 'AEP_P4_#7110_05MELMOR 138_B'
AE2-188,2020-02-26,multiple_facility,3UNIONVILL-3LOCST,31370,31476,1,3UNIONVILL|3LOCST,,0.0,False,103.3,93.81,235.0,,22.84,DVP_P4
AE2-188,2020-02-26,multiple_facility,3PAY TAP-3SPOTSY,31477,31475,1,3PAY TAP|3SPOTSY,,0.0,False,100.9,92.24,260.0,,23.35,DVP_P7
AE2-188,2020-02-26,prior_overloads,3SPOTSYL-3TDTAVR,31475,31477,1,3SPOTSYL|3TDTAVR,,0.0,False,144.35,140.37,260.0,,10.35,DVP_P4
AE2-188,2020-02-26,prior_overloads,3NI RVER-3CHANCE,31477,31413,1,3NI RVER|3CHANCE,L:937:2249:115,0.8834623686767715,False,131.4,127.46,260.0,,10.35,DVP_P4
AE2-188,2020-02-26,prior_overloads,3TDTAVR-3NI RVER,31477,31477,1,3TDTAVR|3NI RVER,,0.0,False,135.3,131.35,260.0,,10.35,DVP_P4
AE2-188,2020-02-26,prior_overloads,AC1-076-3PAY TAP,92600,31477,1,TAP:AC1-076|3PAY TAP,,0.0,False,108.9,100.4,260.0,,22.84,DVP_P4
AE2-222,2022-04-13,multiple_facility,ID CONT CONT Facility FROM TO BUS# CKT AC|DC PRE POST Appx. BUS # ID Project Project Impact % % JC-P7-1-JCC- AE - CARDIFF-NEWFRDM 1 DCTL 230-13 PSEG 230 kV line,227900,219100,1,CARDIFF|NEWFRDM,L:29542:29640:230,0.9939232774761447,True,114.06,98.82,692.0,,102.65,
AE2-222,2022-04-13,multiple_facility,1 CARDIFF-CEDAR 230 2 LFFB AE_P4-2 AE7 AE - AE kV line,227900,227955,1,CARDIFF|CEDAR,,0.9772916987811819,False,103.35,95.28,805.0,,66.08,
AE2-222,2022-04-13,prior_overloads,ID CONT CONT Facility FROM TO BUS# CKT AC|DC PRE POST Appx. BUS # ID Project Project Impact % % 4 LFFB AE_P4-2 AE7 AE - CEDAR-28OYSTER C,227955,206302,1,CEDAR|28OYSTER C,L:14660:26767:230,0.8746476154513131,False,128.51,113.89,564.0,,85.65,
AE2-288,2020-02-24,prior_overloads,AE1--SIEG,938390,208072,1,,,0.0,False,104.16,101.9,628.0,,16.91,PL:1A:P42:000922
AE2-301,2020-02-27,prior_overloads,PINEY13-LORETT,23212,23212,1,PINEY13|LORETT,,0.0,False,103.16,101.58,158.0,,2.48,DPL_P4
AF1-049,2020-08-31,multiple_facility,05DANV-05EDA,24262,24263,1,05DANV|05EDA,,0.0,False,107.56,87.98,402.0,,80.82,AEP_P4_#2916_05J.F
AF1-082,2020-08-27,generator_deliverability,6HATHAWAY-6NASH,313845,314591,1,6HATHAWAY|6NASH,,0.0,False,100.02,99.29,449.32,,3.39,DVP_P1-
AF1-082,2020-08-27,prior_overloads,3BTLEBR-3ROCKYMT11,31455,30422,1,3BTLEBR|3ROCKYMT11,,0.0,False,225.27,218.81,93.0,,6.31,DVP_P4-2:
AF1-083,2022-07-21,prior_overloads,2SOMERSE-2SOMERSE,34228,34228,1,2SOMERSE|2SOMERSE,,0.8449170254105036,False,110.14,106.59,115.0,,4.66,EKPC_P7
AF1-083,2022-07-21,prior_overloads,2SOMERSE-2FERGUSO,34228,32453,1,2SOMERSE|2FERGUSO,,0.0,False,121.74,117.59,105.0,,5.03,EKPC_P7
AF1-083,2022-07-21,prior_overloads,5COOPER2-5ELIHU,34271,32414,1,5COOPER2|5ELIHU,,0.0,False,111.6,108.76,277.0,,7.68,EKPC_P7
AF1-112,2020-08-27,generator_deliverability,26SHAD-AE1,20052,93838,1,,,0.0,False,100.28,99.46,160.0,,1.52,PL_P12_10061
AF1-149,2020-08-28,multiple_facility,AE2--26FAR,94119,20066,1,,,0.0,False,100.48,99.81,160.0,,1.29,PN-P2-3-PN-
AF1-149,2020-08-28,prior_overloads,26LEWIST-26REED,20051,20051,1,26LEWIST|26REED,,0.0,False,114.3,113.28,225.0,,2.32,PL_P42_1005
AF1-149,2020-08-28,prior_overloads,26LEWIST-JUNI BU2,20051,20800,1,26LEWIST|JUNI BU2,,0.0,False,126.48,125.44,624.0,,7.22,PN-P2-3-PN-
AF1-149,2020-08-28,prior_overloads,26REED-26SHADE,20051,20052,1,26REED|26SHADE,,0.0,False,108.98,107.96,225.0,,2.32,PL_P42_1005
AF1-149,2020-08-28,prior_overloads,26SHADE-AE1-071,20052,93838,1,,,0.0,False,137.43,136.0,160.0,,2.32,PL_P42_1005
AF1-149,2020-08-28,prior_overloads,01SHINGL-26LEWIST,23524,20051,1,01SHINGL|26LEWIST,,0.0,False,129.25,128.12,491.0,,5.82,Base Case
AF1-149,2020-08-28,prior_overloads,AE1-071-26ROXBUR,93838,20052,1,TAP:AE1-071|26ROXBUR,,0.0,False,177.19,175.76,160.0,,2.32,PL_P22_1005
AF1-203,2020-08-28,prior_overloads,2EDM--2KNOB,34143,34172,1,,,0.0,False,112.44,109.53,46.0,,1.57,EKPC_P4
AF1-203,2020-08-28,prior_overloads,2SOMERSE-2SOMERSE,34228,34228,1,2SOMERSE|2SOMERSE,,0.9873220505047577,False,120.16,119.06,115.0,,1.45,EKPC_P7
AF1-203,2020-08-28,prior_overloads,2SOMERSE-2FERGUSO,34228,32453,1,2SOMERSE|2FERGUSO,,0.0,False,135.01,133.49,105.0,,1.84,EKPC_P7
AF1-222,2020-08-27,multiple_facility,28LARRABEE-28VANHISV,20629,20631,1,28LARRABEE|28VANHISV,,0.0,False,106.39,97.4,869.0,,79.53,JC-P7-
AF1-222,2020-08-27,multiple_facility,28OCEANV-28LARRABE,20630,20629,1,28OCEANV|28LARRABE,L:26784:26786:230,0.8888888888888888,False,112.22,60.93,869.0,,455.72,JC-P7-
AF1-222,2020-08-27,multiple_facility,28R11RING-28R11RING,20641,20641,1,28R11RING|28R11RING,,0.0,False,100.68,88.91,999.0,,117.94,JC-P2-
AF1-222,2020-08-27,prior_overloads,28LARRABE-28SMITHBR,20629,20630,2,28LARRABE|28SMITHBR,L:26785:26786:230,0.9203922559336775,True,161.05,149.95,813.0,,105.7,JC-P2-3-JCC-
AF1-222,2020-08-27,prior_overloads,28LARRABE-28SMITHBR,20629,20630,1,28LARRABE|28SMITHBR,L:26785:26786:230,0.9203922559336775,True,160.26,149.22,817.0,,105.7,JC-P2-3-JCC-
AF1-222,2020-08-27,prior_overloads,28OYSTER-CEDAR,20630,22795,1,28OYSTER|CEDAR,L:14660:20867:230,0.8804464417779012,False,138.28,130.3,564.0,,54.02,PS_P7-
AF1-222,2020-08-27,prior_overloads,28RAR RVR-KILMER_W,20630,21833,1,28RAR RVR|KILMER_W,,0.0,False,142.43,131.56,817.0,,102.12,PS_P2-
AF1-222,2020-08-27,prior_overloads,28RED-28RAR RVR,20631,20630,1,28RED|28RAR RVR,,0.0,False,182.26,164.83,869.0,,151.97,JC-P2-3-JCC-
AF1-222,2020-08-27,prior_overloads,28WINDSO-CLRKSVLL_,20631,21975,1,28WINDSO|CLRKSVLL_,L:29505:29508:230,0.9186517857601553,True,136.74,126.48,813.0,,97.95,PS_P7-
AF1-222,2020-08-27,prior_overloads,28E-28WINDSO,20632,20631,1,,,0.0,False,114.73,105.4,869.0,,82.67,JC-P2-3-JCC-
AF1-222,2020-08-27,prior_overloads,28R11RING-28RED,20641,20631,1,28R11RING|28RED,,0.0,False,142.46,124.97,869.0,,152.36,JC-P2-3-JCC-
AF1-222,2020-08-27,prior_overloads,CLRKSVLL_-LAWRENCE,21910,21715,1,CLRKSVLL_|LAWRENCE,L:29505:29545:230,0.9939189622976463,True,119.76,110.18,869.0,,97.95,PS_P7-
AF1-238 - moved to TC1,2020-08-31,generator_deliverability,S121TAP-CNTRL,228716,228714,1,S121TAP|CNTRL,,0.0,False,109.81,64.69,107.0,,50.98,AE_P1-
AF1-238 - moved to TC1,2020-08-31,multiple_facility,MCKLTO-DELCOTA,22840,21355,1,MCKLTO|DELCOTA,L:29618:29925:230,0.8838268414389985,True,101.59,98.71,725.0,,17.47,PS_P7-
AF1-238 - moved to TC1,2020-08-31,multiple_facility,CNTRL N-SHLDLY T,22871,22850,1,CNTRL N|SHLDLY T,,0.0,False,102.29,82.9,143.0,,33.06,AE_P7-1
AF1-292,2020-08-25,generator_deliverability,6SAPONY-6CARSON,314435,314282,1,6SAPONY|6CARSON,,0.0,False,100.41,99.94,678.68,,4.03,DVP_P1-
AF1-292,2020-08-25,prior_overloads,3BTLEBR-3ROCKYMT115,31455,30422,1,3BTLEBR|3ROCKYMT115,,0.0,False,454.13,453.18,93.0,,1.09,DVP_P7
AF1-292,2020-08-25,prior_overloads,AB2-100-6LAKEVEW,92451,31458,1,TAP:AB2-100|6LAKEVEW,,0.0,False,107.67,106.1,459.0,,7.35,DVP_P4
AF1-294 - moved to TC1,2020-08-21,generator_deliverability,6BUCKIN-6BREMO,31467,31474,1,6BUCKIN|6BREMO,L:7236:7424:230,0.8563732845805531,False,101.12,99.39,571.5,,9.91,DVP_P1
AF1-294 - moved to TC1,2020-08-21,generator_deliverability,6FARMVIL-6BUCKIN,31469,31467,1,6FARMVIL|6BUCKIN,L:7424:33226:230,0.8807671940735955,False,100.39,98.62,559.3,,9.91,DVP_P1
AF1-294 - moved to TC1,2020-08-21,prior_overloads,6BREMODIS-6FORK,31386,31370,1,6BREMODIS|6FORK,,0.0,False,112.54,111.54,661.7,,6.64,DVP_P1-2:
AF1-294 - moved to TC1,2020-08-21,prior_overloads,6BUCKING-6BREMO,31467,31474,1,6BUCKING|6BREMO,L:7236:7400:230,0.8563732845805531,False,110.15,107.8,699.0,,16.53,DVP_P4-2:
AF1-294 - moved to TC1,2020-08-21,prior_overloads,6FARMVIL-6BUCKING,31469,31467,1,6FARMVIL|6BUCKING,L:7400:33226:230,0.9168995752768402,True,108.92,106.52,684.0,,16.53,DVP_P4-2:
AF1-294 - moved to TC1,2020-08-21,prior_overloads,3KERR-3GW KING,31470,30410,1,3KERR|3GW KING,,0.0,False,120.73,118.63,199.0,,4.95,DVP_P4-6:
AF1-294 - moved to TC1,2020-08-21,prior_overloads,6BREMO-6BREMODIS,31474,31386,1,6BREMO|6BREMODIS,,0.0,False,114.84,113.83,661.7,,6.64,DVP_P1-2:
AF1-311,2020-08-28,multiple_facility,MILT 230-SUNB 230,208034,208109,1,,,0.0,False,102.21,95.77,730.0,,47.73,PL_P42_000488
AF1-311,2020-08-28,multiple_facility,MONT 230-MILT 230,208040,208034,1,,,0.0,False,101.45,96.5,801.0,,40.29,PL_P71_101343
AF1-311,2020-08-28,prior_overloads,MILT 230-SUNB 230,208034,208109,1,,,0.0,False,107.95,102.55,730.0,,40.29,PL_P71_1
AF1-311,2020-08-28,prior_overloads,AE1- 230-SIEG 230,938390,208072,1,,,0.0,False,109.48,107.58,628.0,,13.9,PJM500_P
AF2-010 - moved to TC1,2021-03-02,generator_deliverability,AF2-010-26UNION,95716,20057,1,TAP:AF2-010|26UNION,,0.86,False,106.82,82.03,120.0,,32.41,PN-
AF2-010 - moved to TC1,2021-03-02,prior_overloads,26HOMER-26SHELOCT,20076,20079,1,26HOMER|26SHELOCT,,0.0,False,158.91,158.04,917.0,,9.6,PN_P
AF2-010 - moved to TC1,2021-03-02,prior_overloads,26SHELOCT-26KEYSTON,20079,20081,1,26SHELOCT|26KEYSTON,,0.0,False,154.49,153.48,917.0,,10.68,PN_P
AF2-010 - moved to TC1,2021-03-02,prior_overloads,01KARNSC-01BUTLER,23519,23515,1,01KARNSC|01BUTLER,,0.0,False,202.88,199.56,179.0,,6.99,ATSI-
AF2-010 - moved to TC1,2021-03-02,prior_overloads,01KISSNG-01KARNSC,23520,23519,1,01KISSNG|01KARNSC,,0.0,False,123.45,121.78,268.0,,4.63,ATSI-
AF2-010 - moved to TC1,2021-03-02,prior_overloads,01COLMBG-01KISKIV,23524,23520,1,01COLMBG|01KISKIV,,0.0,False,165.34,162.34,151.0,,5.34,ATSI-
AF2-010 - moved to TC1,2021-03-02,prior_overloads,01GAR RN-01COLMBG,23528,23524,1,01GAR RN|01COLMBG,,0.0,False,172.88,169.88,151.0,,5.34,ATSI-
AF2-010 - moved to TC1,2021-03-02,prior_overloads,AE2-344-26VENGO JT,94315,20057,1,TAP:AE2-344|26VENGO JT,,0.0,False,124.48,122.92,179.0,,4.03,ATSI-
AF2-037 - moved to TC1,2021-02-19,prior_overloads,8NO-8LADYSMIT,31491,31491,1,,,0.0,False,105.65,105.19,3938.0,,46.29,DVP_P4
AF2-037 - moved to TC1,2021-02-19,prior_overloads,8NO-8SPOTSYL,31491,31493,1,,,0.0,False,103.45,103.15,3938.0,,39.93,DVP_P4
AF2-037 - moved to TC1,2021-02-19,prior_overloads,8SPOTSY-8MORRSVL,31493,31491,1,8SPOTSY|8MORRSVL,L:33146:33169:500,0.8415782533068721,False,109.84,109.52,3938.0,,39.47,DVP_P4
AF2-037 - moved to TC1,2021-02-19,prior_overloads,AF2-037-6NO ANNA,95743,31423,1,,,0.0,False,118.55,111.53,749.18,,56.18,DVP_P1
AF2-054,2021-02-24,prior_overloads,AF1--3HAYES8,94536,31417,1,,,0.0,False,104.7,102.03,208.0,,5.73,DVP_P2-2:
AF2-107,2021-02-25,generator_deliverability,6FORK-AF2,31370,96106,1,,,0.0,False,100.71,99.82,661.76000976,,6.06,DVP_P1-
AF2-107,2021-02-25,prior_overloads,6FORK-AF2-397,31370,96106,1,,,0.0,False,105.41,104.29,809.0,,9.38,DVP_P4
AF2-107,2021-02-25,prior_overloads,6MTEAGL-6CHARLVL,31476,31474,1,6MTEAGL|6CHARLVL,,0.0,False,101.14,100.02,809.0,,9.38,DVP_P4
AF2-107,2021-02-25,prior_overloads,AF2-397-6MTEAGL,96106,31476,1,TAP:AF2-397|6MTEAGL,,0.0,False,104.64,103.52,809.0,,9.38,DVP_P4
AF2-115 - moved to TC1,2021-03-02,prior_overloads,6BUCKIN-6BREMO,31467,31474,1,6BUCKIN|6BREMO,L:7236:7424:230,0.8563732845805531,False,127.68,126.35,699.0,,10.08,DVP_P4-
AF2-115 - moved to TC1,2021-03-02,prior_overloads,6FARMVI-6BUCKIN,31469,31467,1,6FARMVI|6BUCKIN,L:7424:33226:230,0.8775829664613706,False,126.8,125.45,684.0,,10.08,DVP_P4-
AF2-115 - moved to TC1,2021-03-02,prior_overloads,3KERR-3GW,31470,30410,1,,,0.0,False,121.06,119.81,199.0,,3.02,DVP_P4-
