project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q15-0430,2015-11-24,Q15-0430,196.4,,25.0,25,25,60343000.0,269.0,,C
Q13-0300,2016-01-01,Q13-0300,171.9,,8.0,8,8,69481000.0,,,A
Q14-0331,2015-12-30,Q14-0331,79.3,,,0,0,0.0,,,B
Q14-0373,2015-12-16,Q14-0373,70.1,,6.0,6,6,1236000.0,211.0,,A
Q14-0382,2015-12-25,Q14-0382,115.2,,14.0,14,13,8269000.0,,,B
Q14-0390,2015-12-28,Q14-0390,140.6,,13.0,13,12,2968000.0,,,B
Q14-0302,2016-01-31,Q14-0302,105.6,,,0,0,0.0,,,C
Q14-0322,2016-01-16,Q14-0322,869.7,,4.0,4,4,22185000.0,,,A
Q14-0335,2016-01-31,Q14-0335,295.7,,10.0,10,10,56265000.0,171.0,,A
Q14-0346,2016-01-31,Q14-0346,112.0,,9.0,9,9,3052000.0,,,A
Q14-0347,2016-01-23,Q14-0347,356.2,,,0,0,0.0,,,B
Q14-0350,2016-01-16,Q14-0350,45.7,,,0,0,0.0,183.0,,A
Q14-0395,2016-01-27,Q14-0395,216.7,,10.0,10,8,11451000.0,,,A
Q14-0416,2016-01-18,Q14-0416,88.8,,2.0,2,2,388000.0,,,C
Q14-0304,2016-02-25,Q14-0304,169.5,,8.0,8,8,7832000.0,,,C
Q14-0339,2016-02-20,Q14-0339,135.6,,9.0,9,8,34812000.0,171.0,,A
Q14-0352,2016-02-24,Q14-0352,166.2,,9.0,9,9,60654000.0,,,A
Q14-0353,2016-03-03,Q14-0353,265.5,,8.0,8,7,10430000.0,182.0,,A
Q14-0367,2016-02-26,Q14-0367,295.1,,25.0,25,25,11806000.0,195.0,,A
Q14-0385,2016-02-18,Q14-0385,297.1,,13.0,13,8,24378000.0,,,B
Q14-0405,2016-02-20,Q14-0405,75.4,,,0,0,0.0,227.0,,C
Q14-0406,2016-02-18,Q14-0406,187.9,,,0,0,0.0,228.0,,B
Q15-0426,2016-02-27,Q15-0426,304.0,,15.0,15,14,5981000.0,,,C
Q15-0429,2016-03-04,Q15-0429,1500.0,,25.0,25,22,418637000.0,,,B
Q15-0440,2016-03-03,Q15-0440,91.5,,7.0,7,7,31176000.0,259.0,,C
Q15-0447,2016-02-22,Q15-0447,81.6,,,0,0,0.0,263.0,,B
Q15-0452,2016-02-22,Q15-0452,263.0,,3.0,3,3,17112000.0,270.0,,B
Q14-0324,2016-04-01,Q14-0324,61.3,,8.0,8,8,30138000.0,,,B
Q14-0351,2016-04-03,Q14-0351,186.5,,,0,0,0.0,177.0,,A
Q14-0358,2016-03-28,Q14-0358,502.0,,,0,0,0.0,,,B
Q15-0424,2016-03-16,Q15-0424,118.2,,6.0,6,6,3317000.0,,,C
Q15-0432,2016-04-01,Q15-0432,128.3,,5.0,5,4,11032000.0,249.0,,C
Q14-0326,2016-04-29,Q14-0326,79.3,,8.0,8,3,3545000.0,,,C
Q14-0342,2016-04-23,Q14-0342,689.3,,,0,0,0.0,,,A
Q14-0364,2016-04-18,Q14-0364,78.4,,,0,0,0.0,183.0,,A
Q14-0383,2016-05-04,Q14-0383,129.8,,,0,0,0.0,201.0,,A
Q14-0389,2016-04-18,Q14-0389,27.6,,,0,0,0.0,204.0,,A
Q14-0407,2016-05-03,Q14-0407,273.3,,8.0,8,8,47729000.0,,,B
Q14-0411,2016-04-20,Q14-0411,338.7,,17.0,17,15,54132000.0,222.0,,C
Q15-0446,2016-04-23,Q15-0446,190.7,,,0,0,0.0,252.0,,A
Q15-0450,2016-04-28,Q15-0450,115.5,,16.0,16,16,15149000.0,,,A
Q15-0462,2016-04-25,Q15-0462,73.7,,25.0,25,24,16047000.0,,,A
Q15-0475,2016-04-19,Q15-0475,133.4,,25.0,25,25,31510000.0,279.0,,A
Q14-0360,2016-05-21,Q14-0360,13.4,,1.0,1,1,14000.0,175.0,,C
Q14-0381,2016-06-02,Q14-0381,82.2,,3.0,3,3,1376000.0,,,A
Q14-0397,2016-05-23,Q14-0397,750.6,,25.0,25,24,88564000.0,,,C
Q14-0402,2016-05-31,Q14-0402,223.7,,5.0,5,5,13989000.0,208.0,,A
Q15-0473,2016-05-21,Q15-0473,491.4,,25.0,25,25,120377000.0,,,A
Q15-0479,2016-05-21,Q15-0479,75.1,,25.0,25,25,5435000.0,276.0,,A
Q14-0337,2016-06-20,Q14-0337,582.4,,25.0,25,25,92067000.0,154.0,,C
Q14-0343,2016-06-19,Q14-0343,130.4,,25.0,25,25,39723000.0,159.0,,C
Q14-0348,2016-06-30,Q14-0348,1075.8,,22.0,22,22,124630000.0,,,A
Q14-0361,2016-06-25,Q14-0361,169.6,,25.0,25,25,78363000.0,173.0,,A
Q14-0386,2016-06-24,Q14-0386,153.1,,,0,0,0.0,,,A
Q14-0410,2016-07-01,Q14-0410,210.6,,8.0,8,8,8491000.0,211.0,,B
Q15-0422,2016-06-25,Q15-0422,869.2,,25.0,25,24,90116000.0,,,B
Q15-0428,2016-06-15,Q15-0428,122.2,,17.0,17,16,13465000.0,,,B
Q15-0474,2016-06-23,Q15-0474,119.2,,,0,0,0.0,265.0,,C
Q15-0484,2016-06-24,Q15-0484,212.8,,6.0,6,6,3491000.0,275.0,,A
Q15-0502,2016-06-18,Q15-0502,262.1,,43.0,43,42,102834000.0,,,C
Q14-0368,2016-07-29,Q14-0368,78.0,,,0,0,0.0,172.0,,C
Q14-0371,2016-07-26,Q14-0371,173.5,,22.0,22,21,33215000.0,175.0,,A
Q14-0398,2016-07-26,Q14-0398,252.1,,25.0,25,25,164091000.0,193.0,,C
Q14-0399,2016-07-18,Q14-0399,223.6,,6.0,6,5,5371000.0,,,A
Q15-0483,2016-07-21,Q15-0483,70.7,,18.0,18,18,3874000.0,266.0,,A
Q15-0488,2016-07-20,Q15-0488,303.4,,19.0,19,19,91634000.0,,,B
Q14-0365,2016-09-03,Q14-0365,306.3,,5.0,5,5,26409000.0,163.0,,C
Q14-0372,2016-08-18,Q14-0372,74.7,,6.0,6,6,14118000.0,170.0,,C
Q14-0376,2016-08-30,Q14-0376,1500.0,,25.0,25,25,161098000.0,,,A
Q14-0393,2016-08-26,Q14-0393,336.7,,1.0,1,1,428000.0,183.0,,C
Q15-0425,2016-08-26,Q15-0425,1083.8,,13.0,13,13,152956000.0,211.0,,B
Q15-0427,2016-08-26,Q15-0427,83.6,,16.0,16,14,39439000.0,213.0,,A
Q15-0436,2016-08-21,Q15-0436,147.5,,3.0,3,3,1065000.0,,,C
Q15-0448,2016-08-31,Q15-0448,125.6,,20.0,20,20,52330000.0,230.0,,B
Q15-0477,2016-08-16,Q15-0477,268.3,,21.0,21,21,60501000.0,,,A
Q15-0490,2016-08-24,Q15-0490,232.0,,37.0,37,37,41391000.0,,,B
Q15-0506,2016-08-15,Q15-0506,174.6,,22.0,22,22,35222000.0,282.0,,A
Q15-0517,2016-08-19,Q15-0517,143.4,,18.0,18,17,26822000.0,,,A
Q14-0403,2016-09-30,Q14-0403,108.8,,14.0,14,14,3025000.0,,,A
Q15-0421,2016-09-24,Q15-0421,81.1,,1.0,1,1,227000.0,,,A
Q15-0454,2016-10-01,Q15-0454,334.6,,25.0,25,25,21108000.0,,,C
Q15-0466,2016-09-30,Q15-0466,150.9,,5.0,5,5,41549000.0,234.0,,A
Q15-0540,2016-10-04,Q15-0540,184.8,,15.0,15,15,47894000.0,300.0,,A
Q14-0400,2016-10-23,Q14-0400,560.3,,7.0,7,4,28827000.0,,,C
Q15-0439,2016-11-02,Q15-0439,213.3,,4.0,4,4,9463000.0,201.0,,A
Q15-0485,2016-10-22,Q15-0485,447.0,,25.0,25,23,25009000.0,,,C
Q15-0489,2016-10-25,Q15-0489,105.9,,22.0,22,22,104221000.0,,,A
Q15-0528,2016-10-23,Q15-0528,1057.6,,8.0,8,8,37519000.0,278.0,,C
Q14-0419,2016-11-29,Q14-0419,324.1,,22.0,22,22,36943000.0,180.0,,A
Q15-0431,2016-12-02,Q15-0431,193.1,,6.0,6,6,3871000.0,188.0,,A
Q15-0435,2016-12-01,Q15-0435,422.2,,25.0,25,25,85487000.0,193.0,,C
Q15-0476,2016-12-03,Q15-0476,73.6,,8.0,8,8,15836000.0,,,C
Q15-0478,2016-11-18,Q15-0478,1359.8,,25.0,25,25,202834000.0,227.0,,A
Q15-0487,2016-11-22,Q15-0487,82.1,,25.0,25,25,49491000.0,,,A
Q15-0494,2016-11-17,Q15-0494,260.0,,25.0,25,24,29277000.0,241.0,,A
Q15-0513,2016-11-23,Q15-0513,84.8,,25.0,25,24,23418000.0,260.0,,A
Q15-0535,2016-11-26,Q15-0535,187.0,,11.0,11,11,21254000.0,,,A
Q14-0401,2017-01-01,Q14-0401,327.0,,3.0,3,3,4679000.0,158.0,,A
Q14-0412,2017-01-02,Q14-0412,151.2,,1.0,1,1,1761000.0,167.0,,C
Q14-0413,2016-12-19,Q14-0413,164.9,,25.0,25,25,11252000.0,,,A
Q14-0414,2016-12-27,Q14-0414,600.0,,25.0,25,25,228705000.0,167.0,,A
Q14-0417,2016-12-21,Q14-0417,1500.0,,16.0,16,13,28461000.0,,,A
Q15-0433,2016-12-23,Q15-0433,104.1,,1.0,1,1,401000.0,185.0,,A
Q15-0442,2017-01-03,Q15-0442,90.9,,1.0,1,1,386000.0,190.0,,C
Q15-0451,2016-12-16,Q15-0451,78.9,,1.0,1,1,2906000.0,197.0,,C
Q15-0453,2016-12-30,Q15-0453,93.3,,9.0,9,8,3426000.0,,,A
Q15-0458,2016-12-20,Q15-0458,108.7,,,0,0,0.0,202.0,,A
Q15-0470,2016-12-20,Q15-0470,922.5,,3.0,3,3,6682000.0,,,C
Q15-0471,2016-12-25,Q15-0471,353.3,,6.0,6,4,14365000.0,,,A
Q15-0498,2016-12-19,Q15-0498,839.7,,25.0,25,25,127847000.0,,,C
Q15-0499,2016-12-18,Q15-0499,140.9,,,0,0,0.0,236.0,,A
Q15-0530,2017-01-01,Q15-0530,258.5,,5.0,5,5,7202000.0,,,A
Q15-0560,2016-12-17,Q15-0560,187.1,,22.0,22,21,60179000.0,,,C
Q16-0562,2016-12-31,Q16-0562,287.0,,25.0,25,25,119368000.0,291.0,,A
Q16-0570,2016-12-22,Q16-0570,97.3,,10.0,10,10,32700000.0,,,A
Q16-0571,2017-01-03,Q16-0571,188.9,,5.0,5,5,9460000.0,299.0,,B
Q16-0583,2016-12-20,Q16-0583,169.4,,25.0,25,25,13201000.0,,,A
Q14-0409,2017-02-01,Q14-0409,234.5,,25.0,25,25,8222000.0,,,A
Q14-0415,2017-01-28,Q14-0415,71.0,,,0,0,0.0,,,A
Q14-0420,2017-01-17,Q14-0420,1500.0,,25.0,25,25,245771000.0,165.0,,A
Q15-0464,2017-01-21,Q15-0464,82.0,,5.0,5,5,2357000.0,,,A
Q15-0481,2017-01-25,Q15-0481,69.4,,4.0,4,4,12880000.0,209.0,,A
Q15-0511,2017-01-22,Q15-0511,75.0,,25.0,25,25,5320000.0,,,C
Q15-0536,2017-01-24,Q15-0536,238.4,,,0,0,0.0,259.0,,C
Q15-0538,2017-01-29,Q15-0538,69.5,,25.0,25,25,15231000.0,,,B
Q15-0553,2017-02-02,Q15-0553,81.5,,7.0,7,7,1891000.0,,,A
Q15-0555,2017-01-30,Q15-0555,222.3,,25.0,25,25,37425000.0,273.0,,A
Q16-0579,2017-01-24,Q16-0579,79.3,,3.0,3,3,792000.0,,,C
Q15-0445,2017-03-04,Q15-0445,254.6,,10.0,10,7,5927000.0,,,A
Q15-0463,2017-02-19,Q15-0463,1056.2,,,0,0,0.0,,,C
Q15-0493,2017-02-19,Q15-0493,323.2,,13.0,13,13,56497000.0,212.0,,A
Q15-0501,2017-02-15,Q15-0501,118.9,,10.0,10,8,8185000.0,220.0,,C
Q15-0509,2017-02-18,Q15-0509,185.0,,,0,0,0.0,,,B
Q15-0516,2017-03-05,Q15-0516,91.6,,8.0,8,8,8336000.0,,,C
Q15-0519,2017-02-27,Q15-0519,400.6,,25.0,25,24,116694000.0,236.0,,A
Q15-0524,2017-02-19,Q15-0524,1500.0,,25.0,25,25,153797000.0,,,B
Q16-0586,2017-03-03,Q16-0586,64.9,,14.0,14,12,3667000.0,295.0,,A
Q15-0434,2017-04-03,Q15-0434,374.5,,13.0,13,13,34201000.0,162.0,,B
Q15-0460,2017-03-25,Q15-0460,354.8,,25.0,25,25,64247000.0,179.0,,C
Q15-0468,2017-04-02,Q15-0468,124.1,,9.0,9,9,3157000.0,185.0,,A
Q15-0469,2017-03-19,Q15-0469,224.1,,,0,0,0.0,,,A
Q15-0529,2017-03-18,Q15-0529,98.6,,1.0,1,1,498000.0,237.0,,C
Q16-0567,2017-03-15,Q16-0567,55.4,,25.0,25,25,16220000.0,270.0,,A
Q16-0568,2017-03-20,Q16-0568,1028.6,,19.0,19,19,33381000.0,,,A
Q16-0580,2017-04-02,Q16-0580,63.8,,3.0,3,3,375000.0,,,A
Q16-0585,2017-03-28,Q16-0585,72.4,,,0,0,0.0,286.0,,A
Q16-0609,2017-03-28,Q16-0609,97.2,,16.0,16,16,26137000.0,,,A
Q16-0614,2017-03-16,Q16-0614,58.8,,13.0,13,13,14409000.0,,,A
Q15-0441,2017-04-16,Q15-0441,52.6,,1.0,1,1,265000.0,,,A
Q15-0443,2017-05-02,Q15-0443,135.5,,6.0,6,6,5046000.0,159.0,,A
Q15-0449,2017-04-30,Q15-0449,680.3,,21.0,21,17,155292000.0,,,A
Q15-0455,2017-04-23,Q15-0455,230.4,,14.0,14,12,13126000.0,167.0,,A
Q15-0456,2017-05-01,Q15-0456,133.6,,,0,0,0.0,,,C
Q15-0467,2017-04-27,Q15-0467,210.4,,,0,0,0.0,176.0,,C
Q15-0492,2017-05-02,Q15-0492,142.4,,32.0,32,32,189266000.0,,,C
Q15-0500,2017-04-22,Q15-0500,196.7,,1.0,1,1,5078000.0,203.0,,C
Q15-0510,2017-04-20,Q15-0510,734.4,,25.0,25,25,227847000.0,,,C
Q15-0512,2017-04-25,Q15-0512,190.3,,7.0,7,7,32889000.0,,,A
Q15-0523,2017-04-23,Q15-0523,566.0,,14.0,14,14,51784000.0,,,A
Q15-0543,2017-04-29,Q15-0543,343.7,,25.0,25,25,44530000.0,239.0,,C
Q15-0550,2017-04-17,Q15-0550,363.5,,17.0,17,17,16740000.0,,,A
Q15-0558,2017-04-20,Q15-0558,176.1,,25.0,25,25,12329000.0,252.0,,A
Q16-0563,2017-04-20,Q16-0563,217.2,,14.0,14,12,15145000.0,,,C
Q16-0565,2017-04-24,Q16-0565,44.2,,25.0,25,25,4180000.0,258.0,,A
Q16-0591,2017-04-19,Q16-0591,452.8,,8.0,8,8,51327000.0,,,A
Q15-0461,2017-05-29,Q15-0461,161.9,,,0,0,0.0,164.0,,C
Q15-0496,2017-05-19,Q15-0496,88.2,,,0,0,0.0,,,C
Q15-0497,2017-05-16,Q15-0497,401.8,,10.0,10,10,47588000.0,193.0,,A
Q16-0577,2017-05-19,Q16-0577,154.0,,23.0,23,23,66188000.0,,,A
Q16-0623,2017-06-03,Q16-0623,211.5,,1.0,1,1,5209000.0,,,A
Q16-0631,2017-05-15,Q16-0631,52.8,,11.0,11,11,16409000.0,,,A
Q16-0638,2017-05-26,Q16-0638,151.7,,25.0,25,18,9537000.0,,,A
Q15-0482,2017-06-26,Q15-0482,139.4,,20.0,20,20,47620000.0,173.0,,C
Q15-0548,2017-06-21,Q15-0548,192.8,,11.0,11,11,7329000.0,,,C
Q16-0578,2017-06-15,Q16-0578,250.6,,2.0,2,2,11942000.0,,,B
Q16-0581,2017-06-19,Q16-0581,91.5,,21.0,21,21,14666000.0,253.0,,C
Q16-0582,2017-06-15,Q16-0582,146.6,,1.0,1,1,344000.0,254.0,,A
Q16-0651,2017-06-16,Q16-0651,159.3,,34.0,34,34,108030000.0,,,B
Q16-0653,2017-06-29,Q16-0653,92.8,,18.0,18,18,33228000.0,317.0,,A
Q16-0661,2017-06-25,Q16-0661,74.1,,25.0,25,25,9210000.0,,,A
Q15-0503,2017-07-18,Q15-0503,1009.0,,16.0,16,16,143461000.0,,,C
Q15-0504,2017-07-20,Q15-0504,240.2,,22.0,22,20,20511000.0,183.0,,C
Q15-0507,2017-07-16,Q15-0507,152.3,,6.0,6,6,6323000.0,187.0,,A
Q15-0527,2017-07-27,Q15-0527,182.9,,1.0,1,1,438000.0,203.0,,C
Q15-0532,2017-07-17,Q15-0532,59.0,,,0,0,0.0,,,C
Q15-0534,2017-07-19,Q15-0534,100.7,,3.0,3,3,1111000.0,210.0,,A
Q15-0544,2017-07-19,Q15-0544,126.3,,16.0,16,16,8711000.0,,,C
Q16-0575,2017-07-15,Q16-0575,278.8,,7.0,7,7,74801000.0,240.0,,A
Q16-0593,2017-07-16,Q16-0593,150.0,,19.0,19,14,7749000.0,,,C
Q16-0603,2017-07-28,Q16-0603,377.1,,17.0,17,17,113728000.0,,,C
Q16-0604,2017-07-22,Q16-0604,78.9,,1.0,1,1,56000.0,,,A
Q16-0624,2017-07-25,Q16-0624,161.7,,1.0,1,1,1285000.0,,,A
Q16-0643,2017-07-21,Q16-0643,1500.0,,25.0,25,25,115074000.0,,,A
Q16-0657,2017-08-02,Q16-0657,381.4,,1.0,1,1,638000.0,,,A
Q16-0660,2017-07-25,Q16-0660,137.6,,,0,0,0.0,,,A
Q15-0486,2017-08-28,Q15-0486,188.9,,5.0,5,4,7180000.0,162.0,,A
Q15-0505,2017-08-24,Q15-0505,74.2,,,0,0,0.0,177.0,,A
Q15-0508,2017-08-20,Q15-0508,327.2,,25.0,25,25,13136000.0,,,A
Q15-0551,2017-09-02,Q15-0551,285.4,,21.0,21,21,149616000.0,,,A
Q15-0552,2017-09-01,Q15-0552,137.5,,24.0,24,24,178001000.0,,,A
Q15-0557,2017-08-25,Q15-0557,986.3,,25.0,25,25,54055000.0,,,A
Q16-0564,2017-09-01,Q16-0564,126.3,,4.0,4,4,30615000.0,,,B
Q16-0598,2017-08-17,Q16-0598,98.5,,,0,0,0.0,251.0,,A
Q16-0649,2017-08-29,Q16-0649,132.0,,15.0,15,14,18892000.0,296.0,,C
Q16-0658,2017-08-23,Q16-0658,26.7,,15.0,15,14,26829000.0,304.0,,C
Q16-0666,2017-08-26,Q16-0666,80.1,,2.0,2,1,131000.0,313.0,,A
Q16-0681,2017-08-24,Q16-0681,536.7,,25.0,25,25,125395000.0,,,B
Q15-0495,2017-09-19,Q15-0495,62.0,,,0,0,0.0,161.0,,A
Q15-0520,2017-09-30,Q15-0520,1110.7,,8.0,8,8,89525000.0,,,C
Q15-0521,2017-10-03,Q15-0521,164.1,,3.0,3,3,12995000.0,,,A
Q16-0600,2017-09-29,Q16-0600,104.2,,44.0,44,44,152150000.0,246.0,,B
Q16-0605,2017-09-23,Q16-0605,1500.0,,11.0,11,10,98370000.0,,,A
Q16-0620,2017-09-25,Q16-0620,301.2,,25.0,25,25,9625000.0,,,C
Q16-0621,2017-09-29,Q16-0621,284.2,,4.0,4,4,11101000.0,,,B
Q16-0655,2017-09-25,Q16-0655,237.9,,14.0,14,11,49020000.0,293.0,,C
Q16-0662,2017-10-04,Q16-0662,128.9,,,0,0,0.0,301.0,,B
Q16-0682,2017-09-25,Q16-0682,176.7,,,0,0,0.0,,,A
Q16-0683,2017-09-16,Q16-0683,164.1,,2.0,2,1,8987000.0,,,A
Q16-0698,2017-09-29,Q16-0698,88.4,,8.0,8,8,1030000.0,,,B
Q16-0702,2017-09-20,Q16-0702,10.4,,36.0,36,36,79872000.0,,,A
Q15-0514,2017-10-27,Q15-0514,218.7,,6.0,6,5,8097000.0,171.0,,A
Q15-0525,2017-10-19,Q15-0525,413.7,,21.0,21,21,110747000.0,,,A
Q15-0533,2017-10-27,Q15-0533,334.3,,,0,0,0.0,,,A
Q16-0587,2017-10-25,Q16-0587,103.4,,2.0,2,2,397000.0,,,C
Q16-0594,2017-10-16,Q16-0594,268.5,,2.0,2,1,992000.0,,,A
Q16-0612,2017-11-02,Q16-0612,1190.6,,,0,0,0.0,,,A
Q16-0627,2017-10-24,Q16-0627,56.2,,9.0,9,9,4769000.0,259.0,,B
Q16-0629,2017-10-16,Q16-0629,65.8,,,0,0,0.0,,,C
Q16-0633,2017-10-17,Q16-0633,191.8,,6.0,6,5,5989000.0,265.0,,A
Q16-0665,2017-10-21,Q16-0665,69.8,,13.0,13,13,4802000.0,,,A
Q16-0668,2017-10-17,Q16-0668,241.8,,,0,0,0.0,297.0,,A
Q16-0675,2017-10-30,Q16-0675,35.7,,35.0,35,35,2234000.0,,,C
Q16-0691,2017-10-21,Q16-0691,668.2,,6.0,6,6,29451000.0,,,A
Q16-0706,2017-10-31,Q16-0706,122.9,,,0,0,0.0,333.0,,C
Q16-0707,2017-10-26,Q16-0707,205.0,,10.0,10,10,29053000.0,,,C
Q15-0526,2017-11-27,Q15-0526,126.3,,2.0,2,2,4741000.0,,,A
Q15-0531,2017-11-15,Q15-0531,157.8,,6.0,6,6,27136000.0,177.0,,C
Q15-0542,2017-12-02,Q15-0542,262.4,,13.0,13,10,22914000.0,185.0,,C
Q15-0545,2017-11-27,Q15-0545,1034.2,,15.0,15,15,189511000.0,,,A
Q16-0566,2017-11-23,Q16-0566,155.4,,1.0,1,1,924000.0,203.0,,B
Q16-0601,2017-11-30,Q16-0601,143.1,,,0,0,0.0,,,C
Q16-0641,2017-11-29,Q16-0641,318.6,,,0,0,0.0,266.0,,C
Q16-0671,2017-11-16,Q16-0671,60.0,,15.0,15,14,1332000.0,294.0,,B
Q15-0546,2017-12-22,Q15-0546,475.6,,6.0,6,6,51533000.0,181.0,,C
Q16-0572,2017-12-20,Q16-0572,92.8,,,0,0,0.0,,,A
Q16-0574,2017-12-20,Q16-0574,302.0,,17.0,17,17,30310000.0,200.0,,A
Q16-0596,2017-12-26,Q16-0596,46.9,,8.0,8,8,31850000.0,,,B
Q16-0616,2017-12-21,Q16-0616,92.7,,,0,0,0.0,,,C
Q16-0619,2018-01-02,Q16-0619,703.7,,20.0,20,15,29651000.0,,,A
Q16-0635,2017-12-20,Q16-0635,187.4,,7.0,7,7,9553000.0,252.0,,A
Q16-0687,2017-12-28,Q16-0687,384.9,,2.0,2,2,1027000.0,299.0,,A
Q16-0689,2017-12-27,Q16-0689,91.9,,,0,0,0.0,,,C
Q16-0710,2017-12-17,Q16-0710,70.6,,1.0,1,1,63000.0,322.0,,B
Q17-0725,2018-01-02,Q17-0725,206.5,,25.0,25,25,118371000.0,,,C
Q17-0726,2017-12-20,Q17-0726,88.7,,6.0,6,5,3818000.0,,,A
Q17-0741,2017-12-21,Q17-0741,247.3,,9.0,9,9,35678000.0,,,B
Q15-0554,2018-02-02,Q15-0554,109.0,,22.0,22,22,133063000.0,,,A
Q16-0592,2018-01-30,Q16-0592,105.7,,,0,0,0.0,207.0,,A
Q16-0597,2018-01-26,Q16-0597,87.5,,1.0,1,1,150000.0,,,A
Q16-0599,2018-01-18,Q16-0599,40.0,,1.0,1,1,71000.0,213.0,,C
Q16-0602,2018-01-18,Q16-0602,904.9,,11.0,11,11,85887000.0,,,A
Q16-0610,2018-01-18,Q16-0610,184.1,,4.0,4,4,9077000.0,,,A
Q16-0628,2018-01-22,Q16-0628,713.5,,17.0,17,17,37596000.0,,,B
Q16-0645,2018-01-31,Q16-0645,135.5,,9.0,9,9,25006000.0,,,A
Q16-0654,2018-01-25,Q16-0654,107.8,,9.0,9,9,9934000.0,,,A
Q16-0667,2018-01-21,Q16-0667,200.1,,18.0,18,18,23759000.0,272.0,,A
Q16-0688,2018-01-29,Q16-0688,576.9,,5.0,5,5,19261000.0,,,A
Q16-0693,2018-02-01,Q16-0693,274.6,,15.0,15,15,35359000.0,296.0,,A
Q17-0763,2018-01-31,Q17-0763,184.2,,13.0,13,13,20991000.0,364.0,,A
Q15-0559,2018-02-17,Q15-0559,73.0,,20.0,20,20,16242000.0,,,A
Q16-0576,2018-02-21,Q16-0576,56.2,,,0,0,0.0,,,C
Q16-0634,2018-03-01,Q16-0634,125.2,,5.0,5,5,4030000.0,,,A
Q16-0636,2018-03-04,Q16-0636,298.4,,29.0,29,29,77909000.0,237.0,,C
Q16-0673,2018-02-15,Q16-0673,211.6,,3.0,3,3,795000.0,,,A
Q16-0674,2018-03-04,Q16-0674,218.2,,5.0,5,5,1949000.0,,,A
Q16-0697,2018-03-06,Q16-0697,62.2,,19.0,19,19,106648000.0,293.0,,B
Q16-0715,2018-02-23,Q16-0715,891.8,,25.0,25,25,144998000.0,,,A
Q17-0735,2018-03-05,Q17-0735,102.9,,22.0,22,22,108764000.0,328.0,,C
Q16-0584,2018-03-28,Q16-0584,356.8,,7.0,7,7,6479000.0,184.0,,C
Q16-0588,2018-03-22,Q16-0588,60.0,,4.0,4,4,29993000.0,188.0,,B
Q16-0650,2018-03-24,Q16-0650,110.5,,2.0,2,2,1592000.0,238.0,,C
Q16-0659,2018-03-18,Q16-0659,122.5,,1.0,1,1,614000.0,,,C
Q16-0664,2018-03-22,Q16-0664,514.1,,2.0,2,2,493000.0,,,A
Q16-0686,2018-03-28,Q16-0686,121.5,,6.0,6,6,23446000.0,,,A
Q16-0694,2018-04-02,Q16-0694,114.3,,9.0,9,9,4664000.0,279.0,,C
Q16-0696,2018-03-29,Q16-0696,828.3,,21.0,21,21,38859000.0,,,C
Q16-0714,2018-03-27,Q16-0714,66.7,,15.0,15,15,2898000.0,299.0,,C
Q16-0717,2018-04-02,Q16-0717,192.8,,,0,0,0.0,,,A
Q17-0742,2018-04-02,Q17-0742,91.7,,6.0,6,6,1169000.0,,,C
Q17-0754,2018-03-16,Q17-0754,269.8,,9.0,9,9,58151000.0,337.0,,B
Q17-0761,2018-03-17,Q17-0761,253.7,,8.0,8,8,33468000.0,343.0,,C
Q17-0781,2018-03-28,Q17-0781,146.7,,25.0,25,25,13217000.0,361.0,,A
Q16-0589,2018-04-19,Q16-0589,161.2,,2.0,2,2,1720000.0,180.0,,A
Q16-0615,2018-04-16,Q16-0615,158.6,,,0,0,0.0,,,A
Q16-0617,2018-04-17,Q16-0617,278.8,,5.0,5,5,17426000.0,,,C
Q16-0618,2018-04-15,Q16-0618,154.9,,21.0,21,21,76637000.0,,,A
Q16-0626,2018-04-30,Q16-0626,221.6,,6.0,6,6,1783000.0,209.0,,B
Q16-0642,2018-04-28,Q16-0642,414.7,,3.0,3,3,6673000.0,,,A
Q16-0648,2018-05-03,Q16-0648,469.5,,11.0,11,11,29871000.0,,,C
Q16-0656,2018-04-20,Q16-0656,191.6,,3.0,3,3,2389000.0,237.0,,A
Q16-0676,2018-04-21,Q16-0676,144.1,,10.0,10,10,20228000.0,,,A
Q16-0704,2018-04-30,Q16-0704,92.8,,2.0,2,2,26610000.0,,,A
Q16-0716,2018-04-25,Q16-0716,138.6,,7.0,7,7,2540000.0,291.0,,A
Q17-0788,2018-04-17,Q17-0788,71.6,,25.0,25,25,147523000.0,,,C
Q17-0792,2018-04-22,Q17-0792,79.0,,25.0,25,25,5248000.0,361.0,,A
Q16-0611,2018-05-31,Q16-0611,98.2,,,0,0,0.0,,,B
Q16-0678,2018-05-21,Q16-0678,299.1,,11.0,11,11,44614000.0,,,B
Q17-0772,2018-06-02,Q17-0772,93.9,,5.0,5,5,7278000.0,,,B
Q17-0802,2018-05-22,Q17-0802,102.3,,34.0,34,33,21633000.0,362.0,,C
Q17-0832,2018-05-23,Q17-0832,1214.0,,25.0,25,25,108423000.0,,,B
Q16-0606,2018-07-01,Q16-0606,104.2,,19.0,19,19,6518000.0,,,A
Q16-0613,2018-06-25,Q16-0613,192.6,,7.0,7,7,5322000.0,183.0,,C
