plant_id,sub_id,fuel,mw,online_year,retire_year,queue_project_id
2831,9657,hydro,2.906,1996,,
2832,9658,ng,222.721,2000,,
2833,9658,ng,222.721,2002,,
2834,9658,ng,222.721,1996,,
2835,9659,coal,4.676,1990,,
2836,9659,coal,4.676,1960,,
2837,9659,coal,4.676,1985,,
2838,9659,coal,4.676,1987,2011.0,
2840,9660,coal,4.126,1980,2015.0,
2841,9660,coal,4.126,1981,2018.0,
2843,9661,hydro,0.232,1981,,
2844,9661,hydro,0.232,2004,,
2846,9663,hydro,1.743,1981,,
2847,9663,hydro,1.743,1961,,
2848,9663,hydro,1.743,1981,,
2849,9663,hydro,1.743,1961,,
2850,9663,hydro,1.743,1984,,
2852,9664,hydro,0.697,1976,,
2853,9664,hydro,0.697,1964,,
2854,9665,hydro,6.276,1966,,
2856,9665,hydro,6.276,1973,,
2857,9665,hydro,6.276,1989,,
2858,9666,dfo,20.786,1981,,
2859,9666,dfo,20.786,2007,2012.0,
2860,9666,dfo,20.786,1968,2023.0,
2861,9666,dfo,20.786,1993,,
2863,9667,hydro,23.245,1987,,
2864,9668,hydro,2.906,1988,,
2866,9669,coal,291.581,2000,,
2867,9669,coal,291.581,1971,2023.0,
2868,9670,ng,68.132,2006,,
2869,9670,ng,68.132,1992,,
2870,9670,ng,68.132,1976,,
2871,9670,ng,68.132,1987,,
2872,9670,ng,68.132,1968,,
2877,9672,coal,15.301,1962,2019.0,
2880,9673,hydro,1.569,1996,,
2881,9673,hydro,1.569,1974,,
2882,9674,ng,439.931,2003,,
2883,9674,ng,439.931,1969,,
2884,9674,ng,439.931,1962,,
2885,9674,ng,439.931,1982,,
2886,9675,dfo,1.305,1961,,
2887,9676,hydro,57.493,1981,,
2888,9676,hydro,57.493,1987,,
2889,9676,hydro,57.493,1969,,
2891,9676,hydro,57.493,1988,,
2893,10258,hydro,3.371,2007,,
2894,10259,ng,223.522,1977,,
2895,10260,coal,39.473,1974,,
2896,10260,coal,39.473,1983,2015.0,
2897,10261,dfo,4.017,1971,,
2899,10262,dfo,1.807,1966,2011.0,
2900,10262,dfo,1.807,1961,,
2901,10263,dfo,2.008,1989,,
2902,10263,dfo,2.008,1991,2019.0,
2903,10263,dfo,2.008,1971,,
2904,10263,dfo,2.008,2008,2014.0,
2905,10263,dfo,2.008,1996,,
2906,10263,dfo,2.008,1983,2020.0,
2907,10264,ng,149.807,1979,,
2908,10264,ng,149.807,1965,,
2909,10264,ng,149.807,1980,,
2910,10264,ng,149.807,1988,,
2911,10264,ng,149.807,2006,,
2912,10264,ng,149.807,1993,,
2919,10267,ng,133.456,1969,,
2920,10267,ng,133.456,1972,,
2921,10267,ng,133.456,1962,,
2922,10267,ng,133.456,1968,,
2923,10268,hydro,1.162,1998,,
2924,10269,dfo,16.92,1999,,
2925,10269,dfo,16.92,1960,,
2926,10269,dfo,16.92,1965,2011.0,
2927,10269,dfo,16.92,1999,,
2928,10270,ng,244.236,1987,,
2929,10270,ng,244.236,1991,,
2930,10270,ng,244.236,1979,,
2931,10271,dfo,12.05,1962,2019.0,
2932,10272,dfo,1.225,1980,,
2933,10272,dfo,1.225,1966,2012.0,
2934,10272,dfo,1.225,1962,2015.0,
2935,10272,dfo,1.225,2010,,
2938,10273,hydro,1.453,2007,,
2941,10275,dfo,2.209,1967,2012.0,
2942,10275,dfo,2.209,2010,2018.0,
2943,10275,dfo,2.209,1993,,
2944,10275,dfo,2.209,1975,,
2945,10275,dfo,2.209,1985,2015.0,
2946,10275,dfo,2.209,1965,2021.0,
2947,10276,dfo,1.807,1962,2022.0,
2948,10276,dfo,1.807,1967,2012.0,
2949,10276,dfo,1.807,2008,2016.0,
2950,10276,dfo,1.807,1993,,
2951,10276,dfo,1.807,1965,2014.0,
2952,10276,dfo,1.807,2000,2020.0,
2953,10277,dfo,163.675,1986,,
2954,10277,dfo,163.675,1991,2011.0,
2955,10277,dfo,163.675,1996,2025.0,
2956,10277,dfo,163.675,2005,2011.0,
2957,10277,dfo,163.675,1968,2013.0,
2958,10277,dfo,163.675,1979,,
2959,10278,dfo,20.786,1963,,
2960,10278,dfo,20.786,1963,,
2961,10278,dfo,20.786,1984,,
2962,10278,dfo,20.786,1965,,
2963,10279,nuclear,908.326,1997,,
2964,10279,nuclear,908.326,1970,,
2965,10280,dfo,1.807,2007,2017.0,
2966,10280,dfo,1.807,1963,,
2967,10281,ng,213.362,1989,,
2968,10281,ng,213.362,2005,,
2969,10281,ng,213.362,1968,,
2970,10281,ng,213.362,1980,,
2971,10281,ng,213.362,2007,,
2972,10282,ng,131.483,2004,,
2973,10282,ng,131.483,1973,,
2974,10282,ng,131.483,1994,,
2975,10283,dfo,67.358,1977,2024.0,
2976,10283,dfo,67.358,2006,,
2977,10283,dfo,67.358,1967,2017.0,
2978,10283,dfo,67.358,1980,,
2979,10283,dfo,67.358,1995,2020.0,
2980,10283,dfo,67.358,1971,2024.0,
2981,10284,dfo,4.017,1979,2020.0,
2982,10285,ng,109.848,1964,,
2983,10285,ng,109.848,1982,,
2984,10285,ng,109.848,1994,,
2985,10285,ng,109.848,1977,,
2986,10286,ng,154.911,1971,,
2987,10286,ng,154.911,1983,,
2988,10286,ng,154.911,1960,,
2992,10289,ng,210.911,2004,,
2993,10289,ng,210.911,1982,,
2995,10291,ng,210.816,1967,,
2996,10291,ng,210.816,1979,,
2997,10291,ng,210.816,1985,,
2998,10291,ng,210.816,1978,,
2999,10292,ng,204.516,2005,,
3000,10292,ng,204.516,1971,,
3001,10292,ng,204.516,2001,,
3012,10295,nuclear,785.757,1983,,
3013,10295,nuclear,785.757,2005,,
3016,10297,ng,55.462,2010,,
3017,10298,dfo,27.112,1964,2020.0,
3018,10299,coal,128.942,1990,,
3020,10300,coal,111.66,2004,,
3021,10300,coal,111.66,1993,,
3022,10300,coal,111.66,1990,,
3023,10300,coal,111.66,1961,2018.0,
3024,10301,dfo,885.654,1978,,
3025,10302,ng,110.087,2004,,
3026,10302,ng,110.087,1962,,
3027,10302,ng,110.087,1960,,
3028,10302,ng,110.087,1976,,
3029,10303,dfo,1.807,1969,,
3030,10304,coal,39.473,1966,2023.0,
3031,10304,coal,39.473,1983,2014.0,
3032,10305,dfo,20.133,1998,,
3033,10305,dfo,20.133,1965,,
3034,10306,dfo,3.856,2010,,
3035,10306,dfo,3.856,2002,2016.0,
3036,10306,dfo,3.856,1983,,
3037,10306,dfo,3.856,1971,2024.0,
3038,10306,dfo,3.856,1979,,
3043,10308,ng,120.726,1972,,
3044,10308,ng,120.726,1979,,
3045,10308,ng,120.726,1997,,
3046,10309,coal,39.473,1981,,
3047,10309,coal,39.473,2001,2023.0,
3049,10309,coal,39.473,1993,,
3062,11114,solar,4.815,1990,,
3063,11114,solar,4.815,1976,,
3064,11114,solar,4.815,1984,,
3109,11129,solar,74.083,2007,,
3110,11130,ng,59.534,1982,,
3111,11130,ng,59.534,2006,,
3112,11130,ng,59.534,2009,,
3116,11132,solar,18.521,1971,,
3145,11146,coal,774.16,1973,,
3146,11146,coal,774.16,2010,2012.0,
3147,11146,coal,774.16,2009,2013.0,
3162,11151,solar,18.521,2007,,
3165,11153,coal,69.481,2006,,
3166,11153,coal,69.481,1998,2012.0,
3167,11154,coal,890.669,1993,2020.0,
3177,11158,solar,18.521,1998,,
3178,11159,solar,18.521,1967,,
3179,11159,solar,18.521,1991,,
3253,11181,coal,69.966,2007,2017.0,
3269,11185,solar,17.78,1999,,
3278,11189,solar,18.521,1993,,
3279,11190,solar,14.817,1991,,
3280,11190,solar,18.521,1980,,
3281,11190,solar,18.521,1967,,
3300,11197,hydro,26.911,1997,,
3302,11197,hydro,0.574,1973,,
3304,11197,hydro,26.911,1972,,
3307,11198,coal,220.67,2000,,
3317,11200,solar,45.931,1994,,
3319,11201,solar,18.521,1985,,
3329,11206,solar,18.521,1975,,
3339,11209,hydro,47.794,1974,,
3342,11209,hydro,47.794,1979,,
3361,11217,solar,11.112,1987,,
3362,11217,solar,9.26,1972,,
3379,11224,solar,18.521,1970,,
4928,16876,hydro,34.727,1969,,
4931,16877,ng,251.37,1968,,
4932,16877,ng,251.37,2008,,
4933,16877,ng,251.37,1987,,
4934,16877,ng,251.37,1965,,
4991,16895,coal,26.004,1968,,
4992,16895,coal,26.004,1989,,
4993,16895,coal,26.004,1991,,
4994,16895,coal,26.004,1967,2023.0,
4995,16895,coal,26.004,2007,,
4996,16896,hydro,29.218,1983,,
4997,16896,hydro,29.218,1976,,
5055,17834,ng,233.686,1985,,
5056,17834,ng,233.686,1970,,
5057,17834,ng,233.686,1973,,
5058,17834,ng,233.686,1968,,
5059,17834,ng,233.686,1961,,
5060,17834,ng,233.686,1976,,
5061,17835,ng,206.477,2002,,
5062,17835,ng,206.477,1975,,
5063,17835,ng,206.477,2002,,
5064,17835,ng,206.477,1977,,
5065,17835,ng,206.477,1987,,
5066,17835,ng,206.477,1996,,
5082,17841,coal,355.554,2010,2015.0,
5083,17841,coal,355.554,2001,2017.0,
5084,17841,coal,355.554,1994,,
5085,17841,coal,355.554,1973,,
5092,17843,ng,270.089,1965,,
5093,17843,ng,270.089,1997,,
5094,17843,ng,270.089,1985,,
5095,17843,ng,270.089,1962,,
5096,17843,ng,270.089,1965,,
5109,17847,coal,223.145,1998,2012.0,
5110,17847,coal,223.145,1984,,
5111,17847,coal,223.145,1965,2023.0,
5135,17857,coal,152.082,1986,,
5136,17857,coal,152.082,1994,,
5140,17860,coal,484.894,1960,,
5141,17860,coal,484.894,1961,,
5159,17865,hydro,88.499,1963,,
5167,17868,hydro,56.892,2000,,
5168,17868,hydro,56.892,1982,,
5169,17868,hydro,56.892,1970,,
5170,17868,hydro,56.892,1982,,
5171,17868,hydro,56.892,2002,,
5172,17868,hydro,56.892,1999,,
5180,18681,hydro,5.447,1997,,
5181,18681,hydro,5.447,2000,,
5183,18682,dfo,18.5,1976,,
5190,18684,hydro,1.059,1984,,
5191,18684,hydro,1.059,1985,,
5193,18684,hydro,0.719,1972,,
5195,18684,hydro,0.719,1971,,
5196,18684,hydro,0.567,1988,,
5199,18685,hydro,45.389,1967,,
5200,18686,coal,882.312,1979,2018.0,
5201,18686,coal,882.312,1967,2022.0,
5203,18687,coal,137.645,1965,,
5204,18687,coal,137.645,1980,,
5205,18687,coal,137.645,1976,2022.0,
5206,18687,coal,137.645,2003,2012.0,
5207,18688,coal,728.844,1995,,
5209,18690,hydro,9.267,1967,,
5210,18690,hydro,9.267,1962,,
5211,18690,hydro,9.267,1991,,
5212,18691,wind,171.543,1978,,
5213,18691,wind,171.543,1997,,
5214,18692,coal,617.374,1981,,
5215,18692,coal,617.374,1963,2020.0,
5216,18693,coal,617.374,1964,2018.0,
5217,18693,coal,617.374,1990,2017.0,
5219,18694,coal,198.209,2006,,
5220,18694,coal,198.209,1974,,
5221,18695,hydro,28.935,1976,,
5222,18695,hydro,28.935,1995,,
5223,18695,hydro,28.935,2004,,
5224,18695,hydro,28.935,1967,,
5225,18695,hydro,1.173,1975,,
5226,18695,hydro,1.173,1994,,
5229,18695,hydro,1.173,1987,,
5230,18695,hydro,1.173,1985,,
5232,18697,coal,500.154,1987,2013.0,
5233,18697,coal,500.154,1961,,
5234,18697,coal,500.154,1981,,
5235,18698,coal,736.787,1967,,
5236,18698,coal,736.787,1980,,
5237,18699,coal,519.894,1999,2025.0,
5238,18699,coal,519.894,1998,,
5239,18700,coal,86.378,2006,2016.0,
5241,18701,hydro,5.447,1983,,
5243,18702,wind,126.837,1975,,
5244,18703,hydro,23.829,1984,,
5245,18703,hydro,23.829,1983,,
5247,18705,ng,96.148,1969,,
5248,18705,ng,96.148,1989,,
5249,18705,ng,96.148,1978,,
5250,18705,ng,96.148,1972,,
5251,18705,ng,96.148,1999,,
5252,18705,ng,96.148,1961,,
5253,18706,ng,191.184,1996,,
5254,18706,ng,191.184,1994,,
5255,18707,coal,1173.371,1993,,
5256,18708,coal,214.366,2006,,
5257,18708,coal,214.366,2006,,
5258,18708,coal,214.366,1968,,
5259,18709,ng,63.358,1983,,
5261,18709,ng,63.358,1962,,
5262,18709,ng,63.358,1966,,
5263,18709,ng,63.358,1988,,
5264,18709,ng,63.358,1999,,
5265,19530,dfo,24.971,1976,2015.0,
5267,19531,hydro,24.383,1962,,
5268,19532,dfo,5.325,1993,,
5269,19532,dfo,5.325,1982,2025.0,
5270,19532,dfo,5.325,1974,,
5271,19532,dfo,5.325,1962,,
5272,19532,dfo,5.325,1980,2025.0,
5273,19533,coal,398.896,1992,2021.0,
5274,19533,coal,398.896,1961,,
5275,19533,coal,398.896,1973,2012.0,
5276,19533,coal,398.896,1996,2014.0,
5277,19533,coal,398.896,1964,2014.0,
5278,19533,coal,398.896,1975,2021.0,
5279,19534,ng,20.189,1966,,
5280,19535,ng,84.485,1964,,
5281,19535,ng,84.485,1970,,
5282,19535,ng,84.485,1982,,
5283,19535,ng,84.485,1965,,
5284,19535,ng,84.485,1980,,
5285,19535,ng,84.485,2008,,
5286,19536,dfo,1.131,1990,2011.0,
5287,19537,ng,246.725,1986,,
5288,19537,ng,246.725,1973,,
5289,19537,ng,246.725,1962,,
5290,19538,hydro,24.074,1985,,
5291,19538,hydro,24.074,1991,,
5292,19538,hydro,24.074,1977,,
5294,19540,coal,643.855,1978,2015.0,
5295,19541,coal,594.733,1977,2017.0,
5296,19541,coal,594.733,2000,2017.0,
5300,19543,coal,1267.048,1995,,
5301,19543,coal,1267.048,1975,,
5302,19544,ng,238.546,1992,,
5303,19544,ng,238.546,1980,,
5304,19544,ng,238.546,1999,,
5305,19544,ng,238.546,1995,,
5306,19545,solar,5.319,1965,,
5308,19547,dfo,2.262,2008,,
5309,19548,ng,222.291,1989,,
5310,19548,ng,222.291,1997,,
5311,19548,ng,222.291,1963,,
5312,19548,ng,222.291,1971,,
5313,19548,ng,222.291,1987,,
5314,19548,ng,222.291,1965,,
5315,19549,ng,16.876,2009,,
5316,19550,dfo,2.349,1988,,
5317,19550,dfo,2.349,2003,2013.0,
5318,19550,dfo,2.349,1980,2013.0,
5319,19550,dfo,2.349,1968,,
5320,19551,ng,33.753,1981,,
5321,19552,dfo,15.792,1999,2011.0,
5322,19552,dfo,15.792,1978,,
5329,19554,ng,234.094,2010,,
5330,19554,ng,234.094,1977,,
5331,19554,ng,234.094,2005,,
5332,19555,hydro,1.132,2005,,
5333,19555,hydro,1.132,1989,,
5335,19556,dfo,0.522,1960,2012.0,
5336,19556,dfo,0.522,1965,,
5338,19557,coal,561.819,1973,2013.0,
5339,19557,coal,561.819,2005,,
5340,19558,hydro,2.675,1999,,
5341,19558,hydro,2.675,1960,,
5342,19559,coal,12.183,1984,2016.0,
5343,19560,dfo,0.957,1997,2019.0,
5344,19560,dfo,12.181,1961,,
5345,19561,dfo,18.532,2005,,
5346,19561,dfo,18.532,1986,2021.0,
5347,19562,ng,101.392,1996,,
5348,19562,ng,101.392,2008,,
5349,19562,ng,101.392,1973,,
5352,19565,coal,103.508,1997,2011.0,
5353,19566,ng,97.323,1960,,
5354,19566,ng,97.323,1982,,
5355,19566,ng,97.323,1990,,
5356,19566,ng,97.323,1980,,
5357,19567,dfo,3.132,1969,,
5360,19569,ng,21.66,1972,,
5361,19569,ng,21.66,1967,,
5362,19569,ng,21.66,1978,,
5363,19569,ng,21.66,1984,,
5364,19569,ng,21.66,1980,,
5365,19569,ng,21.66,1981,,
5366,19570,dfo,2.349,1967,2025.0,
5367,19570,dfo,2.349,2007,2017.0,
5368,19570,dfo,2.349,1967,2024.0,
5369,19570,dfo,2.349,1987,,
5370,19570,dfo,2.349,2010,2024.0,
5371,19571,ng,202.412,1998,,
5372,19571,ng,202.412,2008,,
5373,19571,ng,202.412,1985,,
5374,19571,ng,202.412,1974,,
5375,19571,ng,202.412,1994,,
5376,19572,coal,211.792,1968,,
5377,19572,coal,211.792,1969,,
5378,19572,coal,211.792,1998,,
5379,19572,coal,211.792,2004,2013.0,
5380,19572,coal,211.792,1994,,
5381,19573,dfo,2.349,1989,2025.0,
5382,19573,dfo,2.349,1993,2020.0,
5383,19573,dfo,2.349,1981,,
5384,19573,dfo,2.349,1964,,
5385,19573,dfo,2.349,1967,,
5386,19574,ng,11.389,2002,,
5387,19575,ng,117.896,1971,,
5388,19575,ng,117.896,1973,,
5389,19575,ng,117.896,1982,,
5390,19575,ng,117.896,1970,,
5391,19575,ng,117.896,1985,,
5392,19575,ng,117.896,1970,,
5393,19576,ng,61.086,1974,,
5394,19576,ng,61.086,1987,,
5395,19576,ng,61.086,1974,,
5396,19576,ng,61.086,2007,,
5399,19578,coal,67.251,1987,2022.0,
5400,19578,coal,67.251,1987,2012.0,
5401,19578,coal,67.251,2007,2022.0,
5402,19578,coal,67.251,1978,,
5403,19578,coal,67.251,2005,2018.0,
5404,19579,coal,610.912,1972,2015.0,
5406,19579,coal,610.912,1969,2013.0,
5407,19580,ng,28.628,1995,,
5408,19580,ng,28.628,1977,,
5409,19580,ng,28.628,1968,,
5410,19580,ng,28.628,1989,,
5412,19582,solar,2.393,1995,,
5413,19582,solar,1.463,1960,,
5415,19584,wind,14.867,2000,,
5416,19585,dfo,1.131,1992,,
5417,19585,dfo,1.131,1983,2018.0,
5418,19585,dfo,1.131,1972,2021.0,
5422,19586,ng,97.323,2008,,
5423,19586,ng,97.323,1990,,
5424,19586,ng,97.323,1972,,
5425,19586,ng,97.323,1969,,
5426,19586,ng,97.323,1968,,
5427,19586,ng,97.323,1991,,
5428,19587,coal,13.401,1996,,
5429,19587,coal,13.401,1980,2019.0,
5438,19590,dfo,2.349,1979,2014.0,
5439,19590,dfo,2.349,1997,2023.0,
5440,19590,dfo,2.349,1998,,
5441,19590,dfo,2.349,1978,2012.0,
5442,19591,ng,33.131,2002,,
5443,19592,ng,60.309,1989,,
5444,19592,ng,60.309,1988,,
5448,19594,coal,298.127,1997,2013.0,
5449,19594,coal,298.127,1996,,
5450,19594,coal,298.127,1961,,
5451,19594,coal,298.127,2005,,
5453,20260,dfo,25.232,1963,,
5454,20261,ng,25.625,1963,,
5455,20261,ng,25.625,1963,,
5458,20263,dfo,16.531,1992,2016.0,
5459,20264,ng,88.005,1991,,
5460,20264,ng,88.005,2010,,
5461,20264,ng,88.005,1969,,
5462,20264,ng,88.005,1997,,
5463,20264,ng,88.005,1978,,
5464,20265,wind,19.677,1988,,
5466,20266,coal,373.292,2006,,
5467,20267,ng,25.625,1961,,
5468,20267,ng,25.625,1989,,
5473,20269,ng,205.001,2008,,
5474,20269,ng,205.001,1997,,
5475,20269,ng,205.001,1985,,
5477,20270,solar,4.654,1981,,
5481,20272,dfo,0.522,1983,,
5482,20272,dfo,0.522,1975,2018.0,
5483,20272,dfo,0.522,2008,2021.0,
5484,20272,dfo,0.522,1967,,
5485,20272,dfo,0.522,1960,,
5486,20272,dfo,0.522,1973,2016.0,
5487,20273,dfo,4.698,2006,,
5491,20275,dfo,13.921,1997,,
5492,20275,dfo,1.74,2005,,
5494,20276,dfo,2.027,1979,,
5495,20276,dfo,2.027,1964,2020.0,
5496,20276,dfo,2.027,1996,,
5497,20276,dfo,2.027,1962,2014.0,
5498,20277,dfo,27.842,2008,,
5499,20277,dfo,1.74,1976,,
5500,20278,ng,12.704,1965,,
5501,20278,ng,12.704,1962,,
5502,20278,ng,12.704,1987,,
5503,20279,dfo,1.74,2002,2021.0,
5504,20279,dfo,1.74,1964,,
5511,20280,ng,178.081,2007,,
5512,20280,ng,178.081,1996,,
5513,20280,ng,178.081,1973,,
5514,20280,ng,178.081,2005,,
5521,20283,dfo,3.828,2007,2014.0,
5522,20283,dfo,3.828,2001,,
5523,20284,ng,6.833,1981,,
5524,20284,ng,6.833,1977,,
5525,20285,ng,16.566,1993,,
5526,20286,ng,25.625,2001,,
5527,20286,ng,25.625,2004,,
5529,20288,ng,4.504,1982,,
5530,20288,ng,4.504,1990,,
5531,20288,ng,4.504,2004,,
5532,20288,ng,4.504,1994,,
5534,20288,ng,4.504,1997,,
5535,20289,ng,2.071,1962,,
5536,20289,ng,2.071,1965,,
5537,20289,ng,2.071,1979,,
5538,20289,ng,2.071,1963,,
5539,20289,ng,2.071,1971,,
5540,20290,coal,13.041,1999,,
5542,20290,coal,13.041,1968,2014.0,
5543,20290,coal,13.041,1962,2024.0,
5547,20292,dfo,2.61,1977,2014.0,
5549,20292,dfo,1.566,1990,,
5550,20293,dfo,1.566,1974,2013.0,
5551,20293,dfo,1.566,1993,2014.0,
5552,20293,dfo,1.566,1968,,
5553,20294,dfo,56.815,2005,,
5554,20294,dfo,56.815,1967,,
5555,20295,dfo,13.051,1994,,
5556,20296,nuclear,1123.764,1996,,
5557,20297,dfo,1.566,2000,,
5558,20297,dfo,1.566,1996,2017.0,
5559,20297,dfo,2.175,1995,2014.0,
5560,20297,dfo,1.566,2001,,
5561,20297,dfo,1.566,1975,,
5562,20297,dfo,1.566,1985,,
5563,20297,dfo,1.566,2000,2022.0,
5564,20298,dfo,1.566,2000,,
5565,20298,dfo,1.566,1996,2025.0,
5566,20298,dfo,1.566,1982,,
5567,20298,dfo,1.566,2008,,
5568,20298,dfo,1.566,2006,2017.0,
5569,20298,dfo,1.566,2000,2011.0,
5571,20299,ng,255.215,1979,,
5572,20299,ng,255.215,1982,,
5573,20300,dfo,130.944,1968,,
5574,20301,dfo,1.566,1997,2020.0,
5575,20301,dfo,1.566,1987,2016.0,
5576,20301,dfo,1.566,1982,,
5577,20302,coal,249.511,1973,,
5579,20303,coal,16.472,1998,2024.0,
5580,20303,coal,16.472,2009,2016.0,
5581,20303,coal,16.472,1988,2015.0,
5583,20303,coal,16.472,1984,2012.0,
5585,20304,wind,6.559,2006,,
5586,20304,wind,6.559,1969,,
5587,20305,dfo,5.22,1966,,
5588,20306,dfo,4.698,1984,,
5589,20307,dfo,1.74,1998,2025.0,
5590,20307,dfo,1.74,1965,2012.0,
5591,20307,dfo,1.74,2001,2024.0,
5592,20308,solar,2.792,1985,,
5593,20308,solar,10.638,1996,,
5594,20309,ng,90.076,1971,,
5595,20309,ng,90.076,1999,,
5596,20309,ng,90.076,1988,,
5597,20309,ng,90.076,1984,,
5598,20309,ng,90.076,2008,,
5599,20310,dfo,23.492,1998,,
5600,20311,ng,1.905,1999,,
5601,20311,ng,1.905,1973,,
5602,20311,ng,1.905,2009,,
5603,20311,ng,1.905,2008,,
5604,20311,ng,1.905,1968,,
5605,20312,solar,13.297,1984,,
5606,20312,solar,2.659,1968,,
5607,20312,solar,1.33,2004,,
5608,20313,wind,7.871,1967,,
5610,20313,wind,7.871,1994,,
5611,20313,wind,10.932,1980,,
5612,20313,wind,4.373,1996,,
5613,20313,wind,7.871,2005,,
5614,20314,ng,33.131,1987,,
5615,20315,wind,432.892,1974,,
5616,20316,dfo,7.831,2010,2022.0,
5919,21655,coal,702.529,1973,,
5921,21655,coal,702.529,1981,,
5946,21664,ng,195.502,1976,,
5947,21664,ng,195.502,1994,,
5948,21664,ng,195.502,1993,,
5949,21664,ng,195.502,1969,,
5950,21664,ng,195.502,1973,,
5951,21664,ng,195.502,1967,,
5972,21675,hydro,0.3,1984,,
5973,21675,hydro,0.3,1999,,
5974,21675,hydro,0.3,1988,,
5975,21675,hydro,0.3,2008,,
5976,21675,hydro,0.399,2000,,
5977,21675,hydro,0.399,1981,,
5979,21675,hydro,0.399,2010,,
5991,21678,hydro,0.325,1990,,
5994,21678,hydro,0.325,1984,,
5995,21678,hydro,0.325,1981,,
5997,21678,hydro,0.732,1964,,
5998,21678,hydro,0.732,1986,,
5999,21678,hydro,0.732,2010,,
6000,21678,hydro,0.732,1963,,
6009,21681,dfo,2.252,1964,,
6010,21681,dfo,2.252,1984,,
6011,21681,dfo,2.252,1976,,
6012,21681,dfo,2.252,1968,2021.0,
6013,21681,dfo,2.252,1963,,
6014,21682,nuclear,1014.298,1968,,
6039,21691,ng,5.985,2004,,
6054,21696,nuclear,676.587,1993,,
6061,21698,ng,4.987,1979,,
6062,21698,ng,4.987,1976,,
6072,21704,hydro,0.549,1987,,
6073,21704,hydro,0.549,1960,,
6074,21704,hydro,0.549,1977,,
6075,21704,hydro,0.549,1987,,
6077,21704,hydro,0.15,1983,,
6087,21708,dfo,13.344,1985,,
6088,21708,dfo,13.344,1961,2023.0,
6089,21708,dfo,13.344,1968,2018.0,
6090,21708,dfo,13.344,1988,2017.0,
6095,21710,hydro,1.198,1988,,
6096,21710,hydro,1.198,1989,,
6097,21710,hydro,1.198,1990,,
6099,21710,hydro,1.198,2004,,
6100,21710,hydro,1.198,1969,,
6106,21716,nuclear,952.331,1999,,
6107,21716,nuclear,952.331,1964,,
6117,21719,ng,72.914,2004,,
6129,21726,coal,98.649,1982,,
6130,21726,coal,98.649,1974,,
6131,21726,coal,98.649,1998,2018.0,
6161,21738,ng,5.885,1974,,
6162,21738,ng,5.885,2007,,
6227,22708,ng,72.021,1998,,
6228,22708,ng,72.021,2007,,
6229,22708,ng,72.021,2000,,
6230,22708,ng,72.021,1974,,
6265,22721,wind,305.086,2002,,
6280,22725,hydro,1.133,1967,,
6281,22725,hydro,1.133,1966,,
6282,22725,hydro,1.133,1988,,
6319,22739,ng,54.931,1967,,
6320,22739,ng,54.931,1963,,
6321,22739,ng,54.931,1985,,
6328,22742,dfo,9.629,1992,,
6329,22742,dfo,9.629,1998,,
6330,22742,dfo,9.629,1968,2014.0,
6331,22742,dfo,9.629,1985,2021.0,
6332,22742,dfo,9.629,1964,,
6349,22749,wind,305.086,1970,,
6350,22749,wind,1.525,1979,,
6353,22751,hydro,0.8,1967,,
6355,22751,hydro,0.8,1977,,
6357,22751,hydro,0.8,1985,,
6358,22751,hydro,0.8,1991,,
6394,22765,ng,68.64,2010,,
6395,22765,ng,68.64,2000,,
6396,22765,ng,68.64,1973,,
6397,22766,coal,3.578,1971,2024.0,
6398,22766,coal,3.578,1987,2011.0,
6430,23437,ng,2.624,1993,,
6431,23438,ng,4.131,1965,,
6432,23438,ng,4.131,1998,,
6434,23439,ng,0.502,1960,,
6437,23440,ng,5.583,1972,,
6438,23441,ng,1.228,1979,,
6439,23441,ng,1.228,1983,,
6442,23442,ng,176.417,1963,,
6443,23442,ng,176.417,1963,,
6450,23446,ng,150.736,1996,,
6451,23446,ng,150.736,1997,,
6452,23446,ng,150.736,1988,,
6453,23446,ng,150.736,2009,,
6454,23447,dfo,2.015,1966,,
6455,23447,dfo,2.015,1968,,
6456,23447,dfo,2.015,1981,2023.0,
6457,23448,ng,0.804,1986,,
6459,23448,ng,0.804,2008,,
6463,23450,ng,0.893,2000,,
6466,23451,ng,1.675,1977,,
6467,23452,ng,151.551,1990,,
6468,23452,ng,151.551,1971,,
6469,23452,ng,151.551,1970,,
6470,23452,ng,151.551,1998,,
6471,23452,ng,151.551,1990,,
6472,23452,ng,151.551,2007,,
6473,23453,wind,270.791,1995,,
6474,23454,nuclear,913.524,1963,,
6475,23454,nuclear,913.524,1971,,
6476,23455,ng,63.644,1973,,
6477,23455,ng,63.644,1969,,
6478,23455,ng,63.644,1966,,
6479,23455,ng,63.644,1972,,
6480,23455,ng,63.644,1971,,
6481,23455,ng,63.644,2008,,
6482,23456,ng,1.228,1968,,
6483,23456,ng,1.228,1987,,
6484,23456,ng,1.228,2003,,
6489,23458,wind,113.394,2004,,
6491,23460,ng,222.084,1980,,
6492,23460,ng,222.084,1966,,
6493,23460,ng,222.084,1992,,
6501,23463,dfo,2.247,1970,,
6502,23463,dfo,2.247,2002,,
6503,23463,dfo,2.247,1963,2019.0,
6504,23463,dfo,2.247,1967,2020.0,
6505,23463,dfo,2.247,1976,,
6506,23463,dfo,2.247,2006,,
6507,23464,ng,2.791,1968,,
6508,23464,ng,2.791,1985,,
6509,23465,ng,1.228,1998,,
6510,23465,ng,1.228,1977,,
