date,facility_name,upgrade
2014-01-01,Silverbrook - Eden Substation 138 kV,baseline reliability upgrade
2014-01-01,Woodenshoe - Ess Lews 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Siggen - Dorset 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Riley Generating Sta Substation - Ss3140 138 kV,baseline reliability upgrade
2014-01-01,Carrcroft 138/18 kV Transformer Bank Unit 1,baseline reliability upgrade
2014-01-01,Carrcroft - Hay Rd 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Hay Road 138/14kV Transformer Bank T1,baseline reliability upgrade
2014-01-01,Hay Road 138/14 kV Transformer Bank 2,baseline reliability upgrade
2014-01-01,Monochem - Nicholson 138 kV #1,baseline reliability upgrade
2014-01-01,Monochem - Ridgley 138 kV,baseline reliability upgrade
2014-01-01,Aes Warrior Run Cogeneration Facility - Westrock Southeast Llc 138 kV #1,baseline reliability upgrade
2014-01-01,Aes Warrior Run Cogeneration Facility - Ridgeley 138 kV Line 1,baseline reliability upgrade
2014-01-01,Shunock - Txi 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Shunock - Heffley Tap Substation 138 kV #1,baseline reliability upgrade
2014-01-01,Frostburg 1 - Ascutney 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Frostburg 1 - Mt Angel 138 kV #1,baseline reliability upgrade
2014-01-01,Royalton - Tecuya 138 kV L,baseline reliability upgrade
2014-01-01,South Manchester - Eastpoint 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,S Manchester - Eastpoint 138 kV,baseline reliability upgrade
2014-01-01,Goudchaux - 7Th St 138 kV #2,baseline reliability upgrade
2014-01-01,Decatur Adm N - Trumbull 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Frontier - Trumbull 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Sulphur Springs - Bengies 138 kV,baseline reliability upgrade
2014-01-01,Mount Washington - Shaw Rd 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Skaggs Branch - Wolf Road 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Orchard St - Greene St Sta 138 kV Line 1,baseline reliability upgrade
2014-01-01,Sollers Warf - Port Wing 138 kV Line 1,baseline reliability upgrade
2014-01-01,Sollers Warf - Calvert Cliffs 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,N Gatlinburg - Alvin Auto 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,North Gatlinburg - Middlebrook 138 kV #1,baseline reliability upgrade
2014-01-01,Vineyard Tap - Alvin Auto 138 kV #1,baseline reliability upgrade
2014-01-01,Alvin Auto - Marbach Rd 138 kV L,baseline reliability upgrade
2014-01-01,Thurmont - Alvin Auto 138 kV #1,baseline reliability upgrade
2014-01-01,Boerne - Holland 138 kV #1,baseline reliability upgrade
2014-01-01,Winter - Seek Lane 138 kV,baseline reliability upgrade
2014-01-01,Linden - Winter 138 kV line,baseline reliability upgrade
2014-01-01,Cia - Alto Substation 138 kV L,baseline reliability upgrade
2014-01-01,Air Force Base - Cia 138 kV,baseline reliability upgrade
2014-01-01,Cia - Air Force Base 138 kV Circuit 2,baseline reliability upgrade
2014-01-01,Port Wing - Orrington 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Orrington - Riley Generating Sta 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Jonesboro Spa - Chipeta Lake 138 kV,baseline reliability upgrade
2014-01-01,Jonesboro Spa - Coconut Grove 138 kV,baseline reliability upgrade
2014-01-01,Tyson - Caledonia Switching Yard Substation 138 kV #1,baseline reliability upgrade
2014-01-01,Thurmont - Caledonia Switching Yard 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Walkersville - Kansas W 138 kV,baseline reliability upgrade
2014-01-01,North Alderwood - Kansas West 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Walkersville - Rock Spring 138 kV Line 1,baseline reliability upgrade
2014-01-01,N Alderwood - Yost Bridge Substation 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Yost Bridge - N Strasburg 138 kV Line 1,baseline reliability upgrade
2014-01-01,Chipeta Lake - Badger Creek 138 kV Line 1,baseline reliability upgrade
2014-01-01,Coconut Grove - Bowman Street Substation 138 kV L,baseline reliability upgrade
2014-01-01,Badger Crk Substation - Borrego 138 kV #1,baseline reliability upgrade
2014-01-01,Wissota Substation - Ferncliff 138 kV Line 1,baseline reliability upgrade
2014-01-01,Mead Rumford Cogen - Keene Road 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Mead Rumford Cogen - Ritter Park 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Bowman Street - Hergett Jcwl 138 kV,baseline reliability upgrade
2014-01-01,Twin Bridges - Ferncliff 138 kV line,baseline reliability upgrade
2014-01-01,De Sabla - Twin Bridges 138 kV Line 1,baseline reliability upgrade
2014-01-01,Kramer - Ferncliff Substation 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Onion Creek - Kramer 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,N Strasburg - Calera D.S 138 kV #1,baseline reliability upgrade
2014-01-01,Calera D.S - Onion Crk 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Miller - Catoctin Substation 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Pixley - Las Cruces 3602 138 kV Line 1,baseline reliability upgrade
2014-01-01,White Sands Missile Range - Las Cruces 3602 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Martinsville - Pixley 138 kV Line,baseline reliability upgrade
2014-01-01,Baker St - Nauvoo 138 kV #1,baseline reliability upgrade
2014-01-01,Berkshire - Ford Drive 138 kV,baseline reliability upgrade
2014-01-01,Brighton - Ackley 138 kV L,baseline reliability upgrade
2014-01-01,Columbia - Captive 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Columbia - Captive 138 kV #2,baseline reliability upgrade
2014-01-01,Pomerado - St Crispin 138 kV Line 1,baseline reliability upgrade
2014-01-01,Bells Mill - Beverly Farms 138 kV Line 1,baseline reliability upgrade
2014-01-01,Bells Mill - Poplar Avenue 138 kV,baseline reliability upgrade
2014-01-01,Twinbrook Substation - Parklawn 138 kV,baseline reliability upgrade
2014-01-01,Alumax - Quaker Hill 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Carderock - Swinks Mill 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Swinks Mill - North Canaan 138 kV Line 2,baseline reliability upgrade
2014-01-01,Hunting Hill - Engle-Eastern Tap 138 kV,baseline reliability upgrade
2014-01-01,Tap - John P Madgett 138 kV Line 1,baseline reliability upgrade
2014-01-01,Tap - Montgomery Village 138 kV Line 1,baseline reliability upgrade
2014-01-01,Tap - Montgomery Village Substation 138 kV,baseline reliability upgrade
2014-01-01,Hunting Hill - Beverly Farms Substation 138 kV #1,baseline reliability upgrade
2014-01-01,John P Madgett - Middlebrook 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Monta Vista Upper - Montgomery Village 138 kV #2,baseline reliability upgrade
2014-01-01,Monta Vista Upper - Summit Lake Wps 138 kV,baseline reliability upgrade
2014-01-01,Monta Vista Upper - Summit Lake Wps Substation 138 kV,baseline reliability upgrade
2014-01-01,Ramsey - Masonville Uppco 138 kV #1,baseline reliability upgrade
2014-01-01,New Lisbon Substation - Ramsey 138 kV,baseline reliability upgrade
2014-01-01,Rossmoor South - Summit Lake Wps 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Glenwood - Summit Lake Wps 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Toaping Castle - Solar 138 kV,baseline reliability upgrade
2014-01-01,Buena Vista - Columbus Denois Crk 138 kV,baseline reliability upgrade
2014-01-01,Redwood City Substation - Cloverbank 138 kV,baseline reliability upgrade
2014-01-01,Redwood City - Westwing 138 kV,baseline reliability upgrade
2014-01-01,International Paper Co. - New Bern Mill - Lava 138 kV,baseline reliability upgrade
2014-01-01,Onion Crk - E Hagerstown 138 kV L,baseline reliability upgrade
2014-01-01,Senate Wind - Jollyville 138 kV,baseline reliability upgrade
2014-01-01,Senate Wind - Maryland Solar 138 kV #1,baseline reliability upgrade
2014-01-01,Fletcher - Ess Wesel 138 kV,baseline reliability upgrade
2014-01-01,Firstenergy R Paul Smith Power Station - Fletcher 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Antietam - Jollyvlle 138 kV,baseline reliability upgrade
2014-01-01,Antietam - Merritt Park 138 kV,baseline reliability upgrade
2014-01-01,Ess Wesel - Jollyville 138 kV #1,baseline reliability upgrade
2014-01-01,Jollyvlle 345 kV/138 kV Transformer Bank Bank 1,baseline reliability upgrade
2014-01-01,Jollyville - E Hagerstown 138 kV Line 1,baseline reliability upgrade
2014-01-01,De Sabla - Salton Sea 3 138 kV L,baseline reliability upgrade
2014-01-01,Big Bend - Cherry Run 138 kV,baseline reliability upgrade
2014-01-01,Cherry Run - Oreg 3 Inc 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Salton Sea 3 - Maryland Solar Substation 138 kV Line 1,baseline reliability upgrade
2014-01-01,Carnal - Hergett Jcwl 138 kV L,baseline reliability upgrade
2014-01-01,Firstenergy R Paul Smith Power Station - Dam No. 4 Hydro Station 138 kV,baseline reliability upgrade
2014-01-01,Dam No. 4 Hydro Sta - Westhill 138 kV #1,baseline reliability upgrade
2014-01-01,Dam No. 4 Hydro Sta - Timber Swamp 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Manistique - Eldorado 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Desert Shores 138/14kV XFMR Bank 1,baseline reliability upgrade
2014-01-01,Westrock Southeast Llc 345/138 kV Autotransformer T1,baseline reliability upgrade
2014-01-01,Westrock Southeast Llc - Cason Lane 345 kV L,baseline reliability upgrade
2014-01-01,Ridgeley - Westrock Southeast Llc 345 kV Line 1,baseline reliability upgrade
2014-01-01,Ascutney Substation 345 kV/138 kV Auto Unit 1,baseline reliability upgrade
2014-01-01,Wagner 138/14kV Auto,baseline reliability upgrade
2014-01-01,Pleasant View Substation - Krugerville 138 kV Line 1,baseline reliability upgrade
2014-01-01,Baker St - Heffley Tap Substation 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Cedar Hill Sitching - Kyrene 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Cedar Hill Switching - Pratt'S 138 kV,baseline reliability upgrade
2014-01-01,Wichita Plant - Walnut Crk Pp 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Meldrim - Nevada Solar One 138 kV,baseline reliability upgrade
2014-01-01,East Longmeadow - Timberwolf 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,East Longmeadow - Phillips 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,East Longmeadow - Las Monjas 1416 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Beach Grove - East Longmeadow 138 kV Line 1,baseline reliability upgrade
2014-01-01,Hermanas Davila 1705 - Goodman Energy Ctr 138 kV line,baseline reliability upgrade
2014-01-01,Hermanas Davila 1705 - Guadalupe Generating 138 kV,baseline reliability upgrade
2014-01-01,Goodman Energy Ctr - Tuolumne 138 kV,baseline reliability upgrade
2014-01-01,Grottoes - Weyers Cave 138 kV Line 1,baseline reliability upgrade
2014-01-01,Barneys - Hood 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Weyers Cave - Ellis Hydro 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Bath County - Las Monjas 1416 138 kV,baseline reliability upgrade
2014-01-01,Las Monjas 1416 - Bath County 138 kV #3,baseline reliability upgrade
2014-01-01,Dunnellon - Empire Energ Ctr 138 kV Line 1,baseline reliability upgrade
2014-01-01,Hill - Stony Brook 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Old Chapel - Hp Hood Ct 138 kV #1,baseline reliability upgrade
2014-01-01,Hill - Houghtn 138 kV #1,baseline reliability upgrade
2014-01-01,Nine Mile Creek - Viewland-Hoffman 138 kV,baseline reliability upgrade
2014-01-01,Praxair Tap Sta - Canal St 138 kV line,baseline reliability upgrade
2014-01-01,Thurlow Dam - Bellville S 138 kV line,baseline reliability upgrade
2014-01-01,Greens Bayou 69 - Thurlow Dam 138 kV Line 1,baseline reliability upgrade
2014-01-01,Bellville S - Mommoth Pacific 1 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Double Toll Gate Substation - Woodland Tap 138 kV #1,baseline reliability upgrade
2014-01-01,Antelope Mine - Woodland Tap 138 kV,baseline reliability upgrade
2014-01-01,Woodland Tap - Henry Sta 138 kV,baseline reliability upgrade
2014-01-01,Carroll Substation - N Pole 138 kV L,baseline reliability upgrade
2014-01-01,Stelco - N Pole 138 kV #1,baseline reliability upgrade
2014-01-01,West Winchester - Chaparral 138 kV Line 1,baseline reliability upgrade
2014-01-01,Hanger - Chaparral 138 kV,baseline reliability upgrade
2014-01-01,Hanger - Carroll 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Cason Lane - Chaparral 345 kV Circuit 1,baseline reliability upgrade
2014-01-01,Redbud - College 138 kV,baseline reliability upgrade
2014-01-01,Underground - College 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Bremo Bluff - Moore Rd 138 kV Line,baseline reliability upgrade
2014-01-01,Harrisonburg - Dayton 138 kV,baseline reliability upgrade
2014-01-01,Rice - Chwelah 138 kV Line 1,baseline reliability upgrade
2014-01-01,Chewelah - Twin Branch 2 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Guadalupe Generating - Airport Rd 1 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Eagle Point Power Plant 345-138 kV Transformer Bank Unit 1,baseline reliability upgrade
2014-01-01,Eagle Pt Power Plant - Coldwater 138 kV L,baseline reliability upgrade
2014-01-01,Coldwater Substation - Beach Grove 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Pratt'S Substation - Harmony Hills 138 kV #1,baseline reliability upgrade
2014-01-01,Ashfield - Farrell 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Lebanon - Shiloh 138 kV Line 1,baseline reliability upgrade
2014-01-01,Girvan - Dennis Station 138 kV,baseline reliability upgrade
2014-01-01,Thunder - Henry Sta 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Nogales - Bon Aqua 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Dennis Station - Alief Substation 138 kV Line 1,baseline reliability upgrade
2014-01-01,Alief - Wylie 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Kean Mtn And Grassy Crk 138 kV/1 kV Autotransformer T1,baseline reliability upgrade
2014-01-01,Bremo Bluff - Buhl 138 kV,baseline reliability upgrade
2014-01-01,Louisa Generation Facility - N Anna 345 kV Ckt 1,baseline reliability upgrade
2014-01-01,Airport Rd 1 - Harrisonburg 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Harrisonburg - Twin Branch 2 138 kV,baseline reliability upgrade
2014-01-01,Lowmoor 345-138 kV Autotransformer #1,baseline reliability upgrade
2014-01-01,Cason Lane - Front Royal 345 kV Circuit 1,baseline reliability upgrade
2014-01-01,New Plymounth - Canadian Hills Wid 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Floraday Substation - Carderock Substation 138 kV line,baseline reliability upgrade
2014-01-01,North Canaan - Quaker Hill 138 kV Line 2,baseline reliability upgrade
2014-01-01,Willow - Nexen Tap 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Miller Redwood 138-1 kV Transformer,baseline reliability upgrade
2014-01-01,Jennings Lodge - Watsonville 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,R D Morrow - Puna Geothermal Venture I 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,A Whoch - Grayland 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Benton - Wilkins Slough Substation 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Baraga Vlg 345/138 kV Transformer,baseline reliability upgrade
2014-01-01,Retrieve - Collins Lake 138 kV #1,baseline reliability upgrade
2014-01-01,Manchester - Basin 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Buttercup - Otten 138 kV,baseline reliability upgrade
2014-01-01,Middleburgh - Mackay 138 kV,baseline reliability upgrade
2014-01-01,Harewood Substation - Rock Lake Ct 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Sideburn - Tony Lappos 138 kV,baseline reliability upgrade
2014-01-01,Tony Lappos - Clifton 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Tony Lappos - Clifon 138 kV Circuit 2,baseline reliability upgrade
2014-01-01,Clifton - W Garrard 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Clifton - W Garrard 138 kV Line 2,baseline reliability upgrade
2014-01-01,Braddock - Station 138 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Wells - Poland Rd 138 kV #1,baseline reliability upgrade
2014-01-01,Rainbow Falls Hydro - Sully 138 kV,baseline reliability upgrade
2014-01-01,Clark - Pomona Hts 138 kV Line 1,baseline reliability upgrade
2014-01-01,Wheeler - Pine Tree Acres 138 kV #1,baseline reliability upgrade
2014-01-01,St. Joseph - Fraley 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Brigham - Windsor Dp 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Brigham - Ag Reliant 138 kV,baseline reliability upgrade
2014-01-01,Whealton - Hughson 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Running Springs - Roundtop 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Northeast - Lucky 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Calmat Substation - Magdalena 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,New Road - Lockhart 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Amarillo S - Lockhart 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Brambleton - Yardley Ridge 138 kV,baseline reliability upgrade
2014-01-01,Brambleton - Southwest Research Institute 138 kV,baseline reliability upgrade
2014-01-01,Mejia Tap Ns Line - Pleasant View 138 kV Line 1,baseline reliability upgrade
2014-01-01,Freestone - Leyendcker Substation 138 kV Line 1,baseline reliability upgrade
2014-01-01,Leyendecker - White City 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Leyendecker - Millville 138 kV Line 1,baseline reliability upgrade
2014-01-01,Novec Paradise - Pine Tree Aces 138 kV #1,baseline reliability upgrade
2014-01-01,Fletchers Ridge - Prince William Dp 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Battery Hts Dp - W Garrard 138 kV,baseline reliability upgrade
2014-01-01,Vesper - Anatolia 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Hugson - Jennings Lodge 138 kV Circuit 2,baseline reliability upgrade
2014-01-01,South Bellevue Substation - Lake Kingman 138 kV,baseline reliability upgrade
2014-01-01,Bridle Trails - Thorndike 138 kV #1,baseline reliability upgrade
2014-01-01,Calaveras 345 - La Brea 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Vmea Peaking Gen Substation - Woods P 138 kV,baseline reliability upgrade
2014-01-01,Arcola - Otten 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Calaveras 345 Substation - Otten 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Rienzi - Lindendale D.P 138 kV Ckt 2,baseline reliability upgrade
2014-01-01,Lakeridge - Entergy Sta S 138 kV,baseline reliability upgrade
2014-01-01,Willow - Gleneden 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Fayette Plant 2 - Davis 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Thalia - Seminole Electric Cooperative 138 kV Circuit 2,baseline reliability upgrade
2014-01-01,Summit Farms Solar - Rosiere 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Vly Home Tap 2 - Yorktown 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Tyler 138-18 kV XFMR,baseline reliability upgrade
2014-01-01,Battery Hts Dp - Cwec Dewey 138 kV Ckt 2,baseline reliability upgrade
2014-01-01,Manchester 138/14kV Transformer #1,baseline reliability upgrade
2014-01-01,Cayucos 138/69kV Autotransformer,baseline reliability upgrade
2014-01-01,Roanoke Rapids - Bluemound 138 kV Line 1,baseline reliability upgrade
2014-01-01,Us Ord Depot-Herlong - Kingsley Lake 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Us Ord Depot-Herlong - Campo Fresco 2 138 kV,baseline reliability upgrade
2014-01-01,Holly Power Plant Substation - Kimberly Clark 138 kV,baseline reliability upgrade
2014-01-01,Lore - Sapony 138 kV #1,baseline reliability upgrade
2014-01-01,Sapony 345-138 kV Transformer T1,baseline reliability upgrade
2014-01-01,Interchange - Rio Bravo 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Dewey - Devils Den 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Five Mile - Kingsley Lake 138 kV L,baseline reliability upgrade
2014-01-01,Garrott - Rosedale 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Bulan - Hazrd Substation 138 kV,baseline reliability upgrade
2014-01-01,Bulan - Haard 138 kV L,baseline reliability upgrade
2014-01-01,W Adamsville Substation - E Dunkirk 138 kV,baseline reliability upgrade
2014-01-01,Erin Substation - Holly Power Plant 138 kV Line 1,baseline reliability upgrade
2014-01-01,Erin - Allings Crossing 138 kV #1,baseline reliability upgrade
2014-01-01,Lone Rock - Tuller Hill 138 kV,baseline reliability upgrade
2014-01-01,Locusst - Intrnational Paper Vicksburg Mill 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Butts - Paul Sweet 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Allings Crossing - Butts 138 kV,baseline reliability upgrade
2014-01-01,Paul Sweet - Allings Crossing Substation 138 kV Line,baseline reliability upgrade
2014-01-01,Paul Sweet - N Randolph 138 kV,baseline reliability upgrade
2014-01-01,N Randolph - Campo Fresco 2 138 kV Line,baseline reliability upgrade
2014-01-01,Rio Bravo - Siletz 138 kV #1,baseline reliability upgrade
2014-01-01,Siletz - Sub 17791 138 kV,baseline reliability upgrade
2014-01-01,Danish Creamery - Sub 17791 Substation 138 kV #2,baseline reliability upgrade
2014-01-01,West Ravenna - Pleasure Ridge Substation 230 kV,baseline reliability upgrade
2014-01-01,Baker - Hubbardstown 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Folsom - Destrehan 138 kV,baseline reliability upgrade
2014-01-01,Yorkshire - Dam No. 5 Hydro Sta 138 kV Line 1,baseline reliability upgrade
2014-01-01,Nipetown - Westhill 138 kV Line 1,baseline reliability upgrade
2014-01-01,Nipetown - Dam No. 5 Hydro Sta 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Oreg 3 Inc Substation - Horn Lake Substation 138 kV,baseline reliability upgrade
2014-01-01,Sunny Slope - Greens Bayou 69 138 kV Line 1,baseline reliability upgrade
2014-01-01,Greens Bayo 69 - Elliot Park 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Sunny Slope - Elliot Park Substation 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,R S Nelson - Bahia 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Millbrae Tap - Beechhurst 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Millbrae Tap - Monroe Ne 138 kV #1,baseline reliability upgrade
2014-01-01,Elliot Park - Hospital Reional 138 kV #1,baseline reliability upgrade
2014-01-01,Polk - Elliot Park 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Beechhurst - Sevier 138 kV,baseline reliability upgrade
2014-01-01,Polk - Monroe Ne 138 kV #1,baseline reliability upgrade
2014-01-01,Lone Star - Caribbean University Substation 138 kV #1,baseline reliability upgrade
2014-01-01,Lone Star - Hospital Regional Substation 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Holgate - Sevier Substation 138 kV #1,baseline reliability upgrade
2014-01-01,Keene Rd - Shepherdstown 138 kV #1,baseline reliability upgrade
2014-01-01,Shepherdstown - Timber Swamp 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Shepherdstown - Carnal 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Mulbery Cogeneration Facility - Randsburg 138 kV Line 1,baseline reliability upgrade
2014-01-01,Green Lake Sw Sta - Railhead 138 kV #1,baseline reliability upgrade
2014-01-01,Green Lake Sw Sta Substation - Sauk Trail 138 kV #1,baseline reliability upgrade
2014-01-01,Sauk Trail - Bridgeport Energy 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Hargis Herbert - Bain 138 kV,baseline reliability upgrade
2014-01-01,Meadow Bridge - Greenbank Substation 138 kV,baseline reliability upgrade
2014-01-01,Greenbank - Moraga 138 kV,baseline reliability upgrade
2014-01-01,Hartsel - Gay Mils 138 kV,baseline reliability upgrade
2014-01-01,Meadow Bridge - Betsy Layne Substation 138 kV line,baseline reliability upgrade
2014-01-01,Hartsel - Virgil Fodness 138 kV,baseline reliability upgrade
2014-01-01,New Crk Wind - Wesmer 138 kV Line 1,baseline reliability upgrade
2014-01-01,Sawgrass - E Winchendon 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,George Afb - Virgil Fodness 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Ravensworth Substation - Cluff 138 kV,baseline reliability upgrade
2014-01-01,Rio Pecos - Rustic 138 kV #1,baseline reliability upgrade
2014-01-01,Rio Pecos - Lockheed 2 Tap 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Phelan - Camuy 601 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Camuy 7601 Substation - Western Digital Substation 138 kV line,baseline reliability upgrade
2014-01-01,San Lorenzo 3301 - Andrew Square Substation 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Moss - Artesian 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Moss Substation - Gardiner 138 kV #1,baseline reliability upgrade
2014-01-01,Difficulty - E Terra Haute 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Mommoth Pacific 1 - 2 Ac Sta 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Artesian - Gill 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Falling Spring Substation - Roeding 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Laurelwood - Difficulty 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Laurelwood Substation - Yazoo 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Vandolah Power Sta - Alpha Road 138 kV,baseline reliability upgrade
2014-01-01,S Randolph - Cape Horn 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Cedar Bayou - Killeen 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Cedar Bayou - Pruntytown 138 kV,baseline reliability upgrade
2014-01-01,Killeen - N Albertville 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Lamar Hvdc Tie - Feagan'S Mill 138 kV Line 1,baseline reliability upgrade
2014-01-01,Holgate - Orofina 138 kV Line 1,baseline reliability upgrade
2014-01-01,Orofina - Ritter Park 138 kV #1,baseline reliability upgrade
2014-01-01,Millville - Sleepy Hollow 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Sleepy Hollow - Orofina 138 kV Circuit 1,baseline reliability upgrade
2014-01-01,Pruntytown - Stadium Reit 138 kV line,baseline reliability upgrade
2014-01-01,N Albertville - Grant Town Power Plant 138 kV Line 1,baseline reliability upgrade
2014-01-01,Black Oak - Dos Condados 138 kV Cir. 1,baseline reliability upgrade
2014-01-01,Dos Condados - Nicholson 138 kV #1,baseline reliability upgrade
2014-01-01,Mt Angel - Ridgeley 138 kV,baseline reliability upgrade
2014-01-01,Ridgeley 345-138 kV Transformer Bank,baseline reliability upgrade
2014-01-01,Rockland - Mceil 138 kV Ckt 1,baseline reliability upgrade
2014-01-01,Rocklad - Serfgen 138 kV #1,baseline reliability upgrade
