project_id,date,status
Q14-0385,2016-04-04,withdrawn
Q16-0602,2016-04-04,queued
Q13-0229,2016-04-06,withdrawn
Q16-0603,2016-04-06,queued
Q15-0541,2016-04-07,withdrawn
Q14-0346,2016-04-08,withdrawn
Q15-0515,2016-04-08,withdrawn
Q16-0604,2016-04-09,queued
Q16-0605,2016-04-10,queued
Q15-0518,2016-04-11,withdrawn
Q16-0606,2016-04-12,queued
Q13-0236,2016-04-13,withdrawn
Q16-0607,2016-04-13,queued
Q14-0391,2016-04-14,withdrawn
Q16-0608,2016-04-14,queued
Q15-0423,2016-04-15,withdrawn
Q16-0609,2016-04-15,queued
Q16-0610,2016-04-15,queued
Q16-0611,2016-04-17,queued
Q16-0612,2016-04-19,queued
Q16-0613,2016-04-20,queued
Q16-0569,2016-04-21,withdrawn
Q16-0614,2016-04-22,queued
Q16-0615,2016-04-22,queued
Q11-0021,2016-04-23,in_service
Q16-0616,2016-04-25,queued
Q13-0207,2016-04-26,in_service
Q16-0617,2016-04-28,queued
Q11-0079,2016-05-02,in_service
Q15-0437,2016-05-02,withdrawn
Q16-0618,2016-05-03,queued
Q16-0619,2016-05-09,queued
Q15-0547,2016-05-10,withdrawn
Q12-0110,2016-05-11,in_service
Q12-0159,2016-05-14,in_service
Q12-0160,2016-05-14,in_service
Q16-0620,2016-05-15,queued
Q16-0621,2016-05-17,queued
Q16-0622,2016-05-22,queued
Q16-0623,2016-05-23,queued
Q12-0135,2016-05-24,in_service
Q16-0624,2016-05-24,queued
Q14-0374,2016-05-25,withdrawn
Q16-0625,2016-05-26,queued
Q16-0626,2016-05-29,queued
Q16-0627,2016-05-31,queued
Q15-0522,2016-06-01,withdrawn
Q16-0628,2016-06-02,queued
Q11-0010,2016-06-03,in_service
Q16-0629,2016-06-03,queued
Q16-0630,2016-06-04,queued
Q13-0277,2016-06-05,withdrawn
Q16-0631,2016-06-05,queued
Q16-0632,2016-06-10,queued
Q16-0633,2016-06-12,queued
Q15-0440,2016-06-14,withdrawn
Q16-0634,2016-06-16,queued
Q16-0635,2016-06-20,queued
Q16-0636,2016-06-22,queued
Q16-0637,2016-06-22,queued
Q13-0249,2016-06-23,withdrawn
Q15-0539,2016-06-24,withdrawn
Q15-0457,2016-06-25,withdrawn
Q16-0638,2016-06-25,queued
Q16-0639,2016-06-27,queued
Q11-0038,2016-06-28,in_service
Q11-0007,2016-06-29,in_service
Q12-0185,2016-06-29,in_service
Q16-0640,2016-07-01,queued
Q16-0641,2016-07-02,queued
Q16-0642,2016-07-05,queued
Q16-0643,2016-07-05,queued
Q16-0644,2016-07-05,queued
Q16-0645,2016-07-06,queued
Q16-0646,2016-07-07,queued
Q14-0326,2016-07-10,withdrawn
Q16-0647,2016-07-11,queued
Q12-0164,2016-07-12,in_service
Q13-0223,2016-07-15,in_service
Q16-0648,2016-07-16,queued
Q16-0649,2016-07-17,queued
Q16-0650,2016-07-17,queued
Q16-0651,2016-07-17,queued
Q13-0200,2016-07-18,in_service
Q16-0652,2016-07-18,queued
Q16-0653,2016-07-19,queued
Q16-0654,2016-07-21,queued
Q16-0655,2016-07-21,queued
Q13-0231,2016-07-25,in_service
Q11-0040,2016-07-27,in_service
Q16-0656,2016-07-27,queued
Q16-0657,2016-07-28,queued
Q16-0658,2016-07-28,queued
Q13-0209,2016-08-03,in_service
Q16-0659,2016-08-04,queued
Q12-0166,2016-08-09,in_service
Q16-0660,2016-08-11,queued
Q16-0661,2016-08-11,queued
Q11-0083,2016-08-12,in_service
Q16-0662,2016-08-12,queued
Q16-0663,2016-08-15,queued
Q13-0256,2016-08-17,in_service
Q12-0126,2016-08-18,in_service
Q16-0664,2016-08-19,queued
Q16-0665,2016-08-20,queued
Q11-0067,2016-08-21,in_service
Q16-0666,2016-08-21,queued
Q16-0667,2016-08-22,queued
Q16-0668,2016-08-23,queued
Q16-0669,2016-08-23,queued
Q16-0670,2016-08-24,queued
Q16-0671,2016-08-25,queued
Q16-0672,2016-08-25,queued
Q16-0673,2016-08-25,queued
Q11-0051,2016-08-26,in_service
Q16-0674,2016-08-27,queued
Q14-0332,2016-09-01,in_service
Q16-0675,2016-09-02,queued
Q12-0095,2016-09-04,in_service
Q16-0676,2016-09-04,queued
Q13-0197,2016-09-05,in_service
Q13-0212,2016-09-07,in_service
Q16-0677,2016-09-07,queued
Q12-0146,2016-09-08,in_service
Q13-0245,2016-09-09,withdrawn
Q13-0250,2016-09-10,withdrawn
Q16-0678,2016-09-12,queued
Q16-0679,2016-09-13,queued
Q15-0426,2016-09-16,withdrawn
Q15-0450,2016-09-17,withdrawn
Q11-0044,2016-09-19,in_service
Q14-0343,2016-09-21,withdrawn
Q11-0057,2016-09-22,in_service
Q16-0561,2016-09-23,withdrawn
Q16-0680,2016-09-24,queued
Q16-0681,2016-09-24,queued
Q16-0682,2016-09-27,queued
Q12-0108,2016-09-29,in_service
Q11-0028,2016-09-30,in_service
Q16-0683,2016-10-01,queued
Q13-0224,2016-10-03,in_service
Q16-0684,2016-10-03,queued
Q16-0685,2016-10-04,queued
Q16-0686,2016-10-05,queued
Q16-0687,2016-10-06,queued
Q16-0688,2016-10-06,queued
Q12-0149,2016-10-07,in_service
Q16-0689,2016-10-08,queued
Q16-0690,2016-10-10,queued
Q12-0172,2016-10-12,in_service
Q16-0691,2016-10-14,queued
Q12-0182,2016-10-15,in_service
Q13-0220,2016-10-15,in_service
Q16-0692,2016-10-15,queued
Q16-0693,2016-10-16,queued
Q16-0694,2016-10-16,queued
Q16-0695,2016-10-20,queued
Q16-0696,2016-10-24,queued
Q14-0329,2016-10-25,in_service
Q16-0639,2016-10-25,withdrawn
Q16-0607,2016-10-26,withdrawn
Q16-0697,2016-10-26,queued
Q16-0698,2016-10-28,queued
Q12-0168,2016-10-30,in_service
Q16-0699,2016-10-30,queued
Q16-0700,2016-10-31,queued
Q16-0701,2016-11-02,queued
Q13-0268,2016-11-04,in_service
Q16-0702,2016-11-04,queued
Q15-0429,2016-11-05,withdrawn
Q16-0703,2016-11-07,queued
Q16-0595,2016-11-09,withdrawn
Q11-0058,2016-11-12,in_service
Q16-0704,2016-11-13,queued
Q13-0216,2016-11-14,in_service
Q13-0233,2016-11-18,withdrawn
Q16-0705,2016-11-18,queued
Q11-0048,2016-11-21,in_service
Q11-0050,2016-11-21,in_service
Q16-0706,2016-11-21,queued
Q15-0489,2016-11-24,withdrawn
Q16-0707,2016-11-24,queued
Q11-0031,2016-11-25,in_service
Q13-0289,2016-11-25,withdrawn
Q16-0708,2016-11-25,queued
Q16-0709,2016-11-27,queued
Q16-0710,2016-11-29,queued
Q16-0711,2016-11-30,queued
Q15-0452,2016-12-01,withdrawn
Q16-0712,2016-12-03,queued
Q15-0439,2016-12-04,withdrawn
Q16-0713,2016-12-06,queued
Q16-0714,2016-12-07,queued
Q16-0715,2016-12-09,queued
Q13-0285,2016-12-15,withdrawn
Q16-0716,2016-12-15,queued
Q13-0254,2016-12-18,in_service
Q15-0432,2016-12-18,withdrawn
Q12-0120,2016-12-19,in_service
Q16-0717,2016-12-19,queued
Q12-0103,2016-12-20,in_service
Q16-0718,2016-12-20,queued
Q11-0081,2016-12-21,in_service
Q11-0084,2016-12-21,in_service
Q16-0622,2016-12-24,withdrawn
Q16-0719,2016-12-24,queued
Q15-0428,2016-12-26,withdrawn
Q16-0720,2016-12-27,queued
Q13-0217,2016-12-30,in_service
Q11-0053,2017-01-02,in_service
Q17-0721,2017-01-04,queued
Q14-0352,2017-01-08,withdrawn
Q17-0722,2017-01-10,queued
Q17-0723,2017-01-10,queued
Q17-0724,2017-01-10,queued
Q17-0725,2017-01-10,queued
Q17-0726,2017-01-11,queued
Q12-0170,2017-01-12,in_service
Q13-0213,2017-01-13,in_service
Q17-0727,2017-01-15,queued
Q17-0728,2017-01-15,queued
Q17-0729,2017-01-16,queued
Q17-0730,2017-01-16,queued
Q13-0237,2017-01-18,in_service
Q12-0189,2017-01-19,in_service
Q13-0211,2017-01-19,in_service
Q17-0731,2017-01-20,queued
Q16-0590,2017-01-21,withdrawn
Q17-0732,2017-01-21,queued
Q17-0733,2017-01-21,queued
Q14-0303,2017-01-23,withdrawn
Q17-0734,2017-01-26,queued
Q17-0735,2017-01-27,queued
Q17-0736,2017-01-28,queued
Q17-0737,2017-01-28,queued
Q17-0738,2017-01-29,queued
Q17-0739,2017-01-30,queued
Q17-0740,2017-01-30,queued
Q17-0741,2017-01-31,queued
Q17-0742,2017-02-02,queued
Q17-0743,2017-02-03,queued
Q17-0744,2017-02-03,queued
Q17-0745,2017-02-04,queued
Q12-0116,2017-02-05,in_service
Q16-0684,2017-02-05,withdrawn
Q17-0746,2017-02-09,queued
Q17-0747,2017-02-10,queued
Q16-0608,2017-02-11,withdrawn
Q12-0142,2017-02-14,in_service
Q14-0306,2017-02-14,in_service
Q17-0748,2017-02-15,queued
Q17-0749,2017-02-16,queued
Q15-0485,2017-02-17,withdrawn
Q12-0179,2017-02-18,in_service
Q14-0320,2017-02-18,in_service
Q17-0750,2017-02-18,queued
Q17-0751,2017-02-19,queued
Q17-0752,2017-02-21,queued
Q12-0144,2017-02-23,in_service
Q16-0573,2017-02-23,withdrawn
Q17-0753,2017-02-23,queued
Q17-0754,2017-02-24,queued
Q14-0403,2017-02-26,withdrawn
Q17-0755,2017-03-02,queued
Q12-0136,2017-03-03,in_service
Q17-0756,2017-03-04,queued
Q17-0757,2017-03-05,queued
Q17-0758,2017-03-05,queued
Q15-0502,2017-03-06,withdrawn
Q17-0759,2017-03-06,queued
Q17-0760,2017-03-07,queued
Q17-0761,2017-03-07,queued
Q17-0762,2017-03-11,queued
Q17-0763,2017-03-13,queued
Q17-0764,2017-03-13,queued
Q17-0765,2017-03-14,queued
Q12-0154,2017-03-19,in_service
Q16-0644,2017-03-21,withdrawn
Q17-0766,2017-03-21,queued
Q13-0192,2017-03-23,in_service
Q15-0476,2017-03-23,withdrawn
Q12-0092,2017-03-24,in_service
Q17-0767,2017-03-24,queued
Q17-0768,2017-03-25,queued
Q17-0769,2017-03-25,queued
Q17-0770,2017-03-25,queued
Q17-0771,2017-03-27,queued
Q15-0445,2017-03-29,withdrawn
Q12-0175,2017-03-30,in_service
Q13-0240,2017-04-02,in_service
Q17-0772,2017-04-04,queued
Q17-0773,2017-04-05,queued
Q12-0156,2017-04-06,in_service
Q17-0774,2017-04-07,queued
Q13-0293,2017-04-08,in_service
Q17-0775,2017-04-08,queued
Q17-0776,2017-04-08,queued
Q17-0777,2017-04-10,queued
Q17-0778,2017-04-11,queued
Q17-0779,2017-04-11,queued
Q17-0780,2017-04-12,queued
Q17-0781,2017-04-12,queued
Q12-0102,2017-04-13,in_service
Q17-0782,2017-04-14,queued
Q17-0783,2017-04-15,queued
Q13-0271,2017-04-17,in_service
Q17-0784,2017-04-17,queued
Q17-0785,2017-04-18,queued
Q13-0225,2017-04-19,in_service
Q17-0786,2017-04-20,queued
Q12-0132,2017-04-22,in_service
Q13-0252,2017-04-23,in_service
Q13-0219,2017-04-25,in_service
Q17-0787,2017-04-26,queued
Q17-0788,2017-04-26,queued
Q17-0789,2017-04-26,queued
Q17-0790,2017-04-27,queued
Q15-0433,2017-04-28,withdrawn
Q17-0791,2017-04-28,queued
Q15-0517,2017-04-29,withdrawn
Q17-0792,2017-04-30,queued
Q17-0793,2017-05-04,queued
Q14-0404,2017-05-05,withdrawn
Q17-0794,2017-05-07,queued
Q17-0795,2017-05-07,queued
Q17-0796,2017-05-09,queued
Q17-0797,2017-05-13,queued
Q17-0798,2017-05-15,queued
Q17-0799,2017-05-17,queued
Q17-0800,2017-05-17,queued
Q17-0801,2017-05-19,queued
Q17-0802,2017-05-20,queued
Q15-0435,2017-05-23,withdrawn
Q15-0550,2017-05-23,withdrawn
Q16-0571,2017-05-24,withdrawn
Q17-0803,2017-05-24,queued
Q17-0804,2017-05-25,queued
Q17-0805,2017-05-27,queued
Q14-0407,2017-05-28,withdrawn
Q15-0549,2017-05-28,withdrawn
Q17-0806,2017-05-28,queued
Q17-0807,2017-05-29,queued
Q17-0808,2017-05-30,queued
Q13-0261,2017-05-31,in_service
Q17-0809,2017-05-31,queued
Q17-0730,2017-06-03,withdrawn
Q13-0238,2017-06-06,in_service
Q12-0098,2017-06-07,in_service
Q17-0810,2017-06-08,queued
Q17-0811,2017-06-09,queued
Q17-0812,2017-06-09,queued
Q17-0813,2017-06-10,queued
Q13-0210,2017-06-11,in_service
Q13-0247,2017-06-11,in_service
Q17-0814,2017-06-14,queued
Q13-0215,2017-06-15,in_service
Q16-0609,2017-06-15,withdrawn
Q17-0815,2017-06-16,queued
Q17-0816,2017-06-17,queued
Q14-0370,2017-06-19,in_service
Q17-0817,2017-06-22,queued
Q14-0331,2017-06-24,in_service
Q17-0818,2017-06-24,queued
Q17-0819,2017-06-26,queued
Q17-0820,2017-06-27,queued
Q17-0821,2017-06-27,queued
Q17-0822,2017-06-28,queued
Q17-0823,2017-06-28,queued
Q17-0824,2017-06-29,queued
Q17-0825,2017-06-29,queued
Q17-0826,2017-06-29,queued
Q14-0354,2017-06-30,in_service
Q17-0827,2017-06-30,queued
Q17-0828,2017-07-02,queued
Q17-0829,2017-07-02,queued
Q17-0830,2017-07-05,queued
Q12-0121,2017-07-06,in_service
Q17-0831,2017-07-06,queued
Q14-0347,2017-07-10,in_service
Q14-0356,2017-07-10,in_service
Q17-0832,2017-07-10,queued
Q17-0833,2017-07-11,queued
Q14-0416,2017-07-12,in_service
Q17-0834,2017-07-12,queued
Q17-0835,2017-07-14,queued
Q17-0836,2017-07-16,queued
Q17-0837,2017-07-18,queued
Q17-0838,2017-07-18,queued
Q17-0839,2017-07-18,queued
Q17-0840,2017-07-19,queued
Q17-0841,2017-07-20,queued
Q15-0477,2017-07-21,withdrawn
Q15-0513,2017-07-23,withdrawn
Q17-0842,2017-07-23,queued
Q13-0294,2017-07-24,in_service
Q15-0431,2017-07-24,withdrawn
Q16-0577,2017-07-25,withdrawn
Q12-0167,2017-07-26,in_service
Q17-0843,2017-07-26,queued
Q17-0844,2017-07-29,queued
Q13-0272,2017-07-31,in_service
Q15-0427,2017-07-31,withdrawn
Q17-0845,2017-08-01,queued
Q17-0846,2017-08-03,queued
Q14-0314,2017-08-05,in_service
Q17-0847,2017-08-05,queued
Q15-0493,2017-08-14,withdrawn
Q17-0848,2017-08-14,queued
Q17-0849,2017-08-14,queued
Q17-0850,2017-08-16,queued
Q14-0367,2017-08-19,in_service
Q17-0851,2017-08-21,queued
Q14-0365,2017-08-22,withdrawn
Q15-0487,2017-08-22,withdrawn
Q17-0852,2017-08-22,queued
Q17-0853,2017-08-22,queued
Q16-0614,2017-08-24,withdrawn
Q17-0854,2017-08-26,queued
Q17-0855,2017-08-26,queued
Q17-0856,2017-08-29,queued
Q17-0857,2017-08-29,queued
Q12-0174,2017-08-31,in_service
Q17-0858,2017-08-31,queued
Q17-0859,2017-08-31,queued
Q17-0860,2017-09-01,queued
Q13-0288,2017-09-02,in_service
Q17-0861,2017-09-02,queued
Q13-0191,2017-09-06,in_service
Q17-0862,2017-09-06,queued
Q17-0863,2017-09-06,queued
Q14-0301,2017-09-11,in_service
Q16-0713,2017-09-13,withdrawn
Q17-0864,2017-09-14,queued
Q17-0865,2017-09-15,queued
Q17-0866,2017-09-15,queued
Q17-0867,2017-09-17,queued
Q17-0868,2017-09-19,queued
Q17-0869,2017-09-19,queued
Q12-0187,2017-09-20,in_service
Q14-0406,2017-09-22,in_service
Q16-0672,2017-09-22,withdrawn
Q16-0565,2017-09-23,withdrawn
Q17-0870,2017-09-23,queued
Q15-0455,2017-09-26,withdrawn
Q17-0871,2017-09-27,queued
Q17-0872,2017-09-30,queued
Q17-0873,2017-09-30,queued
Q14-0377,2017-10-01,in_service
Q16-0658,2017-10-02,withdrawn
Q17-0874,2017-10-02,queued
Q17-0875,2017-10-02,queued
Q17-0876,2017-10-05,queued
Q15-0516,2017-10-06,withdrawn
Q17-0877,2017-10-07,queued
Q14-0302,2017-10-09,in_service
Q17-0878,2017-10-09,queued
Q17-0879,2017-10-10,queued
Q17-0880,2017-10-10,queued
Q17-0881,2017-10-11,queued
Q14-0375,2017-10-13,in_service
Q17-0882,2017-10-13,queued
Q17-0883,2017-10-14,queued
Q13-0281,2017-10-15,in_service
Q15-0490,2017-10-16,withdrawn
Q12-0147,2017-10-21,in_service
Q17-0884,2017-10-21,queued
Q17-0803,2017-10-24,withdrawn
Q17-0885,2017-10-26,queued
Q12-0128,2017-10-27,in_service
Q17-0886,2017-10-27,queued
Q17-0887,2017-10-29,queued
Q17-0888,2017-10-31,queued
Q17-0889,2017-11-04,queued
Q17-0890,2017-11-06,queued
Q15-0475,2017-11-10,in_service
Q12-0171,2017-11-12,in_service
Q17-0891,2017-11-13,queued
Q17-0892,2017-11-13,queued
Q13-0232,2017-11-14,in_service
Q17-0893,2017-11-14,queued
Q13-0291,2017-11-16,in_service
Q13-0251,2017-11-17,in_service
Q17-0894,2017-11-18,queued
Q13-0258,2017-11-21,in_service
Q13-0235,2017-11-22,in_service
Q17-0895,2017-11-22,queued
Q17-0896,2017-11-23,queued
Q17-0897,2017-11-24,queued
Q16-0625,2017-11-26,withdrawn
Q14-0330,2017-11-30,in_service
Q17-0773,2017-12-01,withdrawn
Q13-0262,2017-12-04,in_service
Q17-0826,2017-12-05,withdrawn
Q17-0898,2017-12-08,queued
Q17-0899,2017-12-09,queued
Q15-0434,2017-12-11,withdrawn
Q17-0900,2017-12-11,queued
Q17-0901,2017-12-11,queued
Q17-0902,2017-12-12,queued
Q17-0903,2017-12-13,queued
Q17-0904,2017-12-13,queued
Q14-0369,2017-12-15,in_service
Q17-0905,2017-12-16,queued
Q17-0906,2017-12-16,queued
Q17-0907,2017-12-17,queued
Q14-0339,2017-12-18,in_service
Q14-0313,2017-12-20,in_service
Q14-0420,2017-12-20,withdrawn
Q17-0908,2017-12-23,queued
Q17-0909,2017-12-26,queued
Q13-0276,2017-12-28,in_service
Q17-0771,2017-12-28,withdrawn
Q17-0910,2017-12-28,queued
Q13-0298,2018-01-03,in_service
Q18-0911,2018-01-03,queued
Q18-0912,2018-01-04,queued
Q18-0913,2018-01-05,queued
Q15-0500,2018-01-08,withdrawn
Q18-0914,2018-01-08,queued
Q12-0143,2018-01-11,in_service
Q15-0521,2018-01-11,withdrawn
Q18-0915,2018-01-11,queued
Q18-0916,2018-01-12,queued
Q18-0917,2018-01-13,queued
Q18-0918,2018-01-13,queued
Q18-0919,2018-01-14,queued
Q13-0228,2018-01-15,in_service
Q16-0600,2018-01-19,withdrawn
Q18-0920,2018-01-20,queued
Q12-0129,2018-01-21,in_service
Q18-0921,2018-01-21,queued
Q18-0922,2018-01-22,queued
Q13-0280,2018-01-23,in_service
Q18-0923,2018-01-23,queued
Q18-0924,2018-01-24,queued
Q18-0925,2018-01-24,queued
Q18-0926,2018-01-26,queued
Q15-0473,2018-01-27,in_service
Q18-0927,2018-01-27,queued
Q14-0366,2018-01-29,in_service
Q18-0928,2018-01-30,queued
Q18-0929,2018-01-30,queued
Q18-0930,2018-02-02,queued
Q13-0286,2018-02-04,in_service
Q18-0931,2018-02-06,queued
Q18-0932,2018-02-08,queued
Q18-0933,2018-02-08,queued
Q16-0718,2018-02-09,withdrawn
Q17-0833,2018-02-10,withdrawn
Q18-0934,2018-02-10,queued
Q18-0935,2018-02-11,queued
Q15-0460,2018-02-14,withdrawn
Q18-0936,2018-02-15,queued
Q18-0937,2018-02-18,queued
Q18-0938,2018-02-21,queued
Q17-0893,2018-02-22,withdrawn
Q12-0113,2018-02-24,in_service
Q18-0939,2018-02-24,queued
Q18-0940,2018-02-25,queued
Q18-0941,2018-02-26,queued
Q18-0942,2018-02-26,queued
Q18-0943,2018-03-02,queued
Q18-0944,2018-03-04,queued
Q18-0945,2018-03-05,queued
Q18-0946,2018-03-05,queued
Q13-0297,2018-03-07,in_service
Q14-0305,2018-03-08,in_service
Q15-0526,2018-03-08,withdrawn
Q18-0947,2018-03-08,queued
Q18-0948,2018-03-09,queued
Q14-0319,2018-03-11,in_service
Q13-0205,2018-03-12,in_service
Q15-0492,2018-03-12,withdrawn
Q16-0575,2018-03-12,withdrawn
Q14-0327,2018-03-13,in_service
Q18-0949,2018-03-14,queued
Q18-0950,2018-03-14,queued
Q15-0560,2018-03-15,withdrawn
Q18-0951,2018-03-15,queued
Q18-0952,2018-03-16,queued
Q16-0690,2018-03-17,withdrawn
Q18-0953,2018-03-18,queued
Q18-0954,2018-03-18,queued
Q18-0955,2018-03-19,queued
Q14-0340,2018-03-24,in_service
Q18-0956,2018-03-26,queued
Q18-0957,2018-03-26,queued
Q18-0958,2018-03-27,queued
Q18-0959,2018-03-27,queued
Q18-0960,2018-03-27,queued
Q18-0961,2018-03-28,queued
Q18-0962,2018-03-28,queued
Q18-0963,2018-03-29,queued
Q18-0964,2018-03-29,queued
Q14-0316,2018-04-01,in_service
Q16-0579,2018-04-03,withdrawn
Q13-0204,2018-04-05,in_service
Q17-0735,2018-04-05,withdrawn
Q18-0965,2018-04-05,queued
Q14-0341,2018-04-06,in_service
Q14-0410,2018-04-06,in_service
Q18-0966,2018-04-07,queued
Q18-0967,2018-04-08,queued
Q18-0968,2018-04-09,queued
Q12-0145,2018-04-10,in_service
Q17-0758,2018-04-12,withdrawn
Q18-0969,2018-04-12,queued
Q14-0373,2018-04-13,in_service
Q18-0970,2018-04-13,queued
Q16-0667,2018-04-15,withdrawn
Q18-0971,2018-04-16,queued
Q16-0597,2018-04-18,withdrawn
Q18-0972,2018-04-18,queued
Q12-0181,2018-04-19,in_service
Q18-0973,2018-04-19,queued
Q18-0974,2018-04-20,queued
Q18-0975,2018-04-21,queued
Q18-0976,2018-04-22,queued
Q14-0389,2018-04-24,in_service
Q17-0859,2018-04-24,withdrawn
Q17-0769,2018-05-03,withdrawn
Q18-0977,2018-05-03,queued
Q16-0603,2018-05-04,withdrawn
Q18-0978,2018-05-04,queued
Q13-0241,2018-05-05,in_service
Q17-0796,2018-05-05,withdrawn
Q17-0780,2018-05-06,withdrawn
Q18-0979,2018-05-07,queued
Q18-0980,2018-05-07,queued
Q18-0981,2018-05-09,queued
Q18-0982,2018-05-09,queued
Q18-0983,2018-05-10,queued
Q18-0984,2018-05-10,queued
Q18-0985,2018-05-10,queued
Q18-0986,2018-05-11,queued
Q17-0746,2018-05-13,withdrawn
Q18-0987,2018-05-14,queued
Q18-0935,2018-05-15,withdrawn
Q18-0988,2018-05-15,queued
Q18-0989,2018-05-16,queued
Q18-0990,2018-05-16,queued
Q15-0464,2018-05-17,withdrawn
Q18-0991,2018-05-17,queued
Q18-0992,2018-05-17,queued
Q18-0932,2018-05-18,withdrawn
Q18-0993,2018-05-19,queued
Q12-0162,2018-05-20,in_service
Q18-0994,2018-05-20,queued
Q18-0995,2018-05-23,queued
Q18-0996,2018-05-24,queued
Q18-0997,2018-05-25,queued
Q18-0998,2018-05-26,queued
Q12-0180,2018-05-27,in_service
Q18-0999,2018-05-28,queued
Q18-1000,2018-05-28,queued
Q15-0507,2018-05-29,withdrawn
Q13-0292,2018-05-30,in_service
Q14-0399,2018-05-31,in_service
Q15-0486,2018-06-01,withdrawn
Q18-1001,2018-06-03,queued
Q18-1002,2018-06-03,queued
Q18-1003,2018-06-05,queued
Q14-0348,2018-06-06,in_service
Q18-1004,2018-06-06,queued
Q13-0270,2018-06-07,in_service
Q15-0506,2018-06-08,in_service
Q16-0669,2018-06-08,withdrawn
Q12-0130,2018-06-09,in_service
Q18-1005,2018-06-14,queued
Q13-0269,2018-06-18,in_service
Q18-1006,2018-06-18,queued
Q15-0456,2018-06-19,withdrawn
Q18-1007,2018-06-21,queued
Q18-1008,2018-06-22,queued
Q18-1009,2018-06-27,queued
Q18-1010,2018-07-01,queued
Q18-1011,2018-07-06,queued
Q18-1012,2018-07-07,queued
Q18-1013,2018-07-07,queued
Q18-1014,2018-07-07,queued
Q18-1015,2018-07-08,queued
Q18-1016,2018-07-08,queued
Q13-0248,2018-07-09,in_service
Q17-0888,2018-07-10,withdrawn
Q18-1017,2018-07-10,queued
Q18-1018,2018-07-10,queued
Q13-0196,2018-07-13,in_service
Q18-1019,2018-07-16,queued
Q15-0525,2018-07-17,withdrawn
Q15-0468,2018-07-18,withdrawn
Q17-0743,2018-07-18,withdrawn
Q18-1020,2018-07-18,queued
Q18-1021,2018-07-18,queued
Q15-0474,2018-07-21,in_service
Q18-1022,2018-07-21,queued
Q18-1023,2018-07-22,queued
Q18-1024,2018-07-23,queued
Q15-0498,2018-07-25,in_service
Q18-1025,2018-07-25,queued
Q15-0494,2018-07-26,in_service
Q18-1026,2018-07-27,queued
Q14-0357,2018-07-28,in_service
Q16-0714,2018-07-28,withdrawn
Q18-1027,2018-07-28,queued
Q18-1028,2018-07-29,queued
Q13-0300,2018-07-30,in_service
Q14-0342,2018-07-31,in_service
Q18-1029,2018-08-01,queued
Q18-1030,2018-08-01,queued
Q15-0504,2018-08-02,withdrawn
Q16-0606,2018-08-03,withdrawn
Q18-1031,2018-08-03,queued
Q16-0651,2018-08-04,withdrawn
Q13-0290,2018-08-06,in_service
Q15-0531,2018-08-06,withdrawn
Q14-0321,2018-08-08,in_service
Q18-1032,2018-08-08,queued
Q17-0907,2018-08-09,withdrawn
Q15-0524,2018-08-10,in_service
Q15-0536,2018-08-10,in_service
Q18-1033,2018-08-13,queued
Q15-0471,2018-08-15,in_service
Q18-1034,2018-08-16,queued
Q18-1035,2018-08-16,queued
Q18-1036,2018-08-19,queued
Q17-0881,2018-08-20,withdrawn
Q18-1037,2018-08-20,queued
Q18-1038,2018-08-21,queued
Q18-1039,2018-08-22,queued
Q18-1040,2018-08-24,queued
Q18-1041,2018-08-24,queued
Q18-1042,2018-08-25,queued
Q18-1043,2018-08-25,queued
Q18-1044,2018-08-25,queued
Q18-1045,2018-08-26,queued
Q18-1046,2018-08-27,queued
Q18-1047,2018-08-29,queued
Q18-1048,2018-08-30,queued
Q14-0411,2018-08-31,in_service
Q18-1049,2018-08-31,queued
Q18-1050,2018-08-31,queued
Q18-1051,2018-09-01,queued
Q18-1052,2018-09-02,queued
Q13-0283,2018-09-03,in_service
Q18-1053,2018-09-03,queued
Q18-1054,2018-09-03,queued
Q16-0717,2018-09-04,withdrawn
Q18-0979,2018-09-04,withdrawn
Q16-0646,2018-09-05,withdrawn
Q18-1055,2018-09-06,queued
Q18-1056,2018-09-08,queued
Q18-1057,2018-09-10,queued
Q18-1058,2018-09-10,queued
Q16-0705,2018-09-11,withdrawn
Q18-1059,2018-09-11,queued
Q14-0412,2018-09-12,in_service
Q15-0511,2018-09-13,in_service
Q15-0552,2018-09-13,withdrawn
Q17-0856,2018-09-13,withdrawn
Q18-1060,2018-09-13,queued
Q18-1061,2018-09-15,queued
Q18-1062,2018-09-16,queued
Q18-1063,2018-09-16,queued
Q18-1064,2018-09-17,queued
Q18-1065,2018-09-17,queued
Q18-1066,2018-09-19,queued
Q15-0482,2018-09-21,withdrawn
Q16-0665,2018-09-22,withdrawn
Q18-1067,2018-09-22,queued
Q13-0278,2018-09-23,in_service
Q17-0801,2018-09-24,withdrawn
Q17-0805,2018-09-24,withdrawn
Q18-1068,2018-09-26,queued
Q18-0947,2018-09-27,withdrawn
Q14-0384,2018-09-28,in_service
Q18-1069,2018-09-28,queued
Q18-1070,2018-09-29,queued
Q18-1071,2018-09-29,queued
Q13-0265,2018-09-30,in_service
Q18-1072,2018-10-03,queued
Q18-1073,2018-10-04,queued
Q15-0523,2018-10-07,in_service
Q18-1074,2018-10-08,queued
Q18-1075,2018-10-09,queued
Q18-1076,2018-10-09,queued
Q13-0234,2018-10-12,in_service
Q14-0381,2018-10-12,in_service
Q18-1077,2018-10-12,queued
