project_id,study_type,publication_date,template,pdf_path
Q14-0358,system_impact,2016-03-28,B,data/studies/pdf/q140358_imp.pdf
Q15-0424,system_impact,2016-03-16,C,data/studies/pdf/q150424_imp.pdf
Q15-0432,system_impact,2016-04-01,C,data/studies/pdf/q150432_imp.pdf
Q14-0326,system_impact,2016-04-29,C,data/studies/pdf/q140326_imp.pdf
Q14-0342,system_impact,2016-04-23,A,data/studies/pdf/q140342_imp.pdf
Q14-0364,system_impact,2016-04-18,A,data/studies/pdf/q140364_imp.pdf
Q14-0383,system_impact,2016-05-04,A,data/studies/pdf/q140383_imp.pdf
Q14-0389,system_impact,2016-04-18,A,data/studies/pdf/q140389_imp.pdf
Q14-0407,system_impact,2016-05-03,B,data/studies/pdf/q140407_imp.pdf
Q14-0411,system_impact,2016-04-20,C,data/studies/pdf/q140411_imp.pdf
Q15-0446,system_impact,2016-04-23,A,data/studies/pdf/q150446_imp.pdf
Q15-0450,system_impact,2016-04-28,A,data/studies/pdf/q150450_imp.pdf
Q15-0462,system_impact,2016-04-25,A,data/studies/pdf/q150462_imp.pdf
Q15-0475,system_impact,2016-04-19,A,data/studies/pdf/q150475_imp.pdf
Q14-0360,system_impact,2016-05-21,C,data/studies/pdf/q140360_imp.pdf
Q14-0381,system_impact,2016-06-02,A,data/studies/pdf/q140381_imp.pdf
Q14-0397,system_impact,2016-05-23,C,data/studies/pdf/q140397_imp.pdf
Q14-0402,system_impact,2016-05-31,A,data/studies/pdf/q140402_imp.pdf
Q15-0473,system_impact,2016-05-21,A,data/studies/pdf/q150473_imp.pdf
Q15-0479,system_impact,2016-05-21,A,data/studies/pdf/q150479_imp.pdf
Q14-0337,system_impact,2016-06-20,C,data/studies/pdf/q140337_imp.pdf
Q14-0343,system_impact,2016-06-19,C,data/studies/pdf/q140343_imp.pdf
Q14-0348,system_impact,2016-06-30,A,data/studies/pdf/q140348_imp.pdf
Q14-0361,system_impact,2016-06-25,A,data/studies/pdf/q140361_imp.pdf
Q14-0386,system_impact,2016-06-24,A,data/studies/pdf/q140386_imp.pdf
Q14-0410,system_impact,2016-07-01,B,data/studies/pdf/q140410_imp.pdf
Q15-0422,system_impact,2016-06-25,B,data/studies/pdf/q150422_imp.pdf
Q15-0428,system_impact,2016-06-15,B,data/studies/pdf/q150428_imp.pdf
Q15-0474,system_impact,2016-06-23,C,data/studies/pdf/q150474_imp.pdf
Q15-0484,system_impact,2016-06-24,A,data/studies/pdf/q150484_imp.pdf
Q15-0502,system_impact,2016-06-18,C,data/studies/pdf/q150502_imp.pdf
Q14-0368,system_impact,2016-07-29,C,data/studies/pdf/q140368_imp.pdf
Q14-0371,system_impact,2016-07-26,A,data/studies/pdf/q140371_imp.pdf
Q14-0398,system_impact,2016-07-26,C,data/studies/pdf/q140398_imp.pdf
Q14-0399,system_impact,2016-07-18,A,data/studies/pdf/q140399_imp.pdf
Q15-0483,system_impact,2016-07-21,A,data/studies/pdf/q150483_imp.pdf
Q15-0488,system_impact,2016-07-20,B,data/studies/pdf/q150488_imp.pdf
Q14-0365,system_impact,2016-09-03,C,data/studies/pdf/q140365_imp.pdf
Q14-0372,system_impact,2016-08-18,C,data/studies/pdf/q140372_imp.pdf
Q14-0376,system_impact,2016-08-30,A,data/studies/pdf/q140376_imp.pdf
Q14-0393,system_impact,2016-08-26,C,data/studies/pdf/q140393_imp.pdf
Q15-0425,system_impact,2016-08-26,B,data/studies/pdf/q150425_imp.pdf
Q15-0427,system_impact,2016-08-26,A,data/studies/pdf/q150427_imp.pdf
Q15-0436,system_impact,2016-08-21,C,data/studies/pdf/q150436_imp.pdf
Q15-0448,system_impact,2016-08-31,B,data/studies/pdf/q150448_imp.pdf
Q15-0477,system_impact,2016-08-16,A,data/studies/pdf/q150477_imp.pdf
Q15-0490,system_impact,2016-08-24,B,data/studies/pdf/q150490_imp.pdf
Q15-0506,system_impact,2016-08-15,A,data/studies/pdf/q150506_imp.pdf
Q15-0517,system_impact,2016-08-19,A,data/studies/pdf/q150517_imp.pdf
Q14-0403,system_impact,2016-09-30,A,data/studies/pdf/q140403_imp.pdf
Q15-0421,system_impact,2016-09-24,A,data/studies/pdf/q150421_imp.pdf
Q15-0454,system_impact,2016-10-01,C,data/studies/pdf/q150454_imp.pdf
Q15-0466,system_impact,2016-09-30,A,data/studies/pdf/q150466_imp.pdf
Q15-0540,system_impact,2016-10-04,A,data/studies/pdf/q150540_imp.pdf
Q14-0400,system_impact,2016-10-23,C,data/studies/pdf/q140400_imp.pdf
Q15-0439,system_impact,2016-11-02,A,data/studies/pdf/q150439_imp.pdf
Q15-0485,system_impact,2016-10-22,C,data/studies/pdf/q150485_imp.pdf
Q15-0489,system_impact,2016-10-25,A,data/studies/pdf/q150489_imp.pdf
Q15-0528,system_impact,2016-10-23,C,data/studies/pdf/q150528_imp.pdf
Q14-0419,system_impact,2016-11-29,A,data/studies/pdf/q140419_imp.pdf
Q15-0431,system_impact,2016-12-02,A,data/studies/pdf/q150431_imp.pdf
Q15-0435,system_impact,2016-12-01,C,data/studies/pdf/q150435_imp.pdf
Q15-0476,system_impact,2016-12-03,C,data/studies/pdf/q150476_imp.pdf
Q15-0478,system_impact,2016-11-18,A,data/studies/pdf/q150478_imp.pdf
Q15-0487,system_impact,2016-11-22,A,data/studies/pdf/q150487_imp.pdf
Q15-0494,system_impact,2016-11-17,A,data/studies/pdf/q150494_imp.pdf
Q15-0513,system_impact,2016-11-23,A,data/studies/pdf/q150513_imp.pdf
Q15-0535,system_impact,2016-11-26,A,data/studies/pdf/q150535_imp.pdf
Q14-0401,system_impact,2017-01-01,A,data/studies/pdf/q140401_imp.pdf
Q14-0412,system_impact,2017-01-02,C,data/studies/pdf/q140412_imp.pdf
Q14-0413,system_impact,2016-12-19,A,data/studies/pdf/q140413_imp.pdf
Q14-0414,system_impact,2016-12-27,A,data/studies/pdf/q140414_imp.pdf
Q14-0417,system_impact,2016-12-21,A,data/studies/pdf/q140417_imp.pdf
Q15-0433,system_impact,2016-12-23,A,data/studies/pdf/q150433_imp.pdf
Q15-0442,system_impact,2017-01-03,C,data/studies/pdf/q150442_imp.pdf
Q15-0451,system_impact,2016-12-16,C,data/studies/pdf/q150451_imp.pdf
Q15-0453,system_impact,2016-12-30,A,data/studies/pdf/q150453_imp.pdf
Q15-0458,system_impact,2016-12-20,A,data/studies/pdf/q150458_imp.pdf
Q15-0470,system_impact,2016-12-20,C,data/studies/pdf/q150470_imp.pdf
Q15-0471,system_impact,2016-12-25,A,data/studies/pdf/q150471_imp.pdf
Q15-0498,system_impact,2016-12-19,C,data/studies/pdf/q150498_imp.pdf
Q15-0499,system_impact,2016-12-18,A,data/studies/pdf/q150499_imp.pdf
Q15-0530,system_impact,2017-01-01,A,data/studies/pdf/q150530_imp.pdf
Q15-0560,system_impact,2016-12-17,C,data/studies/pdf/q150560_imp.pdf
Q16-0562,system_impact,2016-12-31,A,data/studies/pdf/q160562_imp.pdf
Q16-0570,system_impact,2016-12-22,A,data/studies/pdf/q160570_imp.pdf
Q16-0571,system_impact,2017-01-03,B,data/studies/pdf/q160571_imp.pdf
Q16-0583,system_impact,2016-12-20,A,data/studies/pdf/q160583_imp.pdf
Q14-0409,system_impact,2017-02-01,A,data/studies/pdf/q140409_imp.pdf
Q14-0415,system_impact,2017-01-28,A,data/studies/pdf/q140415_imp.pdf
Q14-0420,system_impact,2017-01-17,A,data/studies/pdf/q140420_imp.pdf
Q15-0464,system_impact,2017-01-21,A,data/studies/pdf/q150464_imp.pdf
Q15-0481,system_impact,2017-01-25,A,data/studies/pdf/q150481_imp.pdf
Q15-0511,system_impact,2017-01-22,C,data/studies/pdf/q150511_imp.pdf
Q15-0536,system_impact,2017-01-24,C,data/studies/pdf/q150536_imp.pdf
Q15-0538,system_impact,2017-01-29,B,data/studies/pdf/q150538_imp.pdf
Q15-0553,system_impact,2017-02-02,A,data/studies/pdf/q150553_imp.pdf
Q15-0555,system_impact,2017-01-30,A,data/studies/pdf/q150555_imp.pdf
Q16-0579,system_impact,2017-01-24,C,data/studies/pdf/q160579_imp.pdf
Q15-0445,system_impact,2017-03-04,A,data/studies/pdf/q150445_imp.pdf
Q15-0463,system_impact,2017-02-19,C,data/studies/pdf/q150463_imp.pdf
Q15-0493,system_impact,2017-02-19,A,data/studies/pdf/q150493_imp.pdf
Q15-0501,system_impact,2017-02-15,C,data/studies/pdf/q150501_imp.pdf
Q15-0509,system_impact,2017-02-18,B,data/studies/pdf/q150509_imp.pdf
Q15-0516,system_impact,2017-03-05,C,data/studies/pdf/q150516_imp.pdf
Q15-0519,system_impact,2017-02-27,A,data/studies/pdf/q150519_imp.pdf
Q15-0524,system_impact,2017-02-19,B,data/studies/pdf/q150524_imp.pdf
Q16-0586,system_impact,2017-03-03,A,data/studies/pdf/q160586_imp.pdf
Q15-0434,system_impact,2017-04-03,B,data/studies/pdf/q150434_imp.pdf
Q15-0460,system_impact,2017-03-25,C,data/studies/pdf/q150460_imp.pdf
Q15-0468,system_impact,2017-04-02,A,data/studies/pdf/q150468_imp.pdf
Q15-0469,system_impact,2017-03-19,A,data/studies/pdf/q150469_imp.pdf
Q15-0529,system_impact,2017-03-18,C,data/studies/pdf/q150529_imp.pdf
Q16-0567,system_impact,2017-03-15,A,data/studies/pdf/q160567_imp.pdf
Q16-0568,system_impact,2017-03-20,A,data/studies/pdf/q160568_imp.pdf
Q16-0580,system_impact,2017-04-02,A,data/studies/pdf/q160580_imp.pdf
Q16-0585,system_impact,2017-03-28,A,data/studies/pdf/q160585_imp.pdf
Q16-0609,system_impact,2017-03-28,A,data/studies/pdf/q160609_imp.pdf
Q16-0614,system_impact,2017-03-16,A,data/studies/pdf/q160614_imp.pdf
Q15-0441,system_impact,2017-04-16,A,data/studies/pdf/q150441_imp.pdf
Q15-0443,system_impact,2017-05-02,A,data/studies/pdf/q150443_imp.pdf
Q15-0449,system_impact,2017-04-30,A,data/studies/pdf/q150449_imp.pdf
Q15-0455,system_impact,2017-04-23,A,data/studies/pdf/q150455_imp.pdf
Q15-0456,system_impact,2017-05-01,C,data/studies/pdf/q150456_imp.pdf
Q15-0467,system_impact,2017-04-27,C,data/studies/pdf/q150467_imp.pdf
Q15-0492,system_impact,2017-05-02,C,data/studies/pdf/q150492_imp.pdf
Q15-0500,system_impact,2017-04-22,C,data/studies/pdf/q150500_imp.pdf
Q15-0510,system_impact,2017-04-20,C,data/studies/pdf/q150510_imp.pdf
Q15-0512,system_impact,2017-04-25,A,data/studies/pdf/q150512_imp.pdf
Q15-0523,system_impact,2017-04-23,A,data/studies/pdf/q150523_imp.pdf
Q15-0543,system_impact,2017-04-29,C,data/studies/pdf/q150543_imp.pdf
Q15-0550,system_impact,2017-04-17,A,data/studies/pdf/q150550_imp.pdf
Q15-0558,system_impact,2017-04-20,A,data/studies/pdf/q150558_imp.pdf
Q16-0563,system_impact,2017-04-20,C,data/studies/pdf/q160563_imp.pdf
Q16-0565,system_impact,2017-04-24,A,data/studies/pdf/q160565_imp.pdf
Q16-0591,system_impact,2017-04-19,A,data/studies/pdf/q160591_imp.pdf
Q15-0461,system_impact,2017-05-29,C,data/studies/pdf/q150461_imp.pdf
Q15-0496,system_impact,2017-05-19,C,data/studies/pdf/q150496_imp.pdf
Q15-0497,system_impact,2017-05-16,A,data/studies/pdf/q150497_imp.pdf
Q16-0577,system_impact,2017-05-19,A,data/studies/pdf/q160577_imp.pdf
Q16-0623,system_impact,2017-06-03,A,data/studies/pdf/q160623_imp.pdf
Q16-0631,system_impact,2017-05-15,A,data/studies/pdf/q160631_imp.pdf
Q16-0638,system_impact,2017-05-26,A,data/studies/pdf/q160638_imp.pdf
Q15-0482,system_impact,2017-06-26,C,data/studies/pdf/q150482_imp.pdf
Q15-0548,system_impact,2017-06-21,C,data/studies/pdf/q150548_imp.pdf
Q16-0578,system_impact,2017-06-15,B,data/studies/pdf/q160578_imp.pdf
Q16-0581,system_impact,2017-06-19,C,data/studies/pdf/q160581_imp.pdf
Q16-0582,system_impact,2017-06-15,A,data/studies/pdf/q160582_imp.pdf
Q16-0651,system_impact,2017-06-16,B,data/studies/pdf/q160651_imp.pdf
Q16-0653,system_impact,2017-06-29,A,data/studies/pdf/q160653_imp.pdf
Q16-0661,system_impact,2017-06-25,A,data/studies/pdf/q160661_imp.pdf
Q15-0503,system_impact,2017-07-18,C,data/studies/pdf/q150503_imp.pdf
Q15-0504,system_impact,2017-07-20,C,data/studies/pdf/q150504_imp.pdf
Q15-0507,system_impact,2017-07-16,A,data/studies/pdf/q150507_imp.pdf
Q15-0527,system_impact,2017-07-27,C,data/studies/pdf/q150527_imp.pdf
Q15-0532,system_impact,2017-07-17,C,data/studies/pdf/q150532_imp.pdf
Q15-0534,system_impact,2017-07-19,A,data/studies/pdf/q150534_imp.pdf
Q15-0544,system_impact,2017-07-19,C,data/studies/pdf/q150544_imp.pdf
Q16-0575,system_impact,2017-07-15,A,data/studies/pdf/q160575_imp.pdf
Q16-0593,system_impact,2017-07-16,C,data/studies/pdf/q160593_imp.pdf
Q16-0603,system_impact,2017-07-28,C,data/studies/pdf/q160603_imp.pdf
Q16-0604,system_impact,2017-07-22,A,data/studies/pdf/q160604_imp.pdf
Q16-0624,system_impact,2017-07-25,A,data/studies/pdf/q160624_imp.pdf
Q16-0643,system_impact,2017-07-21,A,data/studies/pdf/q160643_imp.pdf
Q16-0657,system_impact,2017-08-02,A,data/studies/pdf/q160657_imp.pdf
Q16-0660,system_impact,2017-07-25,A,data/studies/pdf/q160660_imp.pdf
Q15-0486,system_impact,2017-08-28,A,data/studies/pdf/q150486_imp.pdf
Q15-0505,system_impact,2017-08-24,A,data/studies/pdf/q150505_imp.pdf
Q15-0508,system_impact,2017-08-20,A,data/studies/pdf/q150508_imp.pdf
Q15-0551,system_impact,2017-09-02,A,data/studies/pdf/q150551_imp.pdf
Q15-0552,system_impact,2017-09-01,A,data/studies/pdf/q150552_imp.pdf
Q15-0557,system_impact,2017-08-25,A,data/studies/pdf/q150557_imp.pdf
Q16-0564,system_impact,2017-09-01,B,data/studies/pdf/q160564_imp.pdf
Q16-0598,system_impact,2017-08-17,A,data/studies/pdf/q160598_imp.pdf
Q16-0649,system_impact,2017-08-29,C,data/studies/pdf/q160649_imp.pdf
Q16-0658,system_impact,2017-08-23,C,data/studies/pdf/q160658_imp.pdf
Q16-0666,system_impact,2017-08-26,A,data/studies/pdf/q160666_imp.pdf
Q16-0681,system_impact,2017-08-24,B,data/studies/pdf/q160681_imp.pdf
Q15-0495,system_impact,2017-09-19,A,data/studies/pdf/q150495_imp.pdf
Q15-0520,system_impact,2017-09-30,C,data/studies/pdf/q150520_imp.pdf
Q15-0521,system_impact,2017-10-03,A,data/studies/pdf/q150521_imp.pdf
Q16-0600,system_impact,2017-09-29,B,data/studies/pdf/q160600_imp.pdf
Q16-0605,system_impact,2017-09-23,A,data/studies/pdf/q160605_imp.pdf
Q16-0620,system_impact,2017-09-25,C,data/studies/pdf/q160620_imp.pdf
Q16-0621,system_impact,2017-09-29,B,data/studies/pdf/q160621_imp.pdf
Q16-0655,system_impact,2017-09-25,C,data/studies/pdf/q160655_imp.pdf
Q16-0662,system_impact,2017-10-04,B,data/studies/pdf/q160662_imp.pdf
Q16-0682,system_impact,2017-09-25,A,data/studies/pdf/q160682_imp.pdf
Q16-0683,system_impact,2017-09-16,A,data/studies/pdf/q160683_imp.pdf
Q16-0698,system_impact,2017-09-29,B,data/studies/pdf/q160698_imp.pdf
Q16-0702,system_impact,2017-09-20,A,data/studies/pdf/q160702_imp.pdf
Q15-0514,system_impact,2017-10-27,A,data/studies/pdf/q150514_imp.pdf
Q15-0525,system_impact,2017-10-19,A,data/studies/pdf/q150525_imp.pdf
Q15-0533,system_impact,2017-10-27,A,data/studies/pdf/q150533_imp.pdf
Q16-0587,system_impact,2017-10-25,C,data/studies/pdf/q160587_imp.pdf
Q16-0594,system_impact,2017-10-16,A,data/studies/pdf/q160594_imp.pdf
Q16-0612,system_impact,2017-11-02,A,data/studies/pdf/q160612_imp.pdf
Q16-0627,system_impact,2017-10-24,B,data/studies/pdf/q160627_imp.pdf
Q16-0629,system_impact,2017-10-16,C,data/studies/pdf/q160629_imp.pdf
Q16-0633,system_impact,2017-10-17,A,data/studies/pdf/q160633_imp.pdf
Q16-0665,system_impact,2017-10-21,A,data/studies/pdf/q160665_imp.pdf
Q16-0668,system_impact,2017-10-17,A,data/studies/pdf/q160668_imp.pdf
Q16-0675,system_impact,2017-10-30,C,data/studies/pdf/q160675_imp.pdf
Q16-0691,system_impact,2017-10-21,A,data/studies/pdf/q160691_imp.pdf
Q16-0706,system_impact,2017-10-31,C,data/studies/pdf/q160706_imp.pdf
Q16-0707,system_impact,2017-10-26,C,data/studies/pdf/q160707_imp.pdf
Q15-0526,system_impact,2017-11-27,A,data/studies/pdf/q150526_imp.pdf
Q15-0531,system_impact,2017-11-15,C,data/studies/pdf/q150531_imp.pdf
Q15-0542,system_impact,2017-12-02,C,data/studies/pdf/q150542_imp.pdf
Q15-0545,system_impact,2017-11-27,A,data/studies/pdf/q150545_imp.pdf
Q16-0566,system_impact,2017-11-23,B,data/studies/pdf/q160566_imp.pdf
Q16-0601,system_impact,2017-11-30,C,data/studies/pdf/q160601_imp.pdf
Q16-0641,system_impact,2017-11-29,C,data/studies/pdf/q160641_imp.pdf
Q16-0671,system_impact,2017-11-16,B,data/studies/pdf/q160671_imp.pdf
Q15-0546,system_impact,2017-12-22,C,data/studies/pdf/q150546_imp.pdf
Q16-0572,system_impact,2017-12-20,A,data/studies/pdf/q160572_imp.pdf
Q16-0574,system_impact,2017-12-20,A,data/studies/pdf/q160574_imp.pdf
Q16-0596,system_impact,2017-12-26,B,data/studies/pdf/q160596_imp.pdf
Q16-0616,system_impact,2017-12-21,C,data/studies/pdf/q160616_imp.pdf
Q16-0619,system_impact,2018-01-02,A,data/studies/pdf/q160619_imp.pdf
Q16-0635,system_impact,2017-12-20,A,data/studies/pdf/q160635_imp.pdf
Q16-0687,system_impact,2017-12-28,A,data/studies/pdf/q160687_imp.pdf
Q16-0689,system_impact,2017-12-27,C,data/studies/pdf/q160689_imp.pdf
Q16-0710,system_impact,2017-12-17,B,data/studies/pdf/q160710_imp.pdf
Q17-0725,system_impact,2018-01-02,C,data/studies/pdf/q170725_imp.pdf
Q17-0726,system_impact,2017-12-20,A,data/studies/pdf/q170726_imp.pdf
Q17-0741,system_impact,2017-12-21,B,data/studies/pdf/q170741_imp.pdf
Q15-0554,system_impact,2018-02-02,A,data/studies/pdf/q150554_imp.pdf
Q16-0592,system_impact,2018-01-30,A,data/studies/pdf/q160592_imp.pdf
Q16-0597,system_impact,2018-01-26,A,data/studies/pdf/q160597_imp.pdf
Q16-0599,system_impact,2018-01-18,C,data/studies/pdf/q160599_imp.pdf
Q16-0602,system_impact,2018-01-18,A,data/studies/pdf/q160602_imp.pdf
Q16-0610,system_impact,2018-01-18,A,data/studies/pdf/q160610_imp.pdf
Q16-0628,system_impact,2018-01-22,B,data/studies/pdf/q160628_imp.pdf
Q16-0645,system_impact,2018-01-31,A,data/studies/pdf/q160645_imp.pdf
Q16-0654,system_impact,2018-01-25,A,data/studies/pdf/q160654_imp.pdf
Q16-0667,system_impact,2018-01-21,A,data/studies/pdf/q160667_imp.pdf
Q16-0688,system_impact,2018-01-29,A,data/studies/pdf/q160688_imp.pdf
Q16-0693,system_impact,2018-02-01,A,data/studies/pdf/q160693_imp.pdf
Q17-0763,system_impact,2018-01-31,A,data/studies/pdf/q170763_imp.pdf
Q15-0559,system_impact,2018-02-17,A,data/studies/pdf/q150559_imp.pdf
Q16-0576,system_impact,2018-02-21,C,data/studies/pdf/q160576_imp.pdf
Q16-0634,system_impact,2018-03-01,A,data/studies/pdf/q160634_imp.pdf
Q16-0636,system_impact,2018-03-04,C,data/studies/pdf/q160636_imp.pdf
Q16-0673,system_impact,2018-02-15,A,data/studies/pdf/q160673_imp.pdf
Q16-0674,system_impact,2018-03-04,A,data/studies/pdf/q160674_imp.pdf
Q16-0697,system_impact,2018-03-06,B,data/studies/pdf/q160697_imp.pdf
Q16-0715,system_impact,2018-02-23,A,data/studies/pdf/q160715_imp.pdf
Q17-0735,system_impact,2018-03-05,C,data/studies/pdf/q170735_imp.pdf
Q16-0584,system_impact,2018-03-28,C,data/studies/pdf/q160584_imp.pdf
Q16-0588,system_impact,2018-03-22,B,data/studies/pdf/q160588_imp.pdf
Q16-0650,system_impact,2018-03-24,C,data/studies/pdf/q160650_imp.pdf
Q16-0659,system_impact,2018-03-18,C,data/studies/pdf/q160659_imp.pdf
Q16-0664,system_impact,2018-03-22,A,data/studies/pdf/q160664_imp.pdf
Q16-0686,system_impact,2018-03-28,A,data/studies/pdf/q160686_imp.pdf
Q16-0694,system_impact,2018-04-02,C,data/studies/pdf/q160694_imp.pdf
Q16-0696,system_impact,2018-03-29,C,data/studies/pdf/q160696_imp.pdf
Q16-0714,system_impact,2018-03-27,C,data/studies/pdf/q160714_imp.pdf
Q16-0717,system_impact,2018-04-02,A,data/studies/pdf/q160717_imp.pdf
Q17-0742,system_impact,2018-04-02,C,data/studies/pdf/q170742_imp.pdf
Q17-0754,system_impact,2018-03-16,B,data/studies/pdf/q170754_imp.pdf
Q17-0761,system_impact,2018-03-17,C,data/studies/pdf/q170761_imp.pdf
Q17-0781,system_impact,2018-03-28,A,data/studies/pdf/q170781_imp.pdf
Q16-0589,system_impact,2018-04-19,A,data/studies/pdf/q160589_imp.pdf
Q16-0615,system_impact,2018-04-16,A,data/studies/pdf/q160615_imp.pdf
Q16-0617,system_impact,2018-04-17,C,data/studies/pdf/q160617_imp.pdf
Q16-0618,system_impact,2018-04-15,A,data/studies/pdf/q160618_imp.pdf
Q16-0626,system_impact,2018-04-30,B,data/studies/pdf/q160626_imp.pdf
Q16-0642,system_impact,2018-04-28,A,data/studies/pdf/q160642_imp.pdf
Q16-0648,system_impact,2018-05-03,C,data/studies/pdf/q160648_imp.pdf
Q16-0656,system_impact,2018-04-20,A,data/studies/pdf/q160656_imp.pdf
Q16-0676,system_impact,2018-04-21,A,data/studies/pdf/q160676_imp.pdf
Q16-0704,system_impact,2018-04-30,A,data/studies/pdf/q160704_imp.pdf
Q16-0716,system_impact,2018-04-25,A,data/studies/pdf/q160716_imp.pdf
Q17-0788,system_impact,2018-04-17,C,data/studies/pdf/q170788_imp.pdf
Q17-0792,system_impact,2018-04-22,A,data/studies/pdf/q170792_imp.pdf
Q16-0611,system_impact,2018-05-31,B,data/studies/pdf/q160611_imp.pdf
Q16-0678,system_impact,2018-05-21,B,data/studies/pdf/q160678_imp.pdf
Q17-0772,system_impact,2018-06-02,B,data/studies/pdf/q170772_imp.pdf
Q17-0802,system_impact,2018-05-22,C,data/studies/pdf/q170802_imp.pdf
Q17-0832,system_impact,2018-05-23,B,data/studies/pdf/q170832_imp.pdf
Q16-0606,system_impact,2018-07-01,A,data/studies/pdf/q160606_imp.pdf
Q16-0613,system_impact,2018-06-25,C,data/studies/pdf/q160613_imp.pdf
Q16-0632,system_impact,2018-06-15,C,data/studies/pdf/q160632_imp.pdf
Q16-0646,system_impact,2018-06-25,C,data/studies/pdf/q160646_imp.pdf
Q16-0647,system_impact,2018-06-30,C,data/studies/pdf/q160647_imp.pdf
Q16-0711,system_impact,2018-06-22,A,data/studies/pdf/q160711_imp.pdf
Q17-0743,system_impact,2018-06-21,C,data/studies/pdf/q170743_imp.pdf
Q17-0750,system_impact,2018-06-21,A,data/studies/pdf/q170750_imp.pdf
Q17-0785,system_impact,2018-06-20,C,data/studies/pdf/q170785_imp.pdf
Q17-0795,system_impact,2018-07-02,A,data/studies/pdf/q170795_imp.pdf
Q17-0801,system_impact,2018-07-04,A,data/studies/pdf/q170801_imp.pdf
Q17-0814,system_impact,2018-06-26,A,data/studies/pdf/q170814_imp.pdf
Q17-0837,system_impact,2018-06-18,A,data/studies/pdf/q170837_imp.pdf
Q16-0630,system_impact,2018-08-03,A,data/studies/pdf/q160630_imp.pdf
Q16-0640,system_impact,2018-07-19,C,data/studies/pdf/q160640_imp.pdf
Q16-0663,system_impact,2018-07-22,A,data/studies/pdf/q160663_imp.pdf
Q16-0705,system_impact,2018-07-15,A,data/studies/pdf/q160705_imp.pdf
Q17-0734,system_impact,2018-07-26,A,data/studies/pdf/q170734_imp.pdf
Q17-0747,system_impact,2018-08-03,A,data/studies/pdf/q170747_imp.pdf
Q17-0757,system_impact,2018-07-19,A,data/studies/pdf/q170757_imp.pdf
Q17-0767,system_impact,2018-07-28,C,data/studies/pdf/q170767_imp.pdf
Q17-0797,system_impact,2018-07-25,C,data/studies/pdf/q170797_imp.pdf
Q17-0811,system_impact,2018-07-28,A,data/studies/pdf/q170811_imp.pdf
Q17-0815,system_impact,2018-07-30,C,data/studies/pdf/q170815_imp.pdf
Q17-0819,system_impact,2018-07-21,A,data/studies/pdf/q170819_imp.pdf
Q17-0840,system_impact,2018-08-02,C,data/studies/pdf/q170840_imp.pdf
Q17-0843,system_impact,2018-08-01,C,data/studies/pdf/q170843_imp.pdf
Q17-0866,system_impact,2018-08-01,A,data/studies/pdf/q170866_imp.pdf
Q16-0637,system_impact,2018-08-18,C,data/studies/pdf/q160637_imp.pdf
Q16-0652,system_impact,2018-08-18,C,data/studies/pdf/q160652_imp.pdf
Q16-0677,system_impact,2018-08-24,C,data/studies/pdf/q160677_imp.pdf
Q16-0679,system_impact,2018-08-17,A,data/studies/pdf/q160679_imp.pdf
Q16-0680,system_impact,2018-08-21,A,data/studies/pdf/q160680_imp.pdf
Q16-0692,system_impact,2018-08-30,C,data/studies/pdf/q160692_imp.pdf
Q16-0695,system_impact,2018-08-26,B,data/studies/pdf/q160695_imp.pdf
Q16-0703,system_impact,2018-08-28,A,data/studies/pdf/q160703_imp.pdf
Q16-0709,system_impact,2018-08-22,C,data/studies/pdf/q160709_imp.pdf
Q17-0728,system_impact,2018-08-24,C,data/studies/pdf/q170728_imp.pdf
Q17-0729,system_impact,2018-08-28,A,data/studies/pdf/q170729_imp.pdf
Q17-0753,system_impact,2018-08-22,A,data/studies/pdf/q170753_imp.pdf
Q17-0764,system_impact,2018-08-27,B,data/studies/pdf/q170764_imp.pdf
Q17-0768,system_impact,2018-08-30,A,data/studies/pdf/q170768_imp.pdf
Q17-0770,system_impact,2018-08-25,A,data/studies/pdf/q170770_imp.pdf
Q17-0777,system_impact,2018-08-17,A,data/studies/pdf/q170777_imp.pdf
Q17-0800,system_impact,2018-08-15,C,data/studies/pdf/q170800_imp.pdf
Q17-0823,system_impact,2018-08-29,C,data/studies/pdf/q170823_imp.pdf
Q17-0851,system_impact,2018-08-25,A,data/studies/pdf/q170851_imp.pdf
Q17-0858,system_impact,2018-08-19,C,data/studies/pdf/q170858_imp.pdf
Q17-0863,system_impact,2018-09-03,C,data/studies/pdf/q170863_imp.pdf
Q17-0877,system_impact,2018-08-30,B,data/studies/pdf/q170877_imp.pdf
Q17-0884,system_impact,2018-08-24,B,data/studies/pdf/q170884_imp.pdf
Q16-0670,system_impact,2018-09-27,A,data/studies/pdf/q160670_imp.pdf
Q16-0699,system_impact,2018-10-02,A,data/studies/pdf/q160699_imp.pdf
Q16-0700,system_impact,2018-09-26,C,data/studies/pdf/q160700_imp.pdf
Q16-0712,system_impact,2018-09-16,A,data/studies/pdf/q160712_imp.pdf
Q17-0727,system_impact,2018-09-25,C,data/studies/pdf/q170727_imp.pdf
Q17-0756,system_impact,2018-09-25,B,data/studies/pdf/q170756_imp.pdf
Q17-0760,system_impact,2018-09-15,C,data/studies/pdf/q170760_imp.pdf
Q17-0793,system_impact,2018-09-29,A,data/studies/pdf/q170793_imp.pdf
