facility_name,start,end,reason
Tom Watkins - Kimper 138 kV #1,2013-01-21 19:00:00,2013-01-31 19:00:00,planned
Canreed - Boyles 100 kV Circuit 2,2013-01-21 19:00:00,2013-01-31 19:00:00,planned
Abernethy - Garden City 138 kV #1,2013-01-16 19:00:00,2013-02-01 19:00:00,planned
Shady Oaks Wind Farm - Richardson Woodhaven 500 kV L,2013-01-15 19:00:00,2013-01-22 19:00:00,planned
Floyd - Zanja 138 kV #1,2013-01-19 19:00:00,2013-02-07 19:00:00,planned
Tokio - Jose 138 kV,2013-01-17 19:00:00,2013-01-27 19:00:00,planned
Glencliff - Sperryville 345 kV #1,2013-01-21 19:00:00,2013-01-25 19:00:00,planned
Johnsville Substation - North Batesville 138 kV L,2013-01-22 19:00:00,2013-02-09 19:00:00,planned
Hiasee River - Lucent 230 kV Line 1,2013-01-16 19:00:00,2013-01-30 19:00:00,planned
Solemint - Canreed 100 kV Cir. 1,2013-01-18 19:00:00,2013-01-20 19:00:00,planned
Sta Q Harbor - Elizabeth Lake 138 kV Line 1,2013-01-13 19:00:00,2013-01-30 19:00:00,planned
Freedom Power Project - Emrld 100 kV Circuit 1,2013-01-21 19:00:00,2013-02-06 19:00:00,planned
Cove Avenue - Tyson Substation 138 kV Ckt 1,2013-01-17 19:00:00,2013-01-25 19:00:00,planned
Military Trail - Acec Wildrose 100 kV,2013-01-15 19:00:00,2013-01-18 19:00:00,planned
Witer Park E - Chevron 100 kV #1,2013-01-20 19:00:00,2013-01-21 19:00:00,planned
Eastmont - Casey W 138 kV L,2013-01-22 19:00:00,2013-02-08 19:00:00,planned
Keelers - S Colton 100 kV Line 1,2013-01-20 19:00:00,2013-01-26 19:00:00,planned
Hastings - Greenwell 138 kV Circuit 1,2013-01-20 19:00:00,2013-01-27 19:00:00,planned
Dickens Substation - Landsville 138 kV Ckt 1,2013-01-20 19:00:00,2013-02-04 19:00:00,planned
Hiatus - Pachmann 138 kV Circuit 1,2013-01-14 19:00:00,2013-02-02 19:00:00,planned
Karns - Shelton Rd 138 kV Cir. 1,2013-01-13 19:00:00,2013-01-25 19:00:00,planned
Bigelow - Hopewell 138 kV Cir. 1,2013-01-14 19:00:00,2013-02-01 19:00:00,planned
Fairmont - Koksilah Tap 138 kV Line 1,2013-01-19 19:00:00,2013-02-03 19:00:00,planned
Pingree - Highlands Park 138 kV Line,2013-01-16 19:00:00,2013-01-27 19:00:00,planned
Wilmarth Substation - George St 138 kV Circuit 1,2013-01-17 19:00:00,2013-01-29 19:00:00,planned
Raber - Marion N 100 kV #1,2013-01-15 19:00:00,2013-01-22 19:00:00,planned
Boulevard Substation - Rush Citycaps 345 kV,2013-01-19 19:00:00,2013-02-08 19:00:00,planned
White City - Leyendecker 138 kV Cir. 1,2013-01-20 19:00:00,2013-01-24 19:00:00,planned
Fish Creek - Roza 138 kV,2013-01-18 19:00:00,2013-02-03 19:00:00,planned
Fountain Head - Susquehanna 138 kV Line,2013-01-16 19:00:00,2013-02-05 19:00:00,planned
Locust Vly - Lindendale D.P 138 kV Circuit 1,2013-01-21 19:00:00,2013-01-27 19:00:00,planned
W Garrard - Battery Hts Dp 138 kV Ckt 1,2013-01-22 19:00:00,2013-01-30 19:00:00,planned
Gibralter Cust - Moser Generating Sta 345 kV,2013-01-30 19:00:00,2013-02-17 19:00:00,planned
Amsterdam - St. Thomas Hospital 100 kV,2013-01-28 19:00:00,2013-01-30 19:00:00,planned
Schuylkill - Janesville General Sw Yd 138 kV L,2013-01-25 19:00:00,2013-02-07 19:00:00,planned
Warren F Sam Beasley Generation Station - S Butler 138 kV,2013-02-01 19:00:00,2013-02-07 19:00:00,planned
Victorville - Milvon 100 kV Ckt 1,2013-01-24 19:00:00,2013-01-31 19:00:00,planned
Pawtucket Power Associates Substation - Gist Creek 500 kV Circuit 1,2013-01-30 19:00:00,2013-02-04 19:00:00,planned
Sparwood - Eureka Sta E Substation 138 kV,2013-01-26 19:00:00,2013-02-13 19:00:00,planned
Danville New Design Plant Substation - Salton Sea 1 138 kV Ckt 1,2013-01-24 19:00:00,2013-02-01 19:00:00,planned
Central Ferry - Balboa 100 kV #1,2013-01-28 19:00:00,2013-02-17 19:00:00,planned
Juneau - Mill 138 kV,2013-01-26 19:00:00,2013-01-27 19:00:00,planned
Moreland - Aibonito Pds 138 kV Circuit 1,2013-01-28 19:00:00,2013-01-29 19:00:00,planned
S Texa - Glen Lyn 138 kV Ckt 1,2013-01-30 19:00:00,2013-02-13 19:00:00,planned
Roundpond - Imperial 100 kV,2013-02-01 19:00:00,2013-02-10 19:00:00,planned
Lehma - Mclain 100 kV,2013-01-26 19:00:00,2013-02-10 19:00:00,planned
Sta D - Solomon Forks Wind Project Llc 138 kV Ckt 1,2013-01-30 19:00:00,2013-02-11 19:00:00,planned
Logans Ferry - Cuyamungue Tap Jmec 138 kV Line 1,2013-01-30 19:00:00,2013-02-17 19:00:00,planned
Brunner Island - Coggon 500 kV Line,2013-01-25 19:00:00,2013-02-10 19:00:00,planned
Glendale S Tap 5 - D B Wilson 100 kV Circuit 1,2013-01-25 19:00:00,2013-02-11 19:00:00,planned
Nebraska City - South Carthage 100 kV #1,2013-02-01 19:00:00,2013-02-04 19:00:00,planned
Oneta - Bowline Point 100 kV,2013-01-24 19:00:00,2013-01-30 19:00:00,planned
Swinks Mill Substation - N Canaan 138 kV Ckt 1,2013-01-29 19:00:00,2013-02-01 19:00:00,planned
Nyssa - Minco 138 kV Circuit 1,2013-01-30 19:00:00,2013-02-09 19:00:00,planned
Vaca-Dixon Substation - S Perry 138 kV,2013-01-26 19:00:00,2013-02-01 19:00:00,planned
Julia - Larence Livermore 138 kV Ckt 1,2013-01-27 19:00:00,2013-02-15 19:00:00,planned
Missouri City Substation - Fayettevile 138 kV #1,2013-01-31 19:00:00,2013-02-05 19:00:00,planned
Pontchartrain Park - Sponge 100 kV Cir. 3,2013-02-01 19:00:00,2013-02-19 19:00:00,planned
Lake Louise - Summit Lake 138 kV line,2013-01-30 19:00:00,2013-02-09 19:00:00,planned
Pepco 117 - Pepco Harvard 138 kV Line,2013-01-31 19:00:00,2013-02-20 19:00:00,planned
Lauderdale - Gateway 138 kV Line 1,2013-01-26 19:00:00,2013-01-27 19:00:00,planned
South Coshocton - Calmar 100 kV #1,2013-01-31 19:00:00,2013-02-04 19:00:00,planned
Copco 2 2 - Usk 138 kV Circuit 1,2013-01-24 19:00:00,2013-02-02 19:00:00,planned
East Bench - Horse Ranch 138 kV Circuit 1,2013-01-26 19:00:00,2013-01-30 19:00:00,planned
Folsom Prison - W Lafayette 345 kV,2013-01-23 19:00:00,2013-02-07 19:00:00,planned
Rosholt Cwec - Hansford 138 kV Cir. 1,2013-01-31 19:00:00,2013-02-17 19:00:00,planned
Neligh - Algood 100 kV Cir. 1,2013-01-28 19:00:00,2013-02-16 19:00:00,planned
Van Buren St Substation - Elgin Energy Center Llc 230 kV Cir. 1,2013-01-28 19:00:00,2013-02-06 19:00:00,planned
S Windsor Substation - Brindley 138 kV,2013-01-28 19:00:00,2013-02-12 19:00:00,planned
Pseg Linden Generating Sta - Camp Far W 500 kV Circuit 1,2013-02-01 19:00:00,2013-02-13 19:00:00,planned
Tibbits - Detour 100 kV,2013-01-28 19:00:00,2013-01-30 19:00:00,planned
Castro Valley - Marshall Dam 138 kV Line 1,2013-01-25 19:00:00,2013-01-31 19:00:00,planned
Girard - Newton Bulk 100 kV,2013-01-27 19:00:00,2013-02-16 19:00:00,planned
Thrasher - Ghost Ranch 138 kV,2013-01-26 19:00:00,2013-02-12 19:00:00,planned
Darrah - Prt Angeles 138 kV Line 1,2013-01-29 19:00:00,2013-02-03 19:00:00,planned
Jarvis - Portside Energy 100 kV Line,2013-01-23 19:00:00,2013-01-29 19:00:00,planned
Cairo Bend - Aes Columbia Power 138 kV,2013-01-23 19:00:00,2013-02-08 19:00:00,planned
Western Fher - Timnath 138 kV Ckt 1,2013-01-30 19:00:00,2013-02-08 19:00:00,planned
Eagle Substation - Caveman Substation 138 kV Line 1,2013-01-29 19:00:00,2013-02-08 19:00:00,planned
Oneta Energy Ctr - Leidesdorff-Coloma Substation 138 kV Line 1,2013-01-30 19:00:00,2013-02-16 19:00:00,planned
Sibley - Kirker 100 kV,2013-03-05 19:00:00,2013-03-13 19:00:00,planned
South Miami - Covanta Fairfax Energy 138 kV Ckt 1,2013-02-25 19:00:00,2013-03-06 19:00:00,planned
Fayette Plant 1 - Stagg 100 kV Cir. 1,2013-03-06 19:00:00,2013-03-09 19:00:00,planned
Golf Mill - Stuttgart Ricuskey 100 kV line,2013-03-06 19:00:00,2013-03-26 19:00:00,planned
Craigsville - Seguin 138 kV Ckt 1,2013-03-05 19:00:00,2013-03-20 19:00:00,planned
Outfall - Thornton 100 kV Circuit 1,2013-02-27 19:00:00,2013-03-07 19:00:00,planned
Collins Ferry - Action 138 kV Cir. 1,2013-02-26 19:00:00,2013-02-27 19:00:00,planned
North Avenue - Diamond Bar 138 kV Cir. 2,2013-02-25 19:00:00,2013-03-08 19:00:00,planned
Hewett - Mai St 138 kV Ckt 1,2013-02-28 19:00:00,2013-03-11 19:00:00,planned
Pulpgen Substation - Five Flls 138 kV,2013-02-27 19:00:00,2013-03-18 19:00:00,planned
Molex - Freeport 138 kV Cir. 1,2013-03-06 19:00:00,2013-03-10 19:00:00,planned
Certified - Stiles 100 kV #1,2013-03-06 19:00:00,2013-03-25 19:00:00,planned
Jarvis - Reeves 100 kV #2,2013-03-02 19:00:00,2013-03-09 19:00:00,planned
Deepcreek - Glen Carlyn Substation 138 kV Circuit 1,2013-03-04 19:00:00,2013-03-21 19:00:00,planned
Chesterfield - Raccoon 138 kV #1,2013-02-26 19:00:00,2013-03-01 19:00:00,planned
Highland Wind Project Pa - Isanti 138 kV #1,2013-02-25 19:00:00,2013-03-14 19:00:00,planned
Lullwater - Carl Bailey 138 kV #1,2013-03-02 19:00:00,2013-03-08 19:00:00,planned
Domtar 2 Tap - Hp Hood Ct 138 kV Ckt 1,2013-02-27 19:00:00,2013-03-10 19:00:00,planned
Georgia Pacific Substation - El Sobrante 100 kV Line 1,2013-03-02 19:00:00,2013-03-15 19:00:00,planned
North Lakes - Gary Works 161 kV L,2013-03-06 19:00:00,2013-03-11 19:00:00,planned
New Vt Hanlon - Ne Benton Substation 138 kV line,2013-02-27 19:00:00,2013-03-02 19:00:00,planned
Engle-Eastern - Keene 138 kV #1,2013-02-28 19:00:00,2013-03-18 19:00:00,planned
Doyle Energy Facility - Sasco Crk 100 kV Circuit 1,2013-03-01 19:00:00,2013-03-11 19:00:00,planned
Blue Mtn - Cwec Iola 138 kV,2013-03-03 19:00:00,2013-03-19 19:00:00,planned
Michigan Avenue - N. Shannon 345 kV,2013-02-25 19:00:00,2013-03-01 19:00:00,planned
Urana Substation - Loma Vista 100 kV Cir. 1,2013-03-04 19:00:00,2013-03-19 19:00:00,planned
Sundance Hill - Oakwood St 100 kV Line 1,2013-02-28 19:00:00,2013-03-12 19:00:00,planned
Lawther Dr - Rocky Mtn Hydroelectric Plant 138 kV #1,2013-02-25 19:00:00,2013-03-01 19:00:00,planned
Bedford 2 - Decant 100 kV #1,2013-03-05 19:00:00,2013-03-20 19:00:00,planned
Ninnescah Wind Energy Llc - Shellbank 138 kV #1,2013-03-01 19:00:00,2013-03-06 19:00:00,planned
Pinnacle Peak Walc - Quartz Creek 138 kV Circuit 1,2013-02-27 19:00:00,2013-03-09 19:00:00,planned
Zona Libre 6007 - Paxton 138 kV Cir. 1,2013-02-27 19:00:00,2013-03-10 19:00:00,planned
Port Neches - Donnells-Curtis 138 kV,2013-02-27 19:00:00,2013-03-01 19:00:00,planned
Shockoe - Acca 138 kV Ckt 1,2013-03-05 19:00:00,2013-03-06 19:00:00,planned
Golden 69 - Louisiana Avenue 138 kV Line,2013-03-06 19:00:00,2013-03-21 19:00:00,planned
Richardlake - Ontelaunee Energy Center 345 kV L,2013-03-03 19:00:00,2013-03-11 19:00:00,planned
Eastown Road - Garnet 230 kV Cir. 1,2013-03-05 19:00:00,2013-03-23 19:00:00,planned
Compo - Quindaro 138 kV Cir. 1,2013-02-27 19:00:00,2013-03-17 19:00:00,planned
Targhee Tap - Clayton 138 kV Line 1,2013-03-02 19:00:00,2013-03-16 19:00:00,planned
East Dublin Tap - Wallops Island 138 kV,2013-03-02 19:00:00,2013-03-10 19:00:00,planned
Roney - Haines City 138 kV Line,2013-03-03 19:00:00,2013-03-04 19:00:00,planned
San Bernard - Raymond 138 kV Circuit 1,2013-02-27 19:00:00,2013-03-03 19:00:00,planned
Hanging Rock Energy Facility - Makalapa 138 kV Line 1,2013-02-26 19:00:00,2013-02-27 19:00:00,planned
Wolcott - Pelton 138 kV Cir. 1,2013-03-03 19:00:00,2013-03-16 19:00:00,planned
Abilene South - Viking Energy Of Mcbain 100 kV Circuit 1,2013-02-27 19:00:00,2013-03-19 19:00:00,planned
Harbeson - North Nashville 138 kV Circuit 1,2013-02-25 19:00:00,2013-02-26 19:00:00,planned
Marble Tie - Sta B 138 kV Circuit 1,2013-02-27 19:00:00,2013-03-19 19:00:00,planned
Apalachia Substation - Vernon Terminal 138 kV Circuit 1,2013-02-28 19:00:00,2013-03-01 19:00:00,planned
Ketchikan - Getty Oil 100 kV #1,2013-02-26 19:00:00,2013-03-08 19:00:00,planned
Panther Crk Energy Facility - Cedarvale 138 kV,2013-02-26 19:00:00,2013-03-09 19:00:00,planned
Brevard - Carpinteria 138 kV Line 1,2013-03-04 19:00:00,2013-03-06 19:00:00,planned
Spring Grove - W K Sanders 100 kV Cir. 1,2013-03-03 19:00:00,2013-03-23 19:00:00,planned
Barberton - Kendall 138 kV Line 1,2013-03-02 19:00:00,2013-03-21 19:00:00,planned
Sterling Park - Davis Drive 138 kV Cir. 1,2013-02-26 19:00:00,2013-02-27 19:00:00,planned
Moab Salt - Northport 138 kV Circuit 1,2013-03-01 19:00:00,2013-03-17 19:00:00,planned
Buckley Current - Prior 138 kV Ckt 1,2013-03-06 19:00:00,2013-03-11 19:00:00,planned
Remington Ct - Morrisville 138 kV,2013-02-28 19:00:00,2013-03-17 19:00:00,planned
Woodchuck - Flax Hill 100 kV,2013-03-01 19:00:00,2013-03-05 19:00:00,planned
Pahokee - Texlake Substation 138 kV,2013-03-02 19:00:00,2013-03-14 19:00:00,planned
Hungry Hose - Kcp&L Smartgrid Innovation Park 138 kV Line,2013-03-05 19:00:00,2013-03-25 19:00:00,planned
Cedar Hill Switching - Pratt'S 138 kV,2013-03-01 19:00:00,2013-03-21 19:00:00,planned
Dollarhide - Franz Holmes 345 kV Line 1,2013-02-27 19:00:00,2013-03-01 19:00:00,planned
Rockview - Niguel 100 kV Ckt 1,2013-03-06 19:00:00,2013-03-12 19:00:00,planned
Plains - Ellensburg 100 kV Circuit 2,2013-03-02 19:00:00,2013-03-06 19:00:00,planned
Hartford City - Bow Lake Substation 100 kV Line 1,2013-03-05 19:00:00,2013-03-12 19:00:00,planned
Ash Street Station 223 Substation - Everglades City 100 kV Cir. 1,2013-03-04 19:00:00,2013-03-06 19:00:00,planned
Rapides - Ft Gage 100 kV Circuit 1,2013-02-25 19:00:00,2013-03-06 19:00:00,planned
Vasco - Honk Falls 100 kV L,2013-02-28 19:00:00,2013-03-05 19:00:00,planned
Monserate - Fort Patrick Henry 138 kV Cir. 2,2013-03-02 19:00:00,2013-03-07 19:00:00,planned
Round Rock - Kenzig 100 kV Circuit 1,2013-03-06 19:00:00,2013-03-21 19:00:00,planned
Sanger - Freehold Substation 138 kV #1,2013-03-28 08:00:00,2013-04-06 08:00:00,planned
Farrell - Clinch River 345 kV L,2013-03-28 08:00:00,2013-04-07 08:00:00,planned
Capitol - Jesse L Terry 138 kV,2013-04-03 08:00:00,2013-04-22 08:00:00,planned
Elizabeth Creek - Blackhaw Sw Yd 100 kV Cir. 1,2013-03-27 08:00:00,2013-04-16 08:00:00,planned
Mustang - Nelway 100 kV line,2013-04-01 08:00:00,2013-04-18 08:00:00,planned
Ridge - Blythewood 138 kV Circuit 1,2013-03-27 08:00:00,2013-04-04 08:00:00,planned
Garnet - Tecumseh 500 kV Cir. 1,2013-04-01 08:00:00,2013-04-15 08:00:00,planned
Odin - Ward 138 kV,2013-03-29 08:00:00,2013-04-05 08:00:00,planned
Planta Santurce - Cummings 138 kV #1,2013-04-02 08:00:00,2013-04-07 08:00:00,planned
Papermate - Tejon 500 kV Circuit 1,2013-03-28 08:00:00,2013-04-07 08:00:00,planned
Salt Wells - Woodsdale Substation 100 kV #1,2013-04-03 08:00:00,2013-04-04 08:00:00,planned
Bremeton - West Crossville 138 kV Ckt 1,2013-04-01 08:00:00,2013-04-15 08:00:00,planned
Monrovia - Nesbit 138 kV Line,2013-03-28 08:00:00,2013-03-31 08:00:00,planned
Embarcadero Substation - Edwardsport Sta 138 kV Cir. 1,2013-03-28 08:00:00,2013-04-08 08:00:00,planned
Bluff - Umatac 138 kV,2013-03-29 08:00:00,2013-04-01 08:00:00,planned
Cherrydale - Alto 138 kV #1,2013-03-26 08:00:00,2013-04-11 08:00:00,planned
Salinas Rural - Robison Park 2 100 kV,2013-03-28 08:00:00,2013-04-15 08:00:00,planned
Casky - W Receiving 138 kV,2013-04-01 08:00:00,2013-04-06 08:00:00,planned
Ninnescah Wind Nergy Llc - Newport News 138 kV Cir. 1,2013-04-02 08:00:00,2013-04-17 08:00:00,planned
Hayford - Ketchikan 100 kV,2013-03-27 08:00:00,2013-03-30 08:00:00,planned
Eastridge - Riverbend 138 kV Ckt 1,2013-03-27 08:00:00,2013-04-12 08:00:00,planned
Juniper - Calden 100 kV #1,2013-03-31 08:00:00,2013-04-10 08:00:00,planned
Silvr Grove - Plant X 100 kV #1,2013-03-28 08:00:00,2013-04-01 08:00:00,planned
Highway 46 - Roth Rock N Wind Farm Llc 138 kV Line 1,2013-03-29 08:00:00,2013-03-31 08:00:00,planned
San Andreas Tap - Peninsula Park 138 kV Ckt 1,2013-04-01 08:00:00,2013-04-17 08:00:00,planned
East Berkshire - Ivy Hill 138 kV Circuit 1,2013-04-04 08:00:00,2013-04-23 08:00:00,planned
State - Sabana Grande 6501 138 kV,2013-04-03 08:00:00,2013-04-09 08:00:00,planned
Dinner Lake - Lakewood 138 kV Circuit 1,2013-04-02 08:00:00,2013-04-16 08:00:00,planned
Carite - Rainey 138 kV Ckt 1,2013-04-04 08:00:00,2013-04-10 08:00:00,planned
Panda Patriot Generation Plant - Shell Chemical 138 kV Ckt 1,2013-03-31 08:00:00,2013-04-02 08:00:00,planned
Edwards - Claude Vandyke Substation 138 kV Circuit 1,2013-03-26 08:00:00,2013-03-29 08:00:00,planned
Involta - Lolo 138 kV #1,2013-03-30 08:00:00,2013-04-18 08:00:00,planned
Midpoint2 - Mccoll Road 100 kV Line,2013-04-02 08:00:00,2013-04-05 08:00:00,planned
Sewalls - Crist 138 kV,2013-04-02 08:00:00,2013-04-05 08:00:00,planned
Norcross - Alturas De Mayaguez 6012 138 kV #1,2013-04-01 08:00:00,2013-04-10 08:00:00,planned
Lucent - Blue Ribbon 230 kV,2013-03-29 08:00:00,2013-04-11 08:00:00,planned
Yazoo - Hitchcock 138 kV Cir. 1,2013-03-26 08:00:00,2013-04-09 08:00:00,planned
Belden Village - Twisselman 100 kV Ckt 1,2013-03-27 08:00:00,2013-03-29 08:00:00,planned
Hilmar - Piney Creek Project 138 kV Cir. 1,2013-04-01 08:00:00,2013-04-02 08:00:00,planned
Southwind - Pittsfield Generating Lp 138 kV Ckt 1,2013-03-29 08:00:00,2013-04-07 08:00:00,planned
Agana - Calmat 138 kV Ckt 2,2013-03-29 08:00:00,2013-04-14 08:00:00,planned
Broadway - Shredder Tap Substation 100 kV Line 1,2013-03-31 08:00:00,2013-04-11 08:00:00,planned
Uknown12262 - Eagle Creek 138 kV Ckt 1,2013-04-02 08:00:00,2013-04-22 08:00:00,planned
Garfield - Meadow Lane Tap 138 kV,2013-03-30 08:00:00,2013-03-31 08:00:00,planned
Oroville - Hazelwood 138 kV Ckt 1,2013-03-31 08:00:00,2013-04-01 08:00:00,planned
La Cienega - Princeton Mn 345 kV,2013-05-28 17:00:00,2013-06-12 17:00:00,planned
Livingston Ridge - Face Rock 138 kV #1,2013-05-29 17:00:00,2013-06-02 17:00:00,planned
Wells Substation - Amarillo S 138 kV line,2013-05-28 17:00:00,2013-06-04 17:00:00,planned
Wommack - New London 100 kV Cir. 1,2013-05-29 17:00:00,2013-06-04 17:00:00,planned
Belle Glade - White Rock-Nike 100 kV #2,2013-05-24 17:00:00,2013-06-11 17:00:00,planned
Lincoln - University Park N 500 kV,2013-05-25 17:00:00,2013-06-07 17:00:00,planned
Killen - Austrop 100 kV Ckt 1,2013-05-31 17:00:00,2013-06-15 17:00:00,planned
Westfield - Mahoning 138 kV Ckt 1,2013-05-31 17:00:00,2013-06-15 17:00:00,planned
High Falls - Croghan Ny - Harelson 100 kV Circuit 1,2013-05-24 17:00:00,2013-05-29 17:00:00,planned
Warren F Sam Beasley Generation Sta - Highway M 138 kV Ckt 1,2013-05-31 17:00:00,2013-06-11 17:00:00,planned
Burnt Mill - W Sta Nj 100 kV,2013-05-27 17:00:00,2013-06-01 17:00:00,planned
Brea - Crestwood 100 kV,2013-05-27 17:00:00,2013-06-10 17:00:00,planned
W Dover - Prairiecreek Substation 100 kV Circuit 1,2013-05-25 17:00:00,2013-06-13 17:00:00,planned
Webster St - Newport News 138 kV Circuit 1,2013-05-26 17:00:00,2013-05-30 17:00:00,planned
Frontier Windpower - Cachete 1529 138 kV #1,2013-05-24 17:00:00,2013-06-05 17:00:00,planned
Baker - W Paintsville 345 kV line,2013-05-23 17:00:00,2013-06-12 17:00:00,planned
Spanish Fork - Blount 138 kV Cir. 1,2013-05-30 17:00:00,2013-06-12 17:00:00,planned
Cedar Sta - Rochester 345 kV,2013-05-23 17:00:00,2013-06-12 17:00:00,planned
Poinsett - Pokagon 100 kV Line 1,2013-05-23 17:00:00,2013-05-27 17:00:00,planned
Jack Ramey Wind - Fatlick 500 kV,2013-05-29 17:00:00,2013-06-14 17:00:00,planned
Baumhart - Mason 100 kV Ckt 1,2013-05-22 17:00:00,2013-06-02 17:00:00,planned
Corson Sta - New Haven Harbor 138 kV Line,2013-05-30 17:00:00,2013-06-11 17:00:00,planned
Indiantown Cogeneration Lp - Safe Harbor 500 kV Line 1,2013-05-23 17:00:00,2013-05-28 17:00:00,planned
Ten Mile - Russ Ranch 138 kV,2013-05-29 17:00:00,2013-06-12 17:00:00,planned
Hopkins - S Meadow Substation 138 kV,2013-05-23 17:00:00,2013-05-25 17:00:00,planned
Belcher - Bucks Creek 138 kV Line 1,2013-05-22 17:00:00,2013-05-24 17:00:00,planned
Lauderdale - Gateway 138 kV Ckt 1,2013-05-23 17:00:00,2013-06-01 17:00:00,planned
E Grangeville - Susquehanna 138 kV #1,2013-05-24 17:00:00,2013-05-30 17:00:00,planned
Seaford - Irvine 138 kV,2013-05-28 17:00:00,2013-06-14 17:00:00,planned
Handsome Lake - Piney Creek Project 500 kV Circuit 1,2013-05-24 17:00:00,2013-06-04 17:00:00,planned
Decatu Co. Solar Res In - E Leesville 138 kV Ckt 1,2013-05-24 17:00:00,2013-06-09 17:00:00,planned
Mcewen Substation - St Marys 100 kV Cir. 1,2013-05-26 17:00:00,2013-06-01 17:00:00,planned
Mike Donteen - Heskett 138 kV #1,2013-05-24 17:00:00,2013-06-06 17:00:00,planned
Linwood - Covanta Hennepin Energy 138 kV Circuit 1,2013-05-25 17:00:00,2013-06-06 17:00:00,planned
Big Stone - Longmire 138 kV Ckt 1,2013-05-27 17:00:00,2013-05-30 17:00:00,planned
Monroe Mo - Parrish 138 kV,2013-05-22 17:00:00,2013-06-02 17:00:00,planned
Peachland - Far Rockaway Substation 138 kV,2013-05-25 17:00:00,2013-06-02 17:00:00,planned
Schoolcraft - Interstate 100 kV #1,2013-05-25 17:00:00,2013-06-10 17:00:00,planned
Talbert Tap - Sunbright 138 kV Cir. 1,2013-05-24 17:00:00,2013-06-06 17:00:00,planned
Lake Charles Polymers - E 138 kV Cir. 1,2013-05-31 17:00:00,2013-06-06 17:00:00,planned
Dynegy Oakland Power Plant - Aecc Jonesboro N Substation 138 kV #1,2013-05-24 17:00:00,2013-05-26 17:00:00,planned
2 Ac Sta - Mommoth Pacific 1 138 kV Cir. 1,2013-05-24 17:00:00,2013-05-25 17:00:00,planned
Elroy - Calaveras 138 kV Ckt 1,2013-06-16 16:00:00,2013-06-24 16:00:00,planned
Aidlin - Lockwood 100 kV Line,2013-06-20 16:00:00,2013-06-24 16:00:00,planned
North Saraland - Hamilton Substation 138 kV,2013-06-20 16:00:00,2013-06-23 16:00:00,planned
Angora - Hunt 138 kV,2013-06-19 16:00:00,2013-06-30 16:00:00,planned
Will County - Lockport Substation 100 kV Cir. 1,2013-06-21 16:00:00,2013-06-26 16:00:00,planned
Etiwanda - Essex Junction 19 138 kV Cir. 1,2013-06-24 16:00:00,2013-06-29 16:00:00,planned
North Randolph - Paul Sweet 138 kV L,2013-06-16 16:00:00,2013-06-25 16:00:00,planned
Luxor Substation - Pacific Ethanol 138 kV Circuit 1,2013-06-19 16:00:00,2013-07-08 16:00:00,planned
Chico A - Dayton'S Blff 100 kV Ckt 1,2013-06-19 16:00:00,2013-07-06 16:00:00,planned
Belagio - Farmington 138 kV Line 1,2013-06-21 16:00:00,2013-07-06 16:00:00,planned
Sabrooke - Simplot 100 kV Cir. 1,2013-06-25 16:00:00,2013-07-11 16:00:00,planned
Wagner Lake - Mcgregor Alte 100 kV Cir. 1,2013-06-16 16:00:00,2013-06-18 16:00:00,planned
Blue Ribbon - Lucent 230 kV #1,2013-06-22 16:00:00,2013-07-11 16:00:00,planned
Forman - Northwest Tap 138 kV line,2013-06-18 16:00:00,2013-06-20 16:00:00,planned
Benson - Price Road Substation 100 kV Circuit 1,2013-06-17 16:00:00,2013-07-01 16:00:00,planned
Nilles Corner - Ringling 138 kV #1,2013-06-23 16:00:00,2013-07-09 16:00:00,planned
Canadaville - Marcy 138 kV Line 1,2013-06-25 16:00:00,2013-06-27 16:00:00,planned
Roebuck - Anheuser Busch 138 kV Line 1,2013-06-20 16:00:00,2013-06-28 16:00:00,planned
Humbolt Term - Goodyear 100 kV Line 1,2013-06-18 16:00:00,2013-06-19 16:00:00,planned
Clifton Wilson Substation - Vly Home Tap 1 100 kV Line 1,2013-06-17 16:00:00,2013-06-20 16:00:00,planned
Greenstone - Mammoth Substation 138 kV,2013-06-24 16:00:00,2013-06-25 16:00:00,planned
Oracle - Morgan'S Corner 138 kV #1,2013-06-21 16:00:00,2013-07-06 16:00:00,planned
Rocktenn Coshocton Mill - West Millersburg 230 kV,2013-06-16 16:00:00,2013-06-21 16:00:00,planned
Abel - Faron St 138 kV Line 1,2013-06-20 16:00:00,2013-07-02 16:00:00,planned
West Pt Municipal - Dickinson 138 kV Circuit 1,2013-06-17 16:00:00,2013-07-01 16:00:00,planned
Rid Gardner - E Ellensburg 100 kV Ckt 3,2013-06-24 16:00:00,2013-07-06 16:00:00,planned
Menaul Tap - South Whitehall 138 kV #1,2013-06-21 16:00:00,2013-07-02 16:00:00,planned
Victorville - Midlothian S 100 kV,2013-06-21 16:00:00,2013-06-26 16:00:00,planned
Badger Creek - W Somerville 138 kV Cir. 1,2013-06-18 16:00:00,2013-06-29 16:00:00,planned
Cherry Grove Switching - Idle Hour 230 kV Line 1,2013-06-23 16:00:00,2013-07-11 16:00:00,planned
Station 138 - Braddock 138 kV,2013-06-18 16:00:00,2013-06-27 16:00:00,planned
Grand Ridge Battery Projects - Cadiz 230 kV L,2013-06-19 16:00:00,2013-07-08 16:00:00,planned
