project_id,queue_date,poi_sub_id,poi_kv,poi_name,project_type,fuel,mw,state,zone_id,source
Q16-0695,2016-10-20,9510,138.0,Suncor 138 kV,gen,solar,111.3,Virginia,14,synthetic
Q16-0696,2016-10-24,22035,500.0,Mcmichen 500 kV,gen,gas,828.3,Indiana,33,synthetic
Q16-0697,2016-10-26,7925,138.0,Round Rock Westinghouse 138 kV,gen,solar,62.2,Pennsylvania,11,synthetic
Q16-0698,2016-10-28,21664,230.0,Palisades 230 kV,gen,solar,88.4,Michigan,32,synthetic
Q16-0699,2016-10-30,9815,138.0,Waldron 138 kV,gen,wind,278.0,Virginia,15,synthetic
Q16-0700,2016-10-31,20220,100.0,Black Ranch 100 kV,gen,solar,212.4,Ohio,30,synthetic
Q16-0701,2016-11-02,17656,138.0,Howland Rd 138 kV,gen,solar,31.6,Kentucky,27,synthetic
Q16-0702,2016-11-04,6665,138.0,Northport 138 kV,battery,storage,10.4,Pennsylvania,10,synthetic
Q16-0703,2016-11-07,21975,100.0,Noble 100 kV,load,load,55.0,Indiana,33,synthetic
Q16-0704,2016-11-13,9330,138.0,Potash Junction 138 kV,gen,solar,92.8,Virginia,14,synthetic
Q16-0705,2016-11-18,21987,100.0,Yreka 100 kV,gen,solar,172.3,Indiana,33,synthetic
Q16-0706,2016-11-21,22886,230.0,Flax Hill 230 kV,gen,solar,122.9,Illinois,34,synthetic
Q16-0707,2016-11-24,9816,138.0,Anasco 6101 138 kV,battery,storage,205.0,Virginia,15,synthetic
Q16-0708,2016-11-25,21807,100.0,Carmel Hill 100 kV,gen,wind,250.9,Indiana,33,synthetic
Q16-0709,2016-11-27,7123,138.0,Foster Wheeler Mt Carmel Cogen 138 kV,gen,wind,330.0,Pennsylvania,10,synthetic
Q16-0710,2016-11-29,9293,138.0,Carite 138 kV,gen,solar,70.6,Virginia,14,synthetic
Q16-0711,2016-11-30,9946,138.0,Short Pump 138 kV,gen,solar,70.1,Virginia,15,synthetic
Q16-0712,2016-12-03,23212,100.0,Gibsons 100 kV,gen,solar,168.3,Illinois,34,synthetic
Q16-0713,2016-12-06,9405,138.0,Siloam Springs 138 kV,gen,solar,107.7,Virginia,14,synthetic
Q16-0714,2016-12-07,22220,100.0,Eupora 100 kV,gen,solar,66.7,Indiana,33,synthetic
Q16-0715,2016-12-09,17873,138.0,Coyote 138 kV,gen,gas,891.8,West Virginia,28,synthetic
Q16-0716,2016-12-15,10245,138.0,Rosiere 138 kV,gen,wind,138.6,Virginia,15,synthetic
Q16-0717,2016-12-19,22035,230.0,Mcmichen 230 kV,load,load,192.8,Indiana,33,synthetic
Q16-0718,2016-12-20,5734,138.0,Pine Hills 138 kV,gen,solar,360.0,New Jersey,9,synthetic
Q16-0719,2016-12-24,23508,230.0,Dresden Generating Station 230 kV,gen,solar,234.0,Illinois,34,synthetic
Q16-0720,2016-12-27,18290,138.0,Latrobe 138 kV,gen,wind,107.7,West Virginia,28,synthetic
Q17-0721,2017-01-04,6161,138.0,Horse Heaven 138 kV,battery,storage,68.7,Pennsylvania,10,synthetic
Q17-0722,2017-01-10,10038,138.0,Arcogen 138 kV,gen,solar,81.7,Virginia,15,synthetic
Q17-0723,2017-01-10,23302,100.0,South Hall 100 kV,gen,solar,69.2,Illinois,34,synthetic
Q17-0724,2017-01-10,9396,138.0,North Pole 138 kV,gen,other,56.5,Virginia,14,synthetic
Q17-0725,2017-01-10,7420,138.0,Daleville 138 kV,load,load,206.5,Pennsylvania,11,synthetic
Q17-0726,2017-01-11,19767,100.0,Rabbit Creek 100 kV,gen,solar,88.7,Ohio,30,synthetic
Q17-0727,2017-01-15,22035,230.0,Mcmichen 230 kV,gen,solar,438.6,Indiana,33,synthetic
Q17-0728,2017-01-15,18196,138.0,Richlands 138 kV,load,load,52.7,West Virginia,28,synthetic
Q17-0729,2017-01-16,6653,138.0,Moab Salt 138 kV,gen,gas,361.7,Pennsylvania,10,synthetic
Q17-0730,2017-01-16,9740,138.0,National City 138 kV,gen,solar,83.9,Virginia,15,synthetic
Q17-0731,2017-01-20,10031,138.0,Brambleton 138 kV,gen,solar,187.0,Virginia,15,synthetic
Q17-0732,2017-01-21,22035,230.0,Mcmichen 230 kV,gen,solar,66.8,Indiana,33,synthetic
Q17-0733,2017-01-21,9497,138.0,South Christiansburg 138 kV,gen,solar,69.7,Virginia,14,synthetic
Q17-0734,2017-01-26,18842,100.0,Firstenergy R E Burger 100 kV,gen,solar,143.2,Ohio,29,synthetic
Q17-0735,2017-01-27,6054,138.0,Overton 138 kV,gen,other,102.9,Pennsylvania,10,synthetic
Q17-0736,2017-01-28,20185,230.0,East Akron 230 kV,gen,solar,145.5,Ohio,30,synthetic
Q17-0737,2017-01-28,22022,100.0,Concord 100 kV,load,load,63.1,Indiana,33,synthetic
Q17-0738,2017-01-29,16919,138.0,Calpine King Energy 138 kV,gen,solar,59.2,Kentucky,27,synthetic
Q17-0739,2017-01-30,6334,138.0,Beaverton 138 kV,gen,wind,288.2,Pennsylvania,10,synthetic
Q17-0740,2017-01-30,23508,100.0,Dresden Generating Station 100 kV,gen,gas,222.4,Illinois,34,synthetic
Q17-0741,2017-01-31,19604,100.0,West Dallas Tap 100 kV,gen,solar,247.3,Ohio,30,synthetic
Q17-0742,2017-02-02,8370,138.0,Rhame 138 kV,gen,solar,91.7,Delaware,12,synthetic
Q17-0743,2017-02-03,9633,138.0,Kean Mtn And Grassy Creek 138 kV,gen,solar,204.9,Virginia,14,synthetic
Q17-0744,2017-02-03,21989,100.0,Canamah 100 kV,gen,solar,49.0,Indiana,33,synthetic
Q17-0745,2017-02-04,9514,138.0,Shepaug 138 kV,gen,solar,96.0,Virginia,14,synthetic
Q17-0746,2017-02-09,6615,138.0,Oakes 138 kV,gen,wind,246.2,Pennsylvania,10,synthetic
Q17-0747,2017-02-10,6531,345.0,Trentwood 345 kV,gen,solar,287.1,Pennsylvania,10,synthetic
Q17-0748,2017-02-15,18789,100.0,Limon Wind 1 100 kV,gen,wind,91.0,Ohio,29,synthetic
Q17-0749,2017-02-16,6549,138.0,High Falls 138 kV,gen,gas,222.5,Pennsylvania,10,synthetic
Q17-0750,2017-02-18,9159,138.0,Deen 138 kV,load,load,193.3,Virginia,14,synthetic
Q17-0751,2017-02-19,10344,69.0,Mckenzie 69 kV,gen,wind,163.0,North Carolina,16,synthetic
Q17-0752,2017-02-21,18987,100.0,South Knoxville 100 kV,gen,solar,280.9,Ohio,29,synthetic
Q17-0753,2017-02-23,17599,138.0,Station B 138 kV,gen,other,49.9,Kentucky,27,synthetic
Q17-0754,2017-02-24,9551,138.0,Mt. View 138 kV,gen,solar,269.8,Virginia,14,synthetic
Q17-0755,2017-03-02,5339,138.0,Clayburn 138 kV,gen,solar,52.4,New Jersey,9,synthetic
Q17-0756,2017-03-04,5972,138.0,Yards Creek 138 kV,gen,solar,128.5,New Jersey,9,synthetic
Q17-0757,2017-03-05,9670,138.0,Wolf Hills Energy 138 kV,gen,other,74.4,Virginia,14,synthetic
Q17-0758,2017-03-05,19962,230.0,Patterson Road 230 kV,gen,wind,306.5,Ohio,30,synthetic
Q17-0759,2017-03-06,17386,138.0,Factory 138 kV,gen,solar,202.6,Kentucky,27,synthetic
Q17-0760,2017-03-07,22574,100.0,Stave Falls 100 kV,gen,gas,284.8,Indiana,33,synthetic
Q17-0761,2017-03-07,9773,138.0,Paso Robles 138 kV,gen,wind,253.7,Virginia,15,synthetic
Q17-0762,2017-03-11,16877,138.0,John Sevier 138 kV,gen,solar,105.1,Tennessee,26,synthetic
Q17-0763,2017-03-13,19669,230.0,First Ave 230 kV,load,load,184.2,Ohio,30,synthetic
Q17-0764,2017-03-13,22749,230.0,San Marcos 230 kV,gen,solar,155.1,Indiana,33,synthetic
Q17-0765,2017-03-14,8659,138.0,Norway Hills 138 kV,battery,storage,466.0,Maryland,13,synthetic
Q17-0766,2017-03-21,18204,138.0,Conifer 138 kV,gen,solar,149.4,West Virginia,28,synthetic
Q17-0767,2017-03-24,23496,230.0,Sunset Point 230 kV,battery,storage,55.7,Illinois,34,synthetic
Q17-0768,2017-03-25,23509,230.0,Pratts Junction 230 kV,gen,solar,213.6,Illinois,34,synthetic
Q17-0769,2017-03-25,7217,138.0,Jerusalem 138 kV,gen,solar,264.9,Pennsylvania,11,synthetic
Q17-0770,2017-03-25,10280,138.0,New Albany 138 kV,gen,gas,216.9,Virginia,15,synthetic
Q17-0771,2017-03-27,19222,100.0,Deerfield 5 100 kV,gen,solar,155.2,Ohio,29,synthetic
Q17-0772,2017-04-04,6785,138.0,Cibolo Creek 138 kV,gen,solar,93.9,Pennsylvania,10,synthetic
Q17-0773,2017-04-05,9999,138.0,Elko 138 kV,load,load,76.0,Virginia,15,synthetic
Q17-0774,2017-04-07,19230,100.0,Kenzie Creek 100 kV,gen,wind,257.0,Ohio,29,synthetic
Q17-0775,2017-04-08,19045,100.0,Port Edwards Mill 100 kV,gen,solar,70.8,Ohio,29,synthetic
Q17-0776,2017-04-08,24600,500.0,Farragut 500 kV,gen,gas,1169.8,Illinois,35,synthetic
Q17-0777,2017-04-10,19953,100.0,Columbia Energy Center Sc 100 kV,gen,solar,145.7,Ohio,30,synthetic
Q17-0778,2017-04-11,20177,230.0,Dededo 230 kV,gen,solar,488.7,Ohio,30,synthetic
Q17-0779,2017-04-11,22903,100.0,Gamebird 100 kV,gen,gas,1070.4,Illinois,34,synthetic
Q17-0780,2017-04-12,21998,100.0,Crystal Falls 100 kV,gen,gas,122.8,Indiana,33,synthetic
Q17-0781,2017-04-12,22765,230.0,Mount Holly 230 kV,gen,wind,146.7,Indiana,33,synthetic
Q17-0782,2017-04-14,10157,138.0,Plano 138 kV,battery,storage,69.6,Virginia,15,synthetic
Q17-0783,2017-04-15,22495,100.0,Elyslan 100 kV,gen,solar,151.9,Indiana,33,synthetic
Q17-0784,2017-04-17,17857,138.0,Cooper 138 kV,gen,solar,313.9,Kentucky,27,synthetic
Q17-0785,2017-04-18,7233,345.0,Thayer 345 kV,gen,gas,561.7,Pennsylvania,11,synthetic
Q17-0786,2017-04-20,17394,138.0,Hilltop 138 kV,gen,wind,148.4,Kentucky,27,synthetic
Q17-0787,2017-04-26,21801,100.0,Jemison 100 kV,gen,solar,74.3,Indiana,33,synthetic
Q17-0788,2017-04-26,17907,138.0,Monroe Ne 138 kV,gen,solar,71.6,West Virginia,28,synthetic
Q17-0789,2017-04-26,8159,138.0,Karns 138 kV,gen,gas,39.9,Pennsylvania,11,synthetic
Q17-0790,2017-04-27,9396,138.0,North Pole 138 kV,battery,storage,43.9,Virginia,14,synthetic
Q17-0791,2017-04-28,8222,345.0,Luxor 345 kV,gen,wind,153.6,Pennsylvania,11,synthetic
Q17-0792,2017-04-30,22840,100.0,Rogers 100 kV,gen,solar,79.0,Illinois,34,synthetic
Q17-0793,2017-05-04,8282,138.0,Orchard Park 138 kV,battery,storage,132.0,Pennsylvania,11,synthetic
Q17-0794,2017-05-07,9540,138.0,Shute 138 kV,gen,solar,74.3,Virginia,14,synthetic
Q17-0795,2017-05-07,23523,230.0,Byron 230 kV,load,load,145.4,Illinois,34,synthetic
Q17-0796,2017-05-09,10128,138.0,Princeton Mn 138 kV,gen,other,35.1,Virginia,15,synthetic
Q17-0797,2017-05-13,21211,100.0,Wickett 100 kV,gen,solar,31.6,Michigan,32,synthetic
Q17-0798,2017-05-15,20309,230.0,Richland 230 kV,gen,solar,167.7,Ohio,30,synthetic
Q17-0799,2017-05-17,22959,100.0,Dal Grauer 100 kV,gen,solar,123.2,Illinois,34,synthetic
Q17-0800,2017-05-17,7233,138.0,Thayer 138 kV,gen,solar,149.4,Pennsylvania,11,synthetic
Q17-0801,2017-05-19,5302,138.0,Wheeler Mt 138 kV,gen,wind,116.7,New Jersey,9,synthetic
Q17-0802,2017-05-20,9625,138.0,North Dublin 138 kV,battery,storage,102.3,Virginia,14,synthetic
Q17-0803,2017-05-24,22993,230.0,Gray Summit 230 kV,battery,storage,34.2,Illinois,34,synthetic
Q17-0804,2017-05-25,9084,138.0,Hwy 90 138 kV,gen,wind,437.9,Maryland,13,synthetic
Q17-0805,2017-05-27,10119,138.0,Indrio 138 kV,gen,gas,156.2,Virginia,15,synthetic
Q17-0806,2017-05-28,23256,100.0,Toston 100 kV,gen,solar,105.5,Illinois,34,synthetic
Q17-0807,2017-05-29,5372,345.0,Laurel Ave 345 kV,gen,solar,587.1,New Jersey,9,synthetic
Q17-0808,2017-05-30,8520,138.0,Macheche 138 kV,gen,solar,59.3,Maryland,13,synthetic
Q17-0809,2017-05-31,18043,138.0,Contra Costa 3 138 kV,battery,storage,117.2,West Virginia,28,synthetic
Q17-0810,2017-06-08,10186,138.0,Collierville Gate 138 kV,gen,solar,46.7,Virginia,15,synthetic
Q17-0811,2017-06-09,23508,230.0,Dresden Generating Station 230 kV,gen,solar,71.4,Illinois,34,synthetic
Q17-0812,2017-06-09,9155,138.0,Kay 138 kV,battery,storage,256.7,Virginia,14,synthetic
Q17-0813,2017-06-10,6507,138.0,Lackawanna 138 kV,gen,gas,273.2,Pennsylvania,10,synthetic
Q17-0814,2017-06-14,9587,345.0,Bon Aqua 345 kV,gen,gas,637.1,Virginia,14,synthetic
Q17-0815,2017-06-16,8463,138.0,Berkeley F 138 kV,gen,gas,188.6,Maryland,13,synthetic
Q17-0816,2017-06-17,6198,345.0,Utica Junction 345 kV,gen,wind,121.1,Pennsylvania,10,synthetic
Q17-0817,2017-06-22,5947,500.0,Terry 500 kV,gen,gas,736.7,New Jersey,9,synthetic
Q17-0818,2017-06-24,23516,100.0,Alchem 100 kV,gen,wind,56.2,Illinois,34,synthetic
Q17-0819,2017-06-26,8254,138.0,Pontotoc 138 kV,gen,solar,128.3,Pennsylvania,11,synthetic
Q17-0820,2017-06-27,17461,138.0,Acec Wild Rose Pump 138 kV,gen,solar,111.6,Kentucky,27,synthetic
Q17-0821,2017-06-27,7629,138.0,Highland Wind Project Pa 138 kV,gen,solar,136.7,Pennsylvania,11,synthetic
Q17-0822,2017-06-28,17931,138.0,Hopkins 138 kV,battery,storage,103.1,West Virginia,28,synthetic
Q17-0823,2017-06-28,9921,138.0,Redbed Plains Wind Farm 138 kV,gen,solar,145.5,Virginia,15,synthetic
Q17-0824,2017-06-29,9855,138.0,Idylwood 138 kV,gen,solar,58.9,Virginia,15,synthetic
Q17-0825,2017-06-29,7328,138.0,Statesville Highway 64 138 kV,gen,gas,127.7,Pennsylvania,11,synthetic
Q17-0826,2017-06-29,23094,230.0,Francisco 230 kV,gen,solar,64.3,Illinois,34,synthetic
Q17-0827,2017-06-30,9024,138.0,Boundary 138 kV,gen,solar,160.0,Maryland,13,synthetic
Q17-0828,2017-07-02,9301,138.0,Woodchuck Hill 138 kV,gen,wind,125.4,Virginia,14,synthetic
Q17-0829,2017-07-02,9133,138.0,Palm Springs 138 kV,gen,solar,95.5,Virginia,14,synthetic
Q17-0830,2017-07-05,23448,100.0,Upper Salmon Falls 100 kV,gen,solar,229.4,Illinois,34,synthetic
Q17-0831,2017-07-06,9525,138.0,Urban 138 kV,gen,solar,61.9,Virginia,14,synthetic
Q17-0832,2017-07-10,23508,500.0,Dresden Generating Station 500 kV,gen,gas,1214.0,Illinois,34,synthetic
Q17-0833,2017-07-11,9971,138.0,Trask 138 kV,gen,solar,113.7,Virginia,15,synthetic
Q17-0834,2017-07-12,9156,138.0,Daytona Beach 138 kV,gen,gas,289.7,Virginia,14,synthetic
Q17-0835,2017-07-14,22866,100.0,Mcloughlin 100 kV,gen,other,14.4,Illinois,34,synthetic
Q17-0836,2017-07-16,9773,138.0,Paso Robles 138 kV,gen,gas,231.9,Virginia,15,synthetic
Q17-0837,2017-07-18,18801,230.0,Wellington 1 230 kV,gen,solar,132.7,Ohio,29,synthetic
Q17-0838,2017-07-18,22886,100.0,Flax Hill 100 kV,gen,solar,58.4,Illinois,34,synthetic
Q17-0839,2017-07-18,10242,138.0,Virginia Beach 138 kV,load,load,133.6,Virginia,15,synthetic
Q17-0840,2017-07-19,5917,345.0,Earlimart 345 kV,gen,gas,863.9,New Jersey,9,synthetic
Q17-0841,2017-07-20,19544,500.0,Waterford Power Llc 500 kV,gen,gas,678.8,Ohio,29,synthetic
Q17-0842,2017-07-23,19914,100.0,Martinsville East 100 kV,gen,solar,215.1,Ohio,30,synthetic
Q17-0843,2017-07-26,7923,345.0,Texas Eastern 5 345 kV,gen,gas,705.7,Pennsylvania,11,synthetic
Q17-0844,2017-07-29,18853,230.0,Enon 230 kV,gen,solar,388.3,Ohio,29,synthetic
Q17-0845,2017-08-01,23046,100.0,San Francisquito 1 100 kV,gen,solar,142.1,Illinois,34,synthetic
Q17-0846,2017-08-03,21769,100.0,Huntertown 100 kV,gen,wind,173.6,Indiana,33,synthetic
Q17-0847,2017-08-05,9614,138.0,Rector 138 kV,battery,storage,75.9,Virginia,14,synthetic
Q17-0848,2017-08-14,7937,138.0,Texas Eastern 138 kV,gen,solar,103.1,Pennsylvania,11,synthetic
Q17-0849,2017-08-14,8542,138.0,Raphael Road 138 kV,gen,solar,141.3,Maryland,13,synthetic
Q17-0850,2017-08-16,6085,138.0,Richard Lake 138 kV,gen,gas,598.5,Pennsylvania,10,synthetic
Q17-0851,2017-08-21,21664,230.0,Palisades 230 kV,gen,solar,59.4,Michigan,32,synthetic
Q17-0852,2017-08-22,19554,230.0,Dresden 230 kV,gen,solar,75.3,Ohio,29,synthetic
Q17-0853,2017-08-22,20197,100.0,South Akron 100 kV,gen,wind,227.9,Ohio,30,synthetic
Q17-0854,2017-08-26,5238,138.0,Naples 138 kV,gen,solar,147.7,New Jersey,9,synthetic
Q17-0855,2017-08-26,6376,138.0,Check Point 138 kV,gen,solar,77.8,Pennsylvania,10,synthetic
Q17-0856,2017-08-29,10264,138.0,Bear Island 138 kV,gen,solar,81.0,Virginia,15,synthetic
Q17-0857,2017-08-29,22336,100.0,Country Club 3 100 kV,gen,solar,128.1,Indiana,33,synthetic
Q17-0858,2017-08-31,9312,138.0,Tarkio 138 kV,gen,solar,129.9,Virginia,14,synthetic
Q17-0859,2017-08-31,23485,100.0,Aaa 100 kV,gen,other,186.9,Illinois,34,synthetic
Q17-0860,2017-09-01,10212,138.0,Bogue 138 kV,battery,storage,63.5,Virginia,15,synthetic
Q17-0861,2017-09-02,9317,138.0,Asheboro 138 kV,gen,wind,238.9,Virginia,14,synthetic
Q17-0862,2017-09-06,17146,138.0,North Oxford 138 kV,gen,solar,77.1,Kentucky,27,synthetic
Q17-0863,2017-09-06,19376,100.0,Ventura 100 kV,gen,solar,113.1,Ohio,29,synthetic
Q17-0864,2017-09-14,10279,345.0,North Anna 345 kV,gen,gas,937.6,Virginia,15,synthetic
Q17-0865,2017-09-15,23185,100.0,Frontenac 100 kV,gen,wind,271.7,Illinois,34,synthetic
Q17-0866,2017-09-15,22674,100.0,Lake Hemet 100 kV,gen,gas,43.7,Indiana,33,synthetic
Q17-0867,2017-09-17,19154,230.0,Sierra Pacific Industries Bfp 230 kV,gen,gas,473.3,Ohio,29,synthetic
Q17-0868,2017-09-19,21664,230.0,Palisades 230 kV,gen,solar,351.3,Michigan,32,synthetic
Q17-0869,2017-09-19,19735,100.0,Seal Rock 100 kV,gen,solar,76.2,Ohio,30,synthetic
Q17-0870,2017-09-23,10274,138.0,Philip Morris 138 kV,gen,solar,120.1,Virginia,15,synthetic
Q17-0871,2017-09-27,9193,138.0,Pinto 138 kV,gen,solar,68.8,Virginia,14,synthetic
Q17-0872,2017-09-30,8347,138.0,Eden 138 kV,gen,solar,124.9,Delaware,12,synthetic
Q17-0873,2017-09-30,22965,100.0,Lower Granite 100 kV,gen,solar,295.9,Illinois,34,synthetic
Q17-0874,2017-10-02,22493,230.0,Buckeye 230 kV,gen,gas,788.3,Indiana,33,synthetic
Q17-0875,2017-10-02,9929,138.0,St. Joseph 138 kV,gen,solar,188.0,Virginia,15,synthetic
Q17-0876,2017-10-05,10176,138.0,Longfalls Facility 138 kV,gen,solar,59.7,Virginia,15,synthetic
Q17-0877,2017-10-07,11151,69.0,Manawa 69 kV,gen,solar,127.6,North Carolina,16,synthetic
Q17-0878,2017-10-09,9276,138.0,Station G 138 kV,gen,wind,169.4,Virginia,14,synthetic
Q17-0879,2017-10-10,8499,138.0,Redman 138 kV,gen,other,107.4,Maryland,13,synthetic
Q17-0880,2017-10-10,19382,100.0,Transwind 100 kV,gen,wind,75.4,Ohio,29,synthetic
Q17-0881,2017-10-11,9959,138.0,Newport News 138 kV,battery,storage,76.7,Virginia,15,synthetic
Q17-0882,2017-10-13,8754,138.0,Twin Bridges 138 kV,gen,gas,1225.5,Maryland,13,synthetic
Q17-0883,2017-10-14,5382,138.0,Bethpage Power Plant 138 kV,gen,wind,178.1,New Jersey,9,synthetic
Q17-0884,2017-10-21,5871,138.0,New Dover 138 kV,gen,solar,406.3,New Jersey,9,synthetic
Q17-0885,2017-10-26,9812,138.0,Marlboro 138 kV,gen,wind,100.8,Virginia,15,synthetic
Q17-0886,2017-10-27,23302,230.0,South Hall 230 kV,gen,wind,287.1,Illinois,34,synthetic
Q17-0887,2017-10-29,9007,345.0,Hutchins 345 kV,load,load,773.4,Maryland,13,synthetic
Q17-0888,2017-10-31,19477,230.0,Granite Ridge 230 kV,gen,solar,97.5,Ohio,29,synthetic
Q17-0889,2017-11-04,22595,100.0,Grandview Ave 100 kV,gen,solar,121.5,Indiana,33,synthetic
Q17-0890,2017-11-06,10749,69.0,Webber 69 kV,gen,solar,158.8,North Carolina,16,synthetic
Q17-0891,2017-11-13,17917,138.0,Dam No. 5 Hydro Station 138 kV,gen,gas,463.4,West Virginia,28,synthetic
Q17-0892,2017-11-13,22493,230.0,Buckeye 230 kV,gen,solar,104.3,Indiana,33,synthetic
Q17-0893,2017-11-14,18845,100.0,Windhub 100 kV,gen,wind,123.4,Ohio,29,synthetic
Q17-0894,2017-11-18,22749,500.0,San Marcos 500 kV,gen,wind,249.0,Indiana,33,synthetic
Q17-0895,2017-11-22,22297,100.0,Hondo Creek 100 kV,gen,gas,56.6,Indiana,33,synthetic
Q17-0896,2017-11-23,8015,138.0,Fair Drive 138 kV,gen,solar,284.1,Pennsylvania,11,synthetic
Q17-0897,2017-11-24,22765,230.0,Mount Holly 230 kV,gen,gas,1143.5,Indiana,33,synthetic
Q17-0898,2017-12-08,10068,138.0,Usaa 1 138 kV,battery,storage,75.8,Virginia,15,synthetic
Q17-0899,2017-12-09,23508,230.0,Dresden Generating Station 230 kV,gen,gas,174.4,Illinois,34,synthetic
Q17-0900,2017-12-11,8207,138.0,Audobon 138 kV,gen,solar,69.4,Pennsylvania,11,synthetic
Q17-0901,2017-12-11,20286,230.0,Marbo 230 kV,gen,gas,1500.0,Ohio,30,synthetic
Q17-0902,2017-12-12,7553,138.0,Butler 138 kV,gen,solar,123.7,Pennsylvania,11,synthetic
Q17-0903,2017-12-13,22394,100.0,Winterset 100 kV,gen,solar,212.7,Indiana,33,synthetic
Q17-0904,2017-12-13,23495,230.0,Rocky Road Power Llc 230 kV,gen,solar,52.8,Illinois,34,synthetic
Q17-0905,2017-12-16,10031,138.0,Brambleton 138 kV,gen,solar,99.2,Virginia,15,synthetic
Q17-0906,2017-12-16,9677,138.0,Port Costa Brick Tap 138 kV,gen,solar,101.6,Virginia,15,synthetic
Q17-0907,2017-12-17,5917,138.0,Earlimart 138 kV,gen,gas,344.0,New Jersey,9,synthetic
Q17-0908,2017-12-23,11146,345.0,Person 345 kV,load,load,361.2,North Carolina,16,synthetic
Q17-0909,2017-12-26,10228,345.0,Seminole Electric Cooperative 345 kV,gen,solar,281.2,Virginia,15,synthetic
Q17-0910,2017-12-28,9633,345.0,Kean Mtn And Grassy Creek 345 kV,gen,gas,1455.3,Virginia,14,synthetic
Q18-0911,2018-01-03,10054,138.0,Hicks 138 kV,gen,solar,246.3,Virginia,15,synthetic
Q18-0912,2018-01-04,6026,345.0,Caledonia Alte 345 kV,gen,solar,97.8,Pennsylvania,10,synthetic
Q18-0913,2018-01-05,11146,345.0,Person 345 kV,battery,storage,500.0,North Carolina,16,synthetic
Q18-0914,2018-01-08,22493,230.0,Buckeye 230 kV,gen,gas,97.8,Indiana,33,synthetic
Q18-0915,2018-01-11,23512,230.0,Zion 230 kV,gen,solar,175.7,Illinois,34,synthetic
Q18-0916,2018-01-12,9633,138.0,Kean Mtn And Grassy Creek 138 kV,gen,solar,121.2,Virginia,14,synthetic
Q18-0917,2018-01-13,6839,138.0,Lake Road Mo 138 kV,gen,solar,317.6,Pennsylvania,10,synthetic
Q18-0918,2018-01-13,9159,138.0,Deen 138 kV,battery,storage,41.4,Virginia,14,synthetic
Q18-0919,2018-01-14,5610,138.0,Jack County 138 kV,gen,solar,106.4,New Jersey,9,synthetic
Q18-0920,2018-01-20,5930,138.0,Tulare 138 kV,gen,solar,78.1,New Jersey,9,synthetic
Q18-0921,2018-01-21,6521,345.0,Hedges 345 kV,gen,wind,392.6,Pennsylvania,10,synthetic
Q18-0922,2018-01-22,5374,138.0,Yauco Plaza 138 kV,gen,solar,211.7,New Jersey,9,synthetic
Q18-0923,2018-01-23,9971,138.0,Trask 138 kV,gen,wind,303.8,Virginia,15,synthetic
Q18-0924,2018-01-24,6726,138.0,Tazewell 138 kV,load,load,26.6,Pennsylvania,10,synthetic
Q18-0925,2018-01-24,17581,138.0,Hotchkiss 138 kV,gen,solar,68.5,Kentucky,27,synthetic
Q18-0926,2018-01-26,9633,345.0,Kean Mtn And Grassy Creek 345 kV,battery,storage,280.5,Virginia,14,synthetic
Q18-0927,2018-01-27,17963,138.0,Oleum 138 kV,gen,solar,63.2,West Virginia,28,synthetic
Q18-0928,2018-01-30,10195,138.0,Garrisonville 138 kV,battery,storage,147.7,Virginia,15,synthetic
Q18-0929,2018-01-30,7050,138.0,Nolensville 138 kV,battery,storage,177.3,Pennsylvania,10,synthetic
Q18-0930,2018-02-02,5653,138.0,Kellerville 138 kV,battery,storage,35.8,New Jersey,9,synthetic
Q18-0931,2018-02-06,19544,230.0,Waterford Power Llc 230 kV,gen,gas,764.8,Ohio,29,synthetic
Q18-0932,2018-02-08,19733,100.0,Eagle Eye 100 kV,gen,wind,117.8,Ohio,30,synthetic
Q18-0933,2018-02-08,23887,100.0,Cherokee 100 kV,gen,other,46.9,Illinois,35,synthetic
Q18-0934,2018-02-10,17834,345.0,Mcclellan Ar 345 kV,gen,gas,1339.3,Kentucky,27,synthetic
Q18-0935,2018-02-11,10055,138.0,Stoughton 138 kV,gen,solar,52.9,Virginia,15,synthetic
Q18-0936,2018-02-15,9853,138.0,Westwing 138 kV,gen,solar,326.3,Virginia,15,synthetic
Q18-0937,2018-02-18,23276,100.0,Bear Creek 100 kV,gen,solar,43.6,Illinois,34,synthetic
Q18-0938,2018-02-21,7750,138.0,Military Highway 138 kV,gen,solar,164.7,Pennsylvania,11,synthetic
Q18-0939,2018-02-24,9374,138.0,Brodhead South 138 kV,gen,gas,452.5,Virginia,14,synthetic
Q18-0940,2018-02-25,20138,230.0,Waters River 230 kV,gen,solar,87.1,Ohio,30,synthetic
Q18-0941,2018-02-26,9219,138.0,Reusens 138 kV,gen,solar,104.4,Virginia,14,synthetic
Q18-0942,2018-02-26,10241,138.0,Basf 138 kV,gen,solar,63.1,Virginia,15,synthetic
Q18-0943,2018-03-02,18021,138.0,Federalgen 138 kV,gen,wind,97.4,West Virginia,28,synthetic
Q18-0944,2018-03-04,8324,138.0,Pensacola 138 kV,gen,solar,210.3,Delaware,12,synthetic
Q18-0945,2018-03-05,8343,138.0,Brandywine 138 kV,gen,solar,230.0,Delaware,12,synthetic
Q18-0946,2018-03-05,9275,138.0,Borger 138 kV,gen,solar,71.3,Virginia,14,synthetic
